,ASD,ASD,ASD,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.693272718634373,0.08932482390544046,50.0,0.17329644964506116,50.0,0.693081139848239
1,0.6933542311291792,0.08932365998203469,50.0,0.1732853033365778,50.0,0.6931782412800366
2,0.693173525256881,0.08940487551634366,50.0,0.17327481471177014,75.0,0.6930754419250033
3,0.6932725838109658,0.0893214343569056,50.51546391752577,0.17328095827649115,50.0,0.6932308699583636
4,0.6933851897406995,0.08932013848921962,50.0,0.1732828524011046,50.0,0.6931480580922902
5,0.6775320354937414,0.08915172875815777,53.09278350515464,0.17058959766693468,25.0,0.6934438270210079
6,0.6929575009847875,0.0893186962356018,50.0,0.1732873686843386,50.0,0.6931824035411145
7,0.6931499282591157,0.08931410086038495,50.0,0.17328637704660788,50.0,0.6935623914902419
8,0.6960928167345413,0.08928642006005606,50.0,0.17327889337612995,50.0,0.6939611184462785
9,0.6917054737711468,0.0893155145830701,50.0,0.17328474660832738,50.0,0.693172746671705
10,0.6988852590153465,0.0893106612879859,50.0,0.17327825815880318,50.0,0.6929892369635497
11,0.695626891048054,0.08927737370250731,50.0,0.1732775920867615,50.0,0.6945156249636752
12,0.6947083356453027,0.08931052445912646,50.0,0.1732807356484396,50.0,0.6934955380242134
13,0.6929863502567873,0.08931112635388927,50.0,0.17329373173578833,50.0,0.6931264114042146
14,0.6928224951534612,0.08931085897257048,50.0,0.1732977739253695,50.0,0.6934171317745252
15,0.691098799983809,0.08929811530812011,50.51546391752577,0.17331932209085651,50.0,0.6930068278960458
16,0.7005199131520492,0.0893726355616161,50.0,0.17325135868085773,50.0,0.7004938864227331
17,0.7004521634355452,0.08921654093017937,50.51546391752577,0.17334182231350737,50.0,0.6949740225965253
18,0.6961242726973114,0.0882705511440737,52.0618556701031,0.1733707032983484,50.0,0.6925855180605329
19,0.6797876530372999,0.08926042270507265,50.0,0.17328893417704408,50.0,0.693188771228711
20,0.6886024803747886,0.0892939085889152,50.0,0.17338039585760656,50.0,0.6919306166758773
21,0.733359403479848,0.08946891982601514,50.51546391752577,0.17931240189450798,50.0,0.6925382234436916
22,0.6846681796580619,0.08907771981351446,50.0,0.17336963126845364,25.0,0.694002354411232
23,0.6732222791184974,0.0886403154227711,51.546391752577314,0.17358821299680188,25.0,0.6915351893442336
24,0.6297449918013817,0.08639838886193633,59.27835051546392,0.17490177317544137,25.0,0.68700003425987
25,0.7187724706003747,0.0913926701189192,55.154639175257735,0.23267344527162337,25.0,0.4385025398717558
26,0.6850908979207445,0.10190378438477243,55.670103092783506,0.4123008306152498,25.0,1.0487265053219081
27,0.49968010359110115,0.10803385649184248,58.76288659793815,0.3439261205911695,25.0,1.5140126488984023
28,0.627814065550772,0.10182532003154456,61.855670103092784,0.2737353773284237,0.0,1.0408867709957763
29,0.3070869849411614,0.11136429495857926,60.30927835051546,0.477929101354963,0.0,0.5626189872267248
30,0.4503471732509852,0.08961381838413009,59.27835051546392,0.23313097177775113,0.0,0.29512740240857765
31,0.4134953349640524,0.092667978434168,59.27835051546392,0.21787921567377833,25.0,0.3186405676923249
32,0.5427753313061741,0.106792512609023,59.27835051546392,0.44217369167338694,25.0,0.49126979592582265
33,0.6382351044000627,0.11123393992499234,54.63917525773196,0.21599675175557648,25.0,1.706062518519445
34,0.26004932807435927,0.1908631699695643,60.824742268041234,0.9293718707474615,0.0,0.5551754605790472
35,0.2036759722640527,0.11270452962618553,56.70103092783505,0.2928781475709788,25.0,0.6771949683057492
