,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,155.95661482794864,129.53685954719768,0.0,0.0,0.0,0.0,0.0,7.812944613808398,0.0,0.0,0.0,0.0,0.0,2.2281521560215753,13.855823141404198,0.0,0.0,0.0,0.0,0.0,69.39780453164842,36.561707647682276,0.0,0.0,0.0,0.0,0.0,38.473751517729106,107.00372376625478,0.0,0.0,0.0,0.0,0.0,26.47326185430137,681.9579523095026,0.0,0.0,0.0,0.0,0.0,1429.4722666166128,90.43340185602095,0.0,0.0,0.0,0.0,0.0,145.82121117383707,993.0258256015152,0.0,0.0,0.0,0.0,0.0,156.64729751585287,181.73967871634713,0.0,0.0,0.0,0.0,0.0,11.127167982209231,831.0229144451329,0.0,0.0,0.0,0.0,0.0,665.2060020813592,1241.613286108347,0.0,0.0,0.0,0.0,0.0,647.4040492585358,38.05885758288716,0.0,0.0,0.0,0.0,0.0,78.56333302019316,630.8562820550356,0.0,0.0,0.0,0.0,0.0,985.4633870627246,2941.8700428805355,0.0,0.0,0.0,0.0,0.0,2666.0948755227532,2610.0919426620294,0.0,0.0,0.0,0.0,0.0,2242.65997583262,2129.537918350279,0.0,0.0,0.0,0.0,0.0,2593.9256119964043,458.8749137090412,0.0,0.0,0.0,0.0,0.0,128.6534214271784
1,49.97755306328092,35.77499823430015,0.0,0.0,0.0,0.0,0.0,9.678255744135129,0.0,0.0,0.0,0.0,0.0,9.283771791567764,14.180285499822565,0.0,0.0,0.0,0.0,0.0,110.4144510024236,31.064373436690243,0.0,0.0,0.0,0.0,0.0,39.21466744174479,41.121847030909,0.0,0.0,0.0,0.0,0.0,48.98512865347009,523.4876630776682,0.0,0.0,0.0,0.0,0.0,820.3030698289613,82.48228418743517,0.0,0.0,0.0,0.0,0.0,112.94504334066896,382.3497513480992,0.0,0.0,0.0,0.0,0.0,613.6064393489808,205.75549585519755,0.0,0.0,0.0,0.0,0.0,54.16357499486544,831.9134040467883,0.0,0.0,0.0,0.0,0.0,581.0473139834864,1241.9957354819535,0.0,0.0,0.0,0.0,0.0,1593.0058611862573,9.084358446601804,0.0,0.0,0.0,0.0,0.0,18.36142646469045,174.61659487996002,0.0,0.0,0.0,0.0,0.0,159.63067941544463,1054.6479098406226,0.0,0.0,0.0,0.0,0.0,1155.3983923360843,1433.7524103125484,0.0,0.0,0.0,0.0,0.0,1013.1254122586018,523.9689618051673,0.0,0.0,0.0,0.0,0.0,681.179940674662,406.9001744122006,0.0,0.0,0.0,0.0,0.0,137.35291644754733
2,123.54866746894724,30.091994825465157,0.0,0.0,0.0,0.0,0.0,9.94782510524522,0.0,0.0,0.0,0.0,0.0,7.388188487797539,5.564088799918858,0.0,0.0,0.0,0.0,0.0,10.251901003442848,25.102347597428956,0.0,0.0,0.0,0.0,0.0,30.678170775556893,38.39654639111639,0.0,0.0,0.0,0.0,0.0,38.216096112789856,270.6444068317975,0.0,0.0,0.0,0.0,0.0,352.2243434025891,80.11122915247535,0.0,0.0,0.0,0.0,0.0,75.41752455470511,270.05400352440205,0.0,0.0,0.0,0.0,0.0,166.80567430099472,185.4043920875154,0.0,0.0,0.0,0.0,0.0,738.767856147774,830.8653141468709,0.0,0.0,0.0,0.0,0.0,1281.0319740742643,1240.8874064847864,0.0,0.0,0.0,0.0,0.0,1358.5496625180583,12.127131738391657,0.0,0.0,0.0,0.0,0.0,129.90187334452312,221.12234623334672,0.0,0.0,0.0,0.0,0.0,361.6447851406349,547.1419017956111,0.0,0.0,0.0,0.0,0.0,577.5201287746738,669.1296981751709,0.0,0.0,0.0,0.0,0.0,534.3659132168564,266.8125650641491,0.0,0.0,0.0,0.0,0.0,332.4298646767717,380.43923221186265,0.0,0.0,0.0,0.0,0.0,210.52507449019905
3,184.3151377391032,38.957192212530174,0.0,0.0,0.0,0.0,0.0,15.385890981770238,0.0,0.0,0.0,0.0,0.0,2.9323672520370763,4.484782537671363,0.0,0.0,0.0,0.0,0.0,13.090196895424356,11.65425302875805,0.0,0.0,0.0,0.0,0.0,4.254342122786993,3.367519850990396,0.0,0.0,0.0,0.0,0.0,6.527607070978887,213.74171563818163,0.0,0.0,0.0,0.0,0.0,371.57959222770563,67.2060263696271,0.0,0.0,0.0,0.0,0.0,7.780463777006912,200.53050560191002,0.0,0.0,0.0,0.0,0.0,287.666475685112,102.6330417248971,0.0,0.0,0.0,0.0,0.0,6.223621552773547,777.8790461332794,0.0,0.0,0.0,0.0,0.0,723.9668186456141,1240.555422594691,0.0,0.0,0.0,0.0,0.0,1026.054738368653,10.26693679734622,0.0,0.0,0.0,0.0,0.0,17.97385513355826,169.63377356093474,0.0,0.0,0.0,0.0,0.0,8.935168831780594,282.67363080571215,0.0,0.0,0.0,0.0,0.0,166.81353121426895,291.4881942818745,0.0,0.0,0.0,0.0,0.0,166.55293873110844,157.53972072434618,0.0,0.0,0.0,0.0,0.0,546.5784947614201,256.7787341614866,0.0,0.0,0.0,0.0,0.0,103.01848806837995
4,243.5090625349927,78.5347348774465,0.0,0.0,0.0,0.0,0.0,2.075979829674859,0.0,0.0,0.0,0.0,0.0,4.764403920661738,2.260551812080283,0.0,0.0,0.0,0.0,0.0,3.5109900110091936,7.008957033169478,0.0,0.0,0.0,0.0,0.0,10.032853221826345,5.303088630706521,0.0,0.0,0.0,0.0,0.0,2.7087996764973887,188.18882763865582,0.0,0.0,0.0,0.0,0.0,250.13694906411874,59.66012243897024,0.0,0.0,0.0,0.0,0.0,20.87586338383933,204.40100882705156,0.0,0.0,0.0,0.0,0.0,8.834248227390518,75.45810187154264,0.0,0.0,0.0,0.0,0.0,4.80086331911926,364.23399239936225,0.0,0.0,0.0,0.0,0.0,716.9603669480234,1239.0322732747854,0.0,0.0,0.0,0.0,0.0,1236.1542808277445,15.997425776643656,0.0,0.0,0.0,0.0,0.0,55.18843009509771,142.36085816512298,0.0,0.0,0.0,0.0,0.0,69.98399992590535,207.58065743620296,0.0,0.0,0.0,0.0,0.0,82.68007865114204,104.91922907788319,0.0,0.0,0.0,0.0,0.0,30.762077878983344,114.11103789337378,0.0,0.0,0.0,0.0,0.0,125.24980565373036,142.20175409248222,0.0,0.0,0.0,0.0,0.0,56.739240002066396
5,36.52334222992932,109.54684375572171,0.0,0.0,0.0,0.0,0.0,7.4680574085662155,0.0,0.0,0.0,0.0,0.0,1.6071613690024045,6.999148893194786,0.0,0.0,0.0,0.0,0.0,2.872758214784765,8.48617217793055,0.0,0.0,0.0,0.0,0.0,10.46480652288634,1.4096248002317593,0.0,0.0,0.0,0.0,0.0,9.30991054957946,186.91772897504927,0.0,0.0,0.0,0.0,0.0,263.8604559402844,53.83768155701015,0.0,0.0,0.0,0.0,0.0,54.153191086639836,149.94888349322866,0.0,0.0,0.0,0.0,0.0,147.7154072298634,92.62752691313943,0.0,0.0,0.0,0.0,0.0,36.30220631431956,138.90897559993178,0.0,0.0,0.0,0.0,0.0,432.7928271684102,1235.2550582652034,0.0,0.0,0.0,0.0,0.0,775.4609524753159,13.19265111776509,0.0,0.0,0.0,0.0,0.0,22.29910955910975,133.92492737247485,0.0,0.0,0.0,0.0,0.0,124.58035067675185,113.37329736962572,0.0,0.0,0.0,0.0,0.0,73.59832049114459,110.34366519095613,0.0,0.0,0.0,0.0,0.0,96.40669212536143,87.80862040294139,0.0,0.0,0.0,0.0,0.0,199.94005085338176,82.15097527168955,0.0,0.0,0.0,0.0,0.0,17.063356480566465
6,70.9898129408547,36.58113825314745,0.0,0.0,0.0,0.0,0.0,10.989990901310016,0.0,0.0,0.0,0.0,0.0,5.673317860123981,5.13475568844427,0.0,0.0,0.0,0.0,0.0,4.451828364103257,8.49118777614498,0.0,0.0,0.0,0.0,0.0,7.002278261562022,2.3298460537193755,0.0,0.0,0.0,0.0,0.0,3.692633724781431,161.2784613325249,0.0,0.0,0.0,0.0,0.0,230.52963178944097,70.04050565083134,0.0,0.0,0.0,0.0,0.0,20.4204785412403,152.54488178970283,0.0,0.0,0.0,0.0,0.0,211.39156826478052,88.72679440723772,0.0,0.0,0.0,0.0,0.0,25.285977087072034,152.0745052627858,0.0,0.0,0.0,0.0,0.0,223.01649687604504,837.9013920901767,0.0,0.0,0.0,0.0,0.0,622.9905535892934,15.240742848678456,0.0,0.0,0.0,0.0,0.0,1.4413102879359132,141.55724849809604,0.0,0.0,0.0,0.0,0.0,42.521491125818066,284.84864182998115,0.0,0.0,0.0,0.0,0.0,105.64232521518046,149.92036014613797,0.0,0.0,0.0,0.0,0.0,52.36583078919288,145.32672603458323,0.0,0.0,0.0,0.0,0.0,35.96577299577388,114.44172418400075,0.0,0.0,0.0,0.0,0.0,27.682912235712113
7,147.39932971147576,45.85694610087091,0.0,0.0,0.0,0.0,0.0,1.7877039153102656,0.0,0.0,0.0,0.0,0.0,2.317504833225765,2.645772140427935,0.0,0.0,0.0,0.0,0.0,5.478604072457292,5.344025247298871,0.0,0.0,0.0,0.0,0.0,20.275973145018032,1.3235574998734134,0.0,0.0,0.0,0.0,0.0,3.039330220935824,155.89116160129424,0.0,0.0,0.0,0.0,0.0,285.3706179289421,45.677291593411844,0.0,0.0,0.0,0.0,0.0,51.35922224771713,140.507579436741,0.0,0.0,0.0,0.0,0.0,114.00424962830249,63.11358189280502,0.0,0.0,0.0,0.0,0.0,218.85056395148388,87.77477064489196,0.0,0.0,0.0,0.0,0.0,15.668487557083303,594.0634988123534,0.0,0.0,0.0,0.0,0.0,590.8165801262686,17.785042311447757,0.0,0.0,0.0,0.0,0.0,41.8719195243249,132.26013722148298,0.0,0.0,0.0,0.0,0.0,27.57166360249452,235.21462045204294,0.0,0.0,0.0,0.0,0.0,102.04614040719505,110.44235163358863,0.0,0.0,0.0,0.0,0.0,80.07297622858385,128.65791309349052,0.0,0.0,0.0,0.0,0.0,128.07457771789487,105.41650332262991,0.0,0.0,0.0,0.0,0.0,53.12424462488724
8,124.92434850323755,40.471348965024326,0.0,0.0,0.0,0.0,0.0,2.744967213974304,0.0,0.0,0.0,0.0,0.0,4.7939596053167,2.2657414203826076,0.0,0.0,0.0,0.0,0.0,1.766499849253099,5.631737148236315,0.0,0.0,0.0,0.0,0.0,9.11130654751304,2.232069331844465,0.0,0.0,0.0,0.0,0.0,0.7308263325610554,151.9692872957088,0.0,0.0,0.0,0.0,0.0,155.52846679886952,44.1346875500496,0.0,0.0,0.0,0.0,0.0,26.273686413640792,120.33450265966228,0.0,0.0,0.0,0.0,0.0,15.439801434376657,60.08034021740472,0.0,0.0,0.0,0.0,0.0,41.064427230276024,75.96272193807931,0.0,0.0,0.0,0.0,0.0,22.87184464657283,373.585496046085,0.0,0.0,0.0,0.0,0.0,508.34263446734894,21.0878092495972,0.0,0.0,0.0,0.0,0.0,17.18508204401041,116.882531696365,0.0,0.0,0.0,0.0,0.0,99.35915934043277,166.28105967542314,0.0,0.0,0.0,0.0,0.0,143.5807983380866,74.80111619257092,0.0,0.0,0.0,0.0,0.0,24.280388370149826,89.26083565527429,0.0,0.0,0.0,0.0,0.0,107.43759686464848,101.05598291147629,0.0,0.0,0.0,0.0,0.0,48.700898775691584
