,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,769.7370544510061,273.6063652807746,0.0,0.0,0.0,0.0,0.0,4.548268901139582,0.0,0.0,0.0,0.0,0.0,32.95048980210665,1.4481119048197324,0.0,0.0,0.0,0.0,0.0,19.218886794209514,3.601911101449601,0.0,0.0,0.0,0.0,0.0,21.776476507034193,9.582020855106734,0.0,0.0,0.0,0.0,0.0,97.36194194705634,80.153437204861,0.0,0.0,0.0,0.0,0.0,1797.9974024294584,53.52700815207277,0.0,0.0,0.0,0.0,0.0,226.03016968692592,74.66844983984028,0.0,0.0,0.0,0.0,0.0,1848.9781179554413,96.87378279013473,0.0,0.0,0.0,0.0,0.0,301.004317774666,54.042074007221196,0.0,0.0,0.0,0.0,0.0,464.8085042916372,10.954998490733345,0.0,0.0,0.0,0.0,0.0,342.8206096169077,1.047718096233378,0.0,0.0,0.0,0.0,0.0,15.636613619983613,30.350066509119667,0.0,0.0,0.0,0.0,0.0,169.74971995861955,648.3842440735611,0.0,0.0,0.0,0.0,0.0,2648.467618077658,788.6440934695216,0.0,0.0,0.0,0.0,0.0,3948.182235815145,792.2236756413549,0.0,0.0,0.0,0.0,0.0,3709.476224710643,22.899356087381662,0.0,0.0,0.0,0.0,0.0,59.46425656972244
1,1180.1545992392153,379.7928657722038,0.0,0.0,0.0,0.0,0.0,3.542958370195493,0.0,0.0,0.0,0.0,0.0,7.675596311901649,2.2462511774845475,0.0,0.0,0.0,0.0,0.0,11.45969560548862,3.260095265589094,0.0,0.0,0.0,0.0,0.0,15.331413450399246,0.7679518250035744,0.0,0.0,0.0,0.0,0.0,17.54412147745342,32.12061504050463,0.0,0.0,0.0,0.0,0.0,621.3794438174964,12.135220311852832,0.0,0.0,0.0,0.0,0.0,67.85527649233248,28.64155291079391,0.0,0.0,0.0,0.0,0.0,64.22726877138805,37.55898200067042,0.0,0.0,0.0,0.0,0.0,236.05813856748767,57.647922392877874,0.0,0.0,0.0,0.0,0.0,478.28036694497916,5.098176828426469,0.0,0.0,0.0,0.0,0.0,158.56680308644673,0.8728293843733046,0.0,0.0,0.0,0.0,0.0,55.167154800410565,22.645791093705196,0.0,0.0,0.0,0.0,0.0,47.17667882964139,448.65394598083014,0.0,0.0,0.0,0.0,0.0,2318.897310535278,740.352855589507,0.0,0.0,0.0,0.0,0.0,3788.2670303410437,512.0649435281849,0.0,0.0,0.0,0.0,0.0,2541.121798134479,19.57003510318587,0.0,0.0,0.0,0.0,0.0,106.91579686986748
2,843.1794977094884,128.2631301500722,0.0,0.0,0.0,0.0,0.0,1.2029891853435988,0.0,0.0,0.0,0.0,0.0,1.5148588981282674,0.7385965697033676,0.0,0.0,0.0,0.0,0.0,29.121076574049614,1.982576769850778,0.0,0.0,0.0,0.0,0.0,11.978670069525405,1.1476055335924364,0.0,0.0,0.0,0.0,0.0,4.5611911664374425,21.42926358785784,0.0,0.0,0.0,0.0,0.0,365.92369896116395,10.000238526456814,0.0,0.0,0.0,0.0,0.0,6.543196908176642,24.278694839707065,0.0,0.0,0.0,0.0,0.0,368.07903853884466,23.133254766704894,0.0,0.0,0.0,0.0,0.0,99.69854721351159,30.08541383179237,0.0,0.0,0.0,0.0,0.0,365.52869709018,4.542487044576199,0.0,0.0,0.0,0.0,0.0,118.00369083896494,3.2020222730451446,0.0,0.0,0.0,0.0,0.0,28.422957525494315,36.289413259075296,0.0,0.0,0.0,0.0,0.0,99.31521342327652,246.1824047861368,0.0,0.0,0.0,0.0,0.0,1061.115921709997,612.8557234358727,0.0,0.0,0.0,0.0,0.0,3137.6853842156597,388.5086392143438,0.0,0.0,0.0,0.0,0.0,1377.479479389608,27.341565210983337,0.0,0.0,0.0,0.0,0.0,54.273176343832795
3,697.4893267948207,114.32501601750158,0.0,0.0,0.0,0.0,0.0,0.7408825842722521,0.0,0.0,0.0,0.0,0.0,1.5120722947880008,0.5947285211242229,0.0,0.0,0.0,0.0,0.0,17.349535914310074,1.5283562452785346,0.0,0.0,0.0,0.0,0.0,8.276958121114788,4.657240207795214,0.0,0.0,0.0,0.0,0.0,20.493017918295806,22.803562194373278,0.0,0.0,0.0,0.0,0.0,645.560800038783,10.576251794387396,0.0,0.0,0.0,0.0,0.0,66.27005851541296,23.62672428058045,0.0,0.0,0.0,0.0,0.0,115.87293678302547,22.307189206976247,0.0,0.0,0.0,0.0,0.0,8.455979630531031,11.226449312824231,0.0,0.0,0.0,0.0,0.0,50.45972588948332,12.139721381745881,0.0,0.0,0.0,0.0,0.0,92.83193153279856,1.1636406771171282,0.0,0.0,0.0,0.0,0.0,2.4215993714291146,23.601808225048615,0.0,0.0,0.0,0.0,0.0,80.4358303923426,72.51907186603073,0.0,0.0,0.0,0.0,0.0,287.7401120935564,521.8252808510209,0.0,0.0,0.0,0.0,0.0,1869.9557156921953,159.84056152609884,0.0,0.0,0.0,0.0,0.0,947.9942893951368,12.993317856487295,0.0,0.0,0.0,0.0,0.0,127.83435132609182
4,249.44759646727442,34.61229403473307,0.0,0.0,0.0,0.0,0.0,7.3974073337915165,0.0,0.0,0.0,0.0,0.0,1.6593324539843881,0.40801518884694193,0.0,0.0,0.0,0.0,0.0,6.090681014893231,0.7626180584162854,0.0,0.0,0.0,0.0,0.0,16.66407726623545,2.10580048452071,0.0,0.0,0.0,0.0,0.0,17.962751640968765,26.989510958379714,0.0,0.0,0.0,0.0,0.0,459.39431947539623,9.665045862971423,0.0,0.0,0.0,0.0,0.0,29.810942484620817,24.647802607387767,0.0,0.0,0.0,0.0,0.0,33.12874785521474,14.04896335572043,0.0,0.0,0.0,0.0,0.0,22.387944398906388,14.515012978541126,0.0,0.0,0.0,0.0,0.0,36.018314652198015,15.397432637519312,0.0,0.0,0.0,0.0,0.0,95.90792385305579,1.5119161446283742,0.0,0.0,0.0,0.0,0.0,42.41645620859381,42.31071227321147,0.0,0.0,0.0,0.0,0.0,108.14516526748714,50.16028621292806,0.0,0.0,0.0,0.0,0.0,251.30431232719917,304.4125446291813,0.0,0.0,0.0,0.0,0.0,1108.0176236100851,70.9047029505216,0.0,0.0,0.0,0.0,0.0,242.90382722035238,35.899703417870136,0.0,0.0,0.0,0.0,0.0,25.66440005410993
5,255.8781902998298,38.802779207130925,0.0,0.0,0.0,0.0,0.0,0.3471908152427605,0.0,0.0,0.0,0.0,0.0,0.7389475906166497,1.104002042277861,0.0,0.0,0.0,0.0,0.0,3.5963272134200133,0.6544246183141728,0.0,0.0,0.0,0.0,0.0,4.74501433009166,4.518581754467587,0.0,0.0,0.0,0.0,0.0,21.75520111228254,30.788613015514894,0.0,0.0,0.0,0.0,0.0,358.75042592506986,10.131755505257807,0.0,0.0,0.0,0.0,0.0,40.945110788817956,16.198429765336005,0.0,0.0,0.0,0.0,0.0,96.33323366534032,11.20113161980902,0.0,0.0,0.0,0.0,0.0,50.44266451312592,17.587013010183913,0.0,0.0,0.0,0.0,0.0,19.98732157981707,8.621221607560285,0.0,0.0,0.0,0.0,0.0,51.56207734319563,2.6507706540761307,0.0,0.0,0.0,0.0,0.0,19.362643315345327,18.661006657513614,0.0,0.0,0.0,0.0,0.0,54.53166379814024,28.854531957162926,0.0,0.0,0.0,0.0,0.0,94.53664468017139,56.66067867692404,0.0,0.0,0.0,0.0,0.0,263.04225221249595,36.82472449282553,0.0,0.0,0.0,0.0,0.0,112.5001433959419,33.05765396965704,0.0,0.0,0.0,0.0,0.0,119.81784223422244
6,342.58638962453097,51.08315125212775,0.0,0.0,0.0,0.0,0.0,0.75353069220481,0.0,0.0,0.0,0.0,0.0,1.2064829152185375,0.39790486523486857,0.0,0.0,0.0,0.0,0.0,4.310003709529681,1.2776087455219254,0.0,0.0,0.0,0.0,0.0,11.569452811294843,0.9818122853666006,0.0,0.0,0.0,0.0,0.0,1.7491921868482818,18.25537298180886,0.0,0.0,0.0,0.0,0.0,505.0451718588939,7.672573814664222,0.0,0.0,0.0,0.0,0.0,76.32097864238827,25.033896861469707,0.0,0.0,0.0,0.0,0.0,92.04818624041759,19.555929152586092,0.0,0.0,0.0,0.0,0.0,117.40226650298447,13.878553663118613,0.0,0.0,0.0,0.0,0.0,16.78265901272394,6.349367566312721,0.0,0.0,0.0,0.0,0.0,106.9344149425772,1.5414137259271428,0.0,0.0,0.0,0.0,0.0,17.180658335360175,25.657100039275434,0.0,0.0,0.0,0.0,0.0,17.05028178852815,35.95031019144006,0.0,0.0,0.0,0.0,0.0,77.5587281201953,35.979749400583195,0.0,0.0,0.0,0.0,0.0,48.9158120107723,25.227291437821957,0.0,0.0,0.0,0.0,0.0,128.75502230642303,17.150069794385537,0.0,0.0,0.0,0.0,0.0,9.577018003543515
7,207.09327813712042,27.076083927049726,0.0,0.0,0.0,0.0,0.0,0.27918846545336157,0.0,0.0,0.0,0.0,0.0,1.287250948834817,3.0797420373095643,0.0,0.0,0.0,0.0,0.0,1.2619371600446057,0.7549626193964215,0.0,0.0,0.0,0.0,0.0,20.333572227845877,0.3611108153665818,0.0,0.0,0.0,0.0,0.0,1.120697973325562,15.399353167582898,0.0,0.0,0.0,0.0,0.0,169.48954092748932,14.428124305421154,0.0,0.0,0.0,0.0,0.0,47.43565201226867,16.355606878908382,0.0,0.0,0.0,0.0,0.0,61.568504460754326,12.725976031570331,0.0,0.0,0.0,0.0,0.0,234.77374062309917,14.284394066557775,0.0,0.0,0.0,0.0,0.0,60.120874119444366,3.842106536864685,0.0,0.0,0.0,0.0,0.0,290.85391849689535,1.7306612322271073,0.0,0.0,0.0,0.0,0.0,34.48269872448525,26.588806917951082,0.0,0.0,0.0,0.0,0.0,109.09635583324996,62.42082298748504,0.0,0.0,0.0,0.0,0.0,56.25711463763932,57.191602562985565,0.0,0.0,0.0,0.0,0.0,69.0015485206168,35.4426818192524,0.0,0.0,0.0,0.0,0.0,144.02431807911796,21.404426343974382,0.0,0.0,0.0,0.0,0.0,36.938364966025354
8,194.69195909743343,12.87554260403187,0.0,0.0,0.0,0.0,0.0,0.36090537213457813,0.0,0.0,0.0,0.0,0.0,1.6476519334472044,0.45918025968571036,0.0,0.0,0.0,0.0,0.0,7.109834830410554,0.7363571034992366,0.0,0.0,0.0,0.0,0.0,3.155614803981192,3.520934720349596,0.0,0.0,0.0,0.0,0.0,11.141481630497328,17.89800294589923,0.0,0.0,0.0,0.0,0.0,107.97488544406185,7.241648445247621,0.0,0.0,0.0,0.0,0.0,19.11839868828557,12.235676787344925,0.0,0.0,0.0,0.0,0.0,150.30580645661223,13.616166441782633,0.0,0.0,0.0,0.0,0.0,146.42324753108522,18.73238488409922,0.0,0.0,0.0,0.0,0.0,12.042199725953749,5.407438636430882,0.0,0.0,0.0,0.0,0.0,57.187509589571505,1.6009972834094912,0.0,0.0,0.0,0.0,0.0,40.70435926214714,14.952272907632535,0.0,0.0,0.0,0.0,0.0,104.67669904065694,47.99127857963934,0.0,0.0,0.0,0.0,0.0,91.61720227920934,30.45825176877397,0.0,0.0,0.0,0.0,0.0,15.759903882657435,67.92485938697463,0.0,0.0,0.0,0.0,0.0,97.13914681894997,10.979146506815164,0.0,0.0,0.0,0.0,0.0,17.05705600714659
