,DUP1q21_1,DUP1q21_1,DUP1q21_1,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.8012938544337138,0.12371463483124198,25.0,0.06600931719772828,77.41935483870968,0.2612170080046057
1,0.8142322657073917,0.11371429478106983,25.0,0.06421923299484938,80.64516129032258,0.21021824618975496
2,0.2640656975909282,0.09780286128163769,50.0,0.06247958043268093,80.64516129032258,0.8271901617991166
3,0.39190150835954357,0.13281253941759014,25.0,0.08683833479997732,61.29032258064516,0.13126736248436388
4,0.18835599655482285,0.19353854536027093,25.0,0.07061875006217552,77.41935483870968,0.04356528646936194
5,0.13459650601644524,0.045627861862166004,87.5,0.07375400089811861,80.64516129032258,0.00409551178889378
6,0.44770484239864045,0.4469903427027315,25.0,0.09787548167701053,67.74193548387096,0.07979561451959093
7,0.301432753483327,0.12178635305352457,37.5,0.07531367573453185,83.87096774193549,0.10875483364821908
8,0.04554781889564746,0.027747851830713953,100.0,0.07845098523815663,83.87096774193549,0.01832893883971924
9,0.09616912590836267,0.15188913074195923,37.5,0.08260207501933176,87.09677419354838,0.010620953728874978
10,0.006959180715307989,0.06549752123432567,75.0,0.08727288081078369,87.09677419354838,0.00282609163326334
11,0.007737677742769814,0.2389697502429134,25.0,0.09498774426554399,80.64516129032258,0.0012832545949816208
12,0.014217604028216264,0.12390912889801801,37.5,0.0931597479119512,87.09677419354838,0.0002712779997605895
13,0.002400769921770692,0.1114787008239812,50.0,0.09652297708434639,83.87096774193549,0.0018076981377315906
14,0.0026536466654996254,0.14939742550506815,37.5,0.09503089470605668,87.09677419354838,0.0011987305247997523
15,0.001257549968717189,0.1479920760873593,37.5,0.10633622498804336,80.64516129032258,0.0007804410842095095
16,0.0010102889690002189,0.14586556373162202,50.0,0.09709128386053315,87.09677419354838,0.0003111565562934512
17,0.002074147696709899,0.1584476702581622,37.5,0.10214143069151538,87.09677419354838,0.0007704787364492249
18,0.0012717185504528938,0.14850618195301957,50.0,0.10224122727705492,87.09677419354838,0.0002694824455561046
19,0.0009351483997419896,0.1574309502152978,37.5,0.10152206632176393,87.09677419354838,0.0007312435012041302
20,0.0019188772811669864,0.15524660824338984,37.5,0.10309750895629977,87.09677419354838,0.0007410682150578401
21,0.0007462361034714784,0.1687465870364053,37.5,0.10462774348972355,87.09677419354838,0.00020044999928038381
22,0.0009895795421613403,0.15497121688320795,37.5,0.10473577616545317,87.09677419354838,0.0005015644077231576
23,0.0013246258158744874,0.15994317590188592,37.5,0.11189883511093404,87.09677419354838,0.000546211574376972
24,0.0010862795006360945,0.1609896459658803,37.5,0.10668057418182346,87.09677419354838,0.00046393202024328905
25,0.0003485855468308783,0.16268073436828348,37.5,0.10747026222348607,87.09677419354838,0.00021013842490130198
26,0.0006288229441126202,0.15790327681704003,50.0,0.11494370722600947,87.09677419354838,0.0003440574468051365
27,0.0003150747607487327,0.1703770135510691,37.5,0.10932079807355059,87.09677419354838,0.0001582579729641368
