,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2419.3534898488806,542.5114719374244,0.0,0.0,0.0,0.0,0.0,53.86149831920164,0.0,0.0,0.0,0.0,0.0,249.26228121114005,11.141770910672715,0.0,0.0,0.0,0.0,0.0,64.01254259647456,4.384518656648615,0.0,0.0,0.0,0.0,0.0,79.54466604843262,3.3973502962954854,0.0,0.0,0.0,0.0,0.0,47.50381751511343,24.625147879665867,0.0,0.0,0.0,0.0,0.0,349.958167269249,158.58361175606717,0.0,0.0,0.0,0.0,0.0,789.1733168129604,34.0457161171505,0.0,0.0,0.0,0.0,0.0,648.5001368360355,78.66207937346086,0.0,0.0,0.0,0.0,0.0,624.3810517760991,23.022553870725954,0.0,0.0,0.0,0.0,0.0,234.52252453799997,168.58663275640964,0.0,0.0,0.0,0.0,0.0,446.117489025797,57.308532153699964,0.0,0.0,0.0,0.0,0.0,621.0872203541684,1.69575183050481,0.0,0.0,0.0,0.0,0.0,70.51938410915163,41.147044225160975,0.0,0.0,0.0,0.0,0.0,105.64105478813195,486.61851202581346,0.0,0.0,0.0,0.0,0.0,1602.1596147556052,447.2234255673666,0.0,0.0,0.0,0.0,0.0,2875.386392762355,48.393236771703044,0.0,0.0,0.0,0.0,0.0,88.84972808752624
1,1995.5045392453344,338.95001334899695,0.0,0.0,0.0,0.0,0.0,47.830748920954505,0.0,0.0,0.0,0.0,0.0,99.18802865348717,7.229851870773545,0.0,0.0,0.0,0.0,0.0,25.17216718147288,4.194122687932139,0.0,0.0,0.0,0.0,0.0,15.169388098609893,2.396966953829066,0.0,0.0,0.0,0.0,0.0,17.80817621045578,20.072650520157193,0.0,0.0,0.0,0.0,0.0,110.67010749785568,130.7549356033282,0.0,0.0,0.0,0.0,0.0,751.9309529100726,11.649501780839772,0.0,0.0,0.0,0.0,0.0,529.7695626956556,28.468824316017177,0.0,0.0,0.0,0.0,0.0,128.41136500064775,10.670783981893207,0.0,0.0,0.0,0.0,0.0,197.4636254871428,83.1791803013404,0.0,0.0,0.0,0.0,0.0,376.77308707328336,37.951227735615205,0.0,0.0,0.0,0.0,0.0,1322.923853460526,1.457061745067823,0.0,0.0,0.0,0.0,0.0,18.429109611452063,28.265902072893052,0.0,0.0,0.0,0.0,0.0,118.73213575632086,239.8683877669213,0.0,0.0,0.0,0.0,0.0,1118.6988521394828,345.86696289539486,0.0,0.0,0.0,0.0,0.0,1657.436915455758,17.52210481412784,0.0,0.0,0.0,0.0,0.0,140.9004556752451
2,454.74579905204024,159.04888417530947,0.0,0.0,0.0,0.0,0.0,49.6729604552503,0.0,0.0,0.0,0.0,0.0,159.43959347094375,1.202863149563042,0.0,0.0,0.0,0.0,0.0,3.185701095308021,2.937000211134417,0.0,0.0,0.0,0.0,0.0,21.448768802536936,1.4244881403932133,0.0,0.0,0.0,0.0,0.0,10.458463074504923,13.12889013160074,0.0,0.0,0.0,0.0,0.0,110.04003812261644,62.016733706765024,0.0,0.0,0.0,0.0,0.0,1153.1347172162111,7.705025394118312,0.0,0.0,0.0,0.0,0.0,337.7787546389787,23.226532024091615,0.0,0.0,0.0,0.0,0.0,1.8261830467088909,26.34583125735788,0.0,0.0,0.0,0.0,0.0,16.513797022755327,143.11136158978684,0.0,0.0,0.0,0.0,0.0,334.9098257023797,9.404214952078956,0.0,0.0,0.0,0.0,0.0,277.89817048269964,1.9173708473467903,0.0,0.0,0.0,0.0,0.0,56.175194633072834,22.274803579265956,0.0,0.0,0.0,0.0,0.0,25.024809089728763,227.92110834785018,0.0,0.0,0.0,0.0,0.0,634.7847073879027,249.9120766461553,0.0,0.0,0.0,0.0,0.0,1185.670196006793,12.64973304656799,0.0,0.0,0.0,0.0,0.0,191.44642952420793
3,416.2030840464626,148.10249724378068,0.0,0.0,0.0,0.0,0.0,9.956965254396698,0.0,0.0,0.0,0.0,0.0,63.0426520311473,0.6827023012745354,0.0,0.0,0.0,0.0,0.0,10.448338252768576,1.8954317632601512,0.0,0.0,0.0,0.0,0.0,17.911252224866676,1.3672203285167903,0.0,0.0,0.0,0.0,0.0,2.0839178883652516,13.54171011396904,0.0,0.0,0.0,0.0,0.0,77.8035329674519,47.02623801800193,0.0,0.0,0.0,0.0,0.0,48.109311451954504,6.619521522378679,0.0,0.0,0.0,0.0,0.0,58.519085664923516,19.78197899600415,0.0,0.0,0.0,0.0,0.0,7.041685548407653,24.04899186162055,0.0,0.0,0.0,0.0,0.0,171.567713380089,95.85450402287918,0.0,0.0,0.0,0.0,0.0,272.11421925537144,5.919027220881891,0.0,0.0,0.0,0.0,0.0,48.46141475757467,1.378632774231115,0.0,0.0,0.0,0.0,0.0,147.21862205099978,29.903317304703943,0.0,0.0,0.0,0.0,0.0,48.5288964274392,153.54192124185002,0.0,0.0,0.0,0.0,0.0,455.66368593501176,179.68818691023571,0.0,0.0,0.0,0.0,0.0,681.7349903873783,13.175395604221565,0.0,0.0,0.0,0.0,0.0,80.99563193382357
4,154.38447776434694,71.02862533960713,0.0,0.0,0.0,0.0,0.0,0.39196538643063156,0.0,0.0,0.0,0.0,0.0,5.280749662103905,0.4542918108404644,0.0,0.0,0.0,0.0,0.0,4.468111959609082,1.1174398482391759,0.0,0.0,0.0,0.0,0.0,12.656703552506478,2.0318441789836044,0.0,0.0,0.0,0.0,0.0,15.181842659681394,10.530762527859647,0.0,0.0,0.0,0.0,0.0,62.13837229192975,34.28343846899596,0.0,0.0,0.0,0.0,0.0,31.80114124173589,6.277498321184064,0.0,0.0,0.0,0.0,0.0,87.61041969085223,14.543480853128655,0.0,0.0,0.0,0.0,0.0,98.41742646086743,20.428642280740338,0.0,0.0,0.0,0.0,0.0,109.54722734175607,26.492634570298748,0.0,0.0,0.0,0.0,0.0,214.0359278318553,4.752219453517087,0.0,0.0,0.0,0.0,0.0,104.22322661319713,1.9018003333894375,0.0,0.0,0.0,0.0,0.0,25.449945529969284,25.824383968426314,0.0,0.0,0.0,0.0,0.0,12.465784075836543,116.51193161187828,0.0,0.0,0.0,0.0,0.0,240.64438839028784,74.24766088198197,0.0,0.0,0.0,0.0,0.0,423.3724670317289,16.11656657595119,0.0,0.0,0.0,0.0,0.0,63.31710274610927
5,41.7302454500424,15.70215178485194,0.0,0.0,0.0,0.0,0.0,0.7749032381109022,0.0,0.0,0.0,0.0,0.0,5.5826719977778305,0.4159416363638799,0.0,0.0,0.0,0.0,0.0,9.901410903299379,0.8214978561304178,0.0,0.0,0.0,0.0,0.0,8.167015960002537,1.7355997515125958,0.0,0.0,0.0,0.0,0.0,6.1469219674762465,6.746178529090361,0.0,0.0,0.0,0.0,0.0,10.847259949026355,20.50512339943041,0.0,0.0,0.0,0.0,0.0,177.72962031822217,8.56556514621369,0.0,0.0,0.0,0.0,0.0,16.229676121533707,15.008701042463931,0.0,0.0,0.0,0.0,0.0,6.588941870893695,27.324401220651364,0.0,0.0,0.0,0.0,0.0,31.90270978142864,38.902293730538545,0.0,0.0,0.0,0.0,0.0,299.8834407071948,8.03026991481995,0.0,0.0,0.0,0.0,0.0,179.85386264648758,1.5044342304401992,0.0,0.0,0.0,0.0,0.0,26.900692828629385,23.940587981510916,0.0,0.0,0.0,0.0,0.0,41.285744327320096,25.32939399893216,0.0,0.0,0.0,0.0,0.0,87.51485933318659,24.319903021742423,0.0,0.0,0.0,0.0,0.0,197.99613386725798,19.889526931730796,0.0,0.0,0.0,0.0,0.0,11.518407396296867
6,67.85478084630536,26.640335254823647,0.0,0.0,0.0,0.0,0.0,1.0227212610285568,0.0,0.0,0.0,0.0,0.0,0.6960250377800034,0.8967540058364022,0.0,0.0,0.0,0.0,0.0,2.8832913990495808,1.06218286981822,0.0,0.0,0.0,0.0,0.0,9.921884496069346,0.3036038669618514,0.0,0.0,0.0,0.0,0.0,2.122512424709467,7.8008794305358045,0.0,0.0,0.0,0.0,0.0,59.706140763685504,22.108512730920232,0.0,0.0,0.0,0.0,0.0,144.43462915156874,7.236840895313483,0.0,0.0,0.0,0.0,0.0,9.642479700849599,10.505306962939185,0.0,0.0,0.0,0.0,0.0,216.97610167497083,11.284993573520326,0.0,0.0,0.0,0.0,0.0,93.43962542379165,56.55917348493944,0.0,0.0,0.0,0.0,0.0,278.1537977191606,6.5879099174740405,0.0,0.0,0.0,0.0,0.0,250.4002855191765,1.8537764047719998,0.0,0.0,0.0,0.0,0.0,20.926613675132767,16.64856284441206,0.0,0.0,0.0,0.0,0.0,50.97683823351573,48.77883776724441,0.0,0.0,0.0,0.0,0.0,117.05154690997608,31.127552241565844,0.0,0.0,0.0,0.0,0.0,110.70770068539319,17.48869281534326,0.0,0.0,0.0,0.0,0.0,29.20509561798734
7,67.10741975218977,30.329479177827643,0.0,0.0,0.0,0.0,0.0,0.7866727498712802,0.0,0.0,0.0,0.0,0.0,3.7709283550591794,0.6897867009086468,0.0,0.0,0.0,0.0,0.0,4.8750472744222195,2.1272914741459545,0.0,0.0,0.0,0.0,0.0,7.635772671181253,3.823150114447329,0.0,0.0,0.0,0.0,0.0,29.325755998194857,8.745577411583602,0.0,0.0,0.0,0.0,0.0,10.641491703702808,26.646545273775544,0.0,0.0,0.0,0.0,0.0,75.40195697960648,6.713744393379374,0.0,0.0,0.0,0.0,0.0,152.12533801512862,11.816796024146194,0.0,0.0,0.0,0.0,0.0,40.67394670318223,13.96475538695064,0.0,0.0,0.0,0.0,0.0,136.2982134431574,84.13625417318426,0.0,0.0,0.0,0.0,0.0,279.01291011178506,3.92764443961267,0.0,0.0,0.0,0.0,0.0,83.82654572990944,1.4510367464312295,0.0,0.0,0.0,0.0,0.0,16.299355438789046,20.49014536269142,0.0,0.0,0.0,0.0,0.0,24.399217947436753,30.41547684597193,0.0,0.0,0.0,0.0,0.0,65.81353490066341,37.26407442260919,0.0,0.0,0.0,0.0,0.0,82.62054612634908,27.963177287278764,0.0,0.0,0.0,0.0,0.0,40.18177927796595
8,61.804838813554255,24.436111399734084,0.0,0.0,0.0,0.0,0.0,0.7456143963631117,0.0,0.0,0.0,0.0,0.0,7.994623667745791,0.831113657231473,0.0,0.0,0.0,0.0,0.0,1.8605791881589737,1.162190958701866,0.0,0.0,0.0,0.0,0.0,3.696587379916457,0.2698737790744901,0.0,0.0,0.0,0.0,0.0,3.3868956568398683,7.3766398919456,0.0,0.0,0.0,0.0,0.0,72.02417139443521,19.843133367781586,0.0,0.0,0.0,0.0,0.0,11.066217142890896,8.929766010299844,0.0,0.0,0.0,0.0,0.0,82.05624680877659,9.650912426604899,0.0,0.0,0.0,0.0,0.0,24.96807070301176,12.430057905309416,0.0,0.0,0.0,0.0,0.0,32.14349323786033,50.207358915889436,0.0,0.0,0.0,0.0,0.0,269.5722956437442,5.038973495637754,0.0,0.0,0.0,0.0,0.0,109.98811071998288,2.2421900943171846,0.0,0.0,0.0,0.0,0.0,23.597507658323682,13.031707953012804,0.0,0.0,0.0,0.0,0.0,3.3939096783869043,29.130906928278183,0.0,0.0,0.0,0.0,0.0,100.16430588764956,26.321531858180276,0.0,0.0,0.0,0.0,0.0,127.20089912928566,14.826961287259953,0.0,0.0,0.0,0.0,0.0,42.51243506547352
