,ADHD,ADHD,ADHD,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6184966988587555,0.08628810306543727,64.34782608695652,0.08847498880593577,53.72340425531915,0.6926807547419758
1,0.6734373885655695,0.08624096322131077,64.34782608695652,0.08848453978646445,53.72340425531915,0.6929981728507449
2,0.8921753381851797,0.08656625566513143,64.34782608695652,0.08848004431368353,53.72340425531915,0.6934010757172585
3,0.7221933163863901,0.0869867752241469,64.34782608695652,0.08846699817585728,53.72340425531915,0.6924986158976449
4,0.6911754908560361,0.08931054726351288,64.34782608695652,0.08848727900643664,47.340425531914896,0.6953553814030436
5,0.6832683313205127,0.08744698945958011,64.34782608695652,0.08841481503631203,53.72340425531915,0.7022006721697097
6,0.9535283376900041,0.08389151799347924,64.34782608695652,0.088582942751396,46.27659574468085,0.6951694577847777
7,0.677673298497722,0.08487462926534824,64.34782608695652,0.0885348144922388,46.27659574468085,0.6922994956492073
8,0.7495219061752112,0.08614568133315276,64.34782608695652,0.08853017416155257,46.27659574468085,0.6888418697355326
9,0.6758273861010419,0.08813841857226258,64.34782608695652,0.08848352265545008,46.27659574468085,0.6837956504622126
10,0.24226763810626456,0.08896779071044852,64.34782608695652,0.08922031357888713,46.27659574468085,0.6694478063613963
11,0.7314265805971245,0.08620521954254724,64.34782608695652,0.08867587124411395,46.27659574468085,0.6771964606675688
12,0.549829681933464,0.08942061742998923,64.34782608695652,0.08882522450812247,46.27659574468085,0.6641690772641891
13,0.7375798457930712,0.08700186277609859,64.34782608695652,0.08886525466454075,46.27659574468085,0.721961950427012
14,0.6846318413283884,0.08943386767117072,64.34782608695652,0.08856292643488765,46.27659574468085,0.5961949552255507
15,0.6948823417461476,0.08771417304334125,64.34782608695652,0.08826314693996777,56.91489361702128,0.6763506605548022
16,0.49333260665059064,0.08884459034157949,64.34782608695652,0.08837674753125292,47.340425531914896,0.7293236757448865
17,0.6393839990036141,0.08887197407274881,64.34782608695652,0.08814253393468748,49.46808510638298,0.755093544987084
18,0.49806502225002136,0.0941313503012923,62.60869565217392,0.08799903015511772,55.85106382978723,0.7121185388339519
19,0.6019264822922672,0.10820564314828468,61.73913043478261,0.08813207687733199,56.38297872340425,0.6840296908786702
20,0.5101987386901355,0.09468767629534933,65.21739130434783,0.08790415903655634,60.1063829787234,0.6946860914406247
21,0.35988764117850197,0.10171276552802765,65.21739130434783,0.08774906995165781,57.97872340425532,0.5430162148772623
22,0.6133966797829761,0.1035674410347744,62.60869565217392,0.08734231589878678,60.63829787234043,0.7231495815092511
23,0.5968891189543095,0.10622461996934345,55.65217391304348,0.08716571929678807,61.702127659574465,0.6692160865214825
24,0.5253274409538073,0.10387180274857355,66.08695652173913,0.0872440885648569,60.1063829787234,0.514322875109929
25,0.6056330965627025,0.13509599749165233,64.34782608695652,0.08717790178074562,55.85106382978723,0.8116098461144702
26,0.13097953256927547,0.12650071628219334,60.0,0.08367385114503643,62.23404255319149,1.1495953838682988
27,0.47980450554342563,0.13030019532660062,63.47826086956522,0.08734716669639343,60.1063829787234,0.47315563032887537
28,0.45173752836861764,0.11859614330826168,53.91304347826087,0.08527387717907714,60.1063829787234,0.6496731153903967
29,1.2125298318310755,0.18067977135244226,66.08695652173913,0.0942441581064569,61.170212765957444,0.5377742414966936
30,0.30143345289688483,0.13938218825840026,66.95652173913044,0.0865183845839661,64.8936170212766,0.7526408106911543
31,0.6183340019362744,0.23075027671141202,59.130434782608695,0.09339531426835834,63.297872340425535,0.5147303958624703
32,0.5686054275767437,0.14008500372138336,51.30434782608696,0.08964549769618844,63.829787234042556,0.5889443418892567
33,0.14062866676407265,0.2011327985631512,63.47826086956522,0.0940506355212478,64.8936170212766,0.8613421484543494
34,0.37628514226584175,0.16552153755623172,57.391304347826086,0.08378597737353692,62.23404255319149,1.3421021172294125
35,0.46901043402400955,0.19979398084218156,55.65217391304348,0.0915904039978578,63.829787234042556,0.6106927272710724
36,0.34078431106147766,0.15782191235935542,66.08695652173913,0.09061501468882958,67.5531914893617,0.3969389733565809
