,DEL16p11_2,DEL16p11_2,DEL16p11_2,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.69291092861944,0.10665117908380782,38.46153846153847,0.0991381126727127,55.65217391304348,0.7367134152631524
1,0.6937854291263776,0.10684240903933012,23.076923076923077,0.09149767092950116,55.65217391304348,0.95776579869149
2,0.6895621737655054,0.10611006088591683,76.92307692307693,0.181025126445617,55.65217391304348,1.24780427503169
3,0.6975224580262941,0.10638929838358092,69.23076923076923,0.1073097021496328,55.65217391304348,0.6551327710441287
4,1.1921034783585593,0.1060889970073369,23.076923076923077,0.08904999786206873,55.65217391304348,0.5060535007490577
5,1.1463139844156582,0.14002824178201753,38.46153846153847,0.09029041359534433,55.65217391304348,0.654370972175954
6,0.5562189353984524,0.1976892141605601,46.15384615384615,0.09189255171536256,55.65217391304348,0.6651608535338642
7,0.589522814532039,0.11992700235134125,61.53846153846154,0.09257802596146275,55.65217391304348,0.6768190506837302
8,0.9824093824247543,0.4077485398470253,23.076923076923077,0.09032582363651694,55.65217391304348,0.8434613366832322
9,0.7815046567484311,0.20100164673538562,38.46153846153847,0.10571139083090025,55.65217391304348,0.49632113175407416
10,0.35116419305016494,0.44912595876410705,23.076923076923077,0.1367388505438586,55.65217391304348,1.0520982907942973
11,0.7527800365356275,0.09750425518513973,76.92307692307693,0.09186572300056361,55.65217391304348,0.9376047625248922
12,0.46610542845458164,0.27141954276652874,38.46153846153847,0.0999411498551838,55.65217391304348,0.3839304190986886
13,0.15532596003996202,0.3471563157310591,30.76923076923077,0.09063970668985076,56.52173913043478,0.6905441599312118
14,0.26341910510412664,0.38472518156481966,30.76923076923077,0.10412442639181257,55.65217391304348,0.35830189998193734
15,0.15040119663662238,0.41842653109421124,30.76923076923077,0.10027820613094976,56.52173913043478,0.3049583177448971
16,0.1042589021036082,0.30259173501158904,46.15384615384615,0.10247919456145752,67.82608695652173,0.45647037325865425
17,0.7548089037486821,0.48713426377317515,38.46153846153847,0.1039242613189198,61.73913043478261,0.34903098389342546
18,0.006877190950784015,0.2369699995483297,53.84615384615385,0.1157055103163992,57.391304347826086,0.5380645622662663
