,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.5812366722154994,0.6763402015814317,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.6929401418300727,81.81818181818183,0.6833333333333333,0.444444477558136,0.5,0.4000000059604645,0.6929436434085474,0.6932028129301878,33.33333333333333,0.30833333333333335,0.222222238779068,0.25,0.20000000298023224,0.7250409981819427,0.6931462419557818,50.0,0.5625,0.0,0.0,0.0,0.6920189333167881,0.693428673209495,37.5,0.2,0.0,0.0,0.0,0.693269964888992,0.6923630621385118,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.915015670749168,0.6666187062503841,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.6583998412144503,0.6932461301120014,40.0,0.4,0.6060606241226196,0.4375,1.0,0.6936055189074924,0.693121089147602,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6930401284066618,0.6931511389757327,44.44444444444444,0.625,0.3333333432674408,0.25,0.5,0.6931365557977124,0.7020288405718922,52.63157894736842,0.5833333333333334,0.0,0.0,0.0,0.6924168229314714,0.732914859733744,10.0,0.25,0.0,0.0,0.0,0.6753292795252802,0.6749677386403595,60.0,0.65625,0.8333333432674408,0.75,1.0,0.7050717017816018,0.692774660798135,50.0,0.65,0.0,0.0,0.0,0.6923824353306931
1,0.6665584942783015,0.6721266999386163,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.6929540778360022,63.63636363636363,0.9,0.25,0.5,0.1666666716337204,0.6933191968236415,0.6713604776527143,53.333333333333336,0.9666666666666667,0.6893939673900604,0.5446428656578064,1.0,0.6622212252260281,0.6931865045079848,50.0,0.5,0.0,0.0,0.0,0.6939310329327283,0.6923088771517316,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6918985480038983,0.6928951159761686,50.0,1.0,0.6666666865348816,0.5,1.0,0.6894554506348589,0.6368388011665099,71.42857142857143,0.0,0.0,0.0,0.0,0.7467519502440072,0.6932671401965722,40.0,0.8,0.6060606241226196,0.4375,1.0,0.6937314907050496,0.6927185911807996,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6940768703017864,0.6930287029857011,55.55555555555556,0.46875,0.0,0.0,0.0,0.6930967125352476,0.6930920744716902,52.63157894736842,0.5,0.7037037213643392,0.5952380994955698,1.0,0.6915980471658995,0.5059536272591829,90.0,0.4642857142857143,0.9666666686534882,0.9375,1.0,0.5595311444863578,0.6645692420161792,60.0,0.75,0.8333333432674408,0.75,1.0,0.7920558428978595,0.6932092397718688,50.0,0.45,0.7727272808551788,0.6875,1.0,0.6931338109677763
2,0.32030774329297657,0.6744743991986893,63.63636363636363,0.25,0.7846153974533081,0.6458333432674408,1.0,0.692914467632258,54.54545454545454,0.5833333333333333,0.0,0.0,0.0,0.6937241921044509,0.6821537400856665,53.333333333333336,0.8125,0.6969697177410126,0.5357142984867096,1.0,0.8792135240066751,0.6928922304875769,50.0,0.375,0.0,0.0,0.0,0.6928394768981495,0.6926900538410828,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6927254608660617,0.693219199688163,50.0,0.0,0.6666666865348816,0.5,1.0,0.6945948961566969,0.5971705627510252,71.42857142857143,0.8,0.0,0.0,0.0,0.5612630290308781,0.6894477498384193,40.0,0.8333333333333333,0.6060606241226196,0.4375,1.0,0.6938188156428918,0.6930015860454894,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6928803823907208,0.693119203657719,55.55555555555556,0.41666666666666663,0.0,0.0,0.0,0.6914591561975636,0.7075724662427195,52.63157894736842,0.4861111111111111,0.0,0.0,0.0,0.6934357094117857,0.6646080147365467,90.0,0.6071428571428572,0.9666666686534882,0.9375,1.0,0.7639221449403151,0.6929253558129453,60.0,0.43333333333333335,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6930047635911943,0.6933274552741668,50.0,0.15625,0.6666666865348816,0.5,1.0,0.6922443299607579
3,0.6191100609419331,0.67369358063336,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6833179785878518,54.54545454545454,0.6833333333333333,0.0,0.0,0.0,0.6793224161196897,0.805884416947842,46.666666666666664,0.16666666666666666,0.0,0.0,0.0,0.6919007377474911,0.8144579805734555,50.0,0.375,0.0,0.0,0.0,0.6728856706365477,0.6966335122982257,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6927877283818736,0.6931539061967086,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.691825208444209,0.8686219426215874,71.42857142857143,0.0,0.0,0.0,0.0,0.5740821863425805,0.693889478048067,40.0,0.4,0.6060606241226196,0.4375,1.0,0.6946349880691466,0.7370551659914125,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.6930919219909846,0.8923948805427975,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.8357256422350516,0.6931056594828628,47.368421052631575,0.9444444444444445,0.5857142905394236,0.4444444477558136,1.0,0.6947992249229915,1.0253183259849885,10.0,0.25,0.0,0.0,0.0,0.663323299941057,0.6925113803058445,60.0,0.7666666666666666,0.7179487347602844,0.5625,1.0,0.6932253717721754,0.6929074250125644,50.0,0.40625,0.0,0.0,0.0,0.6945604840351961
4,0.701534361435416,0.6765783549210519,63.63636363636363,0.6071428571428572,0.46666666865348816,0.4375,0.5,0.6934534141792862,36.36363636363637,0.65625,0.472222238779068,0.36666667461395264,0.75,0.68632744733242,0.6897992385442849,60.0,0.5625,0.7333333492279053,0.5833333432674408,1.0,0.7300317177979404,0.6932571090917892,37.5,0.3125,0.0,0.0,0.0,0.7008608401478976,0.7162410469853361,62.5,0.0,0.7692307829856873,0.625,1.0,0.686568091766652,0.695541405231462,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6901671451494582,0.6165311445392708,71.42857142857143,0.8,0.0,0.0,0.0,0.7001481933896891,0.694019677782833,60.0,0.40625,0.0,0.0,0.0,0.6887166529801556,0.7020266038231513,57.14285714285714,0.25,0.0,0.0,0.0,0.6690319852605807,0.6774391830460288,55.55555555555556,0.6166666666666667,0.0,0.0,0.0,0.6935999675499396,0.6885358278916542,57.89473684210527,0.5277777777777778,0.4523809552192688,0.3611111144224803,0.6666666666666666,0.6879787290826208,0.6900608303811143,60.0,0.75,0.38461539149284363,0.5,0.3125,0.7221495681212058,0.682592013032623,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.6911777935427492,0.6826957311419467,70.0,0.5833333333333333,0.6666666865348816,0.8333333432674408,0.5833333432674408,0.6883925050734868
5,0.80227820850748,0.6751404398511606,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.6932845140084735,36.36363636363637,0.48333333333333334,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.6566048782687212,0.6935143249589809,40.0,0.16666666666666666,0.0,0.0,0.0,0.6931210372829345,0.7155820739677312,50.0,0.375,0.0,0.0,0.0,0.6823741563606324,0.6923803785086252,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6389766329788836,0.6931702053262931,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.6946490614355797,0.6161506351778979,71.42857142857143,0.8,0.0,0.0,0.0,0.4612029370569809,0.6811018767353829,60.0,0.6666666666666666,0.0,0.0,0.0,0.6493211667952264,0.6930128709502605,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6927662650745465,0.6813217221188225,55.55555555555556,0.53125,0.0,0.0,0.0,0.7529552092388084,0.7014052693367492,52.63157894736842,0.5555555555555556,0.4444444378217061,0.6666666666666666,0.40000000099341076,0.6928360229684488,0.6752239746843262,90.0,0.5357142857142857,0.9666666686534882,0.9375,1.0,0.7076971946108991,0.6831415104878513,60.0,0.5,0.4285714328289032,0.375,0.5,0.6941408098310125,0.6798639401276809,60.0,0.875,0.20000000298023224,0.5,0.125,0.6924277606031539
6,0.4826083041911204,0.7109805580742429,63.63636363636363,0.2,0.7846153974533081,0.6458333432674408,1.0,0.7401760662841604,36.36363636363637,0.21875,0.222222238779068,0.20000000298023224,0.25,0.5968219060084172,0.6916153542896862,53.333333333333336,0.3833333333333333,0.6846153736114502,0.5267857164144516,1.0,0.6933295751860203,0.7625036311431777,37.5,0.375,0.0,0.0,0.0,0.9835785379108275,0.8296515423878189,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.47721305763113514,0.693174604593742,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.6916235415517789,0.4922264021196526,71.42857142857143,0.9,0.0,0.0,0.0,0.33573064634238237,0.7999601037236341,30.0,0.40625,0.125,0.125,0.125,0.6402693405689853,0.8104497705185948,57.14285714285714,0.25,0.0,0.0,0.0,0.5938538033044551,0.6679438092758565,55.55555555555556,0.59375,0.0,0.0,0.0,0.9804606121261138,0.7046638007975943,47.368421052631575,0.5444444444444444,0.6969697078069051,0.5833333333333334,1.0,0.6776311847825438,0.6425864431643737,90.0,0.3214285714285714,0.9666666686534882,0.9375,1.0,0.7612592549507541,0.692308031701758,70.0,0.8666666666666667,0.8333333432674408,0.875,0.800000011920929,0.6920720925286865,0.7879682335182151,50.0,0.3125,0.6666666865348816,0.5,1.0,0.5746465077182754
7,0.9118541861019619,0.7340237056671618,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.7358521320048751,36.36363636363637,0.375,0.472222238779068,0.36666667461395264,0.75,0.713324627953631,0.697843852957179,53.333333333333336,0.43333333333333335,0.6507936716079712,0.5178571492433548,1.0,0.7480485974838785,0.725906907090089,50.0,0.4375,0.3333333432674408,0.5,0.25,0.5764875164219337,0.6924105232483985,62.5,0.2,0.7692307829856873,0.625,1.0,0.611592269673218,0.7108604821101577,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6920004484171184,0.6183949344737923,71.42857142857143,0.9,0.0,0.0,0.0,0.6597621259900905,0.6954109662704051,60.0,0.45833333333333337,0.0,0.0,0.0,0.691727731737743,0.7182850911813282,57.14285714285714,0.25,0.0,0.0,0.0,0.6615551824889532,0.660666687848566,55.55555555555556,0.5166666666666666,0.0,0.0,0.0,0.6540847705742607,0.6815388340259312,47.368421052631575,0.49027777777777776,0.48148150245348614,0.5777777830759684,0.4444444477558136,0.6926536851362011,0.562087305096022,90.0,0.25,0.8333333432674408,0.75,1.0,0.7137015318260647,0.6926868837279324,60.0,0.36666666666666664,0.7179487347602844,0.5625,1.0,0.6929413495309169,0.6979929992270254,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6231568356577831
8,0.5865631694884207,0.6666702237602548,63.63636363636363,0.40625,0.8333333432674408,0.75,1.0,0.839785674763315,27.27272727272727,0.2833333333333333,0.111111119389534,0.125,0.10000000149011612,0.608623621947375,0.6771814495836793,53.333333333333336,0.475,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.7147877547089104,0.7474917946636027,50.0,0.25,0.0,0.0,0.0,0.617276758714801,0.9085610817579598,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.49483472607338064,0.7163552014000695,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6910870206058299,0.45083813912885634,85.71428571428571,0.8,0.6666666865348816,1.0,0.5,0.583812680323659,0.769648440603976,30.0,0.2,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.49041151223135193,0.9393283632368962,57.14285714285714,0.25,0.0,0.0,0.0,0.673625523626174,0.6989977946463911,55.55555555555556,0.5,0.25,0.25,0.25,0.6926367788568533,0.7454898004714113,52.63157894736842,0.6555555555555556,0.0,0.0,0.0,0.983948468912863,0.9068358161817471,10.0,0.3214285714285714,0.0,0.0,0.0,0.6980011106450408,0.6930235954296073,40.0,0.41666666666666663,0.0,0.0,0.0,0.6937274624182608,0.6659511148765205,70.0,0.5166666666666666,0.7000000029802322,0.75,0.6666666716337204,0.6236273432584973
