,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6932392334086405,0.6931358327100786,50.264550264550266,0.5303323412698413,0.5577512892584006,0.4794642912844817,0.7522817502419153,0.6704428394399398,61.71875,0.7512276785714287,0.31874999962747097,0.6354166679084301,0.22187500447034836,0.7032216956619054,0.6699020946385764,68.75,0.4520833333333333,0.0,0.0,0.0,0.49639789483047164,0.693533523558004,38.88888888888889,0.5333333333333333,0.0,0.0,0.0,0.6907031561495873,0.6832223551221025,77.77777777777779,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.7257009791382044,0.6910049624121073,46.15384615384615,0.41666666666666663,0.6477272808551788,0.48750001192092896,1.0,0.7095560037079977,0.6958511615895547,42.857142857142854,0.2111111111111111,0.6060606241226196,0.4375,1.0,0.6933636306402179,0.6560648726858848,50.0,0.8666666666666667,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.6903248302196313,0.6919605207307146,62.5,0.6,0.0,0.0,0.0,0.6923147231863406,0.6929798265597684,66.66666666666666,0.7715277777777777,0.7818182011445364,0.7063492139180502,0.8916666706403097,0.6941403664316804
1,0.7244180623965666,0.6917916828335213,47.08994708994709,0.5735863095238095,0.6176980566233397,0.46979166691501933,1.0,0.5923851636751383,70.3125,0.7765625,0.6454365309327841,0.6415178664028645,0.6718750037252903,1.0912864131832485,0.6025130546842783,68.75,0.6880952380952381,0.0,0.0,0.0,0.4983788326535784,0.688787756859528,66.66666666666666,0.611111111111111,0.722222238779068,0.75,0.738095243771871,0.9622736869017725,0.6053490069073106,77.77777777777779,0.625,0.9285714328289032,0.875,1.0,0.8446086244980391,0.7147179984038898,30.76923076923077,0.3333333333333333,0.486111119389534,0.4464285746216774,0.625,0.8529798471942646,0.6991706685050959,42.857142857142854,0.7222222222222222,0.6060606241226196,0.4375,1.0,0.6360016734445804,0.6555429651473085,60.0,0.43333333333333335,0.7179487347602844,0.5625,1.0,0.7673613050512771,0.7347219436889809,37.5,0.7333333333333333,0.5454545617103577,0.375,1.0,0.7604336446701713,0.6936165775207306,42.857142857142854,0.5216269841269842,0.0,0.0,0.0,0.8339381112891796
2,0.6880531064590418,0.6872205537034832,55.55555555555556,0.5679563492063492,0.15694444626569748,0.3194444452722867,0.10833333370586236,0.6202558528547305,64.84375,0.8059895833333334,0.6888250764459372,0.6196428677067161,0.8510416708886623,0.6973184487875866,0.6669839476486138,68.75,0.6458333333333333,0.0,0.0,0.0,0.13059933886647362,0.6656010428360237,66.66666666666666,0.6220238095238095,0.5535353620847067,0.4821428656578064,0.6666666666666666,0.6948527894903906,1.099657558397661,22.22222222222222,0.6785714285714286,0.0,0.0,0.0,0.5708797045544896,0.6940717399020733,46.15384615384615,0.1875,0.5000000149011612,0.42500001192092896,0.625,0.7973275026137037,0.6929249675232642,42.857142857142854,0.5333333333333333,0.34285713732242584,0.375,0.3333333432674408,0.6925811666413204,0.6772523790569325,60.0,0.8333333333333333,0.7179487347602844,0.5625,1.0,0.6927371588446618,0.6939103420523784,50.0,0.7333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6683439156643457,0.6933832741305933,42.857142857142854,0.5305555555555556,0.0,0.0,0.0,0.6928123343645055
3,0.8463606649790242,0.6835242444796449,53.96825396825397,0.576512896825397,0.5866087730973959,0.504513893276453,0.7805555599431196,0.7717075524548,64.0625,0.7901041666666666,0.4215773828327656,0.7604166679084301,0.3072916707023978,0.8554333488179583,0.5894216483233835,68.75,0.6875,0.125,0.25,0.0833333358168602,0.5645002295608199,0.6268742784959079,61.111111111111114,0.5986111111111111,0.811965823173523,0.7083333333333334,1.0,0.6053073289320164,0.7959667128688266,22.22222222222222,0.45833333333333337,0.125,0.25,0.0833333358168602,0.9374676739381874,0.7177949412085323,46.15384615384615,0.2833333333333333,0.6285714358091354,0.5178571492433548,0.8333333432674408,0.6941766281698926,0.6978601343877282,64.28571428571429,0.5625,0.5000000149011612,0.75,0.375,0.7000845310577338,1.245982755400691,0.0,0.25,0.0,0.0,0.0,0.7976285580930257,0.6859479906625384,50.0,0.9333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.9251771010760894,0.6941024400061893,61.904761904761905,0.5868055555555556,0.6837606877088547,0.6662698537111282,0.7111111134290695,0.6920687814271188
4,0.9286926883795612,0.6760660842070417,54.4973544973545,0.6085069444444445,0.06805555522441864,0.16666666666666666,0.043055556093653045,0.7959575035603047,60.9375,0.7882068452380953,0.3304563518613577,0.65625,0.24598214495927095,0.3021006677573061,0.8542181522290286,68.75,0.6142857142857142,0.0,0.0,0.0,0.019946081310001407,0.6741337136006706,55.55555555555556,0.4694444444444444,0.523809532324473,0.6666666666666666,0.46666666865348816,0.4887719855959706,1.1069814459694354,22.22222222222222,0.5416666666666667,0.0,0.0,0.0,0.6070697241831493,0.6949537396099869,46.15384615384615,0.23958333333333331,0.5000000149011612,0.4166666716337204,0.625,0.6935283483923245,0.6350804426726976,57.14285714285714,0.8958333333333333,0.625,0.5416666716337204,0.875,0.690321526818836,0.988182954743458,20.0,0.2916666666666667,0.111111119389534,0.1666666716337204,0.0833333358168602,0.46658645601844595,0.6918773901375648,75.0,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6937560656796924,0.7499217601276936,42.857142857142854,0.5499999999999999,0.0,0.0,0.0,1.0403863384007113
5,0.5244289949004599,0.859711660948208,55.55555555555556,0.6253968253968254,0.11736111218730609,0.20833333333333334,0.09275793718794982,0.8679675949106501,62.5,0.7864583333333334,0.4139880985021591,0.7604166679084301,0.2968750046566129,0.3721240495997769,0.6282741596801289,68.75,0.6541666666666667,0.125,0.25,0.0833333358168602,0.6439541911268428,0.6252699990937922,72.22222222222221,0.7333333333333334,0.5854701002438863,0.523809532324473,0.6666666666666666,0.7884436505736143,0.8660864851019746,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6649800494886381,0.6942134010928916,15.384615384615385,0.03125,0.1666666716337204,0.125,0.25,0.6942262728530241,0.622920336820494,71.42857142857143,0.6,0.6500000357627869,0.5666666775941849,0.9000000059604645,0.7171078489773408,0.9125586114355407,20.0,0.6,0.0,0.0,0.0,0.9560255680475314,0.6575584267246817,75.0,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.7071190752176127,0.8071011520251988,40.476190476190474,0.4893849206349206,0.0,0.0,0.0,0.6398927186254814
6,0.6874490174632386,0.6675013462152606,58.201058201058196,0.5987599206349207,0.5250781687597433,0.5023809596896172,0.5989087354391813,0.5266633862248563,71.875,0.7981770833333334,0.7113501243293285,0.6944940574467182,0.7750000022351742,0.3672438998555842,0.5600544155594999,68.75,0.8333333333333334,0.5345238074660301,0.5000000074505806,0.666666679084301,0.4792474858481957,0.6190745084566209,61.111111111111114,0.6138888888888889,0.811965823173523,0.7083333333333334,1.0,0.6600160505161259,0.6053286577571937,77.77777777777779,0.41666666666666663,0.9285714328289032,0.875,1.0,0.7983344490347043,0.6930620054465779,46.15384615384615,0.7416666666666667,0.533333346247673,0.4107142984867096,0.9000000059604645,0.6931384971857967,0.6813044543987178,78.57142857142857,0.5,0.375,0.5,0.30000001192092896,0.6455993913522892,0.8198450319789787,50.0,0.5666666666666667,0.7727272808551788,0.75,0.800000011920929,0.5526264461946093,0.6605912815365867,50.0,0.9333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6146757519601908,0.6933390575756365,45.23809523809524,0.44930555555555557,0.21944444874922434,0.3888888905445735,0.1583333338300387,0.7114346620139755
7,1.610596885619026,0.6524344217601253,55.55555555555556,0.6112847222222222,0.5696428716182709,0.5188492132971684,0.6722222256163756,0.5471371053801344,73.4375,0.7513020833333333,0.715845288708806,0.7191964350640774,0.7427083421498537,0.6881394966127202,0.5496930777533883,65.625,0.7291666666666667,0.36666667461395264,0.375,0.4166666716337204,1.1918565861426587,0.6737230086080572,61.111111111111114,0.8402777777777778,0.7301587462425232,0.5833333333333334,1.0,0.42472063967367835,0.6332051863197965,77.77777777777779,0.6785714285714286,0.4615384638309479,0.5,0.4285714328289032,0.6635588694418993,0.6934485520336247,46.15384615384615,0.5416666666666666,0.6190476417541504,0.45000000298023224,1.0,0.6960230811114058,0.7235957103101595,35.714285714285715,0.625,0.533333346247673,0.42500001192092896,0.875,0.7575138414551555,1.053630376813008,30.0,0.5,0.0,0.0,0.0,0.6603516866177589,0.6727337555579672,50.0,1.0,0.5999999642372131,0.4285714328289032,1.0,0.5652492733260867,0.6873311240005415,52.38095238095239,0.4763888888888888,0.41750843326250714,0.45000000298023224,0.39444445570309955,0.6917926668508525
8,2.1898863348057382,0.8193752745439502,49.2063492063492,0.6842013888888889,0.6352383854488531,0.48258928892513114,1.0,1.0914487539162443,60.15625,0.7867187499999999,0.6985910013318062,0.5535714402794838,0.9875000007450581,0.5502916740263591,0.7186709250812569,43.75,0.7191964285714285,0.4749999940395355,0.351190485060215,0.875,0.41471841926143654,1.0485426462406455,61.111111111111114,0.4930555555555555,0.7301587462425232,0.5833333333333334,1.0,0.676881375971515,0.5928499064250472,66.66666666666666,0.7083333333333333,0.8333333432674408,1.0,0.75,0.49244759958298356,0.6936536458327068,46.15384615384615,0.4583333333333333,0.0,0.0,0.0,0.6925902822213063,0.5688079487250982,64.28571428571429,0.71875,0.3333333432674408,0.30000001192092896,0.375,0.6052500177531588,0.5989582289148708,80.0,0.625,0.9000000059604645,0.8333333432674408,1.0,1.2002255292860506,0.6745917689795986,37.5,0.9333333333333333,0.5454545617103577,0.375,1.0,0.7934388275514831,0.691584034350773,50.0,0.42291666666666666,0.6296296417713165,0.5436507960160574,0.7805555661519369,0.4622960282167656
