,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,2.1844326774835507,0.1383501268101072,46.03174603174603,0.09415923894854895,61.71875,0.7590352723285699,0.11054015183285104,25.0,2.026339433645076,0.1281412948827787,55.65217391304348,0.5107987970822173,0.2242385294194682,51.21951219512195,1.239574629742267,0.1466562384720287,41.17647058823529,0.94767794103821,0.3210008519772569,55.55555555555556,1.9087984539970801,0.951592618451069,23.076923076923077,5.193150200909273,0.16970677892296962,28.57142857142857,0.5840875267316774,1.0418184034225006,50.0,1.4879628635313764,0.16905224917694053,37.5,1.0151245226140433
1,0.9279558649733163,0.1029333566337369,55.026455026455025,0.12528981173170892,44.53125,0.6528545442249959,0.18833347086710517,75.0,1.0238958580414095,0.11609424342394052,47.82608695652174,0.6867371707765562,0.32983975103441615,48.78048780487805,1.5495717883160425,0.1460341745677325,64.70588235294117,0.3576715899392653,0.2415153722368297,44.44444444444444,1.4594936192479777,0.09449047954335943,76.92307692307693,0.8220206136418255,0.08449307929289314,78.57142857142857,0.620525677953394,0.2123521514563675,50.0,0.87467386210755,0.0868065109214053,62.5,1.2923125497498253
2,0.6765706858577315,0.09153649240785926,60.317460317460316,0.09067390983202309,60.15625,0.2766585409567038,0.07393923040171577,75.0,0.8794311124270247,0.10025795245397454,59.130434782608695,1.2828287564825605,0.09356762982228509,58.536585365853654,1.3737173960158056,0.0842260113638851,76.47058823529412,0.6867874205582158,0.14687086442506309,66.66666666666666,1.3632242679226643,0.07527927221984607,84.61538461538461,0.5680915874066078,0.0752772647978127,71.42857142857143,0.6697586998131192,0.18122496680062009,60.0,0.6628134566935899,0.09598658551753178,50.0,0.6250043934481384
3,1.0237088378197479,0.09879096056541732,58.201058201058196,0.10337730126021956,54.6875,0.45075621407213745,0.12392522297446325,71.875,0.7229225517981303,0.1080472478915951,53.04347826086957,0.8418839520235822,0.15521086896464947,51.21951219512195,0.5467489623385432,0.07860034404449946,70.58823529411765,1.1344916504270008,0.1565822354686713,55.55555555555556,0.6161963830382993,0.1745728172166553,23.076923076923077,1.1064642775924107,0.08936908251413349,71.42857142857143,0.8309499980625054,0.13684831768257646,60.0,1.3211759230971647,0.08484368033351863,62.5,0.9009337253523078
4,0.6090011452485223,0.11331526621962504,53.43915343915344,0.13232943378569073,46.09375,0.5876121831516087,0.2839404459347495,25.0,0.2696107956866422,0.1184598518034502,49.56521739130435,1.146447145968887,0.14433233170611562,48.78048780487805,0.5982367263376445,0.10784011765344567,64.70588235294117,0.7613891731945401,0.2683882781077497,44.44444444444444,0.5438572232556668,0.07038992687504536,84.61538461538461,1.3871005782755095,0.10437493945301056,71.42857142857143,0.41132258611201294,0.1306664745235086,50.0,0.7981368410948936,0.1132042359025957,62.5,0.4016383794179737
5,0.10636072411196595,0.09656939868217873,60.317460317460316,0.07978813352035057,67.96875,0.5602018444412628,0.15063089444427213,53.125,1.3537716565743654,0.10449309218177753,59.130434782608695,0.5102985554017854,0.10111657520310989,53.65853658536586,1.0666924947471028,0.06211456513748034,64.70588235294117,0.3096984964461575,0.09854271380394095,44.44444444444444,0.4124276215553091,0.06944073333036499,84.61538461538461,1.8479974241008463,0.10041089829001916,85.71428571428571,0.606564088310648,0.1039579678252341,40.0,0.9398114758541859,0.10798059805551362,50.0,0.2910521933824697
6,0.6805176613090188,0.12156009569618925,51.32275132275132,0.08406901179029681,72.65625,0.4319272194340744,0.12967854808017415,71.875,0.13796946550183098,0.14414940165051784,60.0,0.8290291741602227,0.13945762339942225,53.65853658536586,0.2982610235022402,0.11876819172004198,41.17647058823529,0.6297329017973117,0.23269219759473003,55.55555555555556,0.450252744422607,0.09498035588935368,84.61538461538461,1.3351861684082118,0.18314825197673407,42.857142857142854,0.8434587766651047,0.19338376141067104,50.0,1.3722932426762844,0.149266298406785,37.5,0.5530900957086603
7,0.3899123183208929,0.1116966670108768,51.32275132275132,0.0706051842867142,72.65625,0.3072461261330704,0.10281301145513334,75.0,0.861954912534884,0.11884062735790012,57.391304347826086,1.4419020162122336,0.1664289610553403,58.536585365853654,1.0603849727144106,0.18266828267899418,76.47058823529412,0.37425967028223417,5.150931618671482,55.55555555555556,6.817513139393628,0.1646522006258263,38.46153846153847,4.868655225148397,0.14099929297419347,57.14285714285714,0.4607215137332217,0.15282554226585982,50.0,0.6576097304380815,0.16506893575841125,25.0,0.9395678915400566
8,0.05791220301349729,0.10859062689943505,60.317460317460316,0.0816315839479827,71.875,0.22095508007618017,0.19315065216577124,71.875,0.34750987595328525,0.11161111806654507,57.391304347826086,0.6546614293582045,0.1363812651565035,43.90243902439025,0.3162028916772817,0.04568357345751007,76.47058823529412,0.23038345133394392,0.21106254664234791,44.44444444444444,7.048916882428507,0.9986912054012608,23.076923076923077,1.4127142382754416,0.10985682391023387,64.28571428571429,0.3694572336744359,0.1624265850316282,30.0,0.6895190834413671,0.09574734316747008,50.0,0.5871611229229986
