,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.3199651857569642,0.5184572128339531,71.42857142857143,0.9,0.0,0.0,0.0,0.630285644592421,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.5487363057190632,0.6749266971370043,50.0,0.3666666666666667,0.0,0.0,0.0,0.70903653628763,0.7207066517091718,56.25,0.6,0.5000000149011612,0.5416666716337204,0.46666668355464935,1.2750722155891325,0.6922224063044246,62.5,0.9333333333333333,0.6666666865348816,0.5,1.0,0.692749889699014,0.6666942473310501,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.9193822001446966,0.7067866057295557,57.14285714285714,0.5,0.6666666865348816,0.5,1.0,0.7068658416951473,0.6924795467217627,62.5,0.8125,0.5714285373687744,0.6666666865348816,0.5,0.692912735391089,0.9069841243709301,44.44444444444444,0.46875,0.1666666716337204,0.25,0.125,1.5301733502355268,0.6651729555379265,57.89473684210527,0.7152777777777778,0.3000000019868215,0.5,0.25,0.5303535327292394,0.6446060940156977,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.7382458493931933,0.6917024187058031,60.0,0.4375,0.8333333432674408,0.75,1.0,0.6879785521796086,0.5707156255184407,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.6378854789001066
10,0.632614111066449,0.5643591907526713,57.14285714285714,0.8,0.0,0.0,0.0,1.056468610929826,63.63636363636363,0.4,0.7846153974533081,0.6458333432674408,1.0,1.817747335736015,0.6426013804625987,58.333333333333336,0.65625,0.3333333432674408,0.5,0.25,0.4279573959173291,0.7625417232597211,62.5,0.625,0.6666666865348816,0.6000000238418579,0.75,0.8435294783382877,0.6962181180359802,37.5,0.6666666666666666,0.5454545617103577,0.375,1.0,0.6923905990629214,1.0312211851366113,62.5,0.6,0.7692307829856873,0.625,1.0,0.5600724214181982,0.6621393887552642,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6422078368421411,0.6920298230798404,62.5,0.75,0.4000000059604645,1.0,0.25,0.6934800949681037,0.937320965236855,55.55555555555556,0.375,0.20000000298023224,0.5,0.125,0.2419826833678605,1.0623718471292654,52.63157894736842,0.611111111111111,0.0,0.0,0.0,0.3084449759977831,1.2740081178298208,30.0,0.5357142857142857,0.0,0.0,0.0,0.6344097965971578,0.693641204470549,50.0,0.7,0.1666666567325592,0.5,0.10000000149011612,0.6920348874451925,0.601134939484832,60.0,0.65,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.5722570432543935
11,0.5971372581513804,0.6143389229406953,71.42857142857143,0.8,0.0,0.0,0.0,0.617002106707023,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.6902640412868729,0.7806117576564583,50.0,0.36666666666666664,0.0,0.0,0.0,0.681172824704383,0.8067383697156922,50.0,0.5666666666666667,0.34285715222358704,0.5,0.2666666731238365,1.1493605250173098,0.7160975594250518,37.5,0.2,0.5454545617103577,0.375,1.0,0.6904879372153777,0.6608316913078917,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6574705242693418,0.6625636577677865,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6714938574783486,0.6925405783331917,75.0,0.6875,0.75,0.75,0.75,0.6931873184327547,1.0807098142969749,44.44444444444444,0.46875,0.7727272510528564,0.7142857164144516,0.875,0.29002471654755363,0.7090680464771852,57.89473684210527,0.6666666666666666,0.2444444497426351,0.5,0.16666666666666666,0.32135277762837106,0.6673197450395701,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.5730630678341804,0.6934983986084863,50.0,0.6333333333333333,0.5,0.5,0.5,0.6918438282937779,1.2204884312731223,40.0,0.65,0.1666666567325592,0.5,0.10000000149011612,0.2033390849397955
12,0.42740769726441924,0.581775985075584,71.42857142857143,0.8,0.0,0.0,0.0,0.747820731686662,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.31269840552775996,0.8860227030692359,50.0,0.43333333333333335,0.0,0.0,0.0,0.5811976723353628,0.7576109866085327,56.25,0.59375,0.5357142686843872,0.5833333432674408,0.5,0.8103497565498854,0.6916065875238816,75.0,0.8666666666666667,0.75,0.6000000238418579,1.0,0.6917530465921283,0.65164909214714,50.0,0.7333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.37356324121317863,0.6151869575291347,42.857142857142854,0.5833333333333334,0.0,0.0,0.0,0.5916775752749549,0.6915060726362848,62.5,0.75,0.4000000059604645,1.0,0.25,0.6919596023380584,1.0752625337453425,33.33333333333333,0.45,0.27272728085517883,0.25,0.30000001192092896,0.14384850837738375,0.7927509574894025,57.89473684210527,0.5125000000000001,0.664814829826355,0.5833333432674408,0.8055555621782938,0.33240344440939756,0.6210050799411115,70.0,0.625,0.761904776096344,0.625,1.0,0.6109737026083968,0.6906816220703614,70.0,0.53125,0.8636363744735718,0.7857142984867096,1.0,0.6924631455984548,0.5896807332088658,70.0,0.5166666666666666,0.8333333432674408,0.875,0.800000011920929,0.4736265694727191
13,0.47804152370804254,0.577791099321707,71.42857142857143,0.8,0.0,0.0,0.0,0.6303081748770355,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.6920152277868272,1.077238187537661,50.0,0.4666666666666667,0.0,0.0,0.0,0.4914149858145438,0.70140171282365,50.0,0.5666666666666667,0.34285715222358704,0.5,0.2666666731238365,0.48592206050676745,0.7360758594822624,37.5,0.2,0.5454545617103577,0.375,1.0,0.6919837497083515,0.7466530030504771,50.0,0.6,0.3333333134651184,1.0,0.20000000298023224,0.6387019121447743,0.7602374496520203,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,1.2495155053361051,0.6924515260938295,62.5,0.6875,0.4000000059604645,1.0,0.25,0.6891011365846162,1.4404667319343147,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.24126681949301962,0.8044089568794275,57.89473684210527,0.638888888888889,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.19605495000595077,0.7536067273169177,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.3598951768404318,0.6917490586539652,50.0,0.625,0.30000001192092896,0.375,0.25,0.6891087039041163,0.8176350802081312,50.0,0.875,0.25,0.5,0.1666666716337204,0.7680185829308728
14,0.31584311018087585,0.46584659933553635,71.42857142857143,0.9,0.0,0.0,0.0,0.6190803820574007,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.5860453568559815,1.149185711194009,50.0,0.7,0.0,0.0,0.0,0.4666984574416662,2.0331741080530863,50.0,0.6333333333333333,0.0,0.0,0.0,0.18093927461683273,0.6953751793885814,37.5,0.6,0.5454545617103577,0.375,1.0,0.6920029496486219,0.6135159585631533,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5444276480149328,0.7668336831671645,57.14285714285714,1.0,0.6666666865348816,0.5,1.0,0.44133980199939593,0.6911181312677062,62.5,0.75,0.4000000059604645,1.0,0.25,0.5468862088946693,1.1911510499844835,33.33333333333333,0.41666666666666663,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.24188152599766372,1.281802327466791,63.1578947368421,0.7819444444444444,0.22222222884496054,0.3333333333333333,0.16666666666666666,2.193923169369607,0.7065772291916496,70.0,0.45,0.8846153914928436,0.8125,1.0,0.3547776104044817,0.6916705043800633,70.0,0.625,0.3333333432674408,0.5,0.25,0.6887004446414166,0.7467231225587374,70.0,0.65,0.7083333432674408,1.0,0.550000011920929,0.1881205024054864
15,0.7931743655619339,0.4979325257260595,71.42857142857143,0.8,0.5,0.5,0.5,0.6282067720505368,63.63636363636363,0.7166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.5188093161331709,0.9508693810297822,58.333333333333336,0.5,0.25,0.5,0.1666666716337204,0.43352260320923897,0.764294177737529,37.5,0.59375,0.1666666716337204,0.25,0.125,1.0359891481264756,0.6931322544794006,37.5,0.8666666666666667,0.5454545617103577,0.375,1.0,0.6928515253565359,0.6044700032008906,62.5,0.6666666666666666,0.7272727489471436,0.6666666865348816,0.800000011920929,0.3274571421354397,0.6847030629892389,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.6440809898122387,0.6465868621942188,75.0,0.875,0.75,0.75,0.75,0.6476055461154656,1.1497817314358736,33.33333333333333,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.28263771570364543,1.6289054256409272,52.63157894736842,0.5777777777777778,0.0,0.0,0.0,0.05777275872957512,0.7832705613267893,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.45198598014756286,0.6929170314147823,40.0,0.6875,0.0,0.0,0.0,0.6876344491890751,0.5910194599416783,70.0,0.875,0.8333333432674408,1.0,0.75,0.3317498335860072
16,0.40717858099065296,0.49441783080834306,71.42857142857143,0.8,0.0,0.0,0.0,0.5616736197947407,63.63636363636363,0.75,0.7846153974533081,0.6458333432674408,1.0,0.46500984639044796,0.6647909594595309,50.0,0.6875,0.4166666716337204,0.5,0.375,0.957937269701514,0.7253514260867545,68.75,0.625,0.6969697177410126,0.7857142984867096,0.75,0.1485837753843177,0.698519438275708,37.5,0.8,0.5454545617103577,0.375,1.0,0.6909858617689935,0.6269808349028321,50.0,0.7333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.31089967459032836,0.6370361125477049,71.42857142857143,0.5833333333333334,0.75,0.6000000238418579,1.0,0.5009386585067587,0.6909266013549313,62.5,0.75,0.4000000059604645,1.0,0.25,0.6094572110577356,1.3764415585111116,44.44444444444444,0.46875,0.7727272510528564,0.7142857164144516,0.875,0.11303818117207043,1.1336179609381027,57.89473684210527,0.8222222222222223,0.644444465637207,0.5333333412806193,0.8666666746139526,0.04479755156016088,0.6723238338302798,50.0,0.5833333333333333,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.8056743574408085,0.6795325027793004,60.0,0.9,0.6666666865348816,0.625,0.800000011920929,0.6864524357342773,0.604705784637501,70.0,0.7916666666666667,0.8846153616905212,0.8571428656578064,0.9166666567325592,0.5038378257632287
17,0.2922438012489859,0.8486641988592369,71.42857142857143,0.8,0.0,0.0,0.0,0.6586455836083135,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.3146094186607209,0.7524101938641791,58.333333333333336,0.8,0.5833333432674408,0.75,0.6666666716337204,0.3422035578154059,0.8409822911390772,62.5,0.6666666666666666,0.563636377453804,0.5666666775941849,0.5833333432674408,0.244518322136148,0.6942312390644889,37.5,0.7333333333333333,0.5454545617103577,0.375,1.0,0.6963467495653181,1.0051686686184158,50.0,0.6666666666666666,0.6666666865348816,0.5714285969734192,0.800000011920929,0.5747970057996186,0.7616347184244251,57.14285714285714,0.5,0.6666666865348816,0.5,1.0,0.37549676356571454,0.5264667500231363,50.0,0.9375,0.6666666865348816,0.5,1.0,0.5683389637724721,1.4261930187396008,33.33333333333333,0.41666666666666663,0.222222238779068,0.25,0.20000000298023224,0.01718903972018603,1.0708627145941143,63.1578947368421,0.8305555555555556,0.35555556416511536,0.6666666666666666,0.25,0.6693120486091401,1.6602212182075058,30.0,0.75,0.0,0.0,0.0,1.3504522858470174,0.8318599664027888,40.0,0.625,0.0,0.0,0.0,0.2632573393274673,0.7951020708254303,60.0,0.65,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.03754317700533367
18,0.3631939992075684,0.4734696496280855,71.42857142857143,0.9,0.0,0.0,0.0,0.5550573209200377,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6931788990784916,2.3598714036085022,50.0,0.59375,0.0,0.0,0.0,0.26532230737363366,0.9652496830634866,43.75,0.5333333333333333,0.1428571492433548,0.25,0.10000000149011612,0.4376075694758276,0.6962637745347195,37.5,0.8,0.5454545617103577,0.375,1.0,0.6917894064951431,1.2256652622176916,50.0,0.5333333333333333,0.3333333134651184,1.0,0.20000000298023224,0.33675109977819095,0.6502344263087737,71.42857142857143,0.8333333333333334,0.75,0.6000000238418579,1.0,0.2520917637043745,0.64578173056742,87.5,0.875,0.8571428656578064,1.0,0.75,0.695491189545155,1.8220925087762951,44.44444444444444,0.5,0.7727272510528564,0.7142857164144516,0.875,0.09415802082965816,0.9277568916843552,63.1578947368421,0.7388888888888889,0.4888889193534851,0.600000003973643,0.4333333373069763,0.14311454127187329,0.8785852038203344,60.0,0.65,0.375,0.5,0.30000001192092896,0.6529665007869775,0.6893996400331679,40.0,0.6666666666666667,0.0,0.0,0.0,0.6293483197565943,0.9341730276174622,70.0,0.5833333333333333,0.7857142984867096,1.0,0.7000000029802322,1.069334052594871
