,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6921755125766847,0.6916805108839023,71.42857142857143,0.5,0.0,0.0,0.0,0.673060044460594,63.63636363636363,0.2,0.7846153974533081,0.6458333432674408,1.0,0.705998793689469,0.7443926643480524,50.0,0.36666666666666664,0.0,0.0,0.0,0.6642749208206291,0.8575723622923195,50.0,0.4666666666666667,0.6573426723480225,0.5,1.0,1.0671532674238786,0.7200461969684471,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.7608013475315066,0.69307646203896,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.6935396884603345,0.7797959027641556,57.14285714285714,0.25,0.0,0.0,0.0,0.6243984557974266,0.6930751251692835,50.0,0.625,0.0,0.0,0.0,0.6934798125613245,0.8199888110126372,44.44444444444444,0.28125,0.0,0.0,0.0,0.6928320651869142,0.6932389935541421,47.368421052631575,0.37777777777777777,0.6048951148986816,0.4444444477558136,1.0,0.6943567536625775,0.6442107466799669,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.6775901147718095,0.6914991531796382,60.0,0.41666666666666663,0.4285714328289032,0.375,0.5,0.6883836299085424,0.7117357325633213,30.0,0.4583333333333333,0.0,0.0,0.0,0.6878822611142263
1,0.6902851521712547,0.6913519124543007,71.42857142857143,0.5,0.0,0.0,0.0,0.6781974005438135,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.647452916315551,0.9082821476962556,50.0,0.43333333333333335,0.0,0.0,0.0,0.48356979421491386,0.697169195097597,50.0,0.6875,0.6666666865348816,0.5,1.0,0.8397198762298881,0.6376839374713801,62.5,1.0,0.0,0.0,0.0,0.6933292740189673,0.6930947882125822,50.0,0.5333333333333333,0.6666666865348816,0.5714285969734192,0.800000011920929,0.7666540480117694,0.7080763790146424,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.7791050939744778,0.693296761202648,50.0,0.5,0.6666666865348816,0.5,1.0,0.7024872031526066,0.7125279591459063,55.55555555555556,0.25,0.5,0.5,0.5,0.7539680089191786,0.7122784735674725,47.368421052631575,0.6333333333333333,0.6564102669556936,0.5138888955116272,1.0,0.6405516774364538,0.6631991513222962,70.0,0.08333333333333333,0.761904776096344,0.625,1.0,0.672909253133563,0.6915063945118988,60.0,0.26666666666666666,0.7179487347602844,0.5625,1.0,0.6967693147401262,0.6927233085585464,70.0,0.5357142857142857,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.7391672248933869
2,0.6930120059536871,0.6936734184184334,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.7368438362000949,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.4791738652345914,0.7395630521924721,50.0,0.26666666666666666,0.0,0.0,0.0,0.5973801582852922,0.7882056212108359,50.0,0.5333333333333333,0.0,0.0,0.0,0.6871597798740877,0.694320271433299,37.5,0.6666666666666666,0.5454545617103577,0.375,1.0,0.6936844082933672,0.6639939396236778,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6226142163967874,0.7040691386812139,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6830216403299851,0.6928803162702876,50.0,0.6875,0.0,0.0,0.0,0.6929620256796433,0.788348624286482,44.44444444444444,0.35,0.0,0.0,0.0,0.8165384905376327,0.6882689213135234,52.63157894736842,0.6666666666666666,0.0,0.0,0.0,0.6338277086765545,0.6929376096407932,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6933365064875268,0.6918808698449271,60.0,0.7666666666666666,0.7179487347602844,0.5625,1.0,0.6926580499999806,0.6339638502685948,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.5853292916317587
3,0.6833900515830541,0.5888912638038917,71.42857142857143,1.0,0.0,0.0,0.0,0.6763490594705446,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.761825856847905,0.9011527902774524,50.0,0.13333333333333333,0.0,0.0,0.0,0.5853148540400316,0.8544678855224194,50.0,0.59375,0.0,0.0,0.0,0.6373667133526654,0.9492061355469448,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.6887658804751708,0.6941820717800977,37.5,0.5333333333333333,0.0,0.0,0.0,0.6939911642485216,0.7236519085194939,57.14285714285714,0.25,0.0,0.0,0.0,0.6565342814184738,0.6931996069282738,50.0,0.5,0.6666666865348816,0.5,1.0,0.6910954897692683,0.7245930963381674,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.6169147796276817,0.82515835329622,47.368421052631575,0.4375,0.6888888974984487,0.5833333333333334,1.0,0.6015435713410642,0.8155572860597209,30.0,0.6785714285714286,0.0,0.0,0.0,0.847903516415648,0.6934667539588979,40.0,0.5,0.0,0.0,0.0,0.6926235482981149,0.9280728366376738,30.0,0.55,0.0,0.0,0.0,0.8259309506943291
4,0.6924118333088564,0.6918982029487065,71.42857142857143,0.7,0.5,0.5,0.5,0.6884426563001469,63.63636363636363,0.7,0.7846153974533081,0.6458333432674408,1.0,0.4007996646890198,0.6835617987954427,66.66666666666666,0.9,0.7333333492279053,0.75,0.8333333432674408,0.6540047120605686,0.6861874620325426,56.25,0.6666666666666667,0.4761904925107956,0.5833333432674408,0.4333333447575569,0.7083507852050748,0.6934238459796813,37.5,0.9333333333333333,0.5454545617103577,0.375,1.0,0.6929667492331448,0.6712579142772943,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,1.1199468798838703,0.6744921579888045,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6850398441312785,0.6897642671781176,50.0,0.5,0.0,0.0,0.0,0.6937489484886834,0.722260142646033,55.55555555555556,0.5,0.3333333432674408,0.30000001192092896,0.375,0.43185385489861744,0.7047542893584807,57.89473684210527,0.6875,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.9306128841028283,0.6455408183882365,70.0,0.125,0.761904776096344,0.625,1.0,0.6382293949709463,0.676541992961101,60.0,0.26666666666666666,0.7179487347602844,0.5625,1.0,0.7026623708602053,0.5897543530311469,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.8193654342767452
5,0.9274286647499173,0.6777279384328081,71.42857142857143,0.2,0.0,0.0,0.0,0.7304925789966006,36.36363636363637,0.4375,0.0,0.0,0.0,0.6858588927775174,0.6947816002046413,41.66666666666667,0.1,0.222222238779068,0.25,0.20000000298023224,0.845626999239504,0.6930145630063262,50.0,0.59375,0.0,0.0,0.0,0.6916993145910093,0.6927107691144807,50.0,0.9333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.688702155298442,0.6986263240321039,25.0,0.3333333333333333,0.25,0.3333333432674408,0.20000000298023224,0.5823605154512664,0.6829934332211662,42.857142857142854,0.5,0.0,0.0,0.0,0.6406120217590521,0.6931142469135558,50.0,0.5625,0.0,0.0,0.0,0.7084824643479247,0.7621729607911341,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0,0.5409677736913758,0.6814752240705558,52.63157894736842,0.7555555555555555,0.0,0.0,0.0,0.7961702105036966,0.6597064521420276,70.0,0.75,0.46666666865348816,0.4375,0.5,0.775310726226371,0.6932963899472575,40.0,0.53125,0.0,0.0,0.0,0.6907787302577649,0.6891786092300138,50.0,0.5833333333333333,0.2857142984867096,0.5,0.20000000298023224,0.5354970854040103
6,0.5161689636868204,0.5256781807953456,71.42857142857143,0.9,0.0,0.0,0.0,0.6420201963044636,63.63636363636363,0.59375,0.8333333432674408,0.75,1.0,0.4621805387505775,0.6914307308087633,50.0,0.46875,0.0,0.0,0.0,0.6905372551913154,0.6876729952093973,56.25,0.6,0.36666665971279144,0.75,0.2666666731238365,0.6941565277558437,0.6939420136218972,75.0,0.7333333333333333,0.75,0.6000000238418579,1.0,0.7153539040616597,0.8719969617272425,62.5,0.6,0.7692307829856873,0.625,1.0,0.5365632763771392,0.6927292106748598,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6968910622911119,0.6900416873550113,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6944195024069247,0.7589012918884751,33.33333333333333,0.5,0.27272725105285645,0.2142857164144516,0.375,0.31942803703941414,0.679694020214388,52.63157894736842,0.7111111111111111,0.6183150311311086,0.4972222298383713,0.8333333333333334,0.6595174117712194,0.6985911247075349,30.0,0.25,0.0,0.0,0.0,0.8989132304333245,0.691419509424315,60.0,0.3333333333333333,0.7179487347602844,0.5625,1.0,0.6972348532220708,0.6597455882580805,60.0,0.4166666666666667,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.7092364069023841
7,0.6316525831757626,0.5698935947967618,71.42857142857143,1.0,0.0,0.0,0.0,0.6354988835045117,63.63636363636363,0.5416666666666667,0.6785714328289032,0.5416666716337204,1.0,0.4940271986492646,0.7657588481748858,50.0,0.3333333333333333,0.0,0.0,0.0,0.7930029841596535,0.6845814786483422,56.25,0.65625,0.6636363863945007,0.5357142984867096,0.875,0.6345851123752508,0.6928234783205482,50.0,0.6,0.0,0.0,0.0,0.6922354055271817,0.6779221161963636,62.5,0.6,0.7692307829856873,0.625,1.0,0.5164488601259511,0.7058655079497035,57.14285714285714,0.5,0.0,0.0,0.0,0.7983465123964109,0.6923117327420835,50.0,0.75,0.6666666865348816,0.5,1.0,0.6932593566444346,1.3501823573903757,44.44444444444444,0.28125,0.0,0.0,0.0,0.1552111382884283,0.7829471239836249,57.89473684210527,0.8125,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.24415640858339216,0.6428114169820208,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.6730670746618114,0.6955297064349335,40.0,0.5625,0.0,0.0,0.0,0.6922798085908393,0.6553217601747093,60.0,0.6833333333333333,0.375,0.5,0.30000001192092896,0.5422724437524288
8,0.45173445629271475,0.5528259002295519,71.42857142857143,0.8,0.0,0.0,0.0,0.6756874293671736,72.72727272727273,0.375,0.7115384638309479,0.5952381044626236,1.0,0.6435594765788579,0.6891765017939099,50.0,0.5333333333333333,0.0,0.0,0.0,0.731379153500564,0.6731858858895283,62.5,0.65625,0.5833333432674408,0.75,0.5,0.6771395325496847,0.6783226591643505,62.5,0.8666666666666667,0.0,0.0,0.0,0.6926118019214372,0.6655703961726084,62.5,0.6,0.7692307829856873,0.625,1.0,0.5893952063126485,0.673024345094495,42.857142857142854,0.5,0.0,0.0,0.0,0.6470455338729842,0.69375568697964,50.0,0.6875,0.6666666865348816,0.5,1.0,0.7283248518462103,0.8332177638689091,33.33333333333333,0.48333333333333334,0.27272728085517883,0.25,0.30000001192092896,0.417744053214541,0.7638283149460336,63.1578947368421,0.7142857142857143,0.4166666666666667,0.6666666666666666,0.3809523830811183,0.4515705644605048,0.6107122279085899,70.0,0.6833333333333333,0.7333333790302277,0.9000000059604645,0.6500000059604645,0.7007677593177333,0.6953178202957818,40.0,0.43333333333333335,0.0,0.0,0.0,0.6849729833909071,1.070081109498996,40.0,0.5357142857142857,0.125,0.5,0.0714285746216774,0.5496525583016995
