,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7856424031212347,0.10366758786952096,53.84615384615385,0.07739412828784448,64.84375,0.6175329078492873,0.08613554458766531,60.84656084656085,0.7343995950027385,0.10231461769399425,68.75,0.4721770286762449,0.11667763328032847,64.65517241379311,0.5043829720114116,0.12284900190478008,40.476190476190474,2.446370644467108,0.1537690246330502,38.88888888888889,0.7391456745652547,0.9030521338541865,22.22222222222222,4.170806188962758,0.10564631375790692,57.14285714285714,0.6647668415599823,0.30540187512672967,40.0,3.9378539295745183,0.26649395640971557,37.5,1.2137007586773718
1,0.6522406153198246,0.10001679697030295,61.53846153846154,0.07726698440759208,66.40625,0.3459194897897803,0.08581371574971482,59.25925925925925,1.6495560039178412,0.07752027084486887,68.75,1.1177800441889558,1.1781968722137781,64.65517241379311,0.41476827309183173,0.12058289165327638,52.38095238095239,0.9891218460892752,0.12716604675979204,38.88888888888889,0.818417049066481,0.754152855480492,22.22222222222222,6.184783622970888,0.09099014178503514,71.42857142857143,1.3322902824927971,0.18698016551175717,50.0,0.7252441530619945,0.08696173186353814,25.0,0.4391085952393161
2,0.6334659412208278,0.1520406997234373,46.15384615384615,0.08308489623389648,61.71875,0.5482390282282502,0.10950833087601772,49.735449735449734,0.8954730302782601,0.0715984548921042,75.0,0.22144102233523663,0.08825387606465979,60.3448275862069,0.5805025734348597,0.2010145299320808,42.857142857142854,1.2525361862098716,0.12048473767836547,55.55555555555556,0.6482151290176518,1.3815180414616286,22.22222222222222,8.383518724269715,0.09201276526518286,64.28571428571429,0.7177485948029154,0.16280006228882327,50.0,1.0747296046151984,1.64645235165248,37.5,3.3493517039152425
3,0.022674609758520575,0.10334134901026963,53.84615384615385,0.07842128241658271,67.96875,0.28776553593369425,0.0871916690747469,62.96296296296296,0.608141312407352,0.26895020732304603,31.25,0.7113687278968274,0.2969672234718229,35.3448275862069,3.4152971609540135,0.12682396765585513,42.857142857142854,2.2187740615363474,0.17158965205413873,61.111111111111114,2.767501548320305,0.10484579613424799,77.77777777777779,1.6081970974940294,0.2397908428157597,42.857142857142854,0.5850626176002908,0.17890649503083375,30.0,0.9649139738649117,0.08793993558223644,62.5,0.9769993361528243
4,0.4176097005282227,0.09713671226507611,69.23076923076923,0.09165137803301218,64.0625,0.2253247082780064,0.09397660795396334,62.43386243386243,0.8839999222706505,0.0771203221125142,71.875,1.2828914632854331,0.09151210439710346,62.06896551724138,1.430490709326409,0.1116300787546257,42.857142857142854,0.8037925337016731,0.11754563376895838,61.111111111111114,0.3825802487180419,0.22438165128027027,22.22222222222222,1.2782178968847362,0.08874670056277337,64.28571428571429,0.6082722781332227,0.20422298718340617,50.0,0.8405404876440996,0.10811395159562476,62.5,1.3492377582757786
5,0.8583273534972289,0.15039010606099992,69.23076923076923,0.09546077873965395,66.40625,0.30874840499347284,0.12828473796140574,51.32275132275132,1.0855302449093345,0.18596070252045135,31.25,0.49524822135612157,0.20373435927126013,35.3448275862069,0.632844558043021,0.14488918243363008,57.14285714285714,4.363449456015021,0.1304325214223971,61.111111111111114,0.8110741281098112,0.09359069730342465,77.77777777777779,0.6706441777031088,0.14434879742224993,42.857142857142854,1.0071878437473312,0.3447754691552153,40.0,0.9533407677419571,0.9390728686845772,0.0,6.4470728221445945
6,0.5106996570186607,0.11333969173853332,61.53846153846154,0.08625063107607271,67.96875,1.1874717327106692,0.09564067165703949,63.49206349206349,0.2373708509604332,0.07381653215211127,68.75,0.5977005005861209,0.10627126522576821,56.03448275862068,0.4025097488828877,0.10976166956916103,42.857142857142854,0.7150127007713772,0.10468871448852392,72.22222222222221,0.06193072042795514,0.28135166428283576,22.22222222222222,0.5901041026622942,0.09926803993436269,64.28571428571429,0.5109436611857512,0.45645159711368083,40.0,0.5301009375251962,0.2812656732906487,62.5,0.8344899009841694
7,1.3505373501010232,0.1519238426737895,53.84615384615385,0.08342480584581272,64.0625,0.4883444685902621,0.11529326251290703,49.735449735449734,0.13815750251646747,0.0757806355123609,78.125,0.8987404619135063,0.09663321882253732,61.206896551724135,0.44293045276170895,0.17487725009830607,57.14285714285714,1.8011146108201044,0.1295222094838454,66.66666666666666,0.5380425916095987,1.0092024457283109,22.22222222222222,0.5879490338303816,0.09165164950657224,71.42857142857143,0.7253139106341427,0.3215079748045553,50.0,2.8386055377725565,0.078704287562576,75.0,7.463011327773901
8,2.2143665582331713,0.14556287745185695,53.84615384615385,0.13615527535108338,57.03125,0.29292776788207864,0.13776343353867523,56.613756613756614,0.10842354341586437,0.0971695252074924,71.875,0.035711276763812666,0.16201887169370938,65.51724137931035,2.4843655431115907,0.10375345962023148,57.14285714285714,2.258513979078084,0.20452563874208354,38.88888888888889,0.51160286897168,0.15761992477268802,11.11111111111111,0.7159192000036657,0.1587020845915543,64.28571428571429,1.6137846180725008,0.25822362244330554,50.0,0.983229554299438,0.6477387988962323,37.5,0.35160191750597125
9,0.4646474725397,0.41582782912172117,46.15384615384615,0.27359524687478226,51.5625,0.45360842481474134,0.333081726023889,47.08994708994709,2.2471155898170565,0.3338175671193383,34.375,1.9170128771328543,0.10848136240292998,54.310344827586206,0.197221745796486,0.23568779776579446,57.14285714285714,1.6540033237082747,0.1372607227698569,83.33333333333334,0.14421257062343004,0.11455337576052882,77.77777777777779,0.857693026670244,0.09669981087296524,64.28571428571429,0.4423647802180091,0.4738721575830258,60.0,2.327668029671642,0.12792939039181314,62.5,0.39178836658976346
10,0.4625632625964288,0.1104125742579232,69.23076923076923,0.07331160881901455,73.4375,0.5970947568690684,0.09498309737730853,62.43386243386243,0.3094039926104506,0.07201226105014083,75.0,0.22465648029363408,0.0992611977937812,63.793103448275865,0.3655756017639108,0.11095208700603006,54.761904761904766,0.7060970386480995,0.134591045074113,44.44444444444444,0.313606539020335,0.1634725956937231,77.77777777777779,0.8721315822880763,0.09697514254743114,64.28571428571429,0.930026135917516,0.23553031021155152,40.0,0.9877015572412201,0.2537666729324252,62.5,2.844693967267346
11,0.28559866374733617,0.10715467776253716,76.92307692307693,0.07262000157109774,76.5625,0.14371430154635892,0.10419728839738593,62.43386243386243,0.919684502753533,0.08028253869051549,71.875,0.41784903016905084,0.1471888350605383,37.93103448275862,0.5149520888217225,0.12761089722397476,64.28571428571429,0.5241277549867335,0.09223161087944398,72.22222222222221,1.0356726601737336,0.20299744380677584,22.22222222222222,0.49651978513654865,0.13162541196488967,42.857142857142854,0.41648942616046675,0.27325307706844953,30.0,1.1162994923029095,0.13431193552773707,62.5,2.5895813993077197
12,0.23639548887453224,0.24255154706715454,53.84615384615385,0.14517986539811598,55.46875,0.1383020919960204,0.19222582370435845,48.148148148148145,0.608641133780913,0.17466553528331244,53.125,0.7317960200074084,0.12018859122283977,42.241379310344826,0.7877779180583675,0.3158506530336369,57.14285714285714,0.2384762681622627,0.08343915006756056,72.22222222222221,0.7110521280638237,0.1554685397135208,44.44444444444444,0.974922018108287,0.13824528309374906,35.714285714285715,1.117887802311118,0.14399564632429684,30.0,0.7045274201846428,0.07228972825969203,75.0,4.41846583319865
13,1.0555170752862981,0.14928028444761415,84.61538461538461,0.08196418729754879,70.3125,0.6786290511987799,0.11080847741690499,60.84656084656085,0.13565227843948297,0.07752757757183887,68.75,0.9337431289400311,0.35333181410063924,35.3448275862069,2.2159091719205875,0.19668849700320123,57.14285714285714,1.9937701532936716,0.4566390591744912,61.111111111111114,1.1986816671575518,1.7733265791052628,22.22222222222222,0.640488018053636,0.3307105623731682,42.857142857142854,0.45854049891898613,0.7324293325980669,40.0,0.6780728567156427,0.1907032866975741,62.5,3.6258063445175517
14,0.6672312568240518,0.18868250488818872,53.84615384615385,0.16860520179506439,63.28125,0.07011678154824592,0.15764216288635727,60.84656084656085,2.16842891645875,0.10286276060630606,75.0,0.421917100732188,0.09240397216292469,66.37931034482759,0.6929150211438515,0.11732894494805525,64.28571428571429,0.9120529632427341,0.09599992354223191,61.111111111111114,0.5311240899970521,0.9172397725502174,22.22222222222222,0.645618756797168,0.1336407999230418,57.14285714285714,0.4027426945435851,1.1048404637555629,40.0,0.5902641180578592,0.112722993806909,62.5,2.4246626924047736
15,0.7428056124211463,0.1261860086954904,76.92307692307693,0.09353517540317094,72.65625,0.18393971387466848,0.11234562164844641,62.43386243386243,0.043687095059893,0.07800517522393277,75.0,0.03348235058979365,0.14633906479409256,37.93103448275862,0.7025641958417747,0.0981994448069632,57.14285714285714,0.9922799389205862,0.10455217489158929,72.22222222222221,0.25511833259192945,0.1805522127030213,22.22222222222222,0.5304213499711715,0.15403503713209427,35.714285714285715,0.6177310307347939,0.15292131665244332,20.0,0.817710952328837,0.4459813361917374,62.5,0.264201615820463
16,0.14918135653801562,0.11864396585339974,69.23076923076923,0.09859963833738164,74.21875,0.271287595218272,0.12538580517891731,62.43386243386243,0.11547515738619968,0.08491784455245138,75.0,0.4347952312622799,0.10798288550159016,64.65517241379311,2.357297359928754,0.5358555936429309,42.857142857142854,2.434719240406541,0.10752284825504044,66.66666666666666,0.1523438645186715,0.29314454995847405,22.22222222222222,0.6118427826491208,0.14257076431916219,64.28571428571429,2.567290061931031,0.20865589641855906,20.0,0.6537737071835248,0.9303586852087122,37.5,0.2586811516417798
17,0.13249672740818216,0.15095383535939758,61.53846153846154,0.1471317427951635,67.1875,1.1011567594515008,0.15170991425335814,59.78835978835979,0.09276459744243197,0.10187731447947335,75.0,0.08724071292441715,0.10439401630676635,64.65517241379311,1.088412890248081,0.137890641291439,61.904761904761905,0.9295170685549032,0.09443195540393381,61.111111111111114,0.863085760182579,0.10469134604246201,66.66666666666666,0.5863332268543728,0.1508707714761414,57.14285714285714,0.6252630857119597,0.5319756095011091,60.0,0.46761928540037556,0.13660105514550253,62.5,0.4711589707194102
18,0.057302253516572456,0.1762206844591049,53.84615384615385,0.1354158853126428,65.625,0.40631958912423954,0.13519422063066602,59.25925925925925,2.024777303173654,0.0825852265282907,75.0,1.3478792690235948,0.1462716174326997,67.24137931034483,0.4880687196150076,0.1620699062146522,61.904761904761905,0.10040329267126218,0.1512306551504359,61.111111111111114,0.13347624911611733,0.8249182852683999,22.22222222222222,0.5358959055864684,0.175392399703782,64.28571428571429,0.864694005665768,0.29771732909761806,30.0,0.6248712505587265,0.25974906859835556,62.5,0.5297524535764261
19,0.5577494884896118,0.13883316709029825,61.53846153846154,0.12735774185136675,65.625,0.4202227738888224,0.15796310171930775,56.613756613756614,1.120315436622458,0.12916724760180676,62.5,0.634000185927808,0.11784668446104091,61.206896551724135,0.29331359692649733,0.1782404890443623,57.14285714285714,1.3228550997730248,0.11714493464893952,72.22222222222221,0.07178019945250799,1.1164600121282104,11.11111111111111,0.7901082497312979,0.14320906405163547,64.28571428571429,0.3710251350474466,0.695900042005731,30.0,0.4560034692526153,0.1281908081548468,62.5,0.3374246150662957
20,0.010100343463351582,0.22935774365482214,69.23076923076923,0.12624601415523362,63.28125,1.0532185981610824,0.20327655217681337,53.96825396825397,0.9777489543527209,0.1386777045690185,62.5,0.004754879540353011,0.12273734909737911,57.758620689655174,0.3468124934327604,0.1235071459732083,57.14285714285714,1.6972235459969447,0.08877441216209545,72.22222222222221,0.5945579691603676,2.083638978693683,22.22222222222222,0.3847255313771139,0.13009147512836414,42.857142857142854,0.5900188271262448,1.3261444082550284,20.0,0.36975860184299825,0.07084479559088128,75.0,5.574269730533463
