,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.9015318710725188,0.7914489224524217,46.666666666666664,0.3833333333333333,0.6363636553287506,0.4732142984867096,1.0,0.6923974634710879,70.0,0.75,0.761904776096344,0.625,1.0,0.6925689152042955,0.693378196950921,54.54545454545454,0.21875,0.0,0.0,0.0,0.691279243498757,0.6930712679727323,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6931895850467452,0.7099199286999879,42.857142857142854,0.2,0.5,0.6666666865348816,0.4000000059604645,0.7422530629958655,0.736652090284473,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.5579280844541388,0.6930117463907702,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6962602052723711,0.6925344432401768,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.6914349453369729,0.654797997065826,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.7328465311570243,0.6931137113398096,44.44444444444444,0.7888888888888889,0.6119658251603445,0.4583333333333333,1.0,0.6930405139163969,0.6936953324900749,50.0,0.41666666666666663,0.0,0.0,0.0,0.6954881481851924,0.6626054529694342,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.9878557770761092,0.651401251414027,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.6775196200056253
1,0.7515057638103818,0.71238978876089,53.333333333333336,0.5333333333333333,0.0,0.0,0.0,0.644592899303299,70.0,0.75,0.761904776096344,0.625,1.0,0.6934290273758486,0.693115039843552,45.45454545454545,0.7333333333333334,0.6727272868156433,0.5208333432674408,1.0,0.6930323968398927,0.69324594030627,57.14285714285714,0.25,0.0,0.0,0.0,0.7206483664812204,0.6679803269336736,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0,0.987372606534395,0.8606869034073776,50.0,0.5555555555555556,0.0,0.0,0.0,0.9255101542647317,0.6930777084332002,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6952651996539974,0.6923670593020836,66.66666666666666,0.45833333333333337,0.0,0.0,0.0,0.6932448882785085,0.688339196681049,42.857142857142854,0.5,0.6000000238418579,0.5,0.75,0.6948563023946851,0.6930354090422297,55.55555555555556,0.4083333333333334,0.0,0.0,0.0,0.6932516641036185,0.9405411446906882,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6405829733089545,0.644027650773749,70.0,0.20833333333333334,0.761904776096344,0.625,1.0,0.9296860305748779,0.6313170543384571,70.0,0.25,0.761904776096344,0.625,1.0,0.8515312144309701
2,0.6929428130204777,0.6932305444339515,46.666666666666664,0.4479166666666667,0.6333333253860474,0.4642857164144516,1.0,0.6194005247987386,70.0,0.5,0.761904776096344,0.625,1.0,0.5908013421935941,0.6925081190198321,63.63636363636363,0.8333333333333333,0.7999999821186066,0.7142857164144516,1.0,0.7325320086715911,0.6931475644865275,57.14285714285714,0.25,0.0,0.0,0.0,0.6936864402168793,0.6396599109113573,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0,0.9729170450197672,0.7136878430736525,50.0,0.6666666666666666,0.0,0.0,0.0,0.5346037017280031,0.693090410386044,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.694990369148189,0.6695506411406412,66.66666666666666,0.625,0.0,0.0,0.0,0.7018632060919259,0.7539125282036149,42.857142857142854,0.0,0.0,0.0,0.0,0.7616406559739131,0.6931360632020902,44.44444444444444,0.6777777777777777,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6939849409962566,0.7371768925306045,50.0,0.6833333333333333,0.7727272808551788,0.6875,1.0,0.5752249643148857,0.6609794021137214,60.0,0.55,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.6668670321025034,0.6265995471033566,70.0,0.875,0.761904776096344,0.625,1.0,0.6516728792840089
3,0.6897317581823952,0.6858242303359313,53.333333333333336,0.5208333333333333,0.0,0.0,0.0,0.6318414585170202,70.0,0.75,0.761904776096344,0.625,1.0,0.7133032381616452,0.6899494758418261,45.45454545454545,0.4,0.6727272868156433,0.5208333432674408,1.0,0.6928761105446999,0.69320931294508,57.14285714285714,0.25,0.0,0.0,0.0,0.692007031853179,0.7511222973457785,42.857142857142854,0.4,0.3333333134651184,1.0,0.20000000298023224,0.6648701648864896,0.668598500027616,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6680948145443891,0.6931381580668086,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.693562049120539,0.6713554238164618,66.66666666666666,0.35,0.0,0.0,0.0,0.6665393858362528,0.7860942214348375,42.857142857142854,0.0,0.0,0.0,0.0,0.6190044841979307,0.671509314147941,55.55555555555556,0.38888888888888884,0.0,0.0,0.0,0.6932088041533222,0.6820712742796851,50.0,0.84375,0.0,0.0,0.0,0.6661419234949143,0.6772255724960929,50.0,0.65,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.6405710501952893,0.5753389212238734,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.55121092615911
4,0.7963451416593696,0.6871524798464681,53.333333333333336,0.5166666666666666,0.0,0.0,0.0,0.6918333270324041,70.0,0.6071428571428572,0.4166666865348816,0.5,0.3571428656578064,0.6382112940893483,0.7073981667149443,54.54545454545454,0.1875,0.0,0.0,0.0,0.6922847331688633,0.7037659001800629,57.14285714285714,0.5,0.0,0.0,0.0,0.6910918738743032,0.6556405643327403,42.857142857142854,0.7,0.5,0.6666666865348816,0.4000000059604645,0.6742587747602202,0.7617857265927309,50.0,0.6666666666666666,0.0,0.0,0.0,0.26664691331927454,0.6930754570605061,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7231882826867962,0.692880317661764,66.66666666666666,0.7083333333333333,0.3333333432674408,0.25,0.5,0.6904908686134376,0.7224846616010127,57.14285714285714,0.4166666666666667,0.7272727489471436,0.5714285969734192,1.0,0.7040145815973704,0.7395257439782417,55.55555555555556,0.25,0.0,0.0,0.0,0.6862086165523904,0.7325635774326341,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.49079223568423214,0.6875437826421343,50.0,0.75,0.29999998211860657,0.5,0.2142857164144516,0.6021347078157604,0.6944130878011666,30.0,0.5833333333333333,0.0,0.0,0.0,0.6413976339316788
5,0.7845967555621992,0.6854152595819137,53.333333333333336,0.5583333333333333,0.0,0.0,0.0,0.6926603783594378,70.0,0.39285714285714285,0.46666666865348816,0.4375,0.5,0.6911203829293091,0.6930639997568453,54.54545454545454,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.857130095684816,0.6770243724515819,57.14285714285714,0.75,0.0,0.0,0.0,0.6761840716333389,0.68656839839658,57.14285714285714,0.2,0.7272727489471436,0.6666666865348816,0.800000011920929,0.610992489131067,0.6761674763717034,50.0,0.7777777777777778,0.0,0.0,0.0,1.0285118190359168,0.696504770660918,57.14285714285714,0.5,0.0,0.0,0.0,0.6936539468238796,0.692356098387774,66.66666666666666,0.45,0.0,0.0,0.0,0.6930215020561631,0.7638666147964347,14.285714285714285,0.08333333333333333,0.25,0.25,0.25,0.6752877443609402,0.6904710389622838,44.44444444444444,0.7222222222222222,0.6119658251603445,0.4583333333333333,1.0,0.7464457428371092,0.6706019841216206,60.0,0.8125,0.8333333432674408,0.75,1.0,0.7541078974745417,0.7960147149665853,30.0,0.5,0.0,0.0,0.0,0.7359059894780764,0.6330724890476052,80.0,0.6166666666666667,0.9166666865348816,0.8571428656578064,1.0,0.6633093569950325
6,0.6578950535047231,0.6996099335643052,53.333333333333336,0.5520833333333334,0.1666666716337204,0.25,0.125,0.6690135096926348,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6815940130391525,0.7007374837642234,45.45454545454545,0.59375,0.5833333432674408,0.4166666716337204,1.0,0.7843709579321814,0.6811654886728508,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6329812039228488,0.7488315875541375,28.57142857142857,0.4,0.2857142984867096,0.5,0.20000000298023224,0.5917674272176257,0.6554913735656431,50.0,0.7777777777777778,0.0,0.0,0.0,0.6903479134774301,0.6940927205447686,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6918804830285166,0.6936275692106881,44.44444444444444,0.625,0.722222238779068,0.6428571492433548,1.0,0.6937302317836893,0.7242519826316711,28.57142857142857,0.25,0.444444477558136,0.4000000059604645,0.5,1.1120506315736127,0.6978280763904033,55.55555555555556,0.6777777777777777,0.0,0.0,0.0,0.7673680466665473,0.6309729599679109,60.0,0.55,0.6666666716337204,0.6666666716337204,0.6666666716337204,0.7804334031498108,0.6455182556553535,50.0,0.6166666666666667,0.6428571492433548,0.75,0.6000000014901161,0.37233780382458537,0.5346713408114013,70.0,0.9166666666666667,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.5213821043389839
7,2.199894749334023,0.872342169127125,53.333333333333336,0.5916666666666667,0.0,0.0,0.0,0.6178530165607501,70.0,0.6071428571428572,0.46666666865348816,0.4375,0.5,0.7070994572899513,0.6901788888528705,63.63636363636363,0.35,0.38461539149284363,0.3125,0.5,0.6918622855012968,0.6832096620674637,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6450961414803191,0.9433805263121802,28.57142857142857,0.5,0.2857142984867096,0.5,0.20000000298023224,0.3506211751058047,0.5973888639014854,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.9330378593163444,0.6931701618229272,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6931237269566879,0.6929323686158664,66.66666666666666,0.5833333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6916775629952463,0.9738448409261146,14.285714285714285,0.08333333333333333,0.0,0.0,0.0,0.4382453882797902,0.6674062138804676,66.66666666666666,0.7430555555555555,0.600000003973643,0.8333333333333334,0.527777781089147,0.5742360074129322,0.6244258076033489,70.0,0.5833333333333333,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.4445269523323158,0.796683750483662,60.0,0.875,0.3333333432674408,0.5,0.25,0.7035631517842192,0.5102828417886517,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.2595212176802511
8,0.6946458396282132,0.6988727374062516,60.0,0.5416666666666666,0.5,0.5,0.5,0.5889664389048295,70.0,0.875,0.761904776096344,0.625,1.0,0.7060222509863023,0.7051687125255225,54.54545454545454,0.40625,0.0,0.0,0.0,0.8958650996381659,0.6928992891001045,57.14285714285714,0.5,0.0,0.0,0.0,0.8597878612249613,0.8429994507143795,28.57142857142857,0.5,0.2857142984867096,0.5,0.20000000298023224,0.5778931220628978,0.5159647879113743,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.6924774118823998,0.6933586154602535,28.57142857142857,0.5,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6938898513427416,0.6755495287161865,55.55555555555556,0.5833333333333333,0.0,0.0,0.0,0.6767838243364999,0.8667996107913767,42.857142857142854,0.25,0.3333333432674408,0.5,0.25,0.5066193093245283,0.6460000813501398,66.66666666666666,0.35714285714285715,0.46464647849400836,0.4333333373069763,0.5555555621782938,0.6632562749105967,0.665422714152792,60.0,0.55,0.75,0.7000000029802322,0.8333333432674408,0.7198872037459227,0.9413777479152221,50.0,0.65,0.5,1.0,0.3500000014901161,0.8763199810078626,0.4964202152611025,80.0,0.6833333333333333,0.7777778208255768,1.0,0.6500000059604645,0.3531972566043735
