,ADHD,ADHD,ADHD,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7275151667667006,0.08927553856624024,59.130434782608695,0.07358509063721352,70.07874015748031,0.4563842786337621,0.08838236320083612,56.91489361702128,0.9809867796265866,0.07302557611837145,70.96774193548387,0.6466027226367241,0.10495143835696655,46.34146341463415,0.6803143913065149,0.11809291391781607,47.05882352941176,0.5789101113267215,0.07230625891685746,62.5,0.6400165506221682,0.1102936463398055,50.0,0.6906777463506376,0.09881763890593136,50.0,1.5432952196530894,0.16626096528781084,30.0,0.8575161407752155,0.10492148290964776,42.857142857142854,0.8163853772208761
1,0.4641532078134273,0.08640026640087213,63.47826086956522,0.07918893824882388,62.20472440944882,0.46919151004605436,0.08361503977593257,61.170212765957444,0.9251813681210345,0.06038076505923357,80.64516129032258,0.45734506690911036,0.09453361982662996,46.34146341463415,0.777380642126509,0.09457982708833212,70.58823529411765,0.3014682367965747,0.07665009583626244,62.5,0.6420920588823931,0.16063553827300833,41.66666666666667,0.33505506308978233,0.09926389383387306,57.14285714285714,0.6535258238040027,0.20214296273942683,40.0,0.6662056548842257,0.09523609992707072,57.14285714285714,0.6974608499634485
2,0.5807333388481201,0.08653993281410645,60.0,0.06594764173538718,74.80314960629921,0.922906913985034,0.08056861568670187,68.61702127659575,0.847967229379542,0.08259235310193115,67.74193548387096,0.28790824549846805,0.10787917283873359,56.09756097560976,0.5119415360558954,0.14916145937166425,70.58823529411765,0.5746557862245253,0.05897273352740743,75.0,0.9643562769211881,0.12460385683385415,50.0,1.1583732864758176,0.08311602041972063,78.57142857142857,0.394255155154591,0.19558469528144512,40.0,0.6050629762411484,0.0903535303710691,71.42857142857143,0.4136505996032662
3,0.7938493801876404,0.09452456808727794,64.34782608695652,0.07858920416534726,70.07874015748031,0.38569655202025166,0.08360106028873877,64.8936170212766,0.8027914476109217,0.07646713631522126,80.64516129032258,0.2633599141578263,0.10647155398750242,51.21951219512195,0.6965320653839568,0.10835062040985041,64.70588235294117,0.28504091898298334,0.06353744147942034,62.5,0.37573533741341997,0.09753700597703542,50.0,0.108422174349577,0.07758486294215312,71.42857142857143,0.24468345036874364,0.23161129588334628,20.0,0.8598084209584888,0.09059927564922454,85.71428571428571,0.7862015924551818
4,0.7839663980774594,0.09762509142860251,62.60869565217392,0.08245592396431613,78.74015748031496,0.29369211221126584,0.07921739721705452,67.5531914893617,0.15857226878037906,0.1255074147075275,64.51612903225806,0.1781811368104853,0.1869017115426726,53.65853658536586,0.41240842526301613,0.09600964673983657,64.70588235294117,0.8808778700203177,0.07573050422100032,62.5,0.5943263672045396,0.11269272202481125,83.33333333333334,0.010644566137386546,0.05501308133428765,78.57142857142857,0.06676860200779586,0.13746977278572028,50.0,0.7087361598939521,0.09745155110476979,71.42857142857143,0.32831271768132114
5,0.7254451969268445,0.09645911568187406,66.95652173913044,0.08941062534512001,77.95275590551181,0.2427500613108222,0.0899405208164676,62.76595744680851,0.9073735734560664,0.08203420225616802,74.19354838709677,0.11272433790333747,0.15615810086565107,46.34146341463415,0.5045194491859868,0.08254815564791634,76.47058823529412,0.013065981636769605,0.07096399231317838,62.5,0.215714616848306,0.3040395467450641,41.66666666666667,0.006990152172466041,0.09616477131413921,71.42857142857143,0.13538817960127067,0.21799919611936486,20.0,0.23374139043320138,0.1785534332171502,57.14285714285714,0.12901022279312493
6,0.4190100396641573,0.11550637222775116,63.47826086956522,0.11157569353403268,76.37795275590551,0.05996178093540394,0.09039661160576679,65.95744680851064,0.417318236698171,0.17223926104768555,64.51612903225806,0.196482782059078,0.19371162927388086,56.09756097560976,0.6055979458520934,0.25729175828919004,70.58823529411765,0.8194610178388592,0.050527704814476763,62.5,0.1353229255937725,0.19607477416487393,58.333333333333336,0.024141966357866994,0.06862307089372255,85.71428571428571,0.15233702168249563,0.26957550132583447,40.0,0.20767098629312028,0.14497957751904145,57.14285714285714,0.4750110341393783
7,0.5566770861388493,0.12272925344919901,65.21739130434783,0.11938398724573247,76.37795275590551,0.08075987980438988,0.10818122126487208,64.36170212765957,0.2706901470491259,0.19452784656865543,64.51612903225806,0.20579742180797855,0.39342529523302755,41.46341463414634,0.519067015558407,0.1892970452822209,76.47058823529412,0.0169769454237561,0.0890242813183885,62.5,0.08530195843102209,0.1929975755227812,66.66666666666666,0.002583324069485006,0.08083598014297506,78.57142857142857,0.008084178952107265,0.2980924004951322,40.0,0.5918051622550811,0.22360713518123143,57.14285714285714,0.2695313058870926
8,0.25332573254851515,0.14512415792068523,60.86956521739131,0.16556664398342588,74.80314960629921,0.007898725055656893,0.1052492094775214,69.14893617021278,0.8049285034365975,0.18527073527463017,74.19354838709677,0.0001921807564188535,0.23646721177151722,51.21951219512195,0.0788026190009107,0.2722957537711981,76.47058823529412,0.022696148015810796,0.11728016623162685,75.0,0.31659948346255734,0.09355690918758859,75.0,0.010490183207083878,0.07143463080414103,71.42857142857143,0.003365948001228012,0.3169459169517045,50.0,0.10246941641241873,0.18421105362442014,42.857142857142854,0.25077449540451907
9,0.40445638771268866,0.17192054778958651,60.0,0.1569450808699105,74.80314960629921,0.001135885315611717,0.1517913803633009,56.38297872340425,0.002884509104251613,0.2015356938497563,74.19354838709677,0.0009719339500832775,0.20504897530993166,46.34146341463415,0.2547775263760012,0.07204310218939401,76.47058823529412,0.003726618925239509,0.09941616697578523,62.5,0.0322747315730913,0.24893016844278584,66.66666666666666,0.0009730458353220387,0.16571458507979178,64.28571428571429,0.042970901702891966,0.5517710001657898,50.0,0.3227779017090149,0.08539923582549683,57.14285714285714,0.18330295648974432
10,0.9355621259502194,0.15882912504950486,64.34782608695652,0.17920293085324993,74.80314960629921,0.2774803987066824,0.21572774200685776,64.36170212765957,0.009797239663460031,0.1693700587480563,70.96774193548387,0.010342382867223375,0.2818208118382226,51.21951219512195,0.6565203786763865,0.12851920950864026,76.47058823529412,0.003384416210467745,0.08847168281656213,75.0,0.1175296528675149,0.20972223784333321,83.33333333333334,0.0009221215362140956,0.19766389391238556,57.14285714285714,0.018953365769322703,0.4645391332522776,40.0,0.38329566000591264,0.36311203699996175,57.14285714285714,0.009927731464777809
11,0.09480063168105365,0.19081568838469593,64.34782608695652,0.22570173655445147,76.37795275590551,0.0041949252084481905,0.16161165552239762,65.95744680851064,0.004355136103995678,0.21663219219778296,70.96774193548387,0.0005720083323183376,0.26252752123356704,53.65853658536586,0.18634107857118754,0.1756460838707798,64.70588235294117,0.000630916044477394,0.11350370618329496,62.5,0.011293272107249565,0.2548661889710166,66.66666666666666,0.24938969633867064,0.19033122068951808,57.14285714285714,0.062492524661226435,0.4838476585858572,40.0,0.14599162615750552,0.3106231944874729,57.14285714285714,0.3455418816201012
12,0.00199157627558339,0.25010118394461656,62.60869565217392,0.27255110919843484,72.44094488188976,3.5789485702625044e-05,0.18350684409827892,65.95744680851064,0.15593773589250512,0.23753945205486482,64.51612903225806,0.00034192336044013894,0.5446723655018622,51.21951219512195,0.01559686879128697,0.13967886012094916,76.47058823529412,0.0001640754791698031,0.06518661364551857,75.0,0.0014431490932787742,0.17882376498399075,83.33333333333334,0.007160092104211448,0.17369862475115455,78.57142857142857,0.028475184295392118,0.5164860732374541,30.0,0.09546815860724775,0.39527056808507716,57.14285714285714,0.2579968590499885
