,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6662148832078465,0.6423514454540891,66.95652173913044,0.4487301587301588,0.0,0.0,0.0
1,0.675083602668041,0.6453314783224775,66.95652173913044,0.48865079365079367,0.0,0.0,0.0
2,0.6478994864301031,0.6637088692069995,66.95652173913044,0.503095238095238,0.0,0.0,0.0
3,0.5841078201338842,0.6776418747249766,55.65217391304348,0.599563492063492,0.3158730208873749,0.32888889412085215,0.37222222487131756
4,0.9976645701799708,0.6389262709289256,67.82608695652173,0.5027777777777778,0.03333333333333333,0.06666666666666667,0.022222222884496053
5,0.5239950088473092,0.6347332600038567,66.95652173913044,0.46865079365079365,0.0,0.0,0.0
6,0.5675770442089925,0.6515710451312149,66.95652173913044,0.5029761904761905,0.0,0.0,0.0
7,0.7113862186977178,0.6830105937414084,66.95652173913044,0.5023809523809524,0.0,0.0,0.0
8,0.693066280660641,0.6944041143061465,45.21739130434783,0.5287698412698413,0.44080808957417805,0.33103175461292267,0.7366666714350383
9,0.7057849799361511,0.8149307633896423,66.95652173913044,0.5483333333333333,0.0,0.0,0.0
10,0.6299382992088234,0.653453063652999,63.47826086956522,0.5751984126984127,0.15904762148857116,0.2888888895511627,0.12777778009573618
11,0.5589748228447086,0.7292983861129794,54.78260869565217,0.5744444444444444,0.279365078608195,0.25666667024294537,0.3222222248713175
12,0.9111777010314072,1.2737064356989387,67.82608695652173,0.576984126984127,0.10444444616635641,0.2,0.07222222288449605
13,0.6640275803849265,0.7232284992424669,59.130434782608695,0.5265873015873016,0.2978835999965668,0.34444444874922436,0.3444444467624029
14,0.8387379118392475,0.695102705147724,66.08695652173913,0.5556746031746032,0.026666667064030966,0.03333333333333333,0.022222222884496053
15,0.4233108329920897,0.8477483446406651,63.47826086956522,0.6606746031746032,0.348888889948527,0.47777777910232544,0.3822222252686818
16,0.319295607357439,0.918083022454477,63.47826086956522,0.5736507936507936,0.3822222272555033,0.4444444457689921,0.42777777910232545
17,0.9756599418038349,0.7992890942893622,66.08695652173913,0.5036507936507937,0.3118518571058909,0.41000000238418577,0.2866666704416275
18,0.32629592638298754,0.8648817187762022,62.60869565217392,0.5797222222222221,0.392380956808726,0.4833333353201548,0.37777778307596843
19,0.18168826508027855,0.9636081584882299,60.86956521739131,0.5684126984126984,0.3130158801873525,0.3155555586020152,0.38222222328186034
20,0.05870097685807727,1.165914027172768,57.391304347826086,0.5705158730158731,0.3440740803877513,0.3888888915379842,0.32888889213403066
21,0.16652386527317578,1.4535782488601137,62.60869565217392,0.566984126984127,0.23111111323038738,0.42222222288449607,0.17444444596767425
22,0.45330681556226005,1.4521023224357248,61.73913043478261,0.5474603174603174,0.32698412736256915,0.33333333730697634,0.3388888895511627
23,0.09035917448823967,1.3457562460955892,55.65217391304348,0.5221825396825397,0.3212698459625244,0.2888888935248057,0.39666666885217033
24,0.10315814883459451,1.4777058466393844,56.52173913043478,0.5092063492063492,0.3239682535330454,0.3055555601914724,0.4055555562178294
25,0.09273229214354407,1.4008680173204666,53.91304347826087,0.5207539682539682,0.3680952409903208,0.40666666825612385,0.450000003973643
26,0.098794523246762,1.225367004633242,54.78260869565217,0.5378571428571429,0.3558730185031891,0.34000000556310017,0.3988888919353485
27,0.9353635429047717,2.331016977151559,45.21739130434783,0.47571428571428576,0.4253439207871755,0.354603178302447,0.6444444477558136
28,0.01635227459189984,2.2079131144179547,57.391304347826086,0.4859920634920634,0.3023809572060903,0.32111111481984456,0.3166666706403097
29,0.15166717656746231,1.6943794790543334,46.95652173913044,0.5235714285714285,0.38386244177818296,0.31428571939468386,0.5988888919353486
30,0.02061170418121293,2.906882964406543,65.21739130434783,0.5427380952380951,0.14666666785875956,0.2,0.1466666688521703
31,0.0017938180774767,1.876866785495069,61.73913043478261,0.44841269841269843,0.19777777989705403,0.21111111640930175,0.19777777989705403
32,3.7911601029521816e-05,2.8086950797608545,56.52173913043478,0.554484126984127,0.3028571367263794,0.35777778128782906,0.33444444636503856
33,0.01515596912076339,1.716528524723557,50.43478260869565,0.5528174603174603,0.3539153476556142,0.2946031798919042,0.4888888935248057
