,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6933096221851635,0.6929222901386862,55.55555555555556,0.45,0.0,0.0,0.0,0.6964228696430772,45.45454545454545,0.41666666666666663,0.222222238779068,0.3333333432674408,0.1666666716337204,0.8604523718940725,0.6938528008264945,45.45454545454545,0.31666666666666665,0.6727272868156433,0.5208333432674408,1.0,0.6948971661477277,0.6917162018418462,53.333333333333336,0.8958333333333333,0.6969697177410126,0.5357142984867096,1.0,0.693098959955235,0.7304208139807847,50.0,0.4375,0.0,0.0,0.0,0.7206954617937055,0.6930627994455839,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6925223387571696,0.7186054291145508,50.0,0.1111111111111111,0.0,0.0,0.0,2.592806221078844,0.623750395574323,71.42857142857143,0.1,0.0,0.0,0.0,0.7578718461672769,0.7078479028740918,60.0,0.6,0.0,0.0,0.0,0.7705900231968266,0.6930729605581988,47.368421052631575,0.6111111111111112,0.6190476218859354,0.5833333333333334,0.6666666666666666,0.692893640891032,0.6922787087115573,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6927466064354987,0.6693864946556636,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.9481350726992002,0.9751442395513532,50.0,0.34375,0.6666666865348816,0.5,1.0,0.5584541081573657
1,0.6933636150620156,0.6979864814528995,55.55555555555556,0.48333333333333334,0.0,0.0,0.0,0.6548398183282814,63.63636363636363,0.625,0.8333333432674408,0.75,1.0,0.673552386733978,0.6836653372062783,54.54545454545454,1.0,0.0,0.0,0.0,0.6930900449852437,0.6925364618928612,53.333333333333336,0.8500000000000001,0.6846153736114502,0.5267857164144516,1.0,0.6936163246153307,0.6923442347090891,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6812506524576222,0.7284750372016626,37.5,0.3333333333333333,0.0,0.0,0.0,0.6992543232807522,0.7009286169077232,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6952204583873725,0.6406094820307197,71.42857142857143,0.1,0.0,0.0,0.0,0.7349539949293088,0.6825713136885555,60.0,0.53125,0.0,0.0,0.0,0.6932110638974821,0.6931098162190579,47.368421052631575,0.6583333333333333,0.670707086722056,0.5138888955116272,1.0,0.6932582822210477,0.6535026228134484,90.0,0.25,0.8333333432674408,0.75,1.0,0.6923086364593759,0.6687674272509241,60.0,0.625,0.8333333432674408,0.75,1.0,0.7230490737904038,0.6756977564395351,60.0,0.375,0.20000000298023224,0.5,0.125,0.6839387939036117
2,0.696695808547325,0.6930877930819542,55.55555555555556,0.55,0.7999999821186066,0.7142857164144516,1.0,0.6637857304206543,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.749087626687308,0.6931265586443519,45.45454545454545,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6935855159510325,0.6924645448234046,53.333333333333336,0.8333333333333333,0.6969697177410126,0.5357142984867096,1.0,0.693223424510436,0.79177693898991,50.0,0.375,0.0,0.0,0.0,0.6797933195792748,0.6930327446813862,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.6933170299824157,0.6932833659695513,66.66666666666666,0.4444444444444444,0.75,0.6000000238418579,1.0,0.6923030299337924,0.6818784249346467,71.42857142857143,0.0,0.0,0.0,0.0,0.5701139529352722,0.6955579134056951,60.0,0.4375,0.0,0.0,0.0,0.7494081256326162,0.6930309771562819,47.368421052631575,0.8944444444444445,0.670707086722056,0.5138888955116272,1.0,0.6935630245459139,0.6671044810266495,90.0,0.25,0.8333333432674408,0.75,1.0,0.6649685060023331,0.6685165932769248,60.0,0.4666666666666667,0.7179487347602844,0.5625,1.0,1.0095770076435888,0.7461363396559857,50.0,0.84375,0.6666666865348816,0.5,1.0,0.5793292394500567
3,0.6932851854728812,0.6931486130187701,55.55555555555556,0.4375,0.0,0.0,0.0,0.6618414890412735,63.63636363636363,0.53125,0.8333333432674408,0.75,1.0,0.38938739717600845,0.6933007888701758,45.45454545454545,0.6875,0.5833333432674408,0.4166666716337204,1.0,0.6939472962857671,0.6929580892101352,53.333333333333336,0.7416666666666667,0.6846153736114502,0.5267857164144516,1.0,0.6932523216783243,0.7192317620330756,50.0,0.375,0.0,0.0,0.0,0.669753320558308,0.6927491734874556,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6919449362346347,0.6936874627808235,16.666666666666664,0.1111111111111111,0.0,0.0,0.0,0.7009416190483322,0.571978149233419,71.42857142857143,0.9,0.0,0.0,0.0,0.7303816925994616,0.6886185950979424,60.0,0.13333333333333333,0.0,0.0,0.0,0.7481632838749035,0.693096394911403,47.368421052631575,0.4791666666666667,0.6111111243565878,0.4444444477558136,1.0,0.6937086138019343,0.6926216001216006,80.0,0.6785714285714286,0.9285714328289032,0.9285714328289032,0.9285714328289032,0.6939047404556076,0.6355405674529384,60.0,1.0,0.7179487347602844,0.5625,1.0,0.7068943250912862,0.8008339063165912,50.0,0.78125,0.6666666865348816,0.5,1.0,1.1620482955698923
4,0.43813315366233674,0.8192318748546722,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.6941259032100071,36.36363636363637,0.625,0.0,0.0,0.0,0.7771841318004382,0.6763167827850524,54.54545454545454,0.875,0.0,0.0,0.0,0.6895940135870531,0.6926132070074658,53.333333333333336,0.775,0.6846153736114502,0.5267857164144516,1.0,0.6920045529003387,0.7563915790233701,50.0,0.4375,0.0,0.0,0.0,0.653451120270221,0.6921914984698809,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6899223549391911,0.7882165001802456,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6910804821763911,0.6829022444475453,71.42857142857143,0.4,0.0,0.0,0.0,0.626900638643652,0.7249753248731625,40.0,0.75,0.7000000029802322,0.625,1.0,0.786829899064284,0.6930381945994742,52.63157894736842,0.40277777777777773,0.0,0.0,0.0,0.6952913913117423,0.6918050183176704,90.0,0.25,0.9666666686534882,0.9375,1.0,0.6918966379317539,0.6859028878671143,60.0,0.6333333333333333,0.7179487347602844,0.5625,1.0,1.0525025594592332,0.6302104673016677,60.0,0.45,0.3333333432674408,0.5,0.25,0.6039703815019651
5,0.6927585102505667,0.6924485693757769,55.55555555555556,0.55,0.75,0.7000000029802322,0.8333333432674408,0.6938350716417871,63.63636363636363,0.5833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.7081201540892111,0.6236029626515556,54.54545454545454,0.65,0.0,0.0,0.0,0.9198656754870124,0.6930400483799456,53.333333333333336,0.30833333333333335,0.6507936716079712,0.5178571492433548,1.0,0.6931213375563262,0.6660723653301108,50.0,0.75,0.3333333432674408,0.5,0.25,0.5866075042913877,0.6935309961073456,25.0,0.26666666666666666,0.25,0.3333333432674408,0.20000000298023224,0.6271394331365625,0.6934582233751768,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6925951215905576,0.576260764701481,71.42857142857143,0.7,0.0,0.0,0.0,0.5081328893188783,0.6697047981809938,60.0,0.8,0.0,0.0,0.0,0.6315901784957737,0.6847806756882925,47.368421052631575,0.8694444444444445,0.670707086722056,0.5138888955116272,1.0,0.5731522408206944,0.6956256836430396,10.0,0.75,0.0,0.0,0.0,0.6929652936418194,0.6832433593627905,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.6269390471807365,0.6384820884067648,70.0,0.8125,0.3333333432674408,0.5,0.25,0.6934114301166017
6,0.6891835021712718,0.6928944177582533,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.6555437388821517,63.63636363636363,0.7083333333333334,0.6785714328289032,0.5416666716337204,1.0,1.1794391566231253,0.6631057534533517,54.54545454545454,0.6875,0.0,0.0,0.0,1.0640370939298784,0.6942230969258643,40.0,0.13333333333333333,0.0,0.0,0.0,0.6924103903995166,0.684494430570267,37.5,0.5625,0.0,0.0,0.0,0.6016374466971175,0.7228979404753914,12.5,0.2,0.0,0.0,0.0,0.754152062987516,0.6943423900115951,50.0,0.0,0.0,0.0,0.0,0.6943501357701911,0.5750559599387485,71.42857142857143,0.8,0.5,0.5,0.5,0.6875168063514454,0.7289740375483376,60.0,0.5,0.0,0.0,0.0,0.594555118983621,0.640517434600991,68.42105263157895,0.7625000000000001,0.6349206368128458,0.8333333333333334,0.5555555621782938,1.0318356474120511,0.6864806604140405,90.0,0.75,0.9615384638309479,1.0,0.9285714328289032,0.692779596014413,0.6244657472033766,80.0,0.6875,0.761904776096344,1.0,0.625,0.46951097165728284,0.6345493115482309,50.0,0.4375,0.6666666865348816,0.5,1.0,0.4479529323042661
7,0.7185219396114102,0.6930597935705455,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.6412037360495,54.54545454545454,0.5833333333333333,0.6346153914928436,0.5625,0.75,0.4480494234180652,0.6220618755785593,54.54545454545454,0.7666666666666666,0.0,0.0,0.0,0.6578502999491982,0.6930618381510671,53.333333333333336,0.46875,0.6969697177410126,0.5357142984867096,1.0,0.6939057043576029,0.7714062241077099,50.0,0.6875,0.6666666865348816,0.5,1.0,0.5887695102145082,0.7466726063735564,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6253654099854434,0.6940600712944348,33.33333333333333,0.1111111111111111,0.5,0.4000000059604645,0.6666666865348816,0.6942178790301267,0.5135905725188658,71.42857142857143,0.8,0.0,0.0,0.0,0.38241783488458425,0.8198249864499804,60.0,0.45833333333333337,0.0,0.0,0.0,0.44593403424064143,0.6883253783292356,57.89473684210527,0.6180555555555555,0.3000000019868215,0.5,0.25,0.496522516600967,0.6919992037477319,90.0,0.75,0.9615384638309479,1.0,0.9285714328289032,0.693149384429253,0.6423793553868204,60.0,0.9333333333333333,0.6666666567325592,1.0,0.6000000014901161,0.33252435901395794,0.9329164667020035,50.0,0.875,0.6666666865348816,0.5,1.0,0.7603068562330136
8,0.5499089126138926,0.684843418889058,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.751489944490821,63.63636363636363,0.46875,0.6000000089406967,1.0,0.4583333432674408,0.34070262711338134,0.6918220483609675,54.54545454545454,0.7166666666666667,0.0,0.0,0.0,0.6913737365695225,0.6940540392806146,26.666666666666668,0.26666666666666666,0.222222238779068,0.25,0.20000000298023224,0.7742078051169217,0.7469420127355095,50.0,0.5,0.0,0.0,0.0,0.6887957513915979,0.7793561370135955,50.0,0.4666666666666667,0.6666666865348816,0.5714285969734192,0.800000011920929,0.450775645670416,0.6942535837995968,33.33333333333333,0.0,0.0,0.0,0.0,0.6902975140556281,0.571021642251396,71.42857142857143,0.8,0.0,0.0,0.0,0.3496991035853303,0.708603389773283,60.0,0.36666666666666664,0.0,0.0,0.0,0.54831176568944,0.6900511811996727,57.89473684210527,0.5444444444444444,0.22222222884496054,0.25,0.20000000794728598,0.6861449828484224,0.6918918041098396,90.0,0.75,0.9666666686534882,1.0,0.9375,0.6928966073806087,0.5895407515943519,60.0,1.0,0.6190476417541504,0.75,0.7000000029802322,0.34859752084772216,1.1103430241801422,50.0,0.8125,0.6666666865348816,0.5,1.0,0.615486446514076
