,DEL22q11_2,DEL22q11_2,DEL22q11_2,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6929021742508599,0.12229835657554376,52.94117647058824,0.1200094823618039,67.74193548387096,0.8904074664102527
1,0.6933868020820526,0.12232444749889053,47.05882352941176,0.10861615911510566,67.74193548387096,1.136702910106728
2,0.6935699835343698,0.12248980238018191,52.94117647058824,0.08829057616213185,67.74193548387096,0.12248323724474469
3,0.6931970177161202,0.12223418745002901,52.94117647058824,0.0743965995593812,67.74193548387096,0.36227990905863705
4,0.6923963185966073,0.12221100641664731,52.94117647058824,0.07918983248093775,74.19354838709677,0.35806034242156287
5,0.6922949898587227,0.12254510466503801,52.94117647058824,0.13346078477236334,67.74193548387096,1.2237321835922947
6,0.5792597078522344,0.11515827104104728,47.05882352941176,0.05464344329196892,77.41935483870968,0.17591643608490082
7,0.3129553683666245,0.11238153060624496,52.94117647058824,0.11420254638995464,61.29032258064516,1.0521705787311249
8,0.03173998058776846,0.6241451234798429,58.82352941176471,0.06911288091130645,70.96774193548387,0.6305795118094949
9,0.9491776450678271,0.17322590479421932,64.70588235294117,0.12222682856649145,51.61290322580645,0.6382217377964442
10,0.03028550361149489,0.4838855914365414,52.94117647058824,0.05841750297279107,80.64516129032258,0.11996096148386277
11,0.5942860533584671,0.27740176313177956,58.82352941176471,0.11351876827750755,74.19354838709677,0.09586287489730815
12,0.016776748586113464,0.22446893813990626,70.58823529411765,0.08931160500693495,74.19354838709677,0.08572982849286968
13,2.9177811355462087,0.37182651743971507,52.94117647058824,0.10583536333808076,77.41935483870968,0.03566544737506291
14,0.005458539240016596,0.07439573020399122,76.47058823529412,0.09589217857875856,80.64516129032258,0.03925764597401084
15,0.018613477861797515,0.20065154312844216,70.58823529411765,0.13655947373258487,70.96774193548387,0.0016283768684708297
16,0.005656526925478383,0.2057878565514848,70.58823529411765,0.27510579204025537,51.61290322580645,0.50510431172965
17,0.0006402808205009165,0.09907384130447776,76.47058823529412,0.1091068847561035,74.19354838709677,0.012742242469851542
18,0.00016175650640120852,0.11301256534684993,82.35294117647058,0.24304225097247584,61.29032258064516,0.4688268211058139
19,7.746387207282354e-05,0.21101814682188932,76.47058823529412,0.12016839252943956,80.64516129032258,0.010422646711198627
20,0.0001376719129003965,0.44330032840383743,76.47058823529412,0.16192375531375613,74.19354838709677,0.0028091596912965234
21,0.00021769686529618873,0.4408709355271007,76.47058823529412,0.19069447269585313,74.19354838709677,3.414329599653026e-05
22,0.00024824631596091036,0.11213060526161407,76.47058823529412,0.18310411561987575,77.41935483870968,0.001411350221211469
23,0.00017640507989637728,0.11777319903682017,76.47058823529412,0.18546561323197192,80.64516129032258,7.137479079586148e-05
24,7.666489504867386e-05,0.12547716226471514,76.47058823529412,0.1938351088262617,77.41935483870968,3.9112766546637954e-05
25,4.6075020033642824e-05,0.4488069448738578,76.47058823529412,0.1983720381559071,80.64516129032258,0.0004791383147161882
26,3.2018444435927694e-05,0.39471058192951736,76.47058823529412,0.22976048072523603,77.41935483870968,4.4733789133673426e-05
27,2.659089871810352e-05,0.11341425369210736,76.47058823529412,0.21632478071740296,77.41935483870968,3.382050613876749e-05
28,2.170617150704346e-05,0.11401233787915757,76.47058823529412,0.2257349119761466,80.64516129032258,2.3935680107691017e-06
29,5.845369158911997e-05,0.11597398780901613,76.47058823529412,0.23141267195195472,80.64516129032258,3.0502422721782285e-05
30,2.1717634904081416e-05,0.45828754100937324,76.47058823529412,0.2417458782338428,80.64516129032258,4.001780943670637e-06
31,4.1715614080987994e-05,0.11519367127118403,76.47058823529412,0.24722522482896728,80.64516129032258,1.3962643336189139e-05
32,8.898560274722406e-06,0.115595536728793,76.47058823529412,0.2584602648912525,80.64516129032258,5.348754510393623e-06
33,2.0518803015836913e-05,0.11598758299168008,76.47058823529412,0.24949522415611744,80.64516129032258,1.0321556402643635e-05
34,6.091438407036584e-05,0.41062218015149055,76.47058823529412,0.26975734746811414,80.64516129032258,1.7622120672009074e-06
35,7.372296695982164e-05,0.1303431756165669,76.47058823529412,0.2556719081492711,80.64516129032258,3.0467519895710078e-06
36,1.0714180694582873e-05,0.12377814553565267,76.47058823529412,0.2559925577853801,80.64516129032258,1.635932665233053e-06
37,1.7533125944928463e-06,0.4702237597374671,76.47058823529412,0.2636145896278567,80.64516129032258,2.075015131104147e-06
38,4.466303980174769e-06,0.47062490812571756,76.47058823529412,0.27546500235074106,80.64516129032258,2.93301595240461e-06
39,2.2356134826251165e-06,0.11830507150163576,76.47058823529412,0.27071417758833854,80.64516129032258,6.348548657187716e-06
40,1.1590836540664494e-06,0.11860294204464665,76.47058823529412,0.2669850759669113,80.64516129032258,6.038306447818903e-06
41,5.761593855435444e-05,0.11890160007831586,76.47058823529412,0.2739118421419387,80.64516129032258,7.845323299133215e-07
42,8.403576335470819e-06,0.4730858452304086,76.47058823529412,0.2727529270041901,80.64516129032258,3.407024376731612e-07
43,1.626062882874417e-05,0.1195555560754379,76.47058823529412,0.2795911562539369,80.64516129032258,2.101208044276517e-06
44,2.986508046354607e-06,0.4274917581113651,76.47058823529412,0.28290142919278716,80.64516129032258,3.586235850896934e-07
45,1.4338245607993066e-05,0.12046860798571882,76.47058823529412,0.2854861115139508,80.64516129032258,7.369082251263991e-06
46,8.122994449414657e-06,0.12209312278920645,76.47058823529412,0.29423024108026913,80.64516129032258,1.3339024482303858e-06
47,2.4857924096375704e-05,0.12112304240039545,76.47058823529412,0.2877437840065203,80.64516129032258,1.9344827792392617e-07
48,9.476458288095219e-07,0.13303116701591972,76.47058823529412,0.29399233131604324,80.64516129032258,1.4443338761891007e-07
49,1.1144717872596027e-05,0.12759661175328083,76.47058823529412,0.29190361619554683,80.64516129032258,1.0931937033089454e-06
50,4.1837165689153945e-05,0.12218567905967864,76.47058823529412,0.3050436622467306,80.64516129032258,1.0951111176787505e-06
51,1.9355809487522667e-05,0.17805580249993533,76.47058823529412,0.3044874645079925,80.64516129032258,4.5681171853475875e-07
52,2.8448489068631033e-06,0.12385360415524659,76.47058823529412,0.30259381770647265,80.64516129032258,7.646977006792608e-07
53,3.143806958961123e-05,0.12409240492881692,76.47058823529412,0.3058306328971528,80.64516129032258,1.5005691666695728e-06
54,7.833893888855723e-06,0.1285427178530864,76.47058823529412,0.3011595271344784,80.64516129032258,2.368745735359988e-06
55,9.678325617724396e-07,0.1287898029104167,76.47058823529412,0.2958906423060067,80.64516129032258,2.1301615907845092e-07
56,1.182912353315201e-05,0.12477149387977375,76.47058823529412,0.3137551452227015,80.64516129032258,7.667223269406062e-07
57,1.4104032382125968e-05,0.12897780024784855,76.47058823529412,0.31626602352073324,80.64516129032258,4.341981900063259e-08
58,1.877523008749228e-05,0.12410648808433701,76.47058823529412,0.307574688462547,80.64516129032258,1.7118276942014982e-07
59,1.3443604999371966e-05,0.12415998011962447,76.47058823529412,0.2999922943364013,80.64516129032258,3.1644858727323798e-06
60,1.8240107937294493e-05,0.12460295445449182,76.47058823529412,0.3238501791411077,80.64516129032258,2.065480921836837e-06
61,1.7870354024154725e-05,0.12476164791469835,76.47058823529412,0.31047571834208076,80.64516129032258,1.0394801821551248e-06
62,5.704577760271371e-06,0.12995184105725577,76.47058823529412,0.3033347466009943,80.64516129032258,5.287745724451185e-07
63,1.6853590651074948e-05,0.18018405810353477,76.47058823529412,0.32879347281552546,80.64516129032258,1.1259609980259144e-07
