,ADHD3,ADHD3,ADHD3
,Loss/train,Loss/test,Accuracy/test
0,46.351517538454225,10.57892440046332,0.0
1,16.48326250191916,2.6525563464552295,0.0
2,50.58812166537498,7.36801910424992,0.0
3,48.90812826473575,4.098116020221795,0.0
4,4.079769313049265,2.850016900241652,0.0
5,4.161352410707301,1.489927388536447,0.0
6,3.410074988370419,1.618575617860656,0.0
7,1.7847185050360483,0.7512338154878639,0.0
8,2.9896020427284635,0.6744926790884594,0.0
9,4.078856170045359,0.47114906000014595,0.0
10,1.1858989438635787,0.448687053971432,0.0
11,1.0364298433600678,0.4743232206905355,0.0
12,2.1703380861893447,0.37391973981924775,0.0
13,0.5885735840840525,0.5953781083238514,0.0
14,0.743128127636879,0.23045632180122558,0.0
15,0.4855410125548943,0.3279387886078306,0.0
16,0.22559696171945895,0.4044965156134544,0.0
17,1.5196734036817054,0.31291307811136,0.0
18,0.7080892397495496,0.29742025719785986,0.0
19,0.5193034922814823,0.3568981535631406,0.0
20,0.42280518432406444,0.38229816168750624,0.0
21,0.6666797699206687,0.3520385507449894,0.0
22,0.30254146724525627,0.43662286376846254,0.0
23,0.3272464526925445,0.3162163209903504,0.0
24,0.3853761046369104,0.2403494001340204,0.0
25,0.23432096756246615,0.2938324671816735,0.0
26,0.26426056936575004,0.23666911228386664,0.0
27,0.13101251839849207,0.27654701185260944,0.0
28,0.16841169120861504,0.2498111318512198,0.0
29,0.6575122215656031,0.3741248542958174,0.0
30,0.43171863046254866,0.23403045021439883,0.0
31,0.1568723610346876,0.21952170698915321,0.0
32,0.5789249381731741,0.521038974916292,0.0
33,0.8152885204934257,0.27911326889180826,0.0
34,0.7190090756358256,0.536138654091578,0.0
35,0.6734895554843939,0.22197315626456757,0.0
36,0.3436141063434424,0.23005597239387796,0.0
37,0.2607195230861863,0.4119795873532479,0.0
38,0.4611148995637738,0.2046012671263835,0.0
39,0.13372468776849197,0.195393119951782,0.0
40,0.17220646913308846,0.30006263189049204,0.0
41,0.2967035549258674,0.2840353001608064,0.0
42,0.06064638178174902,0.20917437241196826,0.0
43,0.15554589067889454,0.20217587672995285,0.0
44,0.36256484964612357,0.3058022655571486,0.0
45,0.05972079795085649,0.21990889281476136,0.0
46,0.18120930431746346,0.38129554433687934,0.0
47,0.009438772007996248,0.3584702884741012,0.0
48,0.039972196793331874,0.22819478425837544,0.0
49,0.13668026166281183,0.2621422200508667,0.0
50,0.05046548077816814,0.3209007035809985,0.0
51,0.08299667863180697,0.27902767305471804,0.0
52,0.05554279863063939,0.3209824005826339,0.0
53,0.0332108413258027,0.3291903404708954,0.0
54,0.0345538943985365,0.2428325009183102,0.0
55,0.11872802907535042,0.20352156859495532,0.0
56,0.008323737367587757,0.3390595980428985,0.0
57,0.2752028421082339,0.2950479226933671,0.0
58,0.15171902957675146,0.2875955380392637,0.0
59,0.02438370916232234,0.3126603407947102,0.0
60,0.07023316879473261,0.20348893918140454,0.0
61,0.1868104633495435,0.2697650140854061,0.0
62,0.06805139636035942,0.3040878998106428,0.0
63,0.006417676047059704,0.26024890350110397,0.0
64,0.5482835684383478,0.30312206399441416,0.0
65,1.0092058856147446,0.37599820364601305,0.0
66,0.8672662809380848,0.2534035692845228,0.0
67,0.7775678806764706,0.4800060142816049,0.0
68,0.12506722531882553,0.26970389008186646,0.0
69,0.08902290904910745,0.2106544914204754,0.0
70,0.059274103997121255,0.252332789505557,0.0
71,0.014664449878286499,0.2343981933489082,0.0
72,0.2666702833626192,0.36123356479413227,0.0
73,0.42174602671061984,0.47296006447817257,0.0
74,0.23176758735430136,0.24329643377543433,0.0
75,0.5177107423923482,0.2932613070750107,0.0
76,0.11962310872608768,0.354524226334862,0.0
77,0.095449754548115,0.3175223438876251,0.0
78,0.05100895348808307,0.26914691214773695,0.0
79,0.0333236742278628,0.34877166896634454,0.0
80,0.007612534193901676,0.35275870214405575,0.0
81,0.21785445568782136,0.20813899542523304,0.0
82,0.04588552225888991,0.27069515648314163,0.0
83,1.8836486934432397,0.37561206854779305,0.0
84,0.4416047160483866,0.40452820777099124,0.0
85,0.0493885030785528,0.31970090867872164,0.0
86,0.28583009645128493,0.5121468584347676,0.0
87,0.11436736079526087,0.3615467714418496,0.0
88,0.0997009422833573,0.45057268042221166,0.0
89,1.029747420542764,0.4802707545435081,0.0
90,0.6645141028104946,0.2385890528561123,0.0
91,0.10029252827080642,0.30272532229340765,0.0
92,0.3596947261300171,0.29571191851845485,0.0
93,0.012196197287243596,0.3555616219556305,0.0
94,0.01072624629129792,0.2865628820807321,0.0
95,0.009568474752446493,0.2782658976758278,0.0
96,0.0744026382703244,0.4100707048756275,0.0
97,0.1352725631677333,0.22308070275042488,0.0
98,0.012848337033377857,0.2899587258179532,0.0
99,0.032975864511111085,0.23666480641513207,0.0
