,SZ,SZ,SZ,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6942779266902191,0.08568178661651858,60.15625,0.08715499891160804,37.5,0.8148089106147944
1,0.6747997805368691,0.08454000087307316,60.15625,0.0875233552473332,37.5,0.6940355679806857
2,0.6564900044175257,0.0832900667146836,60.9375,0.09040619740407443,37.5,0.690072950671048
3,0.8140318904394707,0.07857734232636182,64.0625,0.0882851900091965,37.5,0.7010909081391689
4,1.1012163441949205,0.10451333925061024,64.84375,0.08848231291233609,37.5,1.6895091710107433
5,0.8590150127180417,0.07560789110206842,64.84375,0.1124118767494127,50.0,1.0990664831869827
6,0.5837680841310102,0.0795519819309139,63.28125,0.1119314299079129,37.5,0.8331260136938944
7,0.2586667210651969,0.07794856358677385,68.75,0.21479400868765933,37.5,0.5897718229431349
8,0.44647186566998776,0.08695382119015496,70.3125,0.18998251036209587,37.5,0.6371290320858576
9,0.786179399864928,0.0884536454770004,71.09375,0.08345787125375338,50.0,0.8157829771657288
10,0.3055691118877408,0.1135846322782646,67.96875,0.08147547896056834,62.5,0.9240364876058775
11,0.41441315391572114,0.08773362038582443,72.65625,0.13420786124624143,37.5,0.595926338404209
12,0.2503799116132502,0.11523341358197191,70.3125,0.12593510900730098,37.5,1.501390808956056
13,0.14318108423713796,0.08802565411632039,71.09375,0.07997854988829865,37.5,1.116700083366213
14,0.4505213845717797,0.08869720360726588,69.53125,0.07691870395766758,75.0,0.7246607905631829
15,0.15916772278533367,0.09597433308459093,69.53125,0.07879340083742124,37.5,0.6574558520078145
16,0.06833163974697591,0.1426856533241626,71.875,0.04771989893796458,75.0,0.5357894389684664
17,0.010175314825351328,0.1055056319137772,71.875,0.06180458394600716,87.5,1.2619134828731553
18,0.21643409528192037,0.13541584194903597,71.09375,0.07669140274591171,75.0,0.5445832933791214
19,1.0101922452797711,0.1324025932478287,72.65625,0.07560880524286442,75.0,0.6240425628258538
20,0.17785316290476758,0.15630247447494025,71.875,0.07453952309610067,62.5,0.616072180174224
21,0.005084922655311416,0.1469187413325933,71.09375,0.08616568974957363,87.5,0.5539651139522989
22,0.05152362997337584,0.19069632134180936,69.53125,0.07174409292055745,75.0,0.677696382957974
23,0.7796365541058843,0.2298506672409392,67.96875,0.06260922675955095,87.5,0.3930427664654704
24,0.15588992461553156,0.1623778246176254,70.3125,0.06799929451210078,87.5,0.118260704746518
25,0.010614792234281302,0.15518536613656586,74.21875,0.0699310097759305,87.5,0.6512568439665566
26,0.000426829201994325,0.19523619356992927,76.5625,0.05521706746671601,87.5,0.40591359029671503
27,0.0012937628888714263,0.1950114677218757,75.0,0.06349990430291332,75.0,0.2899441197982558
28,0.03942722046078285,0.19360068143162884,71.875,0.12283325037696839,75.0,0.2415888041737404
29,0.0003678919393517633,0.21702693492062783,68.75,0.12122355010057534,50.0,0.4468667509049013
30,0.13133207194967003,0.2537776341511082,68.75,0.10612854333154607,75.0,0.07886483628420081
31,0.004367004774716955,0.19367347436874677,75.78125,0.09672362173338839,75.0,0.4019903437870305
32,0.009051680645485852,0.23798552133978323,71.09375,0.12904983001748932,62.5,0.05708858693566835
33,0.0479707230606722,0.23841960505905185,74.21875,0.20728775150535272,62.5,0.04745331406986692
34,0.0032256887835807008,0.27160933698935785,67.96875,0.40916662731269504,37.5,0.2875013118181395
35,0.027451872926062455,0.32469939478970766,66.40625,0.1313485403550919,62.5,0.13973791777111746
36,0.01059487176601933,0.279776312693022,68.75,0.13634676310529542,37.5,0.07327072509417625
37,0.0009134040781971419,0.27076301908933087,73.4375,0.13308320604137325,75.0,0.010773227863569395
