,SZ,SZ,SZ,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7601652248031479,0.16760994353215972,50.0,0.11576723713382107,50.0,0.6938981381114064
1,0.42337946380127556,0.08450964809405047,64.28571428571429,0.11607959637835928,61.111111111111114,0.6937129540069307
2,1.5427655177924307,0.22753276725506277,50.0,0.11547003931096958,50.0,0.6952619919309053
3,0.4025635298849616,0.08352372391507852,64.28571428571429,0.11570817639281443,44.44444444444444,0.6942425634219244
4,0.3445495505511916,0.08792762718244275,62.698412698412696,0.11511179644026424,55.55555555555556,0.6938376109645258
5,0.3211261227945453,0.1278188038794804,52.38095238095239,0.11550536078431733,50.0,0.6935733678239662
6,0.8866728582669201,0.22425521400713308,56.34920634920635,0.11546397891794302,50.0,0.6933548520626015
7,0.3621024595234091,0.08841738488804754,73.01587301587301,0.11711946922956182,50.0,0.6932454239960146
8,0.07567456130483104,0.09928999282440631,76.19047619047619,0.11991465750054947,50.0,0.6973141790580906
9,0.05950864294296232,0.07545313822915259,73.80952380952381,0.11935409212327037,50.0,0.6239861618060796
10,0.20444556390410012,0.11293388967945023,76.19047619047619,0.14068278535654638,50.0,0.3869205797020622
11,0.11393193931338459,0.13043189018330745,66.66666666666666,0.12032919464007089,50.0,0.6942289840783366
12,0.16935083996843306,0.15710748511187772,70.63492063492063,0.12362964314773454,50.0,0.6969771545758571
13,0.003043603292987848,0.1626394014777063,70.63492063492063,0.11310083280498648,55.55555555555556,0.6976236096625793
14,0.015636922722761605,0.19782469224279092,67.46031746031747,0.11647468753384856,44.44444444444444,0.69164220083283
15,0.08147824542928536,0.1777931897416614,68.25396825396825,0.12734643456015074,50.0,0.6705695980757289
16,0.0019155140440149916,0.4285146247058715,53.96825396825397,0.11517523153386137,50.0,0.7869764638639349
17,0.47504941843981735,0.313952382955372,55.55555555555556,0.11693010146919229,44.44444444444444,0.6954673851668038
18,0.002841513853712413,0.135794172570106,73.01587301587301,0.13128374859703482,72.22222222222221,0.6975754469577751
19,3.7379986221513875,0.3684289319746851,54.761904761904766,0.1153186919218631,50.0,0.6878345361998985
20,0.007932395391852542,0.13100711846485386,78.57142857142857,0.11975076685155983,66.66666666666666,0.6930760767750468
21,0.0019763113814041597,0.18564340390833284,66.66666666666666,0.12297864716389456,50.0,0.6922462579225075
22,0.0038728259789837993,0.21829568498472324,67.46031746031747,0.15312070014171034,72.22222222222221,0.6970993671738848
23,0.017414034191604356,0.19591929062539898,67.46031746031747,0.14168490198561928,61.111111111111114,0.693441737189618
24,0.03352337999075497,0.23786660118670933,65.07936507936508,0.11557993903389017,50.0,0.6959171029904422
25,0.00020856141238376143,0.30018650904500715,67.46031746031747,0.15293691320473765,55.55555555555556,0.342049289485993
26,0.3277191600710325,0.3539503449154425,65.07936507936508,0.15039951153977574,55.55555555555556,0.6982159171351263
27,0.0017076144311370116,0.2065437694080034,69.84126984126983,0.14117038498483567,55.55555555555556,0.6925014500057972
28,0.021233045260849265,0.17325961057883718,77.77777777777779,0.3719197063507313,66.66666666666666,0.05433839953409655
29,0.016968617689526396,0.17536799782336046,72.22222222222221,0.17746447617278577,55.55555555555556,0.354982397065645
30,0.30870673446186386,0.17769024507654135,77.77777777777779,0.22523242492193823,66.66666666666666,0.35482234999372464
31,0.03058394382692762,0.22200925388081175,70.63492063492063,0.15124422091694886,55.55555555555556,0.6827098453101543
32,0.0001384431584847192,0.4727217830749671,63.49206349206349,0.3615010533423559,44.44444444444444,0.054140422883118364
33,0.0008052389078633744,0.26476113568909854,72.22222222222221,0.22399470205395133,55.55555555555556,0.34308441267799533
34,0.0007436574608966015,0.18380165287255554,77.77777777777779,0.2596630595757894,66.66666666666666,1.4835826289731042
35,1.0174168443691725e-05,0.386652194359964,65.07936507936508,0.2276454857084513,38.88888888888889,1.084532407543407
36,0.007857872521305041,0.22645589075830228,74.60317460317461,0.26786811918312803,61.111111111111114,0.21733343094977747
37,3.3802832376184735e-05,0.27800139812418057,71.42857142857143,0.24156002128649381,55.55555555555556,0.15725947688215267
38,7.905110414436239e-05,0.32020786312929533,70.63492063492063,0.2757135420801349,50.0,0.31201615803255534
39,2.0363761306781175e-07,0.2722425345720508,76.98412698412699,0.21241432595947474,55.55555555555556,1.660013579098742
40,0.4336181196651362,0.6077735300147848,61.111111111111114,0.2597639342439224,38.88888888888889,0.35889942450052437
41,0.04115049278109191,0.2695828364942415,71.42857142857143,0.3253062101941189,55.55555555555556,0.009714042760984079
42,0.00013194095071682345,0.29100897436869516,70.63492063492063,0.4053066326681181,55.55555555555556,0.715185801191666
43,8.527520581426089e-06,0.24389234269559384,75.39682539682539,0.45185202784105627,61.111111111111114,0.009540704249965712
44,9.261956752336526e-06,0.5820338699586638,63.49206349206349,0.22160769658570903,61.111111111111114,0.052899012962070696
45,1.0674099405664692e-05,0.30187624323527334,73.01587301587301,0.4186218025908573,55.55555555555556,0.02216879297271884
46,0.297909143003667,0.40284357975566865,69.04761904761905,0.24601101107825274,50.0,0.0155442589746408
47,1.5123616664393959e-05,0.2810827563750879,75.39682539682539,0.4279893934493735,61.111111111111114,0.02735597102572091
48,1.4281692040839762e-05,0.29985410481478386,73.80952380952381,0.29566331453641903,66.66666666666666,3.175960008625707e-05
49,1.2923178657161288e-05,0.3379323833112991,72.22222222222221,0.27666282736294945,61.111111111111114,0.0012165017625593963
50,4.2607446119849836e-05,0.3215090358890179,70.63492063492063,0.3460122994578862,61.111111111111114,0.004801431782780568
51,0.000364722775934636,0.5136081661807532,66.66666666666666,0.28620419564073013,61.111111111111114,0.0006182415741337997
52,7.710877349666125e-06,0.40108246941549036,67.46031746031747,0.37191616961884294,50.0,0.0009492235937356453
53,0.012971733185285553,0.36929767259659385,66.66666666666666,0.5263624446616847,55.55555555555556,3.718630077848509e-08
54,3.020783983342001e-06,0.3355310093012612,70.63492063492063,0.6737194609206524,61.111111111111114,1.022755108562995e-05
55,8.149768606931953e-06,0.3296316489178359,70.63492063492063,0.23319123364036118,66.66666666666666,0.0019311584759669083
56,5.021665773045477e-07,0.3535710658700718,70.63492063492063,0.23576687634002708,72.22222222222221,6.916749687518944e-05
57,9.443592218840547e-06,0.3644540167261825,70.63492063492063,0.23978861500331566,72.22222222222221,0.00022679116516736934
58,2.4241001569255517e-07,0.38035862873630905,70.63492063492063,0.4521489103125037,66.66666666666666,5.455782671486904e-06
59,4.154829366988236e-06,0.38006305228649934,70.63492063492063,0.49327512249230565,72.22222222222221,0.0004011399934654372
60,1.8299483598792043e-06,0.4252694858258136,70.63492063492063,0.2773912495816168,72.22222222222221,2.6980438915920065e-06
61,1.744977261031658e-06,0.391579055059303,70.63492063492063,0.512360097678656,72.22222222222221,3.707439670238992e-05
62,1.2861095666708203e-06,0.4241444844557304,70.63492063492063,0.28440308894966126,72.22222222222221,7.4230482335970814e-09
63,1.478034575312962e-08,0.41235765171156025,71.42857142857143,0.2910572084679097,72.22222222222221,2.6997985765691264e-06
64,2.5731414863393323e-08,0.43963022419237663,70.63492063492063,0.4343732213136551,72.22222222222221,0.00017105626836319912
65,6.23275782633253e-08,0.4303816717220017,69.84126984126983,0.6706402122192006,72.22222222222221,3.4748180677409045e-06
66,1.2445444869095423e-07,0.4476733436313774,69.84126984126983,0.2875042471318006,72.22222222222221,2.5594363522521302e-05
67,8.208945569654106e-07,0.4285144727712587,70.63492063492063,0.29026762014353974,72.22222222222221,3.21692549947719e-06
68,1.0772373793447345e-08,0.4457032442885898,70.63492063492063,0.32827026958670913,72.22222222222221,4.634903175584278e-06
69,2.2434082007046376e-07,0.4345146408347977,70.63492063492063,0.31173520853911235,72.22222222222221,3.616314529000309e-05
70,2.3185981477339222e-07,0.4663966036937583,70.63492063492063,0.31568792599232526,72.22222222222221,9.031146987402361e-05
