,SZ,SZ,SZ,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6898145902776531,0.08584917366432546,55.46875,0.0659672593688507,71.875,0.2568506216513848
1,0.6700601453070618,0.08283328316646056,46.875,0.0549278596599698,81.25,1.109871533088583
2,0.14842808884958117,0.09923069976153748,60.9375,0.06489837762187846,75.0,0.7443332471294308
3,0.46525317797375365,0.07175305970062076,69.53125,0.06138460409185479,75.0,0.4265736875551215
4,0.25906994421953405,0.07359051099020626,75.0,0.06272520913519189,68.75,0.5066395148795715
5,0.2245867902064983,0.057126502942709614,74.21875,0.048886609700952426,81.25,1.1112853575967776
6,0.11514581814303586,0.059534912406110155,76.5625,0.05380050616324883,81.25,0.45116950970215364
7,0.30031452874578785,0.054791853515618126,78.125,0.05083143840625593,81.25,0.16366508281090325
8,0.3804865931020698,0.13247135387433379,68.75,0.05172685086287425,78.125,0.45153148082766614
9,0.13606779188104537,0.07541935108490327,78.125,0.060053772040706985,81.25,0.10337044080767059
10,0.06624005384886016,0.07542930340374188,78.125,0.055223890088265414,84.375,0.07039546979266297
11,0.09136581800860971,0.06036789789357129,77.34375,0.05410083741025791,78.125,0.05722645913338699
12,0.16267907265332163,0.06736669992999772,78.90625,0.054859786577410516,81.25,0.1419325898597234
13,0.5637313978484491,0.05875619338446107,77.34375,0.0453880253974987,84.375,0.3287220408970304
14,0.4960716149727024,0.07232387985937495,77.34375,0.06796725181855913,81.25,0.01687631875515497
15,0.24632247199381208,0.09987950952898898,78.125,0.06867804620805158,81.25,0.14095609645549875
16,0.019682227049290638,0.08056427262408206,78.90625,0.056243709656031725,90.625,0.12033836097725903
17,0.08509984065070138,0.11723411957546324,75.78125,0.10971652474680979,75.0,0.3053669827499536
18,0.04334852128908189,0.11539827445550634,75.78125,0.08281003467442755,78.125,0.5404544838272745
19,0.0007437887807577955,0.1267526478225156,76.5625,0.06274037505320007,81.25,0.005954935781335822
20,0.1329312800487086,0.10933226637192726,77.34375,0.053312309708304556,90.625,0.016530406552072736
21,0.15048000670524625,0.12315260889988547,77.34375,0.05519107803163705,81.25,0.00571256094854133
22,0.0020154196634822926,0.151193380014233,75.0,0.05167202873658874,87.5,0.36009480719339243
23,0.00012368197172902282,0.1268437873633746,77.34375,0.06356262037204867,90.625,0.13123476595543593
24,0.00038712472249383996,0.13773942674851472,76.5625,0.07022187739373507,87.5,0.005075456561302613
25,0.0005550239659519086,0.14212372288952974,77.34375,0.07785826588219216,75.0,0.00015954417691932784
26,0.0018789747087685008,0.12430657261030921,77.34375,0.08419835548718232,78.125,0.6873553975547718
27,0.0016567956622521064,0.12254919632199376,74.21875,0.07235673854897179,84.375,0.0024735239117178952
28,0.28512093251331827,0.13869944438206475,75.78125,0.15297237803243902,78.125,0.010187386014024672
29,0.00041413061102867863,0.18292793625210357,77.34375,0.13069821925905473,84.375,1.4123578830324787e-05
30,0.01721453562246685,0.1545998860204745,78.125,0.09826583414139653,84.375,0.001792097039646299
31,1.7378167347690147e-05,0.18341662992227928,75.78125,0.19124776274434646,78.125,2.959192395532001e-05
32,0.006754309687089573,0.15282492729321995,75.78125,0.0857464941805394,84.375,0.0635092287251399
33,0.00014816123369166016,0.19018910868205458,75.78125,0.11274266145759386,81.25,0.07895177623185298
34,0.00017343031472260152,0.16440920280479607,76.5625,0.08862757554185959,81.25,0.0016829655354691907
35,0.0005698372999006703,0.16923594383226798,76.5625,0.11916394932237083,87.5,0.000494438553219723
36,0.0004420483499605789,0.21514212513770875,75.0,0.14821724683459422,84.375,7.52936229830396e-06
37,0.27574358316770103,0.18189585726582302,78.125,0.13574485226289099,84.375,0.00017717774571107624
38,8.933042089109528e-05,0.21655287455828873,76.5625,0.11833239802107877,81.25,0.0002886337984680119
39,0.008328520669886612,0.17033765083554148,78.125,0.08461270221441658,87.5,0.0003499215182724799
40,3.21223495200824e-05,0.20748067595311417,72.65625,0.1687082358177503,81.25,3.193654162039455e-05
41,0.00022615394730359558,0.1921057604475301,78.90625,0.09916177606724032,87.5,2.4302954598710455e-05
42,4.173792102279478e-05,0.22996919728477003,80.46875,0.08195901985429273,81.25,5.224980094145275e-05
43,0.14825096058320503,0.29615974879521706,74.21875,0.1074735186439439,84.375,6.523048061830814e-05
44,0.00027151965438708165,0.2132699464267298,75.0,0.11002012839524158,84.375,0.0023385420572850477
45,0.0003297962459886754,0.23586718144967855,78.125,0.07938933268600065,87.5,0.00034306192743336337
46,3.0463906010661547e-05,0.2045256683638928,75.78125,0.11982232173503428,84.375,1.3613059849952553e-06
47,0.00021496781696187374,0.18060513364619726,76.5625,0.08073298210296984,90.625,8.907971943853383e-05
48,0.00028151332770387337,0.15227605885824594,78.90625,0.12027521425346543,87.5,3.290971254985367e-05
49,3.0829475585811155e-06,0.26088320432396694,72.65625,0.1265225682371499,87.5,1.7969477480266368e-05
50,0.09970218381509031,0.23039951728034586,75.78125,0.2275822952782058,81.25,5.7461285721848224e-05
51,0.0011065766566834714,0.160574778229577,79.6875,0.08264853298410683,87.5,0.000680894502795429
52,5.53178500767986e-05,0.2021984217977687,76.5625,0.18327804256359265,78.125,0.0027921644351978085
53,0.003166323102307401,0.21414381873894783,78.90625,0.13666300871038478,81.25,9.586075090016282e-05
54,0.0003127081560143938,0.1971098694122288,75.78125,0.17592639218298928,78.125,0.00019659017375715907
55,0.4368313922934945,0.2935556202438202,76.5625,0.12178807780138046,84.375,6.620991831415045e-05
56,0.00025222331083680534,0.18705560137724395,75.78125,0.13495204054552706,81.25,9.34075754914822e-05
57,0.004056058465287761,0.21671307023066266,76.5625,0.0613053313958302,87.5,7.82751907797892e-06
58,1.3687793518922796e-05,0.2357964588736127,75.78125,0.17745983580476962,81.25,2.7209298433358073e-05
59,9.202441086230997e-06,0.21440443536335083,75.78125,0.24292124410171143,78.125,1.9000643489655025e-05
60,2.0112461597402205e-05,0.2186494895683293,78.125,0.10642059688133715,81.25,9.362944629557646e-06
61,0.0017718308947243038,0.38380168288737576,72.65625,0.2451022120009371,78.125,0.0009877682254365958
62,2.561386134434452e-05,0.20871199534946153,77.34375,0.15838967170398238,81.25,9.5579460469628e-06
63,7.416380846543597e-05,0.19661093883272177,78.90625,0.0776477963772459,84.375,9.44720954591995e-05
64,1.5700085608713222e-06,0.2187061817026974,78.125,0.06887254448723606,87.5,0.0003809828765880737
65,3.612621767867831e-06,0.21942013229047025,78.90625,0.09385618453436755,81.25,0.00043230674630892284
66,1.5551423468444156e-06,0.2566764067998007,78.125,0.09216745943360148,87.5,0.0003626431092460666
67,2.987276651394128e-05,0.23676090364671584,76.5625,0.16461715669611318,81.25,1.854105724988077e-07
68,0.5595846246056974,0.22533248507530743,79.6875,0.06757385837542221,87.5,0.0005148179019926081
69,0.000241111091371885,0.23779171165648935,75.0,0.08852783521417325,87.5,0.018916202391200558
70,3.5437147849662526e-05,0.19773230550123125,77.34375,0.11569353282315081,81.25,0.003596476262700499
71,1.2713152600382834e-05,0.2830954065176026,78.125,0.0956277829529282,87.5,7.529636554446121e-06
72,1.4023929917962946e-06,0.25597139549183734,77.34375,0.21090020693134426,81.25,3.869169458905546e-05
73,1.7065665392859135,0.35065508914444793,72.65625,0.12115330925636655,75.0,0.0036610611359034788
74,9.030555700205054e-06,0.2278701510207696,76.5625,0.08924633978725593,87.5,0.0001698626211411288
75,1.3306682040918437e-05,0.21532152096392523,76.5625,0.12591433161264592,81.25,0.0003253750490350031
76,4.013707182223093e-06,0.21341045073629722,78.125,0.11982657285280748,81.25,0.0001749031813890692
77,2.540392491166311e-05,0.2186238959528743,78.125,0.12927446253004277,81.25,0.00012388102525401917
78,2.4334029016202586e-07,0.22285273456299742,78.125,0.1294074231199676,81.25,8.998162154559512e-05
79,3.837214023108949e-07,0.22696695296639932,78.125,0.13262618904184517,81.25,1.0635760599783857e-05
80,7.477568653947168e-08,0.23070053415140604,78.125,0.13689330914501643,81.25,6.085467696516325e-05
81,2.698832190539178e-06,0.23464472858228952,78.125,0.14090306736125793,81.25,9.469932030921127e-06
82,4.154909299057752e-06,0.2382780321769267,78.125,0.14423645371645277,81.25,3.4036067752029035e-05
83,9.036173490912459e-06,0.24221359482009333,78.125,0.14848218989975526,81.25,6.263281689331937e-05
84,5.093296863653614e-06,0.24599282504634068,78.125,0.15145437845018425,81.25,8.337246305396192e-06
85,1.4809905334527672e-06,0.24984415900473275,78.90625,0.15502305021847398,81.25,8.89664060480878e-06
86,2.2659918755368586e-06,0.2537347026529193,78.90625,0.15925072879789381,81.25,1.1974153424325437e-05
87,1.3841659989807504e-06,0.2575353257270447,78.90625,0.16301244318037877,81.25,7.172541329543349e-06
88,5.856103865548104e-07,0.26122330576327446,78.90625,0.16574817314578177,81.25,5.5313846752362685e-06
89,6.445006617485355e-07,0.2648255861470963,78.125,0.1684359568907164,81.25,4.058091445887445e-07
90,1.5828851844607583e-06,0.26834018650886626,78.125,0.17045506063780028,81.25,1.08062184051538e-06
91,1.0792911918185507e-06,0.27166247679007854,78.125,0.17223973941240192,81.25,1.1415137205023096e-06
92,2.0106795977700778e-07,0.27469259311183275,78.125,0.17421709362784757,81.25,1.0109055303579207e-05
93,4.160295667181086e-09,0.2779240360166457,78.125,0.17602152814652697,81.25,4.834119447942334e-08
94,3.508057320004839e-06,0.2805289009275694,78.125,0.17740586088233484,81.25,1.7867445731402983e-07
95,4.6439772471670587e-07,0.283012766001607,78.125,0.1784560620744385,81.25,4.105748628379762e-06
96,4.0951568133910046e-07,0.2854837030403944,78.90625,0.18007147561195672,81.25,5.3232854822952604e-06
97,9.372555145653212e-08,0.2877531018357173,78.90625,0.18103120616337406,81.25,1.6935417774240827e-06
98,3.760523792444181e-09,0.28986080371192946,78.90625,0.18180748289343335,81.25,9.773950079009957e-07
99,2.357595614069923e-07,0.29199838202548106,78.90625,0.18214851775586827,81.25,8.834784122133469e-09
