,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6929972999122027,0.6916859472041959,57.89473684210527,0.5436507936507936,0.0,0.0,0.0,0.6914084423480472,63.63636363636363,0.5416666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6922677035418675,0.718814508883158,54.54545454545454,0.21875,0.0,0.0,0.0,0.9807282774583428,0.855352629365415,50.0,0.4375,0.6666666865348816,0.5,1.0,0.8546693833886108,0.693146505960735,62.5,0.0,0.7692307829856873,0.625,1.0,0.6930930605356159,0.6931048849659772,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.6908010505738836,0.6713015011733213,57.14285714285714,0.75,0.0,0.0,0.0,0.6771095752149826,0.6518537088194307,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.6930831642127853,0.6905160401157728,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.7782984067845449,0.7183727051806467,50.0,0.5,0.6666666865348816,0.5,1.0,0.8499223179022731,0.6934014777360884,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6925098198310069,0.645849668209601,80.0,0.5,0.0,0.0,0.0,0.777149513678769,0.9660380622459492,50.0,0.41666666666666663,0.7727272808551788,0.6875,1.0,1.1254833845724472
1,0.6954375216191723,0.6924845879912445,57.89473684210527,0.6444444444444445,0.0,0.0,0.0,0.6917697845796645,63.63636363636363,0.4642857142857143,0.46666666865348816,0.4375,0.5,0.6887927185245953,0.6894001703452733,54.54545454545454,0.6666666666666666,0.0,0.0,0.0,0.70326688467426,0.6929135523620491,50.0,0.6875,0.0,0.0,0.0,0.6932249868582046,0.6929285745706552,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6927312671223657,0.6877125318898796,50.0,0.8888888888888888,0.0,0.0,0.0,0.5704907755700679,0.6987134870021664,57.14285714285714,0.75,0.0,0.0,0.0,0.5785462202479862,0.6318858709079529,66.66666666666666,0.625,0.0,0.0,0.0,0.8265656136319965,0.6826126453850728,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.7108821865824965,0.6974978975831755,50.0,0.75,0.6666666865348816,0.5,1.0,0.7735633612570907,0.7495985238684939,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6692313513988389,0.5552093350962438,80.0,0.5,0.0,0.0,0.0,0.6931110813542902,0.7601852610354395,50.0,0.31666666666666665,0.7727272808551788,0.6875,1.0,0.6602312605540521
2,0.6949483877984788,0.6926994993267348,57.89473684210527,0.36984126984126986,0.0,0.0,0.0,0.6936290299513433,63.63636363636363,0.5,0.7846153974533081,0.6458333432674408,1.0,0.6890158941959434,0.7008137507045039,54.54545454545454,0.59375,0.0,0.0,0.0,0.7761368708269105,0.6882099578549358,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6811747991148456,0.6934687004336195,37.5,0.8666666666666667,0.0,0.0,0.0,0.694422023814823,0.6655423445055638,50.0,0.8888888888888888,0.0,0.0,0.0,0.7449505766212645,0.7029359478558254,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.5600839233130155,0.6088595775950485,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.6173659030594048,0.7101010537506508,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6691658303189989,0.7001270854370943,50.0,0.4375,0.0,0.0,0.0,0.6558091575482219,0.7745320863075056,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6423908770085768,0.6935440350650538,40.0,0.5,0.25,0.1666666716337204,0.5,0.6929693086577731,0.8151869610565161,50.0,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.6363434766853046
3,0.6941329009785066,0.6798166983343239,57.89473684210527,0.5347222222222222,0.0,0.0,0.0,0.6834375926720987,63.63636363636363,0.23333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.6666893404643335,0.7152520910631542,54.54545454545454,0.45833333333333337,0.0,0.0,0.0,0.7325655816697301,0.6928003346203077,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6916102055363693,0.7605275057913014,37.5,1.0,0.0,0.0,0.0,0.6854640626070317,0.6640824006747071,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.8099164666191815,0.7813120834666909,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.475079966273037,0.7529879725497525,22.22222222222222,0.2833333333333333,0.125,0.10000000149011612,0.1666666716337204,0.9499793792700577,0.8286336707023986,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.5632366985164048,0.6826877414725504,62.5,0.5,0.4000000059604645,1.0,0.25,0.9134644389332675,0.7253193786463022,50.0,0.3125,0.0,0.0,0.0,0.9117127943849367,0.6975665789866374,50.0,0.375,0.1666666716337204,0.125,0.25,0.6503793340345343,0.642298593807954,50.0,0.90625,0.0,0.0,0.0,0.6871130966748726
4,0.7068870271369948,0.7012251034245228,36.84210526315789,0.3888888888888889,0.4040404160817464,0.3154761989911397,0.600000003973643,0.6497216322129776,63.63636363636363,0.45833333333333337,0.6785714328289032,0.5416666716337204,1.0,0.5494078488606272,0.696219538321913,54.54545454545454,0.4375,0.0,0.0,0.0,0.6930511994336424,0.798970007324965,50.0,0.6875,0.0,0.0,0.0,0.6872430253744215,0.7246279450256785,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.6606605019313003,0.6932826358600271,33.33333333333333,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.694389633426099,0.7492769926632455,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6526858528094207,0.6914698167859445,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.6944612499432237,0.766975361347381,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6101677341696558,0.7173859234796108,50.0,0.5,0.6666666865348816,0.5,1.0,0.578513536338201,0.853587252639372,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.5466501157647052,0.8474489353116981,20.0,0.5,0.4444444552063942,0.3125,1.0,1.3440590224116025,0.7900047479025704,50.0,0.75,0.6666666865348816,0.5,1.0,0.688365179012139
5,0.6908093406025203,0.6924224209108902,57.89473684210527,0.3819444444444444,0.0,0.0,0.0,0.6929557376922376,54.54545454545454,0.6666666666666666,0.6666666865348816,0.7857142984867096,0.6500000059604645,0.6885029299631849,0.7446965943796104,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.6519564249772541,0.693057131585519,50.0,0.5,0.6000000238418579,0.5,0.75,0.6918017587846751,0.7581479099826787,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6486082667111616,0.6927168455193414,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6952692367452101,0.862513450905548,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.5705455087985294,0.693617408980429,44.44444444444444,0.2833333333333333,0.0,0.0,0.0,0.6928697893666353,0.7846990550505979,42.857142857142854,0.16666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.809904714655711,0.7472984659896142,50.0,0.3125,0.0,0.0,0.0,0.8992865246404049,0.6849430668959171,50.0,0.65,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.650172466508622,1.054070105937263,20.0,0.2857142857142857,0.4444444552063942,0.3125,1.0,0.6733146274469999,0.6193845716089956,60.0,0.75,0.25,0.5,0.1666666716337204,0.7538620444341448
6,0.692894529319604,0.6937762651468803,36.84210526315789,0.4444444444444444,0.4166666666666667,0.3888888905445735,0.5,0.7625921739757137,36.36363636363637,0.8,0.0,0.0,0.0,0.8965644760941972,0.6528079718636864,54.54545454545454,0.41666666666666663,0.0,0.0,0.0,0.6182018156305662,0.6608015986984701,50.0,0.8125,0.0,0.0,0.0,0.6638910348114434,0.7733977972555666,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6564310455184895,0.6918896426142748,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.6935996738147117,1.0285064828561212,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.4080320909827847,0.6931108082709819,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.7187894693894179,0.8846146818790294,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.7611797058733438,0.7062561145364765,50.0,0.5625,0.3333333432674408,0.5,0.25,0.8412413890264786,0.7905428824761243,50.0,0.28125,0.6666666865348816,0.5,1.0,0.36058471800038755,1.0841803449021192,20.0,0.41666666666666663,0.20000000298023224,0.125,0.5,0.5112509044091078,0.625510420905175,50.0,0.96875,0.6666666865348816,0.5,1.0,0.7334143562188696
7,0.6799673162233179,0.690220959413175,57.89473684210527,0.6555555555555556,0.0,0.0,0.0,0.6855540461499724,63.63636363636363,0.75,0.6785714328289032,0.5416666716337204,1.0,0.30726075438184813,0.8219829403860168,54.54545454545454,0.75,0.0,0.0,0.0,0.6072783201251172,0.9284816399239124,50.0,0.6875,0.0,0.0,0.0,0.5248133533268287,0.7106620136308065,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.5693354810629832,0.6308696855795929,50.0,0.7777777777777778,0.0,0.0,0.0,0.6941407612473384,2.176381722604167,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.2775017193389044,0.8491527570613342,11.11111111111111,0.2833333333333333,0.0,0.0,0.0,0.6337819343643277,1.0808077843333186,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6355291683383075,0.6947323351878474,37.5,0.5625,0.444444477558136,0.4000000059604645,0.5,0.41822832927853565,0.7596429177482719,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6617691601958867,0.893880205401685,20.0,0.375,0.20000000298023224,0.125,0.5,0.654503333588943,1.6522259396515058,50.0,0.65,0.7727272808551788,0.6875,1.0,0.5785058373563304
8,0.6915650209599837,0.6909992076963819,57.89473684210527,0.6,0.0,0.0,0.0,0.6475308262882341,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.5935470230118963,0.9053835779255963,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,1.078506687382985,0.691230825698832,62.5,0.75,0.4000000059604645,1.0,0.25,0.694133862158864,0.6675441381341418,75.0,0.8666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.5756183906055108,0.6300341243354607,66.66666666666666,0.6666666666666666,0.75,0.6000000238418579,1.0,0.7432450112864057,1.2511280589756792,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,1.7613003226819108,0.8569387917755809,22.22222222222222,0.2833333333333333,0.0,0.0,0.0,0.6605842607639847,0.7953445432331183,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.8759398904480331,0.7023725356213658,50.0,0.5625,0.5,0.5,0.5,0.7670008771887149,0.6933189444840707,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6935927172006248,0.8110006502597115,40.0,0.5,0.222222238779068,0.1428571492433548,0.5,0.6652508449603511,0.9674371509483756,50.0,0.8125,0.6666666865348816,0.5,1.0,0.4991797237557374
