,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6933914251907346,0.6931094805453781,57.14285714285714,0.5,0.0,0.0,0.0
1,0.6930037770127577,0.6930045640789848,57.14285714285714,0.5,0.0,0.0,0.0
2,0.6926387691555813,0.6930391914455546,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408
3,0.6925908799804931,0.6929870100284401,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408
4,0.6921947468154819,0.6929430702283673,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408
5,0.6919024465780028,0.6929016720425677,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408
6,0.6848414078327647,0.68067412145321,57.14285714285714,0.4166666666666667,0.0,0.0,0.0
7,0.564922046743245,0.6743313069260821,57.14285714285714,0.4166666666666667,0.0,0.0,0.0
8,0.549955351702613,0.6679264743334526,57.14285714285714,0.5,0.0,0.0,0.0
9,0.6797538572483732,0.764196475398145,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0
10,0.4173248473395538,0.6741618990160904,71.42857142857143,0.5,0.5,1.0,0.3333333432674408
11,0.3613552155658467,0.6643846754106357,57.14285714285714,0.5,0.4000000059604645,0.5,0.3333333432674408
12,0.36846880598598863,0.730345924124911,57.14285714285714,0.75,0.6666666865348816,0.5,1.0
13,0.1782733910835094,0.7359006408221787,57.14285714285714,0.75,0.6666666865348816,0.5,1.0
14,0.11209225508058482,0.7061215148450302,57.14285714285714,0.5,0.4000000059604645,0.5,0.3333333432674408
15,0.44093104537057015,0.8195995453689731,71.42857142857143,0.5,0.5,1.0,0.3333333432674408
16,0.05420814630785939,0.9860424048453252,57.14285714285714,0.75,0.6666666865348816,0.5,1.0
17,0.12983556170484106,0.964518244670207,42.857142857142854,0.75,0.5,0.4000000059604645,0.6666666865348816
18,0.12192190739364298,1.0224927320699935,71.42857142857143,0.5,0.5,1.0,0.3333333432674408
19,0.29034112503114207,0.9643111039245376,57.14285714285714,0.5,0.4000000059604645,0.5,0.3333333432674408
20,0.030015722962864012,1.0768398284407505,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
21,0.013309750421029463,1.1436753840782925,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
22,0.02398528764789011,1.0212488653868996,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816
23,0.011599724549045742,1.0703533643012357,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816
24,0.006801001197437058,1.2574009837657176,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
25,0.005352136406566467,1.189054748577129,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
26,0.002727220465510061,1.2109286142274356,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816
27,0.003798479872366606,1.2817622473694814,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
28,0.0036045874840717313,1.3828130770460496,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
29,0.003348055399975981,1.4429512798346429,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
30,0.004216299203752877,1.4604128368019347,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
31,0.003279934984719936,1.389840163676128,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816
32,0.0024585065573396094,1.427754494146119,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816
33,0.0017898584223327671,1.5243986834980592,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
34,0.001432679546201048,1.606991366408012,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
35,0.0010001011971119086,1.603682046958151,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
36,0.0011880882984763696,1.5902082365372936,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
37,0.0014866524712208388,1.586399523802662,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
38,0.0010725676181989822,1.6003991639485697,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
39,0.0006229493342114671,1.631114471937716,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
40,0.0007259477699824682,1.6688196217371356,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
41,0.0010560761004425254,1.7106308500317104,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
42,0.0007713059510153408,1.718652805132862,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
43,0.0009119127121475424,1.7365418915344495,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
44,0.0005099165304626548,1.7336184037140754,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
45,0.00046730944954887356,1.7436795366113758,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
46,0.000421612979304664,1.7560731056469763,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
47,0.0005361934068478008,1.7803363534838585,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
48,0.0006190350101164166,1.7854701986515775,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
49,0.0005887570960246899,1.7963572332228896,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
50,0.00039316055770624223,1.8204132792248606,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
51,0.0004969566905973468,1.8449260590099663,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
52,0.0004056217130169476,1.8533563324800064,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
53,0.0003164890664810527,1.8730034046081652,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
54,0.00017220522887107445,1.8832389202932036,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
55,0.00038173412924615973,1.8925428606798664,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
56,0.00022979998711391346,1.8858919682755346,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
57,0.0002777381682517965,1.9075131077931675,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
58,0.00020491151223622065,1.9146311621511403,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
59,0.00024425285863579975,1.9415987207153638,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
60,0.00022423978793934188,1.973169418614836,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
61,0.00023288828666513282,1.9983595782433616,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
62,0.0003496283811843357,1.9992724683525318,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
63,0.0002644980056510034,1.9945845691747337,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
64,0.00017849692336221405,1.9918574583481092,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
65,0.00012279277988783293,2.011178440876682,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
66,0.0002538868860897547,2.0376795195716664,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
67,0.0001835072812121217,2.05437550982627,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
68,0.00014810771864036493,2.0773677343357404,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
69,0.0001102892885001727,2.079827732192979,42.857142857142854,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816
70,0.00012584449665573323,2.0764798399652498,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
71,0.000187663442795224,2.0935707992855916,42.857142857142854,0.5833333333333334,0.5,0.4000000059604645,0.6666666865348816
