,DUP16p11_2,DUP16p11_2,DUP16p11_2,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7007065270825805,0.10391969991964056,50.0,0.08843637160693262,50.0,0.6964746688942579
1,0.6928029761617693,0.10402746638649962,50.0,0.0883901184192675,50.0,0.6897032502139462
2,0.7174724274108024,0.10399867083775631,50.0,0.08839178784265492,50.0,0.687735738334565
3,2.567310798512606,0.12328131954498282,50.0,0.08838770157254255,53.06122448979592,0.692970184526469
4,0.6973903415598839,0.10414272007243301,50.0,0.08838511472444062,50.0,0.6945995910818068
5,0.7035653892040865,0.1041685374921204,55.00000000000001,0.08836052584154454,53.57142857142857,0.6942777741529641
6,0.6932270515174623,0.10412900834516178,50.0,0.08832715658579612,51.02040816326531,0.6898754590124222
7,0.6897308328961433,0.10396845484631474,45.0,0.08830303577368522,50.0,0.6856809977360273
8,0.6887510964199423,0.10416377557330007,45.0,0.0882729919923049,51.53061224489795,0.6938465096579756
9,0.6852930777441257,0.10401411624917267,45.0,0.08816256078296303,52.55102040816326,0.6886876495121069
10,0.7125936746311684,0.1040623859182834,50.0,0.08820696765391527,50.0,0.6958085534763158
11,0.6872386524634482,0.10499825687889013,50.0,0.08815302705655673,51.53061224489795,0.6801851056378009
12,0.7026012134423933,0.15710405647177877,50.0,0.08568350328250408,58.16326530612245,0.6861455275756279
13,0.12688748555940818,0.20673670378440817,50.0,0.08796347625415424,51.02040816326531,0.6638656673001694
14,0.6421717597022842,0.11084698437383511,55.00000000000001,0.08784447841369239,53.06122448979592,0.7023817641686932
15,0.11781344614300535,0.2973830780558955,50.0,0.09019983751624382,52.55102040816326,0.6680367708598275
16,0.6353043704683725,0.1412926532887788,50.0,0.08377330924245059,58.673469387755105,0.686133656099576
17,0.6865715116417348,0.10754492962005249,45.0,0.08610890985008812,64.28571428571429,0.8499911848238195
18,0.7444002797661698,0.15257826421698986,50.0,0.07918104241772625,65.81632653061224,0.5987073200682111
19,0.04280479470349009,0.2166321742982853,50.0,0.12427047232031184,54.08163265306123,0.6368762382133021
20,0.07863526604675092,0.1516424956419011,55.00000000000001,0.08381886877927391,61.224489795918366,0.9482423877211735
21,0.004485638734203597,0.27426860450921614,40.0,0.10342770762994462,61.224489795918366,0.4242629720664029
22,0.07122271718741785,0.29953708168924964,45.0,0.12093947285982877,56.63265306122449,1.0231848766718388
23,0.08063144510272652,0.3045620082734889,45.0,0.10039073494602777,66.83673469387756,0.37556407891275856
24,0.0666027932341409,0.21895713105218356,45.0,0.08454864288806235,66.83673469387756,0.5605148987744987
25,0.06443673994315424,0.2948417363450432,50.0,0.14085011038247647,61.224489795918366,0.6576259141450781
26,0.5240078039209995,0.2891753079706444,50.0,0.11622856049218785,63.775510204081634,0.03456200164280565
27,0.050028145267281825,0.31470770538218884,50.0,0.10710422271613154,63.26530612244898,0.07537069759045531
28,0.30969973507739934,0.40532117249774685,55.00000000000001,0.12467089397623604,66.3265306122449,0.09471362532105676
29,0.0671078024768188,0.3764665611118929,50.0,0.1093844011419012,68.36734693877551,0.3335419356220362
30,0.002412943544523964,0.37260771653275054,55.00000000000001,0.12496450149960284,64.28571428571429,0.4338521141009631
31,6.676440849991953e-05,0.49873396301070017,55.00000000000001,0.19723756891215263,64.79591836734694,0.047097677886077514
32,0.0009632787604669239,0.4488390741951971,50.0,0.15532736384753595,66.3265306122449,1.3811649239266879
33,0.000851058686363797,0.4577935478155609,45.0,0.15967838734837597,62.755102040816325,0.01625439991252502
34,0.0010278049034656911,0.43015914981609316,40.0,0.194842353563408,60.204081632653065,0.9296159335255028
35,0.005041542554488277,0.37498485618122174,55.00000000000001,0.17421984771383614,57.6530612244898,0.11810150245202593
36,2.9277525259356417e-06,0.5315068424951994,55.00000000000001,0.1940507096849275,65.81632653061224,0.003256612434713769
37,0.0051928114205698804,0.3864894619487173,55.00000000000001,0.1382071153937487,65.3061224489796,0.025456844834199452
38,0.02378992993140833,0.6300737564900454,50.0,0.19335026060926208,63.26530612244898,0.0019050265567201318
39,0.0028511683198808617,0.5736254277846676,55.00000000000001,0.23827706247171862,63.26530612244898,0.0005777950968843062
40,0.00013643123858523862,0.6002948431733068,55.00000000000001,0.23076092542630783,61.73469387755102,0.0008447543069541857
41,0.0004395200118723428,0.5990510485898816,55.00000000000001,0.25203381108801626,63.26530612244898,0.7673134197002983
42,0.003686869921272056,0.5844406254000625,50.0,0.22910868917634597,65.3061224489796,0.006898627952118631
43,5.297429505446865e-05,0.613798357958012,55.00000000000001,0.26439818231744067,63.775510204081634,0.0021591693707850496
44,1.921058488349861e-05,0.6561578405883279,45.0,0.312854665307286,61.73469387755102,1.2874988984750935
45,0.000163869414460884,0.5716071311750076,55.00000000000001,0.23682996275215737,64.28571428571429,0.0096189069641007
46,0.0005496072087774831,0.5813716240184235,55.00000000000001,0.2802333402022784,63.26530612244898,1.1805729400398479e-06
47,3.655017576884843e-05,0.7081995862510537,55.00000000000001,0.2957275304404623,64.79591836734694,0.00030828038875783617
48,0.0009198557176689996,0.6329546847763231,45.0,0.26438761466533256,64.28571428571429,0.011606051507364788
49,0.0002899671894190855,0.7336125224240634,55.00000000000001,0.29754508019849796,64.79591836734694,0.00017978372793088078
50,3.27334104917787e-05,0.6971665745075418,55.00000000000001,0.3502390539336988,63.26530612244898,0.0003892583221725822
51,0.0012936737515782944,0.6268362212991787,55.00000000000001,0.3381687915058431,63.26530612244898,0.00016750881702506405
52,8.129419278978158e-07,0.5807554273909504,55.00000000000001,0.35891593194390103,65.3061224489796,0.00037433518847223
53,0.00022421991474489447,0.7287543997352268,45.0,0.32081898207077764,66.3265306122449,4.130425570979266e-05
54,0.0001240587134116212,0.7109213601170339,45.0,0.36648694485794975,65.81632653061224,0.00021864230210403256
55,1.0229369265001451e-05,0.6889454024590066,50.0,0.38543179801470057,65.81632653061224,2.5394946895229683e-05
56,3.700931842734878e-06,0.6564859333190032,55.00000000000001,0.40288399900411925,67.3469387755102,0.0008356939970857509
57,0.0003435969263758838,0.618731174533324,40.0,0.33926953728157133,65.81632653061224,0.00044019711758849816
58,0.00023914250205544552,0.576392001902683,50.0,0.40292885189989464,59.693877551020414,0.00017642078832644402
59,2.8916841279984548e-05,0.6565264168147344,55.00000000000001,0.4296201665848256,64.28571428571429,8.010015255989392e-06
60,0.00021316257362014116,0.8140821557373773,45.0,0.3870904050486033,64.28571428571429,0.001630683332695924
61,4.3632714281492606e-07,0.7894651890595069,50.0,0.3675330537518063,65.81632653061224,6.221542067509399e-06
62,2.33221087524808e-06,0.7540441950676127,50.0,0.40521833633527704,64.28571428571429,1.6176445732300554e-06
63,0.0017784823518034725,0.9445897231378307,45.0,0.3990789549799473,62.755102040816325,8.613326127648055e-06
64,0.0002473663165383098,0.6723340362284379,50.0,0.3703547609400388,61.224489795918366,0.00046967032035270063
65,2.5157414024461165e-06,0.7656133438126126,55.00000000000001,0.44494404518004316,62.244897959183675,0.00013909250624367827
