,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6929900317581271,0.06930250590716164,60.0,0.05886029811455851,63.63636363636363,0.5525868633341822,0.05759636304047399,50.0,0.6911092785790552,0.04332275821767264,50.0,0.6938770405998818,0.07888884958335278,62.5,0.7694695581937313,0.08649938639484285,62.5,0.6928652022294651,0.09940294624773664,57.14285714285714,0.8345500422378108,0.08813844192047916,71.42857142857143,0.7380368321844174,0.09151642398665526,50.0,0.694811616506303,0.07701059563849624,55.55555555555556,0.6933419212549211,0.07293462552249323,47.368421052631575,0.6922393538383326,0.06922930379287726,70.0,0.7693138525639864,0.06929781842353465,60.0,0.7013709013569428,0.06856762454918595,70.0,0.6930277545132865
1,0.6929495332294046,0.06930809306079584,60.0,0.060385161113672176,63.63636363636363,0.6493837651769755,0.057348991057824435,50.0,0.6873885815955584,0.043826293361650594,50.0,0.7288544696657584,0.08656685676583956,62.5,0.6965785368055796,0.08659018678728915,62.5,0.6916206900436239,0.10034086390238249,42.857142857142854,0.6930467926894124,0.0849955621552553,71.42857142857143,0.8360955994252833,0.08663976411547848,50.0,0.7047345504259924,0.07696323567557738,55.55555555555556,0.7116334040271877,0.07661936463566778,47.368421052631575,0.6895838793141558,0.0672077529333458,70.0,0.6934268658168841,0.06933397329666578,40.0,0.6931932007286818,0.06917693620538304,70.0,0.7360153926197934
2,0.5524684990149921,0.07986667795401721,60.0,0.058837538228367924,63.63636363636363,0.6190446792450307,0.058710243352209764,50.0,0.6874373840211963,0.04365502506982658,50.0,0.6921527325632705,0.08735421541361577,37.5,0.6931016750318554,0.08188057235058246,62.5,0.6599108556944792,0.09899253078945947,57.14285714285714,0.6930584460201674,0.09118116333562958,71.42857142857143,0.6704979259156505,0.08663387476518516,50.0,0.7556266553879887,0.07703421679219782,44.44444444444444,0.6930523814693497,0.07295448465217773,47.368421052631575,0.6932829924593716,0.06812742564498205,70.0,0.7076764621198545,0.06694144950922318,60.0,0.6863413984492198,0.061648859277033695,70.0,0.6532226683157935
3,1.5981759995818041,0.06850514169944881,60.0,0.058514498532523995,63.63636363636363,0.6633710937663577,0.05775789586604229,66.66666666666666,0.7893155916030677,0.04368080614863349,50.0,0.6928031223461073,0.08473546779528329,62.5,0.6930437381099824,0.08106233590194745,62.5,0.6198976056572211,0.09963771110187576,42.857142857142854,0.6925481531186319,0.08268280990406385,71.42857142857143,0.6536421436045426,0.09111164183458678,50.0,0.6483924566909633,0.07703006483067341,22.22222222222222,0.6931416736360245,0.07300485732614843,52.63157894736842,0.693730591080843,0.069235848338117,70.0,0.6932491613490326,0.08064127904744511,40.0,0.6928551429293885,0.06812098499887449,70.0,0.6956021887933495
4,0.5780228160102275,0.07852760060923329,60.0,0.058693874876600424,63.63636363636363,0.5667946184364017,0.06708771768205173,50.0,0.6858267237283339,0.043318014293069376,43.75,0.6930969564712591,0.08657820241319493,87.5,0.6929532469802732,0.08696603586508454,62.5,0.7135575196620666,0.09900718339757904,57.14285714285714,0.6942115354264841,0.08021537094569968,71.42857142857143,0.689607498578967,0.11581240467616256,50.0,0.6678021518235543,0.07704059340632484,44.44444444444444,0.6942398582838953,0.07298417132863354,47.368421052631575,0.6937161649286823,0.06585239137991272,70.0,0.4615482666802596,0.06744053957749117,60.0,0.6724857578749293,0.0692307584751987,70.0,0.692306799169542
5,0.6804999546882411,0.06960706245207582,60.0,0.06250289535361454,63.63636363636363,0.9082977801478921,0.057712495005326554,66.66666666666666,0.6939613976892486,0.04332395903429988,50.0,0.6932818877497158,0.08548401727959151,62.5,0.6933244532719368,0.07998069492331271,62.5,1.0159613438528547,0.09905245889662151,42.857142857142854,0.6932575594145763,0.0836362508166976,71.42857142857143,0.6267784040021683,0.09009090963848548,50.0,0.6644716505765554,0.07708406114386986,44.44444444444444,0.7010162800400154,0.07294925380647188,52.63157894736842,0.6921385729677123,0.06447160439635014,70.0,0.636066844965738,0.06919661903746241,60.0,0.684578242013866,0.06921128774464452,80.0,0.6899291992323338
6,0.8873531838715069,0.07440827037805572,60.0,0.05806095200641102,63.63636363636363,0.5759344115484513,0.05778569278361398,50.0,0.7100438968970252,0.043338338156956965,50.0,0.7106144538967207,0.07138490731204471,62.5,0.6911484589195255,0.07929189617475653,62.5,0.6895341355815467,0.09900072772902303,57.14285714285714,0.6929988613284572,0.07578393021562914,71.42857142857143,0.8206674049257708,0.08497730255736775,50.0,0.6467648648374439,0.0769960825511037,55.55555555555556,0.6915978787924375,0.0729212208098141,52.63157894736842,0.7470434617076323,0.06555368331159551,70.0,0.6797120543307285,0.06925304957706153,50.0,0.6902857501093856,0.05877258996197361,70.0,0.6923119460565597
7,0.6759372867309681,0.07185164723600782,60.0,0.058173909064423164,63.63636363636363,0.5544966353692665,0.06411090581753577,50.0,0.9017767641853222,0.043330656913272377,50.0,0.6934618584961014,0.08393251669319877,87.5,0.679902463062348,0.0786225972634501,62.5,0.5562365704611278,0.09902022373422106,42.857142857142854,0.7709693542460253,0.07947274986394791,85.71428571428571,0.650973390814319,0.0788242833559054,87.5,0.5809354674339943,0.07692574812221332,55.55555555555556,0.7006942819078752,0.0729575896372996,68.42105263157895,0.6929739170575009,0.0655242383424491,70.0,1.0018926610056371,0.06926861213871992,50.0,0.6900037149104089,0.06046933590732166,70.0,0.6362832569064499
8,0.5796482454501143,0.08465746353645935,60.0,0.05806125598612315,63.63636363636363,0.6593439393598197,0.05772297251582258,50.0,0.6926658337137906,0.043555206813576906,50.0,0.6923749600275253,0.0795353932810897,75.0,0.6659892850685047,0.08533796505484947,62.5,0.664587359869867,0.09904843236109051,42.857142857142854,0.6937746399555674,0.07719823531884076,71.42857142857143,0.6535710732587571,0.1110595277655059,50.0,0.4969482844724478,0.07700939754209077,55.55555555555556,0.6890232913538936,0.0692639466486173,52.63157894736842,0.6922985757333294,0.06885428027470926,70.0,0.5840716375019096,0.0691228506094767,60.0,0.5109535987070222,0.05279404436924937,70.0,0.603676451587522
9,0.6038438602616665,0.07843228181798303,60.0,0.056977496609480816,63.63636363636363,0.5124402035852555,0.05739050283420443,50.0,0.6729309980607492,0.050445793744635405,50.0,0.7023605936520829,0.0680998241326319,87.5,0.8373724153044162,0.07919083819232878,62.5,0.6583309620554741,0.09896928323368073,57.14285714285714,0.6924055061925086,0.06913445337351405,71.42857142857143,0.4907823072864131,0.10969708211382838,50.0,0.6334091952355726,0.07685768844213862,55.55555555555556,0.6938818884691609,0.07306424590762409,52.63157894736842,0.7204870828444812,0.0692497252422911,70.0,0.6923702580061949,0.07001113263821954,70.0,0.5327625830128215,0.06397980310296825,70.0,0.6502171955680613
10,0.6363194367160817,0.07118473469843836,60.0,0.05601084441494794,63.63636363636363,0.6224701681821769,0.05574075358414041,50.0,0.8054693289461253,0.04384485373584624,50.0,0.7043899839216909,0.0818618311708087,87.5,0.9632827428367836,0.07795138824188784,62.5,0.5952949921890975,0.09862941728724957,42.857142857142854,0.6276236175576997,0.06368392397488006,71.42857142857143,0.6478107320489277,0.06689997128352969,100.0,0.6415851055691394,0.07696526238488183,55.55555555555556,0.6938023474650719,0.07297045241430773,52.63157894736842,0.6921985533743924,0.067730025759163,70.0,0.692121436712301,0.0779631904579616,50.0,0.5501818057977776,0.055012396671934825,60.0,0.7326921881281998
11,0.9475939141818248,0.07794613755708454,60.0,0.06549556506286142,63.63636363636363,0.3463246879805467,0.06235378052770338,50.0,0.6269977386620808,0.04327941150832736,50.0,0.6592882180912544,0.06823706341757504,87.5,0.6342897337691095,0.07501505149713425,62.5,0.5109205129302872,0.09893091875914459,42.857142857142854,0.6925726273144839,0.06192618627824107,71.42857142857143,0.6142559865173611,0.0704652831033887,62.5,0.47010338835520943,0.07691679405220503,55.55555555555556,0.6867771279135984,0.07294986904204681,52.63157894736842,0.6892725613810426,0.06347296328272417,70.0,0.6299309307809388,0.07595847179724305,60.0,0.6368653633800481,0.053887199267650454,70.0,0.4665634265881114
12,0.4890075132548872,0.08171833758947458,60.0,0.05309501107355932,63.63636363636363,0.4384368257793152,0.05509454001395589,50.0,0.6772330675795336,0.043808046934120104,50.0,0.7376026129950504,0.08263055837438836,75.0,0.7846326446403398,0.07496160077603618,62.5,0.9030034638740234,0.09787877907740862,71.42857142857143,0.7047025185900023,0.0634530200116731,71.42857142857143,0.6780136957809947,0.07572381800029143,62.5,0.9778148512230717,0.07693427443473957,55.55555555555556,0.6919660195730881,0.0728120053060855,63.1578947368421,0.6900685564447895,0.062222496323403854,70.0,0.6561468135354904,0.08125093133120506,60.0,0.4417370607893575,0.04621538952965781,80.0,0.46324949760611644
13,0.6355060672611658,0.07467602662513192,60.0,0.05127390538575969,63.63636363636363,0.6104463975735601,0.06803053099642484,50.0,0.6556558476944646,0.043825079472754915,50.0,0.64771696993235,0.11440789431835094,50.0,0.6127264368369665,0.09834944954352627,62.5,0.5365425110837994,0.09840997241303072,42.857142857142854,0.48784829401249535,0.09989969270173123,71.42857142857143,0.5072997411886572,0.08268234823399055,50.0,0.3661294778088659,0.07688095223450386,55.55555555555556,0.6918419754132162,0.09743968837152779,52.63157894736842,0.6714158727806949,0.06981432323127149,70.0,0.43030379427521237,0.13920963416665313,50.0,0.45109191316113945,0.05139790634418147,70.0,0.3433820159055485
14,0.6347258127145339,0.06725473203382974,60.0,0.08076069120749467,63.63636363636363,0.27229769191270825,0.05669707532822937,58.333333333333336,0.6578420713925733,0.04206233958196696,50.0,0.6936063077035169,0.08461115146728883,50.0,0.5776692288806242,0.07388835105564454,75.0,0.6653708679032325,0.09955342138599142,57.14285714285714,0.6851317572411069,0.07061323572476871,71.42857142857143,0.3734123677657306,0.07276523905745358,62.5,0.6657570630837931,0.07690534286961609,55.55555555555556,0.6937404943816183,0.072879127089638,52.63157894736842,0.5850728218839234,0.06417487660966395,70.0,0.6335420067480422,0.08397187537134387,50.0,0.8044674421478084,0.06676575132287271,70.0,0.37475816439412546
