,SZ,SZ,SZ,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.46489427733844385,0.08050676799936325,57.936507936507944,0.0847517659349215,59.48275862068966,0.6230891886026163
1,0.5152483748512082,0.08462527427391606,70.63492063492063,0.08385536416220682,62.06896551724138,0.5319657001498735
2,0.42065531823065017,0.0837800784538174,71.42857142857143,0.08688618440337442,64.65517241379311,0.48122895377373026
3,0.46079337563467676,0.08261651866175536,68.25396825396825,0.09450894873988416,62.5,0.3253672383475282
4,0.05499710130842594,0.10122230638870927,65.87301587301587,0.09921653417304026,65.51724137931035,0.5411607616021048
5,0.30565553904146925,0.11524347487672969,66.66666666666666,0.11466604693793876,63.36206896551724,0.6869302470829485
6,0.10869569952707497,0.10248043255476637,76.98412698412699,0.13699120387530359,62.93103448275862,0.037028189093591325
7,0.1586627623938316,0.14535902500855097,68.25396825396825,0.12917992992962368,60.775862068965516,0.34651773629802396
8,0.49246347577169447,0.14331609946006585,72.22222222222221,0.156543212125775,65.51724137931035,0.13593907409240782
9,0.0036384797343485846,0.14537055792735576,71.42857142857143,0.2097523480247099,62.5,0.014008284132116433
10,0.041581481010813055,0.19190197625950914,67.46031746031747,0.20012615063597283,65.51724137931035,0.019774733963716176
11,0.0055511204433728355,0.20885644237675502,69.84126984126983,0.1987553095012881,65.94827586206897,0.06331271267265544
12,0.0046286320557415005,0.20552877927864446,72.22222222222221,0.24732314729359445,63.793103448275865,0.011136843014704871
13,0.0027146971168866122,0.1973496944915088,72.22222222222221,0.27649137291770026,62.06896551724138,0.012661525730975186
14,0.0003997159619839377,0.20486471849994792,73.01587301587301,0.30910439192765266,65.08620689655173,0.00815090267029179
15,0.0020952139067628266,0.2209237601162313,73.80952380952381,0.28198669602981413,65.08620689655173,0.5268150373152578
16,0.0005677415385881031,0.23542551855515328,71.42857142857143,0.33996298686372917,63.36206896551724,0.0002245442372509406
17,0.00022015725368651018,0.24569846293846045,71.42857142857143,0.3531289107965558,60.775862068965516,0.004765870175203501
18,0.0021082082831106854,0.2453023391952138,69.04761904761905,0.3488144873733862,65.94827586206897,0.010629065491730465
19,0.0001778524411419062,0.21842371712521652,72.22222222222221,0.34491080204176555,62.93103448275862,0.0006642916443416374
20,1.271702126365823e-05,0.23194085757247998,70.63492063492063,0.3557044367275971,64.22413793103449,0.00016288867156949625
21,0.0004038106959083321,0.25628393916392495,69.84126984126983,0.37001376223515137,64.22413793103449,0.0015637774037726205
22,0.00017609376659258184,0.2527684694929328,70.63492063492063,0.3693252798179845,62.5,0.0006180945429795508
23,4.7758711093442477e-05,0.26135213126961315,69.04761904761905,0.37452083842157424,62.5,0.0001782693245735204
24,5.295939311367287e-05,0.2633390514516322,69.04761904761905,0.38093546087923114,63.793103448275865,0.00016986417287906448
25,0.00021691434266204307,0.26705991915933824,69.84126984126983,0.3842137095318113,63.793103448275865,1.4916876358201022e-05
26,2.5753076407517336e-05,0.2644993367078394,69.84126984126983,0.387011209445505,63.793103448275865,3.037764113319924e-05
27,5.143404184263428e-06,0.2697250398999792,69.84126984126983,0.39005106337078993,63.793103448275865,0.0002618455732604404
28,9.942399862984482e-05,0.2699286742888325,69.84126984126983,0.3932546164646559,64.22413793103449,1.449942356121299e-06
