,USM,USM,USM,USM,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,431.3364739882014,78.90791601379772,0.0,0.0,0.0,0.0,0.0,10.23330399375123,0.0,0.0,0.0,0.0,0.0,67.12232122100527,12.99513708697237,0.0,0.0,0.0,0.0,0.0,220.70450515938103,4.169275978244314,0.0,0.0,0.0,0.0,0.0,20.777101800429808,1.0156517988237752,0.0,0.0,0.0,0.0,0.0,15.89363217479889,165.30795194118463,0.0,0.0,0.0,0.0,0.0,1007.3164041166566,21.58904940321589,0.0,0.0,0.0,0.0,0.0,24.753628798437873,63.5223543038817,0.0,0.0,0.0,0.0,0.0,22.08786974410706,19.677114329047228,0.0,0.0,0.0,0.0,0.0,116.1555281276363,77.29566009989195,0.0,0.0,0.0,0.0,0.0,525.4754996956239,98.66072364778877,0.0,0.0,0.0,0.0,0.0,1182.3740541404159,58.908092070573026,0.0,0.0,0.0,0.0,0.0,102.23094842435599,45.48167967072656,0.0,0.0,0.0,0.0,0.0,288.87667097988566,2.7636059533472337,0.0,0.0,0.0,0.0,0.0,47.457516229929915,24.87125760085753,0.0,0.0,0.0,0.0,0.0,353.3800669414745,741.6111488936984,0.0,0.0,0.0,0.0,0.0,3562.0611281459546,314.77948959620034,0.0,0.0,0.0,0.0,0.0,2027.476000208927,254.6995186073958,0.0,0.0,0.0,0.0,0.0,2227.032116107137
1,713.9569489606199,65.61872756164293,0.0,0.0,0.0,0.0,0.0,0.7300261666098734,0.0,0.0,0.0,0.0,0.0,10.446173999876626,1.1885113218368077,0.0,0.0,0.0,0.0,0.0,9.64692706265264,2.1307691917316056,0.0,0.0,0.0,0.0,0.0,10.864358087964481,2.095986861260765,0.0,0.0,0.0,0.0,0.0,34.548278511754184,66.03096979550371,0.0,0.0,0.0,0.0,0.0,317.29539889861036,16.053206885417186,0.0,0.0,0.0,0.0,0.0,8.630151871005122,37.17577143484568,0.0,0.0,0.0,0.0,0.0,26.935745180844705,37.576272929893385,0.0,0.0,0.0,0.0,0.0,90.01607770285591,10.480694146157736,0.0,0.0,0.0,0.0,0.0,181.74475476097606,28.699075558199535,0.0,0.0,0.0,0.0,0.0,685.9860426821114,41.886863270580804,0.0,0.0,0.0,0.0,0.0,364.218709971552,27.666874672457013,0.0,0.0,0.0,0.0,0.0,134.08767447608213,4.740242219172732,0.0,0.0,0.0,0.0,0.0,86.00100755235403,32.184903198572606,0.0,0.0,0.0,0.0,0.0,102.104679263996,259.2931362047904,0.0,0.0,0.0,0.0,0.0,1811.7044692139855,38.809444183306866,0.0,0.0,0.0,0.0,0.0,278.4812453730586,52.39268575513762,0.0,0.0,0.0,0.0,0.0,521.5894198100868
2,250.15330779351265,25.244407352310088,0.0,0.0,0.0,0.0,0.0,0.22916953041432242,0.0,0.0,0.0,0.0,0.0,22.12343291914098,0.3094002342703603,0.0,0.0,0.0,0.0,0.0,1.9912235876434574,2.384533284105645,0.0,0.0,0.0,0.0,0.0,28.004905942852908,0.9089700713863785,0.0,0.0,0.0,0.0,0.0,10.23149926285364,60.39661377862838,0.0,0.0,0.0,0.0,0.0,301.53843645267983,11.32914350403255,0.0,0.0,0.0,0.0,0.0,58.38535574374786,31.83555221361652,0.0,0.0,0.0,0.0,0.0,162.77552203587308,14.580607581144314,0.0,0.0,0.0,0.0,0.0,212.27795697624848,15.099221341725698,0.0,0.0,0.0,0.0,0.0,157.24074477989708,10.772072878315289,0.0,0.0,0.0,0.0,0.0,339.05403969419876,51.46078002289697,0.0,0.0,0.0,0.0,0.0,243.57050983804507,21.47010988319555,0.0,0.0,0.0,0.0,0.0,77.25066834833898,10.736117293461831,0.0,0.0,0.0,0.0,0.0,11.2995936618536,15.275418276483887,0.0,0.0,0.0,0.0,0.0,31.92559064842349,118.44685042747805,0.0,0.0,0.0,0.0,0.0,513.2795149748076,30.205325844620198,0.0,0.0,0.0,0.0,0.0,25.380456086343514,23.01367881220566,0.0,0.0,0.0,0.0,0.0,341.9792253963345
3,114.19448644694903,6.858000211309695,0.0,0.0,0.0,0.0,0.0,0.3615582188484731,0.0,0.0,0.0,0.0,0.0,12.605234529526086,0.29725630077946347,0.0,0.0,0.0,0.0,0.0,3.98885632214058,2.254639081015985,0.0,0.0,0.0,0.0,0.0,5.404844199522766,0.4496634500760187,0.0,0.0,0.0,0.0,0.0,0.8512482259353872,30.704104888752063,0.0,0.0,0.0,0.0,0.0,381.0290093288435,9.109526968688991,0.0,0.0,0.0,0.0,0.0,29.79100428298348,23.301509121105084,0.0,0.0,0.0,0.0,0.0,173.8675787743871,6.882265159091556,0.0,0.0,0.0,0.0,0.0,80.29933313927036,7.819747222701397,0.0,0.0,0.0,0.0,0.0,92.04948430288553,13.110806860755618,0.0,0.0,0.0,0.0,0.0,134.4864845524974,71.63569818173696,0.0,0.0,0.0,0.0,0.0,88.01587445019379,21.239664581806707,0.0,0.0,0.0,0.0,0.0,74.67637401454753,3.112446156065695,0.0,0.0,0.0,0.0,0.0,41.0287500468024,10.79521479545572,0.0,0.0,0.0,0.0,0.0,143.3493334153869,26.780703481539696,0.0,0.0,0.0,0.0,0.0,172.3784493047914,12.894892730846758,0.0,0.0,0.0,0.0,0.0,79.6268042021471,39.85230991545102,0.0,0.0,0.0,0.0,0.0,175.1703912614766
4,82.91376939462808,7.416815035540466,0.0,0.0,0.0,0.0,0.0,1.4392796975862596,0.0,0.0,0.0,0.0,0.0,10.28194472267476,2.4904604643687454,0.0,0.0,0.0,0.0,0.0,3.401620204527156,1.2994926675784302,0.0,0.0,0.0,0.0,0.0,4.536471093733856,0.39778182234832665,0.0,0.0,0.0,0.0,0.0,7.4271990765789635,24.639994058006625,0.0,0.0,0.0,0.0,0.0,163.13983035669122,8.061641746713606,0.0,0.0,0.0,0.0,0.0,8.453879947734137,7.759525365664768,0.0,0.0,0.0,0.0,0.0,10.077803306534053,7.240205808677239,0.0,0.0,0.0,0.0,0.0,147.56251397084492,7.88445146813722,0.0,0.0,0.0,0.0,0.0,62.18394789590572,15.069486086598145,0.0,0.0,0.0,0.0,0.0,91.0843713958985,52.17721779466965,0.0,0.0,0.0,0.0,0.0,211.63753790222358,22.68329864212457,0.0,0.0,0.0,0.0,0.0,111.06625222153097,4.010359986480534,0.0,0.0,0.0,0.0,0.0,70.44247139318264,10.082046492555792,0.0,0.0,0.0,0.0,0.0,65.42559387202654,50.497266529675606,0.0,0.0,0.0,0.0,0.0,86.82828574648957,6.468460285940208,0.0,0.0,0.0,0.0,0.0,225.03000748812292,89.90651788990844,0.0,0.0,0.0,0.0,0.0,87.17103119482185
5,9.858042254933967,5.809228504211419,0.0,0.0,0.0,0.0,0.0,1.8352546733435715,0.0,0.0,0.0,0.0,0.0,2.3343453601127835,0.46063653855129205,0.0,0.0,0.0,0.0,0.0,1.4559441023366704,1.0818519624227294,0.0,0.0,0.0,0.0,0.0,3.4847478455886742,0.39414564191793106,0.0,0.0,0.0,0.0,0.0,2.7675411598277164,39.5716320653842,0.0,0.0,0.0,0.0,0.0,323.0716961794047,8.033754951518839,0.0,0.0,0.0,0.0,0.0,32.247921466188934,8.535576657329162,0.0,0.0,0.0,0.0,0.0,256.1717014022002,5.744207843283963,0.0,0.0,0.0,0.0,0.0,26.944222140097914,8.663796951324297,0.0,0.0,0.0,0.0,0.0,68.9212093771666,10.300147695538596,0.0,0.0,0.0,0.0,0.0,61.74298709827703,49.488238119592936,0.0,0.0,0.0,0.0,0.0,210.60662640360104,24.295760589029914,0.0,0.0,0.0,0.0,0.0,33.55414532954379,2.700256719315397,0.0,0.0,0.0,0.0,0.0,7.239756419207205,13.627979516062602,0.0,0.0,0.0,0.0,0.0,133.72988365398118,23.056805095188764,0.0,0.0,0.0,0.0,0.0,97.84237108043368,13.111124627377388,0.0,0.0,0.0,0.0,0.0,27.88430384691432,52.90247975909826,0.0,0.0,0.0,0.0,0.0,181.9534214356265
6,55.46702787121354,16.619988420429713,0.0,0.0,0.0,0.0,0.0,0.7162567680434727,0.0,0.0,0.0,0.0,0.0,5.957653833376188,3.236586266306817,0.0,0.0,0.0,0.0,0.0,12.688080181745455,2.161172411766837,0.0,0.0,0.0,0.0,0.0,13.04549047509833,1.0370096600975276,0.0,0.0,0.0,0.0,0.0,9.662598715127606,27.526011651486588,0.0,0.0,0.0,0.0,0.0,490.5710015704184,12.047960370601375,0.0,0.0,0.0,0.0,0.0,6.988581628944911,25.546825048776427,0.0,0.0,0.0,0.0,0.0,287.1728050346112,23.671372796339543,0.0,0.0,0.0,0.0,0.0,77.35103217858962,11.007753686537265,0.0,0.0,0.0,0.0,0.0,38.271976360555236,16.414938952347253,0.0,0.0,0.0,0.0,0.0,164.33401013445842,42.298141873515114,0.0,0.0,0.0,0.0,0.0,293.5968861089711,13.908271317400796,0.0,0.0,0.0,0.0,0.0,78.18122032917813,2.4072460121463055,0.0,0.0,0.0,0.0,0.0,26.7499690974538,21.587674330708456,0.0,0.0,0.0,0.0,0.0,70.11131479072003,12.760765969519134,0.0,0.0,0.0,0.0,0.0,46.20952691303005,25.52777753625301,0.0,0.0,0.0,0.0,0.0,19.87475118600926,89.8234047672924,0.0,0.0,0.0,0.0,0.0,114.8807812588687
7,41.82076473269245,7.240794841973369,0.0,0.0,0.0,0.0,0.0,0.5637573490700524,0.0,0.0,0.0,0.0,0.0,0.7028663412316768,0.4418864619310692,0.0,0.0,0.0,0.0,0.0,2.449285056871167,1.6122147980471666,0.0,0.0,0.0,0.0,0.0,9.480934020112045,0.623195316694025,0.0,0.0,0.0,0.0,0.0,2.0730808601723543,46.209182972508124,0.0,0.0,0.0,0.0,0.0,137.30586473529567,7.501777169383617,0.0,0.0,0.0,0.0,0.0,14.792216464042646,13.920689122374098,0.0,0.0,0.0,0.0,0.0,48.35259652265013,21.301685333761803,0.0,0.0,0.0,0.0,0.0,46.91293268492714,11.109091262954195,0.0,0.0,0.0,0.0,0.0,87.51393830545516,8.237477671458306,0.0,0.0,0.0,0.0,0.0,14.05784203577109,62.09537538014473,0.0,0.0,0.0,0.0,0.0,64.14316248589098,18.401546978165847,0.0,0.0,0.0,0.0,0.0,27.633075497006967,8.023428679377504,0.0,0.0,0.0,0.0,0.0,18.45894979785599,17.014101928664026,0.0,0.0,0.0,0.0,0.0,98.83492032849615,39.09657151925908,0.0,0.0,0.0,0.0,0.0,546.1341668098972,13.949461337394485,0.0,0.0,0.0,0.0,0.0,57.05120310041481,35.12606319289716,0.0,0.0,0.0,0.0,0.0,24.356510688503086
8,45.778343553926454,6.606131723636344,0.0,0.0,0.0,0.0,0.0,0.45098552975618217,0.0,0.0,0.0,0.0,0.0,0.6192274867521261,1.7749312318813315,0.0,0.0,0.0,0.0,0.0,12.061887472003361,1.0953862480259249,0.0,0.0,0.0,0.0,0.0,6.117529513053862,0.3502895311440011,0.0,0.0,0.0,0.0,0.0,4.732985613388434,36.05189995940983,0.0,0.0,0.0,0.0,0.0,192.27558703044215,5.8225308043099915,0.0,0.0,0.0,0.0,0.0,11.119937730012822,28.458685247736145,0.0,0.0,0.0,0.0,0.0,100.8567978672038,15.241832927869758,0.0,0.0,0.0,0.0,0.0,64.4889871466646,10.536737546453965,0.0,0.0,0.0,0.0,0.0,66.90084114908717,12.270517327754709,0.0,0.0,0.0,0.0,0.0,29.800127953237855,57.26131502255853,0.0,0.0,0.0,0.0,0.0,85.04891905552408,9.824743146106673,0.0,0.0,0.0,0.0,0.0,103.7580722031039,1.7319297705697205,0.0,0.0,0.0,0.0,0.0,30.609583801151125,9.586229890006203,0.0,0.0,0.0,0.0,0.0,64.42192501287707,18.20236624650511,0.0,0.0,0.0,0.0,0.0,61.72718652926866,18.57740766895199,0.0,0.0,0.0,0.0,0.0,63.72270617312665,34.037247364264445,0.0,0.0,0.0,0.0,0.0,46.80540156435659
