,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
19,0.00896313265002523,1.6216060459914705,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,1.2846497020524206,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.26585520525665624,1.1749889528198787,18.181818181818183,0.2,0.125,0.10000000149011612,0.1666666716337204,0.4651911727130109,0.6797334898900655,50.0,0.5625,0.6666666865348816,0.5,1.0,0.5641817213850673,0.649726138147072,50.0,0.5625,0.0,0.0,0.0,0.6204316072711952,0.7109654679848556,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.387324250656679,1.695604501594876,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.0005155991161765293,0.3666430194617886,71.42857142857143,0.9,0.0,0.0,0.0,0.5667487234316251,1.996510464305048,30.0,0.375,0.125,0.125,0.125,0.04994894057080943,1.2551491464077897,63.1578947368421,0.8333333333333334,0.5854700903097788,0.4801587363084157,0.8333333333333334,0.14134424648794716,1.3412226573197257,50.0,0.25,0.6333333551883698,0.5,0.875,0.30620848452080696,0.3298593703930407,80.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.2167095220824077,1.2528937256815986,70.0,0.9666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.13666410992908679
20,2.5570299460759784,0.8897250779714506,55.55555555555556,0.6166666666666667,0.3333333432674408,0.375,0.30000001192092896,0.5908594269204847,63.63636363636363,0.875,0.6666666567325592,0.5833333283662796,0.9166666567325592,0.1062742168508936,0.9023393381186658,36.36363636363637,0.48333333333333334,0.25,0.25,0.25,0.07474903188539007,1.1343506793333762,50.0,0.5666666666666667,0.6573426723480225,0.5,1.0,0.4750609407411501,0.7395952346193708,62.5,0.5625,0.7272727489471436,0.5714285969734192,1.0,0.6450674522004914,0.677711173092839,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.504656549018862,0.47955659366324893,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.02424550804583548,0.5628868653659319,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.2387965930915681,2.3242385792322593,30.0,0.375,0.125,0.125,0.125,0.17167972460472683,0.8990274026491244,78.94736842105263,0.8222222222222223,0.7666666905085245,0.9333333373069763,0.7111111183961233,0.0063820583016884576,1.5035556984823102,50.0,0.48333333333333334,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.18617736998234344,0.47373808887376223,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.14977061469919833,1.809913005687172,60.0,0.5,0.7179487347602844,0.5625,1.0,0.5095074133803089
21,0.04433091953869081,1.2075798392006891,44.44444444444444,0.53125,0.7727272510528564,0.7142857164144516,0.875,1.1116406924414683,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.2968599727600682,1.494311706424889,27.27272727272727,0.31666666666666665,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.08292743814805532,0.6629564477507754,56.25,0.625,0.6969697177410126,0.5357142984867096,1.0,0.9614771719918205,0.531537699954993,62.5,0.8125,0.5714285373687744,0.6666666865348816,0.5,0.25676738161355916,0.43165193644571764,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.4656896959406991,0.27232720325124077,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.0006787811813765925,0.40519421680953344,71.42857142857143,1.0,0.0,0.0,0.0,0.03234277353746497,1.973945781903819,50.0,0.34375,0.1428571343421936,0.1666666716337204,0.125,0.30047755897721756,1.0500148885085137,73.68421052631578,0.8444444444444444,0.7407407661279043,0.7111111183961233,0.777777781089147,0.08074428901468957,1.387518849017501,40.0,0.15625,0.1428571343421936,0.1666666716337204,0.125,0.6221312785974786,1.4026718096422002,50.0,1.0,0.1666666567325592,0.5,0.10000000149011612,0.1353258990937191,0.7997576549404206,70.0,0.8666666666666667,0.7500000298023224,0.6071428656578064,1.0,1.0412759559175369
22,0.004197988484305379,1.2765064611938968,44.44444444444444,0.6166666666666667,0.1666666567325592,0.5,0.10000000149011612,2.0175421934515723,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.9468426453951424,1.7013556431268804,27.27272727272727,0.3125,0.20000000298023224,0.1666666716337204,0.25,0.09176070450252904,0.6858540245724294,50.0,0.5625,0.6666666865348816,0.5,1.0,0.5426933077733465,0.5244389975580793,75.0,0.8125,0.75,0.75,0.75,0.2161122382320725,0.5757813622262806,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.827835773964793,1.3315369598195816,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.0007457361795152653,0.33749910802844074,71.42857142857143,0.8,0.5,0.5,0.5,1.1439658269635302,2.223629337474238,50.0,0.23333333333333334,0.20000000298023224,0.25,0.1666666716337204,0.40251753211966057,1.6421351682641567,57.89473684210527,0.8333333333333334,0.631313145160675,0.501587321360906,0.9166666666666666,0.46828060920665754,2.190402997301008,40.0,0.45,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.0833943619201776,0.47484145489266083,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.05945511566672259,1.1056346121973304,70.0,0.7083333333333333,0.4285714328289032,0.375,0.5,0.7399778990548181
23,0.02156858672298887,1.291340752232758,55.55555555555556,0.59375,0.20000000298023224,0.5,0.125,1.5561955746859077,63.63636363636363,0.4642857142857143,0.46666666865348816,0.4375,0.5,0.06938242580114448,1.524122153169131,45.45454545454545,0.16666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.30362145670903234,0.8997845400771807,50.0,0.65625,0.6666666865348816,0.5,1.0,0.7003068924486733,0.8057749727200165,50.0,0.5625,0.5,0.5,0.5,0.7719440711801833,1.0435427617798316,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.3816345961490188,1.9912563967099546,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.05802897147880395,0.39390295256963287,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,1.467063790560635,2.9626963402962776,20.0,0.4375,0.125,0.125,0.125,0.007572149425389967,0.9870090579782337,73.68421052631578,0.8125,0.7222222288449606,0.7833333412806193,0.75,0.0027984301603923636,2.2609075032051975,50.0,0.5166666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.3860080464484652,0.8210995052927856,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.002919617788354099,1.4278817047693022,70.0,0.9666666666666667,0.8846153914928436,0.8125,1.0,0.06547915116103649
24,0.8266175570858768,1.44382326027506,44.44444444444444,0.5625,0.7727272510528564,0.7142857164144516,0.875,1.196377892781892,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.07864942821961762,1.257792789436872,36.36363636363637,0.3125,0.25,0.25,0.25,0.1284486234647781,0.664418171317948,56.25,0.625,0.6969697177410126,0.5357142984867096,1.0,0.711114532434064,0.8553691177206165,62.5,0.625,0.7272727489471436,0.5714285969734192,1.0,1.372483084693899,0.6912380348712743,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.4700239115991313,0.6469575395520922,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.0054789046782054325,0.9367429835772383,71.42857142857143,0.9,0.0,0.0,0.0,0.010361822317773956,2.360335075901335,40.0,0.23333333333333334,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.689782556234682,1.5686664165053106,73.68421052631578,0.8055555555555555,0.7222222288449606,1.0,0.6111111144224802,4.39583753598684e-05,2.039975247824248,50.0,0.41666666666666663,0.6428571343421936,0.625,0.6666666716337204,0.38317785491493633,0.0663989864162606,100.0,1.0,1.0,1.0,1.0,0.008032125674658419,1.6905626022623612,70.0,1.0,0.7500000298023224,0.6071428656578064,1.0,2.045275324945859
25,0.12828434458398025,1.6982433728780124,44.44444444444444,0.5625,0.0,0.0,0.0,0.5921661064445692,72.72727272727273,0.4166666666666667,0.4545454680919647,0.5,0.4166666567325592,0.02077501180679354,1.3252671907941544,45.45454545454545,0.5166666666666666,0.1428571492433548,0.25,0.10000000149011612,0.009272587163136342,0.7171268459814033,50.0,0.59375,0.6666666865348816,0.5,1.0,0.35927358788583286,1.7132230619202649,50.0,0.5625,0.0,0.0,0.0,0.2891317035195317,0.4956167123472224,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.36923088447702135,0.9978102377207058,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.000730601909168785,1.8392206997017404,28.57142857142857,0.7,0.444444477558136,0.2857142984867096,1.0,0.1570778028597163,2.6460303070304976,50.0,0.4375,0.0,0.0,0.0,0.4262792550708589,1.9347928372203291,57.89473684210527,0.8888888888888888,0.6333333353201548,0.5396825472513834,0.8888888955116272,0.0029488179821074638,3.329396393211745,40.0,0.71875,0.6060605943202972,0.4642857164144516,0.875,0.26310306996860106,1.1558097669286078,70.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.0006335553302629888,0.919764149223423,80.0,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.06850895823395041
26,0.7157986549737962,5.0354423402975925,44.44444444444444,0.3125,0.0,0.0,0.0,0.8566791355108936,63.63636363636363,0.7916666666666667,0.717948704957962,0.6071428656578064,0.9166666567325592,0.08305438930272895,1.4513844428796354,36.36363636363637,0.2,0.3928571343421936,0.375,0.4166666716337204,0.40685704563189146,1.2114038753648222,50.0,0.6875,0.6666666865348816,0.5,1.0,0.3251825224316322,1.6849416825107617,50.0,0.625,0.0,0.0,0.0,0.07972365508311778,1.0449183021839437,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,1.0131819111976033,1.3034241134167381,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.004112167579850576,0.4924175881602927,71.42857142857143,0.8,0.5,0.5,0.5,0.55499452346499,2.55294569035508,50.0,0.3333333333333333,0.3333333432674408,0.5,0.25,0.09825205997560461,1.0672260031392862,78.94736842105263,0.7000000000000001,0.7904761830965678,0.8333333333333334,0.7777777910232544,0.0052136054074994305,3.2242425588836476,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.5389873213716779,0.7674587352240133,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.01564140718129932,1.4696055353027908,70.0,0.9666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.009308865061219248
27,0.07862654962723957,2.3011078917848016,44.44444444444444,0.4375,0.0,0.0,0.0,0.6556136985907247,63.63636363636363,0.4166666666666667,0.6666666567325592,0.5833333283662796,0.9166666567325592,0.5209455995476692,2.518803608807882,54.54545454545454,0.125,0.6136363744735718,0.45238097012043,1.0,0.0061406649673298895,0.6232587704127515,62.5,0.65625,0.7000000178813934,0.5833333432674408,0.875,0.5814561968863492,1.7030193199694805,50.0,0.75,0.0,0.0,0.0,0.16174340661475134,0.541373265513063,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5889897911296902,0.2746245490246757,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.007451043211343407,1.0553566607724651,57.14285714285714,0.6,0.5714285969734192,0.4000000059604645,1.0,0.4883467487587486,2.413059307878637,50.0,0.2,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.0035203537349056263,1.2351922315129344,78.94736842105263,0.8222222222222223,0.8333333532015482,0.7936508059501648,0.8888888955116272,0.0011431717063776507,2.4066597139418686,50.0,0.5166666666666666,0.6333333253860474,0.7142857164144516,0.75,0.49688052002007554,0.13636683303862523,90.0,0.75,0.5,0.5,0.5,0.015070263736606413,1.1123124350157807,80.0,0.9666666666666667,0.7878788113594055,0.6666666567325592,1.0,0.09051723069053912
28,0.5280175389936169,0.8867586441798649,77.77777777777779,0.65,0.444444477558136,0.5,0.4000000059604645,0.7010597156976033,72.72727272727273,0.8,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.7626427965574715,1.580294011413556,45.45454545454545,0.375,0.5428571552038193,0.6000000014901161,0.5833333432674408,0.010398538399621123,0.6360310758848783,56.25,0.6,0.5857142806053162,0.550000011920929,0.6333333551883698,0.6855529719400717,0.7321900762948622,62.5,0.5625,0.7272727489471436,0.5714285969734192,1.0,0.552870813416939,0.4666885820178033,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.2820039295261272,0.5208776151890042,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.00011664000774567684,0.6662737388507144,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.15493268792513848,2.967951132834704,20.0,0.2,0.125,0.10000000149011612,0.1666666716337204,0.4711665423122506,1.0049322227496795,78.94736842105263,0.875,0.841269850730896,0.8666666746139526,0.8333333333333334,0.0036108436006784734,1.994881975541297,50.0,0.3833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.021412172767565903,0.30216070364740233,80.0,0.75,0.4285714328289032,0.375,0.5,0.019914522899749786,1.471973750057613,70.0,1.0,0.7500000298023224,0.6071428656578064,1.0,0.015569342234156474
29,0.0010173339648453486,1.648044894130396,44.44444444444444,0.6166666666666667,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.7500511327764768,72.72727272727273,0.71875,0.800000011920929,0.8333333432674408,0.8333333432674408,0.09134713950036334,2.268982753087988,63.63636363636363,0.84375,0.5,0.5,0.5,0.624865649627046,0.7760498486124303,62.5,0.7333333333333334,0.7166666686534882,0.571428582072258,1.0,0.5498110689509652,1.139077697498892,62.5,0.625,0.7272727489471436,0.5714285969734192,1.0,0.06731306379218237,0.4860280847924961,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.40477867687613045,1.6357228732469224,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.008830992563352336,0.3389572770258577,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.011135070657086257,2.5853016716838555,50.0,0.5416666666666667,0.20000000298023224,0.1666666716337204,0.25,0.32596488608494345,1.1706393505694188,73.68421052631578,0.875,0.8055555621782938,0.7833333412806193,0.8333333333333334,0.08963624366608884,2.2263570073197894,40.0,0.5166666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5771680929190063,0.1937530601199003,90.0,0.75,0.9285714328289032,1.0,0.875,0.009486613363082971,0.6535486189050387,70.0,0.6875,0.8333333432674408,0.800000011920929,0.875,0.008416386778410126
30,3.072235699342414,1.3806038185425196,44.44444444444444,0.65,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.8034350832116863,63.63636363636363,0.75,0.6666666865348816,0.6071428656578064,0.75,0.0003985885262539906,2.8591861830254346,54.54545454545454,0.34375,0.6666666865348816,0.5,1.0,0.012610214780213704,0.6110925367419688,50.0,0.65625,0.5555555820465088,0.5000000149011612,0.625,0.5419472989399489,0.968314790913495,62.5,0.625,0.4000000059604645,1.0,0.25,0.17732295636958537,0.4438330981823546,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.4200859040085196,0.9852014355257593,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.0033636624425617437,0.467667746253099,71.42857142857143,0.9,0.0,0.0,0.0,1.1469726543202539,2.893455671870629,50.0,0.2,0.0,0.0,0.0,0.007194372670954405,1.6553952387732989,73.68421052631578,0.7083333333333334,0.4126984278361003,0.6666666666666666,0.3000000019868215,0.0006585947534901438,3.007783450886189,50.0,0.41666666666666663,0.722222238779068,0.6666666716337204,0.8333333432674408,0.05489802818021521,0.08922680093874649,100.0,0.75,0.5,0.5,0.5,0.01703514576103014,1.3641314758123475,80.0,0.7083333333333333,0.4615384638309479,0.4285714328289032,0.5,0.037994400494410364
31,3.4732232482215624,1.6833885232236019,44.44444444444444,0.59375,0.0,0.0,0.0,1.567080032336188,54.54545454545454,0.625,0.3333333432674408,0.5,0.25,0.0031053384051797,2.580995089860153,63.63636363636363,0.8333333333333333,0.25,0.5,0.1666666716337204,0.16547959726443923,0.7256025999548653,50.0,0.7083333333333333,0.5584415793418884,0.5000000149011612,0.75,0.4282457440087947,1.394849474150062,50.0,0.5625,0.0,0.0,0.0,0.09655412928398246,0.9453774878753629,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,1.6674100338860554,0.6917327520120842,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,7.38342359517689e-06,0.355412574351104,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.011446306557092984,2.83497676275729,60.0,0.46875,0.20000000298023224,0.5,0.125,0.010073401908628512,1.5728406772369015,78.94736842105263,0.9333333333333332,0.523809532324473,0.6666666666666666,0.46666666865348816,0.010228051953803613,2.5409193718910372,50.0,0.625,0.722222238779068,0.7000000029802322,0.75,0.22707557472267406,0.020824966553810796,100.0,1.0,1.0,1.0,1.0,0.027419210771256725,1.4372269110613936,70.0,0.9666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.001239443055367352
32,0.001855427262189104,1.120952478942337,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.824217572166766,63.63636363636363,0.875,0.6666666567325592,0.5833333283662796,0.9166666567325592,1.2530526478567694,3.0483419435826575,54.54545454545454,0.2,0.699999988079071,0.5476190596818924,1.0,0.013254129322947016,0.5934151672068219,56.25,0.8666666666666667,0.5833333432674408,0.5833333432674408,0.7000000029802322,0.5020318020051804,0.7517790630287914,75.0,0.625,0.6666666865348816,1.0,0.5,0.10987284895660154,0.4146978610691575,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.6321584197080391,0.42138270742991185,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.0001717555107739645,2.3489136240902764,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.06378588132680649,2.6992858667485917,50.0,0.34375,0.1428571343421936,0.1666666716337204,0.125,0.027355664651267136,1.1566202464447966,73.68421052631578,0.8958333333333334,0.7222222288449606,0.6666666666666666,0.8333333333333334,0.0004304387406820035,2.3832676324005084,40.0,0.625,0.1428571343421936,0.1666666716337204,0.125,0.05021536001701589,0.02619023367245858,100.0,1.0,1.0,1.0,1.0,0.003615235589731725,0.7666031136364014,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.7517765534750109
33,1.530628851024757,4.064198721087367,44.44444444444444,0.4375,0.0,0.0,0.0,0.7390894220656267,72.72727272727273,0.65,0.694444477558136,0.75,0.6500000059604645,0.00351636264335402,2.024610245233016,45.45454545454545,0.46875,0.550000011920929,0.4166666716337204,0.875,0.015792413359666125,0.9048493808425664,50.0,0.7666666666666666,0.5499999821186066,0.5476190596818924,0.7000000029802322,1.0484146605571056,2.486990141278461,50.0,0.75,0.0,0.0,0.0,0.08048926782694023,0.4657317930778063,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.40727096943978036,0.9039545989203326,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,2.8098891278083096e-06,1.0276356459299798,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.6380355874589765,2.9048005062323576,50.0,0.40625,0.1666666716337204,0.25,0.125,0.07818334484629315,1.4122063604410153,73.68421052631578,0.8666666666666667,0.7157287200291952,0.6111111044883728,0.8888888955116272,3.172341540395803e-05,3.523359527250606,40.0,0.3125,0.6060605943202972,0.4642857164144516,0.875,0.007403687408460151,0.21017858424900226,80.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.0007764520981004493,1.4994556283559781,80.0,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.2879598031603695
34,0.016743651734259207,4.751180921315088,44.44444444444444,0.375,0.0,0.0,0.0,0.8027688223952975,63.63636363636363,0.8333333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.0047133702977516225,2.126168702152235,36.36363636363637,0.5333333333333333,0.611111119389534,0.5833333358168602,0.6666666716337204,0.0013346326628730864,1.062158163866183,50.0,0.6666666666666667,0.5079365074634552,0.5,0.533333346247673,0.7226632777393073,1.2486986525598829,62.5,0.625,0.4000000059604645,1.0,0.25,0.08524723663445957,0.3896519413356775,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.4969256020360202,0.17735657818415831,100.0,1.0,1.0,1.0,1.0,0.0014870982949524018,0.7465981357977026,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.24568156828569623,2.8730331999909966,50.0,0.2,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.0024334164382446006,1.2262689012490162,78.94736842105263,0.875,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.730730139541952e-05,2.3837610626531287,50.0,0.21875,0.5833333432674408,0.5,0.75,0.08037546150273558,0.0873039049846643,90.0,1.0,0.8333333432674408,0.75,1.0,0.0030731603667627106,1.1682885880048528,80.0,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.10091615498900172
35,0.004395754496714599,1.665581216173348,55.55555555555556,0.5166666666666666,0.25,0.3333333432674408,0.20000000298023224,2.317655949815614,54.54545454545454,0.8333333333333333,0.6428571492433548,1.0,0.5833333358168602,0.20298161071578982,1.4895782790417784,63.63636363636363,0.40625,0.4285714328289032,0.5,0.375,0.021910197280754683,1.5326959939055802,50.0,0.59375,0.0,0.0,0.0,0.3364878278895397,0.713321701027281,75.0,0.75,0.6666666865348816,1.0,0.5,0.07661206554532031,0.5731929834896237,87.5,0.8666666666666667,0.888888955116272,1.0,0.800000011920929,0.20045205788892398,1.2253816263222848,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.0023280223251266313,2.828288764582246,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.18891567069838083,3.266961986939338,50.0,0.4375,0.1666666716337204,0.25,0.125,0.005038933089464672,1.3630629827793603,84.21052631578947,0.7277777777777779,0.5462963183720907,0.5833333333333334,0.5166666706403097,0.04479795656184015,2.629990031331245,30.0,0.1875,0.125,0.125,0.125,0.0350599736402309,0.05736030939116234,100.0,0.75,0.5,0.5,0.5,0.0023117828344279365,1.0607394803956973,80.0,0.9666666666666667,0.7878788113594055,0.6666666567325592,1.0,0.0037044608260693793
36,0.003349326754709966,1.717955250328877,33.33333333333333,0.53125,0.0,0.0,0.0,0.8922258555455517,72.72727272727273,0.8333333333333333,0.7333333492279053,0.75,0.8333333432674408,0.0009138864706757433,1.463398783520904,54.54545454545454,0.3333333333333333,0.45000000298023224,0.5,0.4166666716337204,0.0563109003976624,1.1564933983136023,50.0,0.7666666666666666,0.5555555820465088,0.5416666716337204,0.6333333551883698,0.7549743399222857,0.8952631526060889,62.5,0.625,0.7272727489471436,0.5714285969734192,1.0,0.05150096071833167,0.37818258441900365,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.399367098856675,0.32891986983377886,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,2.3470497419415953e-05,0.6046152339488214,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.415589146950073,2.9725507438647467,50.0,0.23333333333333334,0.0,0.0,0.0,4.636182419324576e-06,1.405395581244766,89.47368421052632,0.9166666666666666,0.841269850730896,1.0,0.75,4.692183425038516e-06,2.617196089328525,50.0,0.3833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.004315553409101362,0.01696433489437723,100.0,0.75,1.0,1.0,1.0,0.006091917701769941,1.4994397781686728,80.0,0.7083333333333333,0.4285714328289032,0.375,0.5,0.0020297267813457085
37,0.002073655015896869,1.1920069245294789,55.55555555555556,0.625,0.800000011920929,0.75,0.875,1.7328511255158432,54.54545454545454,0.8333333333333333,0.6346153616905212,0.5238095372915268,0.9166666567325592,0.006343698151485112,2.45568038399014,54.54545454545454,0.40625,0.20000000298023224,0.5,0.125,0.010235451830009375,1.250922539001729,62.5,0.75,0.7272727489471436,0.5714285969734192,1.0,0.31658777118457826,1.7545309767364825,62.5,0.6875,0.7272727489471436,0.5714285969734192,1.0,0.30422707354575973,0.5198451104840222,62.5,1.0,0.7692307829856873,0.625,1.0,0.5247841500266307,3.506107789734737,66.66666666666666,0.6666666666666666,0.75,0.6000000238418579,1.0,2.4157401503488435e-06,1.1375651349827514,57.14285714285714,0.8,0.5714285969734192,0.4000000059604645,1.0,0.01058559927005215,3.037301713491705,30.0,0.3333333333333333,0.3333333432674408,0.5,0.25,1.101870497388118,2.4686118126573544,68.42105263157895,0.8611111111111112,0.7802197734514872,0.7047619124253591,0.9444444378217062,4.05905499225352e-05,2.5284758915067296,50.0,0.55,0.3333333432674408,0.375,0.30000001192092896,0.18409241920651576,0.4186960486158501,90.0,1.0,0.9545454680919647,0.9166666567325592,1.0,0.023936773397735252,1.5991771872052492,80.0,0.7083333333333333,0.4615384638309479,0.4285714328289032,0.5,0.019254316285682898
38,0.0022357066750546177,1.4756976976926746,66.66666666666666,0.5625,0.8333333432674408,0.800000011920929,0.875,1.4134054814222587,72.72727272727273,0.8,0.7857142984867096,1.0,0.7000000029802322,0.001218429251951393,3.2585729323969796,63.63636363636363,0.4375,0.20000000298023224,0.5,0.125,0.004252948503603128,0.9419600451526311,56.25,0.5333333333333333,0.5428571701049805,0.5250000059604645,0.5666666775941849,0.9522805495445986,1.1050622992279062,62.5,0.6875,0.4000000059604645,1.0,0.25,0.15104106938140602,0.38018396266116894,87.5,0.9333333333333333,0.9090909361839294,0.8333333134651184,1.0,0.33408562977303713,1.4425375144239725,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.022005460602216226,1.2926426333305767,57.14285714285714,0.8,0.5714285969734192,0.4000000059604645,1.0,1.883592648501381,2.996657935135512,60.0,0.6333333333333333,0.20000000298023224,0.25,0.1666666716337204,0.007907709068637168,1.4422873790699537,78.94736842105263,0.8541666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.046292415764379403,2.6570594716742626,40.0,0.1875,0.1428571343421936,0.1666666716337204,0.125,0.061985236882518675,0.1521420804330425,100.0,1.0,1.0,1.0,1.0,0.0022013713924033855,0.8472514635842459,70.0,0.6875,0.8333333432674408,0.800000011920929,0.875,0.003893590283670316
