,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6476313927983104,0.6535568815585223,55.55555555555556,0.625,0.800000011920929,0.75,0.875,0.6041775964843775,63.63636363636363,0.5,0.7846153974533081,0.6458333432674408,1.0,0.8092675464623299,0.7029486116857027,54.54545454545454,0.34375,0.0,0.0,0.0,0.9792763909739992,0.6927647318713416,50.0,0.6,0.6573426723480225,0.5,1.0,0.689450523271702,0.7001916861182255,50.0,0.4375,0.0,0.0,0.0,0.6946612091968607,0.6894824763723353,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.6896470968749221,0.47302636318914737,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.4164518102328733,0.6999508435691305,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6368086145666269,0.8261816487085223,50.0,0.40625,0.1666666716337204,0.25,0.125,0.6806596044025642,1.0031726834492805,57.89473684210527,0.6611111111111111,0.6135531266530355,0.5083333353201548,0.8333333333333334,0.21296727746933977,0.8065372158299304,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.8449094973258375,0.419343090210604,80.0,0.75,0.4615384638309479,0.4285714328289032,0.5,0.28909307569623505,0.6547910040425284,60.0,0.53125,0.8333333432674408,0.75,1.0,0.4947786328075897
10,0.5672726745655435,0.6668923167613668,66.66666666666666,0.5166666666666666,0.3333333432674408,0.375,0.30000001192092896,0.6528365120433971,54.54545454545454,0.875,0.5833333432674408,0.75,0.6666666716337204,0.6779609033586566,0.8035468520181781,54.54545454545454,0.78125,0.0,0.0,0.0,0.35260521457639893,0.7033189136801001,50.0,0.34375,0.6666666865348816,0.5,1.0,0.6949183505457805,0.7105849708335761,50.0,0.4375,0.0,0.0,0.0,0.6027433975518742,0.6346508358250412,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.6698778685267499,0.4833492276810183,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.026928251740519982,1.2762422269147211,28.57142857142857,0.3,0.444444477558136,0.2857142984867096,1.0,0.7692786895924153,1.0002712533355607,30.0,0.3,0.1428571343421936,0.125,0.1666666716337204,0.2949275562154766,0.8018130995676523,73.68421052631578,0.8125,0.7738095124562582,0.8055555621782938,0.75,0.11512739115071279,0.8084306865192474,60.0,0.5166666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.4701742440629012,0.30348019223338385,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.5139477816890279,0.668942431608668,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.4129097432377872
11,1.2114665877547621,0.6594073961940542,55.55555555555556,0.59375,0.800000011920929,0.75,0.875,0.7854110961286012,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.5876028894660764,0.7129691451631179,54.54545454545454,0.40625,0.0,0.0,0.0,0.6138971030532157,0.6929132407636028,50.0,0.5333333333333333,0.6573426723480225,0.5,1.0,0.6921575766293977,0.8098450161887364,50.0,0.375,0.0,0.0,0.0,0.691398789122714,0.5888895869209787,62.5,0.8,0.7692307829856873,0.625,1.0,0.688481788553292,0.6341866558544499,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.03931267119350352,0.592885868763542,71.42857142857143,0.6,0.0,0.0,0.0,0.6120331723613052,1.1102435120559018,30.0,0.5416666666666667,0.1428571492433548,0.10000000149011612,0.25,1.0225079442147802,0.8702900653950237,78.94736842105263,0.7777777777777778,0.5299145380655924,0.4523809552192688,0.6666666666666666,0.2769910109816443,0.7420131475732259,40.0,0.41666666666666663,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6131600229980957,0.882869561357255,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.24928945629123114,0.9262938731976635,60.0,0.36666666666666664,0.7179487347602844,0.5625,1.0,0.6725550038906093
12,0.4201757543733174,0.6951624479101928,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.6364706182628256,54.54545454545454,0.6166666666666667,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.837281369307297,1.0159203255166325,54.54545454545454,0.5833333333333333,0.0,0.0,0.0,0.29265930413769103,0.6890882886242862,50.0,0.5,0.5833333432674408,0.48571430146694183,0.7333333492279053,0.6934940773714022,0.6938409429978447,50.0,0.375,0.0,0.0,0.0,0.694263199093322,0.5577768372706645,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.7320968408666116,0.5437224224749806,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.016215003996839155,0.5953060837446665,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.41701942276567927,1.0540791879471922,60.0,0.6333333333333333,0.0,0.0,0.0,0.3966085419380665,1.2404229647401144,63.1578947368421,0.5833333333333334,0.3000000019868215,0.6666666666666666,0.1944444477558136,0.28036045275587823,0.7646873170869808,50.0,0.3125,0.6333333551883698,0.5,0.875,0.4462847944888073,0.35591354011083587,80.0,1.0,0.875,1.0,0.800000011920929,0.23515465382148032,1.2785141985077437,60.0,0.625,0.4285714328289032,0.375,0.5,1.0233318597384828
13,0.412096092984488,0.7510784093898266,55.55555555555556,0.71875,0.8333333432674408,0.75,1.0,0.6363407956180507,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,1.5694757359049687,0.8908753942962501,36.36363636363637,0.59375,0.0,0.0,0.0,0.5848790272070614,0.6927816952591805,50.0,0.59375,0.6666666865348816,0.5,1.0,0.6904446806539744,0.685776958890894,50.0,0.5625,0.0,0.0,0.0,0.7992967318706453,0.526284324786454,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5661397278988624,0.6055030145978105,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.37022716659701355,0.6289624046732992,71.42857142857143,0.6,0.6666666865348816,0.5,1.0,0.8742232310482585,1.2329379892022918,30.0,0.26666666666666666,0.1428571343421936,0.125,0.1666666716337204,0.46773076070474473,1.0230090146131166,68.42105263157895,0.6458333333333334,0.5333333412806193,0.5,0.5833333333333334,0.7840899660777235,0.9470228167423785,40.0,0.5166666666666666,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.657815030556366,0.25278888494482804,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.23275433489481082,0.6508361998526544,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.6028903358787169
14,1.1688722133050138,1.186778692083464,44.44444444444444,0.40625,0.0,0.0,0.0,0.5927669646250852,72.72727272727273,0.8333333333333333,0.761904776096344,0.625,1.0,1.2530425442565492,1.1121038630126163,54.54545454545454,0.6666666666666666,0.0,0.0,0.0,0.48962820198173673,0.6927968729467737,50.0,0.5666666666666667,0.6573426723480225,0.5,1.0,0.6923624461432888,0.7512153628564031,50.0,0.625,0.0,0.0,0.0,0.5210411181529393,1.2196860745870874,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.508808998676183,0.7079399303665426,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.0473839401359431,0.6971011339305898,57.14285714285714,0.6,0.5714285969734192,0.4000000059604645,1.0,0.38905997287865446,1.4359063910133962,30.0,0.5833333333333333,0.1428571492433548,0.10000000149011612,0.25,0.12287224981962304,0.7487149436488988,84.21052631578947,0.6222222222222222,0.6000000238418579,0.600000003973643,0.600000003973643,0.15075920096684384,1.1833179227465582,40.0,0.3125,0.3333333432674408,0.25,0.5,0.3619365370139035,0.7872713534355901,70.0,0.75,0.8636363744735718,0.7857142984867096,1.0,0.23453579742532824,1.0429098366519705,60.0,0.5,0.7179487347602844,0.5625,1.0,0.27580164008665126
15,0.4260284199044493,1.0787493852869703,55.55555555555556,0.4375,0.20000000298023224,0.5,0.125,0.6487221102144428,63.63636363636363,0.7083333333333333,0.6785714328289032,0.5416666716337204,1.0,1.5455920988801466,1.5592757111042088,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,1.201980510655993,0.7132290499838541,50.0,0.6,0.6573426723480225,0.5,1.0,0.5717532017823312,0.7333449962617222,50.0,0.625,0.0,0.0,0.0,0.7402433714953462,0.6503899792147311,62.5,0.9333333333333333,0.7692307829856873,0.625,1.0,0.5608646836933208,0.7797176897392811,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.19054316123634693,0.4260649723871938,57.14285714285714,0.8,0.0,0.0,0.0,0.2555927765986964,1.4826795736772227,30.0,0.23333333333333334,0.1428571343421936,0.125,0.1666666716337204,0.23729911362001352,0.8962160982780332,73.68421052631578,0.7847222222222222,0.6333333353201548,1.0,0.527777781089147,0.01525001133767985,1.0140629733072206,50.0,0.71875,0.6333333551883698,0.5,0.875,0.3151546267776206,0.16164654335489553,90.0,1.0,0.9545454680919647,0.9166666567325592,1.0,0.4035773952887734,0.9619491439169192,60.0,0.4666666666666667,0.7179487347602844,0.5625,1.0,0.37099266097552286
16,0.3400624172395449,1.0429287149224284,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.544539705718485,63.63636363636363,0.6666666666666667,0.4000000059604645,0.5,0.3333333432674408,0.27084587690989737,1.2272754332478437,54.54545454545454,0.2,0.0,0.0,0.0,0.4915445258336771,0.6923042418198371,56.25,0.4666666666666667,0.6846153736114502,0.5267857164144516,1.0,0.6987680064286489,0.6738006286700059,50.0,0.625,0.0,0.0,0.0,0.6135285408435994,0.529388170677402,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.4085663912311809,0.36068910075621247,83.33333333333334,0.8888888888888888,0.8571428656578064,0.75,1.0,0.010755288176058204,0.3939720237085374,71.42857142857143,0.8,0.5,0.5,0.5,0.35313885242988186,1.6233856063044179,30.0,0.375,0.125,0.125,0.125,0.08801877128664513,1.5549673433689906,63.1578947368421,0.8333333333333334,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.020303987516823652,0.8991521749510861,50.0,0.65625,0.722222238779068,0.7000000029802322,0.75,0.5180237902309545,0.3997721445000596,80.0,0.75,0.761904776096344,1.0,0.625,0.15368688121965607,0.6853445566253966,70.0,0.5,0.7500000298023224,0.6071428656578064,1.0,0.12309828715019537
17,0.7808902546139294,0.9873565381299296,44.44444444444444,0.53125,0.7727272510528564,0.7142857164144516,0.875,1.2506063282470623,63.63636363636363,0.65,0.7846153974533081,0.6458333432674408,1.0,1.0317351781461532,1.2503654998986813,45.45454545454545,0.3125,0.1428571343421936,0.1666666716337204,0.125,0.3073425675494096,0.6946009049376543,50.0,0.625,0.6285714358091354,0.5,1.0,0.594885176273481,0.8509615241970534,50.0,0.5625,0.0,0.0,0.0,0.535514511371361,0.5247371518404418,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.4838501247772884,1.8707137586422304,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.0006002810286542882,1.0509730717908312,28.57142857142857,0.3,0.444444477558136,0.2857142984867096,1.0,1.0926605269675096,1.650328957419807,40.0,0.375,0.125,0.125,0.125,0.21770248784391952,1.9771399807923504,42.10526315789473,0.6597222222222222,0.622222234805425,0.4841269950071971,0.8888888955116272,0.50923199381641,1.3238477187654056,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.27162521304428955,0.4488412017009519,80.0,1.0,0.7878788113594055,0.6666666567325592,1.0,0.4274882289874119,0.684016575377629,70.0,0.9333333333333333,0.7500000298023224,0.6071428656578064,1.0,0.1563369219428635
18,0.027168137997041104,0.9704428497071415,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.840985312799064,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.5972405794565061,1.1042036648647757,54.54545454545454,0.06666666666666667,0.25,0.25,0.25,0.3676550442732013,0.6726406808042857,50.0,0.6333333333333333,0.6573426723480225,0.5,1.0,0.6830858753903847,0.6399743894919924,50.0,0.75,0.0,0.0,0.0,0.5704983929521494,0.9533864491105046,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.22451632985819672,4.1974754466509685,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.05922417307534408,1.0538066537421815,57.14285714285714,0.8,0.5714285969734192,0.4000000059604645,1.0,0.40100775327514293,2.90627785383491,40.0,0.2,0.6060606241226196,0.4375,1.0,0.0411282654678735,2.6891460875655837,42.10526315789473,0.45555555555555555,0.648484855890274,0.5535714328289032,0.8888888955116272,0.16420789410831763,1.427508898323237,40.0,0.25,0.6060605943202972,0.4642857164144516,0.875,0.4233680164285642,1.9557000653614414,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.9741494381725307,0.519168126730768,80.0,0.43333333333333335,0.4545454680919647,0.4166666567325592,0.5,0.15265287078105969
