,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.293729696106001,0.11056326774271975,46.15384615384615,0.08768903280287424,37.5,0.687421751430389
1,0.619378399280421,0.10803529221839184,46.15384615384615,0.10256042495256291,37.5,0.8322484112806149
2,0.7168628820424923,0.10751982349743847,46.15384615384615,0.0884842967699805,37.5,0.632238661110803
3,0.8207123104862267,0.10613054069420665,46.15384615384615,0.08642720584352487,37.5,0.5807138550266835
4,0.8363523319331048,0.11818166584986814,46.15384615384615,0.09316022428999096,50.0,0.38697466951184056
5,0.37408038359215795,0.17443881738079858,46.15384615384615,0.10535755910888926,37.5,0.732410235381847
6,0.35832261290695383,0.10357133684953092,61.53846153846154,0.09253611556795835,62.5,1.2368702163179517
7,0.6042462811672826,0.10219833563287703,69.23076923076923,0.07854089557789223,75.0,0.44776861332898377
8,0.40783666361342,0.09343468730130025,69.23076923076923,0.13354013956646327,37.5,0.9596108783519689
9,0.17153073372610725,0.09429474438456,61.53846153846154,0.09927781398033263,25.0,0.49898435866476887
10,0.3796162014879898,0.08983476416882905,61.53846153846154,0.10054889562303188,37.5,0.2165356524428258
11,0.10406339554129644,0.08487525217967294,76.92307692307693,0.0792920379085958,75.0,1.0133871098579272
12,0.23423742333616662,0.1378991044704319,69.23076923076923,0.0716220159887578,75.0,0.38297490024723224
13,0.021037806242454705,0.09207876382991255,84.61538461538461,0.09147712115612552,62.5,0.1290363309597379
14,0.10561237218809817,0.07518570790757038,84.61538461538461,0.08781832477495331,37.5,0.28819523017172366
15,0.1267194224094819,0.08256561008707065,84.61538461538461,0.11759653948876753,50.0,0.724564176863125
16,0.005532966289833588,0.1739086705631022,61.53846153846154,0.12347837043038276,25.0,0.0861005589629865
17,0.004326628205988657,0.11889440242681196,61.53846153846154,0.2840835364662457,37.5,0.10722321368089632
18,0.0015610425996631352,0.18368530368966937,69.23076923076923,0.07772911473189939,50.0,0.21541023387838143
19,0.05426248706883683,0.07183265765528753,92.3076923076923,0.10395817030103746,75.0,0.13556969117942838
20,0.0007464279072279534,0.16487618075045873,69.23076923076923,0.09740960606054973,50.0,0.08378919074470188
21,0.2334657445320594,0.10678606853716274,84.61538461538461,0.06833470329391803,75.0,0.014572971662347967
22,0.0013458542885688787,0.07175236297336912,92.3076923076923,0.08472062605940686,62.5,0.005502006738067214
23,0.000983437499480718,0.09851143160819445,84.61538461538461,0.08992659808931805,62.5,0.022044916323541674
24,0.006961174248646962,0.15839545872756566,92.3076923076923,0.07163810371814071,62.5,0.24457997549570795
25,0.00021078663724658888,0.15452488741364484,76.92307692307693,0.14324941923908185,50.0,0.010948364170014045
26,0.00011867795681281384,0.1625148005474551,84.61538461538461,0.09881749160331468,25.0,0.3862662181165595
27,0.04334024502433933,0.13723566246376387,84.61538461538461,0.08021469756196649,75.0,0.126976416329169
28,0.0010379733171217054,0.13559064304715235,76.92307692307693,0.11178404196916421,37.5,0.002777370333589433
29,0.00046105375816965196,0.1353764706395038,84.61538461538461,0.08732603873464453,75.0,0.3059250817539257
30,8.907325592530497e-05,0.12598962898539667,92.3076923076923,0.12633367624807867,62.5,0.11909171379509671
31,0.0004751632870710636,0.16481241091468124,84.61538461538461,0.14540156322377865,50.0,0.149151087677967
32,0.002966480506428211,0.16867217475037494,76.92307692307693,0.16233972013334746,50.0,0.0008399773276146627
33,0.0007734538045455994,0.20657662702682833,92.3076923076923,0.0816532721934266,75.0,0.006654404203093679
34,0.0001134737366529216,0.12133985081993652,84.61538461538461,0.10268393438604453,50.0,0.19848891374366406
35,8.07202707709942e-05,0.2038969030465853,84.61538461538461,0.08051616055455005,62.5,0.0012811488069955992
36,0.00013395661202896585,0.2415143568331521,76.92307692307693,0.09180914122508509,50.0,0.002449908086178691
37,0.00012534358510841241,0.21620764550419655,76.92307692307693,0.08105962871646288,62.5,0.0015603362033726998
38,4.276765377972272e-06,0.16056562171206307,76.92307692307693,0.06721542992188748,75.0,0.001787327432422382
39,0.0012888697213547615,0.17108072914881958,76.92307692307693,0.061778147243911695,62.5,0.02850535828516236
40,9.860863777058912e-05,0.13650898007204113,92.3076923076923,0.08102744956925954,75.0,0.0006321143301790284
41,0.029838247962208003,0.24271278551489844,69.23076923076923,0.13372411280533741,50.0,0.0008917356940372655
42,0.0079776943122379,0.2498666206983253,84.61538461538461,0.05486940174675585,87.5,0.0014695269605080753
43,0.0011064844724775554,0.21962689786034068,76.92307692307693,0.13644526821840375,50.0,0.0006691578259784202
44,3.0746952855738777e-05,0.15692472290957865,92.3076923076923,0.07361407297815126,75.0,0.0008033101269480187
45,5.302643951345972e-06,0.15218594475617017,92.3076923076923,0.06637916439419435,75.0,0.000236279363050648
46,3.6092912396967697e-06,0.24250861720521721,76.92307692307693,0.06623164218998959,62.5,0.0010369004318360455
47,0.00010571520286024634,0.2366406820535383,76.92307692307693,0.06222388646746758,75.0,0.00019255297934161626
48,8.036637542937994e-05,0.24295586123546886,76.92307692307693,0.059910835364939276,75.0,0.00014917849847834356
49,7.52036747524799e-05,0.1561221036069106,76.92307692307693,0.05886696294843977,75.0,0.0003608471383451219
50,9.600176873748917e-05,0.15603096239417136,76.92307692307693,0.05747703685283922,75.0,0.00013732372647292556
51,5.187930055376355e-06,0.24244070251300817,76.92307692307693,0.05641226754059385,75.0,0.0001438606154571306
52,9.28218555277872e-06,0.1628118503169042,76.92307692307693,0.05570804396352143,75.0,0.00030551720701513853
53,1.818226904721327e-05,0.24266852077525905,76.92307692307693,0.055542785802003766,75.0,7.265054104214941e-05
54,6.689732578641141e-06,0.15693801397733492,76.92307692307693,0.055135342705070964,75.0,7.889557656824457e-05
55,3.200501111196716e-05,0.24284592289470167,76.92307692307693,0.054141617053940605,75.0,0.00016310458752615798
56,4.6730076688001084e-05,0.24262667147754133,76.92307692307693,0.05328319320474076,75.0,0.0001986275118128294
57,0.00016215293746590781,0.2360135147454299,76.92307692307693,0.052537579954246,75.0,0.00025894952310704424
58,3.1417875088037645e-06,0.17194984928843543,76.92307692307693,0.05222367083756259,75.0,0.00010352766320688909
