,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,47.107971400177696,38.45853675924852,0.0,0.0,0.0,0.0,0.0,36.755445963429736,0.0,0.0,0.0,0.0,0.0,7.526153609897585,106.78289981531726,0.0,0.0,0.0,0.0,0.0,108.39779766391639,67.64221579106818,0.0,0.0,0.0,0.0,0.0,81.58582085175213,23.776347595037457,0.0,0.0,0.0,0.0,0.0,145.29314387266197,348.78706094219774,0.0,0.0,0.0,0.0,0.0,9.650203181531863,211.5731900794964,0.0,0.0,0.0,0.0,0.0,5.627993825006276,1040.5781542096593,0.0,0.0,0.0,0.0,0.0,533.5587561706374,586.4684293434709,0.0,0.0,0.0,0.0,0.0,522.5946617871006,683.6785864169292,0.0,0.0,0.0,0.0,0.0,1963.2918509215576,419.4747917520032,0.0,0.0,0.0,0.0,0.0,388.1458892492177,68.34013285584639,0.0,0.0,0.0,0.0,0.0,17.67566069202377,175.83724458986103,0.0,0.0,0.0,0.0,0.0,25.071768799916605,4074.064891981907,0.0,0.0,0.0,0.0,0.0,3737.1460887481944,1896.6728643824383,0.0,0.0,0.0,0.0,0.0,2971.201029599696,1966.2254842044701,0.0,0.0,0.0,0.0,0.0,1561.3566809450667,184.3594399167428,0.0,0.0,0.0,0.0,0.0,445.88968208637397
1,77.28870653386976,17.616143150959463,0.0,0.0,0.0,0.0,0.0,9.466626861841279,0.0,0.0,0.0,0.0,0.0,3.661612380698378,67.54722633098531,0.0,0.0,0.0,0.0,0.0,56.05853581534585,8.52024180721626,0.0,0.0,0.0,0.0,0.0,15.590751580683207,32.23235616537485,0.0,0.0,0.0,0.0,0.0,89.14613059834029,349.3505482351987,0.0,0.0,0.0,0.0,0.0,423.4473255918896,182.6135881338796,0.0,0.0,0.0,0.0,0.0,145.3003131901679,1038.3224207714113,0.0,0.0,0.0,0.0,0.0,532.4518790220125,306.81291517484516,0.0,0.0,0.0,0.0,0.0,86.5604731166275,684.3743481713259,0.0,0.0,0.0,0.0,0.0,1575.0592665108338,419.4386525390528,0.0,0.0,0.0,0.0,0.0,1036.47964379119,120.28058595632527,0.0,0.0,0.0,0.0,0.0,16.11717881521746,129.7569947770029,0.0,0.0,0.0,0.0,0.0,64.17634754440247,3186.3785904567735,0.0,0.0,0.0,0.0,0.0,3320.61201288347,1303.306093786749,0.0,0.0,0.0,0.0,0.0,834.7238855887975,1640.8008497661522,0.0,0.0,0.0,0.0,0.0,1685.3462530234683,92.33612152257484,0.0,0.0,0.0,0.0,0.0,58.65084969468606
2,13.541628046855053,10.69525912743414,0.0,0.0,0.0,0.0,0.0,31.035818371766528,0.0,0.0,0.0,0.0,0.0,10.213814365551931,25.73026435967163,0.0,0.0,0.0,0.0,0.0,21.444800463348656,9.176127706942143,0.0,0.0,0.0,0.0,0.0,15.223523093422157,17.43992616522845,0.0,0.0,0.0,0.0,0.0,54.735308956801745,337.4843618402147,0.0,0.0,0.0,0.0,0.0,350.86469350793203,192.99074027426911,0.0,0.0,0.0,0.0,0.0,154.1741178786128,1036.2479758220986,0.0,0.0,0.0,0.0,0.0,1090.5164066547748,128.64278564990957,0.0,0.0,0.0,0.0,0.0,86.91555168116099,669.0182678191121,0.0,0.0,0.0,0.0,0.0,1739.545387411077,418.7309828620981,0.0,0.0,0.0,0.0,0.0,886.4592465906692,76.21645295961892,0.0,0.0,0.0,0.0,0.0,68.73430678090327,107.54861217676759,0.0,0.0,0.0,0.0,0.0,69.70063678989807,2121.1150288983263,0.0,0.0,0.0,0.0,0.0,3058.776649198102,714.2303637429959,0.0,0.0,0.0,0.0,0.0,633.0273384806549,1236.8196602585376,0.0,0.0,0.0,0.0,0.0,1470.958864843954,74.95456761102173,0.0,0.0,0.0,0.0,0.0,170.26338251276616
3,6.093006016681211,8.202506871491247,0.0,0.0,0.0,0.0,0.0,8.848891036836562,0.0,0.0,0.0,0.0,0.0,3.1771754152964,5.039453931197489,0.0,0.0,0.0,0.0,0.0,5.900420307912445,12.44847932042459,0.0,0.0,0.0,0.0,0.0,7.723394784107356,12.151548074348389,0.0,0.0,0.0,0.0,0.0,10.603644206737343,272.85279743022323,0.0,0.0,0.0,0.0,0.0,74.00817807173449,116.85938914373307,0.0,0.0,0.0,0.0,0.0,211.8485894928617,866.4597646266715,0.0,0.0,0.0,0.0,0.0,366.75189748803047,97.1154952569583,0.0,0.0,0.0,0.0,0.0,159.87116158552152,427.76517283669097,0.0,0.0,0.0,0.0,0.0,1568.4894999138637,343.9987182125538,0.0,0.0,0.0,0.0,0.0,350.18769465336493,37.198984267471275,0.0,0.0,0.0,0.0,0.0,9.902896853853589,82.11208139831405,0.0,0.0,0.0,0.0,0.0,209.47236330544712,1483.7748583587913,0.0,0.0,0.0,0.0,0.0,1739.7571935697654,310.07526688513036,0.0,0.0,0.0,0.0,0.0,73.92414853855401,721.5760697054875,0.0,0.0,0.0,0.0,0.0,1052.2464471146982,150.04309835452983,0.0,0.0,0.0,0.0,0.0,110.3040018511103
4,14.005554852871654,6.3135371596444845,0.0,0.0,0.0,0.0,0.0,3.870061339854513,0.0,0.0,0.0,0.0,0.0,1.590166337028467,8.620610711887478,0.0,0.0,0.0,0.0,0.0,8.968604404191248,3.285457917424727,0.0,0.0,0.0,0.0,0.0,1.773132027376096,37.6119971999966,0.0,0.0,0.0,0.0,0.0,45.29299275001403,270.36070840800926,0.0,0.0,0.0,0.0,0.0,55.44814147673907,106.86383073969182,0.0,0.0,0.0,0.0,0.0,181.64464499559045,702.5666981382122,0.0,0.0,0.0,0.0,0.0,1571.7091050320266,69.93830862255827,0.0,0.0,0.0,0.0,0.0,76.95137272140875,209.7543590910749,0.0,0.0,0.0,0.0,0.0,621.7791142819484,128.91057448235685,0.0,0.0,0.0,0.0,0.0,372.67484491031234,52.13516312182369,0.0,0.0,0.0,0.0,0.0,35.426933103410924,79.09479312859766,0.0,0.0,0.0,0.0,0.0,30.01518963593479,944.774309773659,0.0,0.0,0.0,0.0,0.0,1146.8567866858257,101.75808768870914,0.0,0.0,0.0,0.0,0.0,130.33652875337378,235.47227124503243,0.0,0.0,0.0,0.0,0.0,267.98307310393545,96.78831107937789,0.0,0.0,0.0,0.0,0.0,99.27322592640704
5,6.161744687773802,8.882836668439529,0.0,0.0,0.0,0.0,0.0,9.232548225045809,0.0,0.0,0.0,0.0,0.0,2.6708113143555425,4.199746464884037,0.0,0.0,0.0,0.0,0.0,3.8133768581605465,1.5352882067182132,0.0,0.0,0.0,0.0,0.0,4.568459412534059,19.502384456776532,0.0,0.0,0.0,0.0,0.0,37.57062331914843,253.29715882976518,0.0,0.0,0.0,0.0,0.0,47.85590121679785,63.82598588683816,0.0,0.0,0.0,0.0,0.0,9.381898022823123,475.7494104003724,0.0,0.0,0.0,0.0,0.0,182.59681681483184,60.07413121042897,0.0,0.0,0.0,0.0,0.0,126.55983257486415,260.8893124023504,0.0,0.0,0.0,0.0,0.0,403.71898400135734,15.603759130994415,0.0,0.0,0.0,0.0,0.0,238.2389282401371,20.17083880490397,0.0,0.0,0.0,0.0,0.0,22.592347999491448,66.68503996281514,0.0,0.0,0.0,0.0,0.0,96.65373035154438,602.7157705334428,0.0,0.0,0.0,0.0,0.0,673.4359414229242,90.81657443835886,0.0,0.0,0.0,0.0,0.0,56.01335155728283,179.93769445343477,0.0,0.0,0.0,0.0,0.0,80.04459873865981,47.56981439895505,0.0,0.0,0.0,0.0,0.0,77.42535768238638
6,32.45311150892892,5.461151315351893,0.0,0.0,0.0,0.0,0.0,4.36883601565442,0.0,0.0,0.0,0.0,0.0,1.2800556648053376,4.142845050092668,0.0,0.0,0.0,0.0,0.0,2.1318730413096305,5.124168291230435,0.0,0.0,0.0,0.0,0.0,4.589920887671367,48.3713975631942,0.0,0.0,0.0,0.0,0.0,51.94114554371812,200.1531908730325,0.0,0.0,0.0,0.0,0.0,125.14401625712057,64.60800373583162,0.0,0.0,0.0,0.0,0.0,63.01603675123039,246.56043928133474,0.0,0.0,0.0,0.0,0.0,30.726802063480825,58.98528529055977,0.0,0.0,0.0,0.0,0.0,112.66079172398968,317.259597867026,0.0,0.0,0.0,0.0,0.0,356.1636189194097,70.58111392172141,0.0,0.0,0.0,0.0,0.0,333.216800727783,18.97301306777789,0.0,0.0,0.0,0.0,0.0,39.25833045931525,71.11237336066809,0.0,0.0,0.0,0.0,0.0,171.26356090366374,213.9322492808429,0.0,0.0,0.0,0.0,0.0,354.2504329781068,89.18226618445765,0.0,0.0,0.0,0.0,0.0,112.08043384276935,229.5588167587015,0.0,0.0,0.0,0.0,0.0,98.80350668202766,47.00579590875851,0.0,0.0,0.0,0.0,0.0,64.98100904581979
7,8.96483988025866,5.695547482613804,0.0,0.0,0.0,0.0,0.0,8.043643311705111,0.0,0.0,0.0,0.0,0.0,3.0096509997621532,3.815770192009955,0.0,0.0,0.0,0.0,0.0,1.9930947326411723,18.358020930916105,0.0,0.0,0.0,0.0,0.0,4.770387514614664,23.378047187756316,0.0,0.0,0.0,0.0,0.0,57.465470429232695,184.03282174911539,0.0,0.0,0.0,0.0,0.0,17.438737075679978,61.93934736043239,0.0,0.0,0.0,0.0,0.0,72.9386429661688,139.54849379832376,0.0,0.0,0.0,0.0,0.0,12.821661416096088,76.60188970874806,0.0,0.0,0.0,0.0,0.0,78.73010142980652,273.1779677375555,0.0,0.0,0.0,0.0,0.0,50.870073405951075,43.94062368058015,0.0,0.0,0.0,0.0,0.0,258.2220893931592,36.88466365506741,0.0,0.0,0.0,0.0,0.0,0.3998809682996794,65.90990921876872,0.0,0.0,0.0,0.0,0.0,150.96837706986497,182.5334961483608,0.0,0.0,0.0,0.0,0.0,274.49476415572906,82.61963462902328,0.0,0.0,0.0,0.0,0.0,44.24125496622116,219.99754709649164,0.0,0.0,0.0,0.0,0.0,93.77560274822977,44.11452335413884,0.0,0.0,0.0,0.0,0.0,30.314497557608327
8,5.444698973645658,6.237233893614647,0.0,0.0,0.0,0.0,0.0,7.839365717927672,0.0,0.0,0.0,0.0,0.0,0.5084448674915426,5.503748266621702,0.0,0.0,0.0,0.0,0.0,6.661126001194987,4.635794736489316,0.0,0.0,0.0,0.0,0.0,4.285176340121817,18.02004518391548,0.0,0.0,0.0,0.0,0.0,2.6396224705129336,178.2613760413326,0.0,0.0,0.0,0.0,0.0,17.82941666837065,56.954005168857265,0.0,0.0,0.0,0.0,0.0,91.7176414740772,103.78508318715832,0.0,0.0,0.0,0.0,0.0,6.80619646728863,87.36906604344072,0.0,0.0,0.0,0.0,0.0,43.23880843692044,258.73030340188075,0.0,0.0,0.0,0.0,0.0,208.3640937547472,50.851791784154805,0.0,0.0,0.0,0.0,0.0,128.47190506914728,21.332891963888834,0.0,0.0,0.0,0.0,0.0,20.836133289565307,73.48418212204267,0.0,0.0,0.0,0.0,0.0,89.09476685935398,155.14398279002026,0.0,0.0,0.0,0.0,0.0,91.8230246480054,84.43270740194103,0.0,0.0,0.0,0.0,0.0,68.94510794986499,149.4551834735902,0.0,0.0,0.0,0.0,0.0,61.59218092586046,30.23551740465594,0.0,0.0,0.0,0.0,0.0,42.34137032429014
