,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.696267075941406,0.6929470953781949,52.910052910052904,0.5762152777777777,0.0,0.0,0.0,0.6929279297236671,54.6875,0.7169270833333333,0.6776321046054363,0.5260416753590107,0.9875000007450581,0.6923298257610808,0.6559594437180568,68.75,0.3190476190476191,0.0,0.0,0.0,0.509514993998243,0.9228978071090437,38.88888888888889,0.6888888888888888,0.0,0.0,0.0,0.9052639934227256,0.6952472042473674,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.7180449706862643,0.6933410373752688,42.857142857142854,0.6444444444444444,0.6060606241226196,0.4375,1.0,0.6933500820753882,0.7201332793812154,20.0,0.0,0.0,0.0,0.0,0.7736343369621129,0.6497817224786613,62.5,0.4666666666666667,0.0,0.0,0.0,0.666258938359963,0.6929319609301412,63.793103448275865,0.5058333333333334,0.0,0.0,0.0,0.6933130409787055,0.8730995778257722,42.857142857142854,0.4317460317460317,0.0,0.0,0.0,0.9462926011549035
1,0.6951018166995271,0.6885568701896766,57.14285714285714,0.6150297619047619,0.2649801621834437,0.4583333333333333,0.21567460584143797,0.6598821570912105,54.6875,0.7119791666666668,0.1459821444004774,0.375,0.0922619067132473,0.568881695850049,0.8428987819247515,68.75,0.5208333333333333,0.0,0.0,0.0,0.2633755983286238,0.896157562200482,38.88888888888889,0.3125,0.0,0.0,0.0,0.653522916115009,0.6988068770649208,33.33333333333333,0.6785714285714286,0.222222238779068,0.5,0.1428571492433548,0.6921760895156268,0.8080510269748614,42.857142857142854,0.6222222222222222,0.6060606241226196,0.4375,1.0,0.6286045695126631,0.9072587971308161,10.0,0.25,0.0,0.0,0.0,0.6854362995190411,0.6853185372706542,50.0,0.4666666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7982338361798719,0.6900654958388693,64.65517241379311,0.4529365079365079,0.0,0.0,0.0,0.6913341788433016,0.7264466106811776,42.857142857142854,0.3763888888888889,0.0,0.0,0.0,0.7447995091598414
2,0.6960005088534602,0.6874301263277369,47.08994708994709,0.5580109126984126,0.6256241581092278,0.4729166676600774,1.0,0.5636805717603491,67.96875,0.771875,0.5841172859072685,0.6151041686534882,0.6183035764843225,0.5276306081016977,0.6134995467603882,71.875,0.6153273809523809,0.2916666716337204,0.5,0.2083333358168602,0.11018844951701753,0.7203894427498002,38.88888888888889,0.7023809523809524,0.0,0.0,0.0,0.5056011516953577,0.6924567175159579,77.77777777777779,0.5357142857142857,0.46666666865348816,0.4375,0.5,0.7198445918504932,0.6579587619351022,57.14285714285714,0.6875,0.3333333432674408,0.5,0.25,0.6923380406143775,0.7246013423616204,50.0,0.34375,0.7727272510528564,0.7142857164144516,0.875,0.7064842146207537,0.6557390798398722,62.5,0.5333333333333333,0.0,0.0,0.0,0.6667466875536195,0.6919027001303469,64.65517241379311,0.4338888888888889,0.0,0.0,0.0,0.6924364938210484,0.6680736681639085,57.14285714285714,0.5875,0.7452991505463918,0.6250000049670538,0.9666666686534882,0.7291451055008895
3,0.6932894496683444,0.6900537468000142,53.96825396825397,0.5341765873015872,0.025793650497992832,0.08333333333333333,0.015277778108914694,0.6119715744951565,72.65625,0.8125,0.6345238164067268,0.8281250018626451,0.5635416712611914,0.5405606894906824,0.6818481066415727,68.75,0.609375,0.1428571343421936,0.1666666716337204,0.125,0.5736578116079276,0.5952716784343832,77.77777777777779,0.9555555555555556,0.8518518805503845,0.9166666666666666,0.800000011920929,1.9517537249497896,0.6651809722818155,77.77777777777779,0.375,0.9285714328289032,0.875,1.0,0.6767045246801007,0.7281959025602587,64.28571428571429,0.48888888888888893,0.5666666775941849,0.6666666716337204,0.5000000149011612,0.6458443432693798,0.9914720291144465,10.0,0.25,0.0,0.0,0.0,0.7174930577707195,0.6801857886539069,50.0,0.8666666666666667,0.5999999642372131,0.4285714328289032,1.0,1.3968935234160134,0.691553668860298,64.65517241379311,0.4388888888888889,0.0,0.0,0.0,0.6938640682685014,0.6866460622921703,57.14285714285714,0.49652777777777773,0.6599511603514353,0.619047631820043,0.75,0.7184965920736571
4,0.6930953921340137,0.685304832080085,54.4973544973545,0.5915674603174602,0.2879088558256626,0.4131944452722867,0.24523809924721718,0.7861396506463109,57.8125,0.7710937500000001,0.28601191006600857,0.53125,0.21770833618938923,0.6216985987838503,0.5728487500484671,68.75,0.7083333333333334,0.2916666716337204,0.375,0.25,0.26031088534683533,0.6057931127806939,61.111111111111114,0.7222222222222222,0.5421245495478312,0.4583333333333333,0.6666666666666666,0.6531121358481029,0.7091088389503777,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6943239229667345,0.7118165560233286,50.0,0.17777777777777776,0.0,0.0,0.0,0.6643754888774992,0.9518999339547058,20.0,0.0,0.4444444626569748,0.375,0.6000000014901161,0.7854310630700821,1.1712455497192846,37.5,0.6,0.5454545617103577,0.375,1.0,0.7657994403363814,0.6891832869134406,64.65517241379311,0.4236111111111111,0.0,0.0,0.0,0.6936206787152104,0.6925027755707709,57.14285714285714,0.6194444444444444,0.7109557290871938,0.5694444477558136,0.9666666686534882,0.6925219361403945
5,0.6974468374654382,0.6956424350694212,56.613756613756614,0.5774305555555557,0.21481481939554214,0.3611111119389534,0.16597222350537777,0.8454822211497449,60.9375,0.8239583333333333,0.3055059537291527,0.65625,0.20729167014360428,1.1026064357940195,0.7041759503868423,71.875,0.6333333333333334,0.2916666716337204,0.5,0.2083333358168602,0.38473294915210826,0.695860120658547,44.44444444444444,0.8666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7327825080009409,0.6562018610159858,77.77777777777779,0.5,0.9285714328289032,0.875,1.0,0.7335759353802508,0.6850488090175312,50.0,0.53125,0.36666667461395264,0.4166666716337204,0.375,0.5698508964308489,0.8839795975062911,10.0,0.25,0.0,0.0,0.0,0.733789362682433,0.5765141107967146,62.5,0.8666666666666667,0.0,0.0,0.0,1.1394651809064602,0.6476386675502244,64.65517241379311,0.43583333333333335,0.0,0.0,0.0,0.541398447031363,0.7197180548591151,42.857142857142854,0.7100198412698413,0.0,0.0,0.0,0.7128101343147255
6,0.6925984544857071,0.6878257707873944,55.55555555555556,0.5953124999999999,0.35902777562538785,0.555555559694767,0.29583333618938923,0.6604874759794336,68.75,0.8155505952380953,0.579910721629858,0.8541666679084301,0.48392857890576124,0.27183155371033724,0.608990309468446,75.0,0.6114583333333333,0.3142857179045677,0.375,0.2708333358168602,0.3212627145526669,0.5259367821158231,83.33333333333334,0.9111111111111111,0.9090909163157145,0.8888888955116272,0.9333333373069763,0.9539861664722848,0.6935315458406053,33.33333333333333,0.75,0.1428571492433548,0.5,0.0833333358168602,0.6943170319860675,0.6963835752040249,64.28571428571429,0.625,0.533333346247673,0.6666666716337204,0.5,0.5139533538247736,1.0322970487206362,10.0,0.0,0.111111119389534,0.125,0.10000000149011612,0.6807661464675367,0.7088839082378557,50.0,0.9333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.553585029371206,0.6884804475451275,64.65517241379311,0.44317460317460317,0.0,0.0,0.0,0.7002251689157848,0.6953729880830487,57.14285714285714,0.40069444444444446,0.6720538934071859,0.5785714437564214,0.8166666726271311,0.575986230169768
7,0.6899713854446257,0.6866589122055443,52.38095238095239,0.5966517857142857,0.4318602780501048,0.49007936877508956,0.46111111529171467,0.5628100756590896,70.3125,0.8343005952380952,0.6819128971546888,0.7291666753590107,0.7071428652852774,0.48924649599859277,0.584951409692996,78.125,0.7447916666666666,0.5803571343421936,0.5625,0.6041666716337204,0.42624581870543077,0.5673401797348413,77.77777777777779,0.7333333333333334,0.8222222328186035,1.0,0.7222222288449606,0.45868931358727955,0.693525462396649,33.33333333333333,0.5416666666666667,0.5,0.5,0.5,0.6804781255382569,0.6839422890575789,50.0,0.5,0.4523809403181076,0.4166666716337204,0.5000000149011612,0.5373008071804329,0.7811759693853203,50.0,0.375,0.6666666865348816,0.75,0.75,0.8202445244266395,0.7809342713049425,37.5,0.9333333333333333,0.5454545617103577,0.375,1.0,0.6916599261420591,0.6670142855244479,64.65517241379311,0.46015873015873016,0.0,0.0,0.0,0.6351380765736477,0.6917082463949941,59.523809523809526,0.6750000000000002,0.733670045932134,0.6517857164144516,0.9791666666666666,0.636209445416553
8,0.7016371973378679,0.6961781390785713,57.14285714285714,0.5811011904761905,0.3679022416472435,0.5138888930281004,0.30019841715693474,0.6264350580208554,70.3125,0.8130208333333333,0.6127976253628731,0.7562500014901161,0.565476194024086,0.45274133884634243,0.7093282255638182,71.875,0.79375,0.5791666731238365,0.5208333432674408,0.7291666716337204,0.3913497034178393,0.3902890101315897,83.33333333333334,0.7680555555555556,0.8690476218859354,1.0,0.7833333412806193,0.3404274573522927,1.5144303693354573,22.22222222222222,0.5,0.0,0.0,0.0,0.4788396944405034,0.8723033397903348,42.857142857142854,0.6333333333333333,0.4761904776096344,0.375,0.6666666716337204,0.5029802708299321,1.2217907803789494,60.0,0.25,0.8333333432674408,0.75,1.0,0.6605278985385084,0.6177419836705175,62.5,0.8,0.0,0.0,0.0,0.8162958537727735,0.7326394291957923,64.65517241379311,0.4152777777777778,0.0,0.0,0.0,0.4167680954362576,1.0411571745597588,42.857142857142854,0.4798611111111111,0.0,0.0,0.0,0.5534112689467998
