,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,835.9904837035182,242.216971500693,0.0,0.0,0.0,0.0,0.0
1,1142.2835196848014,190.62507134280008,0.0,0.0,0.0,0.0,0.0
2,548.477397077166,118.1535288203899,0.0,0.0,0.0,0.0,0.0
3,216.34614188293486,60.37974440634449,0.0,0.0,0.0,0.0,0.0
4,283.716614463608,37.10359682227236,0.0,0.0,0.0,0.0,0.0
5,364.15080008812066,35.982485742941,0.0,0.0,0.0,0.0,0.0
6,255.32349526395046,47.20935807858575,0.0,0.0,0.0,0.0,0.0
7,186.68407928023655,60.52951084205558,0.0,0.0,0.0,0.0,0.0
8,274.3456460099679,68.536727775779,0.0,0.0,0.0,0.0,0.0
9,280.7889477321324,67.51589048417434,0.0,0.0,0.0,0.0,0.0
10,395.49103084344176,69.84197325812575,0.0,0.0,0.0,0.0,0.0
11,308.97981059611374,63.53936891701322,0.0,0.0,0.0,0.0,0.0
12,182.15243069889834,53.92625812445109,0.0,0.0,0.0,0.0,0.0
13,148.2195117966995,49.38023857778802,0.0,0.0,0.0,0.0,0.0
14,157.81487837677767,50.893031511774524,0.0,0.0,0.0,0.0,0.0
15,108.24874781460257,62.20736987649458,0.0,0.0,0.0,0.0,0.0
16,162.67355814963815,49.081395528097204,0.0,0.0,0.0,0.0,0.0
17,95.19564380697105,45.93458988786579,0.0,0.0,0.0,0.0,0.0
18,209.14290627462762,45.30469666400842,0.0,0.0,0.0,0.0,0.0
19,77.75795486009004,40.41487127877242,0.0,0.0,0.0,0.0,0.0
20,59.843753043616005,45.73678204049156,0.0,0.0,0.0,0.0,0.0
21,112.96447991183997,44.502810922817595,0.0,0.0,0.0,0.0,0.0
22,65.68609323641364,33.25077172589256,0.0,0.0,0.0,0.0,0.0
23,10.088362183545058,36.39874353555048,0.0,0.0,0.0,0.0,0.0
24,16.607159269185825,38.49222204780989,0.0,0.0,0.0,0.0,0.0
25,14.088194182449156,35.422745011601904,0.0,0.0,0.0,0.0,0.0
26,13.253704756713375,36.017725310284,0.0,0.0,0.0,0.0,0.0
27,16.223796360837834,47.22354612839486,0.0,0.0,0.0,0.0,0.0
28,9.790122847210272,35.24441431380203,0.0,0.0,0.0,0.0,0.0
29,16.03258570174985,50.729879091248506,0.0,0.0,0.0,0.0,0.0
30,3.3114845708802467,36.99779563005747,0.0,0.0,0.0,0.0,0.0
31,6.916172318341169,35.28316047777743,0.0,0.0,0.0,0.0,0.0
32,6.604237362435989,44.886439737028724,0.0,0.0,0.0,0.0,0.0
33,3.0589801883551044,32.23467575750698,0.0,0.0,0.0,0.0,0.0
34,2.824963521167191,40.67636178369588,0.0,0.0,0.0,0.0,0.0
35,0.4789498462492999,35.19242600549878,0.0,0.0,0.0,0.0,0.0
36,0.48197130967948837,35.31389513147341,0.0,0.0,0.0,0.0,0.0
37,0.49481038267411565,33.98201573462981,0.0,0.0,0.0,0.0,0.0
38,1.6424553997161415,31.42124566834239,0.0,0.0,0.0,0.0,0.0
39,2.33241701553877,36.127274867414776,0.0,0.0,0.0,0.0,0.0
40,4.058646159761381,34.00844562241642,0.0,0.0,0.0,0.0,0.0
41,6.017330109555202,38.33688562231003,0.0,0.0,0.0,0.0,0.0
42,2.6610458639672943,33.14891718827136,0.0,0.0,0.0,0.0,0.0
43,3.0566630071945236,36.97209253881435,0.0,0.0,0.0,0.0,0.0
44,6.739535628076288,32.596949294211505,0.0,0.0,0.0,0.0,0.0
45,0.8702321117401649,35.009508255862556,0.0,0.0,0.0,0.0,0.0
46,0.7732497381494727,34.996914316283345,0.0,0.0,0.0,0.0,0.0
47,1.0133789585012714,33.87386451410982,0.0,0.0,0.0,0.0,0.0
48,0.38015776845896465,37.158123352196476,0.0,0.0,0.0,0.0,0.0
49,10.920901395216333,29.00978070118809,0.0,0.0,0.0,0.0,0.0
50,2.21925082370108,41.883062276328204,0.0,0.0,0.0,0.0,0.0
51,15.74025355936911,42.596806396533346,0.0,0.0,0.0,0.0,0.0
52,2.844408252156905,38.605394027179045,0.0,0.0,0.0,0.0,0.0
53,0.18911592158802043,37.04363905580062,0.0,0.0,0.0,0.0,0.0
54,4.267074813914128,33.52304051569875,0.0,0.0,0.0,0.0,0.0
55,3.645410675533324,31.175085693125787,0.0,0.0,0.0,0.0,0.0
56,10.146523582215382,40.9111164212734,0.0,0.0,0.0,0.0,0.0
57,0.9597634198471693,30.104698577912064,0.0,0.0,0.0,0.0,0.0
58,1.9949175647473247,34.420010284393996,0.0,0.0,0.0,0.0,0.0
59,7.828546475036708,36.39947381197189,0.0,0.0,0.0,0.0,0.0
60,1.058535523039721,30.10896051180714,0.0,0.0,0.0,0.0,0.0
61,1.3117223825407867,36.25809696221917,0.0,0.0,0.0,0.0,0.0
62,7.513350400097605,31.711359419405266,0.0,0.0,0.0,0.0,0.0
63,18.72725387851565,45.98797908949593,0.0,0.0,0.0,0.0,0.0
64,1.0453441214110029,33.370531294378196,0.0,0.0,0.0,0.0,0.0
65,0.26158729736753666,32.95178233992228,0.0,0.0,0.0,0.0,0.0
66,1.8783903064462877,37.38579993827376,0.0,0.0,0.0,0.0,0.0
67,12.910848987816731,29.091143810187376,0.0,0.0,0.0,0.0,0.0
68,3.3686244469170386,42.33628244610993,0.0,0.0,0.0,0.0,0.0
69,1.6959846859948209,31.73729513180971,0.0,0.0,0.0,0.0,0.0
70,3.7777064565153475,35.55429804744277,0.0,0.0,0.0,0.0,0.0
71,2.0990405116636004,36.327104310430414,0.0,0.0,0.0,0.0,0.0
72,5.054806460534912,31.696972335780124,0.0,0.0,0.0,0.0,0.0
73,0.3300542054563594,33.62188663102952,0.0,0.0,0.0,0.0,0.0
74,0.21464316945916728,37.33984678522813,0.0,0.0,0.0,0.0,0.0
75,1.1703564023783126,32.11225553051419,0.0,0.0,0.0,0.0,0.0
76,5.419220496835735,37.60896615470237,0.0,0.0,0.0,0.0,0.0
77,9.494096116189125,29.526642765297133,0.0,0.0,0.0,0.0,0.0
78,5.146312980604571,44.96486608691893,0.0,0.0,0.0,0.0,0.0
79,6.130720790521046,33.671131311165794,0.0,0.0,0.0,0.0,0.0
80,1.786335194977831,35.919670377567385,0.0,0.0,0.0,0.0,0.0
81,1.1173868011125372,32.281380624631346,0.0,0.0,0.0,0.0,0.0
82,2.453560212403833,37.395107811924014,0.0,0.0,0.0,0.0,0.0
83,0.15475664020783042,33.93822158505848,0.0,0.0,0.0,0.0,0.0
84,0.5214811934666743,33.222512017066066,0.0,0.0,0.0,0.0,0.0
85,0.6378551902564784,34.3081177661257,0.0,0.0,0.0,0.0,0.0
86,0.21922145415669,33.526877410867506,0.0,0.0,0.0,0.0,0.0
87,4.830427393641125,38.4882021810909,0.0,0.0,0.0,0.0,0.0
88,6.835462052918894,29.86967819977764,0.0,0.0,0.0,0.0,0.0
89,0.9687053204484092,35.11689162426343,0.0,0.0,0.0,0.0,0.0
90,0.7458828849877708,35.7321856128063,0.0,0.0,0.0,0.0,0.0
91,0.8254482823630388,34.84892882598515,0.0,0.0,0.0,0.0,0.0
92,0.5592021927633765,36.28479901452442,0.0,0.0,0.0,0.0,0.0
93,0.26681997297463067,32.4270667351609,0.0,0.0,0.0,0.0,0.0
94,2.34232153203369,31.677837291372136,0.0,0.0,0.0,0.0,0.0
95,3.5724216791742394,41.760734019362516,0.0,0.0,0.0,0.0,0.0
96,1.0150780689356105,33.20184588405938,0.0,0.0,0.0,0.0,0.0
97,3.06303429215166,38.57426421271814,0.0,0.0,0.0,0.0,0.0
