,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1675.4525415366834,61.83217389150492,0.0,0.0,0.0,0.0,0.0,23.849711337890962,0.0,0.0,0.0,0.0,0.0,141.42174120921396,4.652881935025953,0.0,0.0,0.0,0.0,0.0,17.107971939907806,3.0392145840723788,0.0,0.0,0.0,0.0,0.0,44.62922732787652,1.6961770779875411,0.0,0.0,0.0,0.0,0.0,10.549110961879478,9.668930908046152,0.0,0.0,0.0,0.0,0.0,11.325925739658445,173.18176646493282,0.0,0.0,0.0,0.0,0.0,521.7219657770552,176.27442917347136,0.0,0.0,0.0,0.0,0.0,1103.3831002993593,140.78450757812232,0.0,0.0,0.0,0.0,0.0,934.5595517585691,289.68650350972075,0.0,0.0,0.0,0.0,0.0,402.77934958743845,38.77840956029313,0.0,0.0,0.0,0.0,0.0,234.36193866115522,21.786498430420725,0.0,0.0,0.0,0.0,0.0,15.259577292275335,22.84243844576481,0.0,0.0,0.0,0.0,0.0,42.884693472235796,507.5703057341252,0.0,0.0,0.0,0.0,0.0,3292.5533595018787,616.2500105290418,0.0,0.0,0.0,0.0,0.0,3355.8052562659504,538.0979608002797,0.0,0.0,0.0,0.0,0.0,2197.5622741815628,6.7213163819246375,0.0,0.0,0.0,0.0,0.0,116.51983712861929
1,51.5285754054411,88.7041223778883,0.0,0.0,0.0,0.0,0.0,1.074068391890393,0.0,0.0,0.0,0.0,0.0,1.5600032981923777,3.452726841646292,0.0,0.0,0.0,0.0,0.0,7.665578474419031,3.2593780861833253,0.0,0.0,0.0,0.0,0.0,12.808196692169782,9.19927569939923,0.0,0.0,0.0,0.0,0.0,126.83971535495012,8.498378440562853,0.0,0.0,0.0,0.0,0.0,22.980524845147887,125.14972987903313,0.0,0.0,0.0,0.0,0.0,1807.6162788524537,176.6238785638309,0.0,0.0,0.0,0.0,0.0,792.4678200914699,140.31445590634382,0.0,0.0,0.0,0.0,0.0,599.7055998439042,110.93569271418986,0.0,0.0,0.0,0.0,0.0,636.9821226065945,29.30158552338168,0.0,0.0,0.0,0.0,0.0,172.69394554817399,20.32908431239682,0.0,0.0,0.0,0.0,0.0,46.57107368651388,24.135224299246783,0.0,0.0,0.0,0.0,0.0,55.34169153760799,232.65476645096925,0.0,0.0,0.0,0.0,0.0,1919.3807437509454,423.246814263647,0.0,0.0,0.0,0.0,0.0,1778.0317380203896,270.59701815412257,0.0,0.0,0.0,0.0,0.0,1063.0205273904949,7.54021255740092,0.0,0.0,0.0,0.0,0.0,37.92052722159024
2,443.82712457470575,34.93131929810761,0.0,0.0,0.0,0.0,0.0,8.886913337311013,0.0,0.0,0.0,0.0,0.0,17.249218309303334,0.7428810230698532,0.0,0.0,0.0,0.0,0.0,3.429922653921378,4.2702498554792,0.0,0.0,0.0,0.0,0.0,41.37041882416271,2.9433188879295407,0.0,0.0,0.0,0.0,0.0,53.64757655220082,8.285720346452463,0.0,0.0,0.0,0.0,0.0,17.911996654095855,96.73422065241029,0.0,0.0,0.0,0.0,0.0,1098.5212716195867,175.96415524227618,0.0,0.0,0.0,0.0,0.0,1165.5157257754574,89.62535594437158,0.0,0.0,0.0,0.0,0.0,822.9232793252952,136.1644087656839,0.0,0.0,0.0,0.0,0.0,420.36297789196504,24.16638018619969,0.0,0.0,0.0,0.0,0.0,719.228302804822,38.255640728866794,0.0,0.0,0.0,0.0,0.0,25.18490216225925,10.460610097275952,0.0,0.0,0.0,0.0,0.0,23.256301806107114,106.87861146770433,0.0,0.0,0.0,0.0,0.0,653.370527239906,175.85551613980482,0.0,0.0,0.0,0.0,0.0,1281.1230289545963,130.5016787180792,0.0,0.0,0.0,0.0,0.0,305.60705324362624,4.403084188805409,0.0,0.0,0.0,0.0,0.0,172.01554993471765
3,24.31351056118388,26.97655161361486,0.0,0.0,0.0,0.0,0.0,2.925824282304805,0.0,0.0,0.0,0.0,0.0,14.758881586729563,1.1199583651414171,0.0,0.0,0.0,0.0,0.0,8.709147619336122,1.264149981157475,0.0,0.0,0.0,0.0,0.0,19.19285263141363,0.8400427564639821,0.0,0.0,0.0,0.0,0.0,16.759656814403115,5.771993468989963,0.0,0.0,0.0,0.0,0.0,14.98508105858032,57.263785556675295,0.0,0.0,0.0,0.0,0.0,47.47387619361675,175.7604031640624,0.0,0.0,0.0,0.0,0.0,789.7892700173029,28.3907015432068,0.0,0.0,0.0,0.0,0.0,443.4544760840346,61.81852296808286,0.0,0.0,0.0,0.0,0.0,299.81292591590545,12.254452790964052,0.0,0.0,0.0,0.0,0.0,143.4885947927503,9.177442725247381,0.0,0.0,0.0,0.0,0.0,54.417449625954795,11.878780386753812,0.0,0.0,0.0,0.0,0.0,294.23649797619356,16.482041428678496,0.0,0.0,0.0,0.0,0.0,193.32625221976096,69.91627892408829,0.0,0.0,0.0,0.0,0.0,1012.4948559758042,30.51703989425219,0.0,0.0,0.0,0.0,0.0,187.20384188718756,3.65214771346886,0.0,0.0,0.0,0.0,0.0,132.94201710445208
4,2.97018576407164,30.807831534673035,0.0,0.0,0.0,0.0,0.0,0.9480911935405278,0.0,0.0,0.0,0.0,0.0,5.735173834752255,0.42880823088087444,0.0,0.0,0.0,0.0,0.0,4.821605071334265,2.475520324023619,0.0,0.0,0.0,0.0,0.0,6.561192139560693,2.708064175612722,0.0,0.0,0.0,0.0,0.0,9.933985544253412,5.740018284455963,0.0,0.0,0.0,0.0,0.0,21.402169153123086,28.080810021179474,0.0,0.0,0.0,0.0,0.0,23.051975764185407,175.13461992402702,0.0,0.0,0.0,0.0,0.0,443.2102872852017,14.133504474873428,0.0,0.0,0.0,0.0,0.0,49.487620036459944,44.44049336305089,0.0,0.0,0.0,0.0,0.0,212.75482468781604,12.77280291459873,0.0,0.0,0.0,0.0,0.0,84.14070406232987,11.015882778370745,0.0,0.0,0.0,0.0,0.0,14.382235541063075,12.79055554808604,0.0,0.0,0.0,0.0,0.0,84.98795419411374,18.201036967244143,0.0,0.0,0.0,0.0,0.0,120.56767337953441,26.156842743986367,0.0,0.0,0.0,0.0,0.0,271.90946488593664,19.292733440047108,0.0,0.0,0.0,0.0,0.0,209.39333628015063,3.7351547404803793,0.0,0.0,0.0,0.0,0.0,54.62086448081915
5,141.47545425702847,19.63689092815014,0.0,0.0,0.0,0.0,0.0,0.5335083013706962,0.0,0.0,0.0,0.0,0.0,3.8258146721326276,1.9918441743356092,0.0,0.0,0.0,0.0,0.0,1.5930653612098222,0.9393032115277098,0.0,0.0,0.0,0.0,0.0,10.421739395053649,0.5178819746556099,0.0,0.0,0.0,0.0,0.0,5.716804624403651,7.232825923916011,0.0,0.0,0.0,0.0,0.0,31.925195749067417,15.833693215350939,0.0,0.0,0.0,0.0,0.0,405.5267424805763,166.29073134058393,0.0,0.0,0.0,0.0,0.0,577.1032890474654,12.714681571617131,0.0,0.0,0.0,0.0,0.0,16.452131320075058,39.189736992420556,0.0,0.0,0.0,0.0,0.0,188.7018649740921,12.252650506121757,0.0,0.0,0.0,0.0,0.0,25.398925725703656,4.181915865607386,0.0,0.0,0.0,0.0,0.0,13.688786779700237,15.48717225656208,0.0,0.0,0.0,0.0,0.0,41.2283674622604,13.313201289590655,0.0,0.0,0.0,0.0,0.0,55.57316500841156,9.304957650069252,0.0,0.0,0.0,0.0,0.0,248.92711364405622,34.054751710507034,0.0,0.0,0.0,0.0,0.0,124.97736307551935,3.742604151960005,0.0,0.0,0.0,0.0,0.0,26.60868981106914
6,236.80165727068618,8.61667739289024,0.0,0.0,0.0,0.0,0.0,0.4743583620642179,0.0,0.0,0.0,0.0,0.0,2.615585443296863,0.2151432398698538,0.0,0.0,0.0,0.0,0.0,3.7075323879915016,0.8414489707505659,0.0,0.0,0.0,0.0,0.0,8.508048006975677,0.4206575269897254,0.0,0.0,0.0,0.0,0.0,9.20789669346245,4.91758107965293,0.0,0.0,0.0,0.0,0.0,39.75488286442938,12.503418339818595,0.0,0.0,0.0,0.0,0.0,32.350178552338996,103.59845030083763,0.0,0.0,0.0,0.0,0.0,758.2259437118083,16.41992221250502,0.0,0.0,0.0,0.0,0.0,35.101778393713914,39.63235550320814,0.0,0.0,0.0,0.0,0.0,162.34742058586755,13.256405346672539,0.0,0.0,0.0,0.0,0.0,132.286047825097,12.716886606071302,0.0,0.0,0.0,0.0,0.0,35.15461309518615,20.218599644879408,0.0,0.0,0.0,0.0,0.0,48.927390614527525,20.36595711284955,0.0,0.0,0.0,0.0,0.0,35.662361401849125,16.657295777936454,0.0,0.0,0.0,0.0,0.0,119.14512602576374,16.336573163531412,0.0,0.0,0.0,0.0,0.0,108.88109214170284,10.1355273698541,0.0,0.0,0.0,0.0,0.0,98.95427647988674
7,950.2421241263928,10.002496355824224,0.0,0.0,0.0,0.0,0.0,0.2628275104000211,0.0,0.0,0.0,0.0,0.0,0.6627749082844218,0.43370139122625007,0.0,0.0,0.0,0.0,0.0,1.1644547915888979,0.6670695509468733,0.0,0.0,0.0,0.0,0.0,1.9478636853896494,0.5554178160378539,0.0,0.0,0.0,0.0,0.0,3.779004718788805,5.194711531687493,0.0,0.0,0.0,0.0,0.0,10.564235006694329,14.512673941969375,0.0,0.0,0.0,0.0,0.0,65.9179603980935,59.50469536470215,0.0,0.0,0.0,0.0,0.0,439.74382384520896,13.726960057753336,0.0,0.0,0.0,0.0,0.0,218.07434522195808,39.43151087385282,0.0,0.0,0.0,0.0,0.0,81.16143901853438,13.155442599448275,0.0,0.0,0.0,0.0,0.0,39.39097167994737,6.884491027315917,0.0,0.0,0.0,0.0,0.0,17.065545984637243,13.16727235432023,0.0,0.0,0.0,0.0,0.0,97.83194484008557,14.248257717536315,0.0,0.0,0.0,0.0,0.0,67.50999739846856,13.874459268051027,0.0,0.0,0.0,0.0,0.0,104.77403976724972,24.041652931112328,0.0,0.0,0.0,0.0,0.0,101.2533825446964,7.687874436250477,0.0,0.0,0.0,0.0,0.0,50.96421110724088
8,58.19094097680512,7.057156124550279,0.0,0.0,0.0,0.0,0.0,1.5455329105384517,0.0,0.0,0.0,0.0,0.0,1.454316083470081,0.24149995692092133,0.0,0.0,0.0,0.0,0.0,3.3144936165575016,0.5311081249795149,0.0,0.0,0.0,0.0,0.0,8.425365659383875,1.0016536214492757,0.0,0.0,0.0,0.0,0.0,1.5891127694429097,5.633589800133205,0.0,0.0,0.0,0.0,0.0,16.974999793643498,14.372732943055956,0.0,0.0,0.0,0.0,0.0,1.2114273819343309,38.75074683294855,0.0,0.0,0.0,0.0,0.0,27.632160460846737,12.198648844907838,0.0,0.0,0.0,0.0,0.0,23.434699683564,37.68823914763904,0.0,0.0,0.0,0.0,0.0,232.66318182619776,15.04560100427874,0.0,0.0,0.0,0.0,0.0,39.135692758302596,7.971544137189301,0.0,0.0,0.0,0.0,0.0,57.26655128750005,12.611511111694178,0.0,0.0,0.0,0.0,0.0,274.7633481883874,7.752204623153969,0.0,0.0,0.0,0.0,0.0,123.04569453432097,10.485436086723096,0.0,0.0,0.0,0.0,0.0,69.01911673321862,32.04137164048323,0.0,0.0,0.0,0.0,0.0,41.92099734057858,7.545934542230024,0.0,0.0,0.0,0.0,0.0,18.575569551514178
