,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,4.601466195240862,6.4199424846665725,0.0,0.0,0.0,0.0,0.0,1.677416893290211,0.0,0.0,0.0,0.0,0.0,4.86781286171123,0.9190292618840509,0.0,0.0,0.0,0.0,0.0,3.9604004208077006,0.9173675723077538,0.0,0.0,0.0,0.0,0.0,7.850684834852984,0.8225076584914011,0.0,0.0,0.0,0.0,0.0,20.47386730100801,4.851486132198676,0.0,0.0,0.0,0.0,0.0,11.01199375859612,12.60535154068544,0.0,0.0,0.0,0.0,0.0,60.07978396097269,17.38140405439383,0.0,0.0,0.0,0.0,0.0,266.0816233323343,13.84704674907096,0.0,0.0,0.0,0.0,0.0,52.37049433488091,29.150020159999684,0.0,0.0,0.0,0.0,0.0,240.22534684328275,12.67446991253207,0.0,0.0,0.0,0.0,0.0,42.56201672356067,7.2777419907804095,0.0,0.0,0.0,0.0,0.0,3.574847806737173,13.00021794547388,0.0,0.0,0.0,0.0,0.0,36.61548452586812,6.116741155595454,0.0,0.0,0.0,0.0,0.0,95.74183887806649,9.429084333006076,0.0,0.0,0.0,0.0,0.0,76.91934673084691,20.194729192751886,0.0,0.0,0.0,0.0,0.0,69.13450054131243,3.4975849468547087,0.0,0.0,0.0,0.0,0.0,20.09335451092982
10,214.38255567374244,11.84582389062654,0.0,0.0,0.0,0.0,0.0,1.319414547180484,0.0,0.0,0.0,0.0,0.0,6.227103268263716,0.8000471296870164,0.0,0.0,0.0,0.0,0.0,5.756284283530775,1.3204466628820166,0.0,0.0,0.0,0.0,0.0,16.27964038109649,0.8952931679801925,0.0,0.0,0.0,0.0,0.0,21.394705700911892,4.22782647951825,0.0,0.0,0.0,0.0,0.0,22.08965718115472,11.329742468850108,0.0,0.0,0.0,0.0,0.0,21.086242798673602,15.836502148048945,0.0,0.0,0.0,0.0,0.0,1.809673353888775,12.656268791892694,0.0,0.0,0.0,0.0,0.0,60.547690327969065,29.976542999532192,0.0,0.0,0.0,0.0,0.0,13.991742440300875,12.38585379575924,0.0,0.0,0.0,0.0,0.0,53.0538673629256,5.585574082382807,0.0,0.0,0.0,0.0,0.0,20.945701325657144,11.327197409700853,0.0,0.0,0.0,0.0,0.0,25.514153286879054,8.774518000024955,0.0,0.0,0.0,0.0,0.0,284.829074602191,26.976585289119566,0.0,0.0,0.0,0.0,0.0,42.28402197124785,31.509174867290472,0.0,0.0,0.0,0.0,0.0,38.9849939883769,3.4115761196837675,0.0,0.0,0.0,0.0,0.0,9.066823251333558
11,249.1664607684374,9.318493523091048,0.0,0.0,0.0,0.0,0.0,0.49816934456866696,0.0,0.0,0.0,0.0,0.0,0.521776457815582,0.3098358326155708,0.0,0.0,0.0,0.0,0.0,4.271730875775901,1.2688903788987669,0.0,0.0,0.0,0.0,0.0,4.125194678062445,0.5267677386089311,0.0,0.0,0.0,0.0,0.0,12.043283427185582,4.2360564878268345,0.0,0.0,0.0,0.0,0.0,11.275334072749837,10.896788027806128,0.0,0.0,0.0,0.0,0.0,99.99689714697473,14.442412095710475,0.0,0.0,0.0,0.0,0.0,1.0660805900658816,11.104905200661454,0.0,0.0,0.0,0.0,0.0,49.943680924052,29.14246657929133,0.0,0.0,0.0,0.0,0.0,81.78420489338393,14.746508807491681,0.0,0.0,0.0,0.0,0.0,27.272680190657418,2.772932421117765,0.0,0.0,0.0,0.0,0.0,12.872459497076544,18.15593080189229,0.0,0.0,0.0,0.0,0.0,41.86716618491297,3.9774400865581176,0.0,0.0,0.0,0.0,0.0,127.80484391204656,15.194002974012028,0.0,0.0,0.0,0.0,0.0,34.56433498284769,19.60962584276306,0.0,0.0,0.0,0.0,0.0,127.30214561442229,5.36566395434359,0.0,0.0,0.0,0.0,0.0,15.256634750126882
12,12.08601029268037,9.067984903777985,0.0,0.0,0.0,0.0,0.0,0.7187489053593047,0.0,0.0,0.0,0.0,0.0,6.209059013521664,1.372097380304515,0.0,0.0,0.0,0.0,0.0,3.924078979962876,1.6603774483102023,0.0,0.0,0.0,0.0,0.0,3.2903318763715292,0.999229527408062,0.0,0.0,0.0,0.0,0.0,6.462713754326915,5.101290611792084,0.0,0.0,0.0,0.0,0.0,7.5521098852791555,10.257959608001002,0.0,0.0,0.0,0.0,0.0,64.3650467896309,14.305036680164351,0.0,0.0,0.0,0.0,0.0,7.290593788686711,10.331769518682218,0.0,0.0,0.0,0.0,0.0,60.926964720414645,25.28634770602561,0.0,0.0,0.0,0.0,0.0,97.70107039313415,13.984455997496655,0.0,0.0,0.0,0.0,0.0,56.30906039384867,3.535708783532978,0.0,0.0,0.0,0.0,0.0,34.08199771014502,10.744038713254103,0.0,0.0,0.0,0.0,0.0,30.27840372923775,6.904127760523975,0.0,0.0,0.0,0.0,0.0,105.2425962468208,24.39956869756858,0.0,0.0,0.0,0.0,0.0,85.30280907243954,9.488365282593609,0.0,0.0,0.0,0.0,0.0,54.63173321860866,10.580730616294678,0.0,0.0,0.0,0.0,0.0,8.234848717720778
13,88.9294181042127,6.830156145158591,0.0,0.0,0.0,0.0,0.0,0.45010949074105716,0.0,0.0,0.0,0.0,0.0,4.217737072518158,0.21708413240829746,0.0,0.0,0.0,0.0,0.0,3.3560237395604915,1.4029072858265539,0.0,0.0,0.0,0.0,0.0,22.044961556081557,1.9665519477277862,0.0,0.0,0.0,0.0,0.0,15.809406013430317,9.862297123173294,0.0,0.0,0.0,0.0,0.0,27.268778796467757,12.273260119346535,0.0,0.0,0.0,0.0,0.0,4.10749997152205,13.582994180023762,0.0,0.0,0.0,0.0,0.0,51.109728032020996,10.61285109567757,0.0,0.0,0.0,0.0,0.0,33.7214332290275,37.44284104304546,0.0,0.0,0.0,0.0,0.0,60.58318423916909,16.81093777939328,0.0,0.0,0.0,0.0,0.0,25.59251417067687,12.676895611324422,0.0,0.0,0.0,0.0,0.0,17.879520584392132,18.939443000823747,0.0,0.0,0.0,0.0,0.0,73.02264098360963,9.9567811937974,0.0,0.0,0.0,0.0,0.0,60.63888423190567,6.1180163996966925,0.0,0.0,0.0,0.0,0.0,25.798038788473175,32.124049531485305,0.0,0.0,0.0,0.0,0.0,117.88976537623248,1.2403747165911978,0.0,0.0,0.0,0.0,0.0,11.53388038231181
14,38.22157002354116,13.34739107075017,0.0,0.0,0.0,0.0,0.0,1.0565651098885658,0.0,0.0,0.0,0.0,0.0,1.9999620678708423,1.0348496130690743,0.0,0.0,0.0,0.0,0.0,1.6691680836251463,1.206000154862437,0.0,0.0,0.0,0.0,0.0,7.652950483434296,1.173644265206009,0.0,0.0,0.0,0.0,0.0,3.24882195885911,6.720991427860192,0.0,0.0,0.0,0.0,0.0,29.79798036805813,13.985992267129873,0.0,0.0,0.0,0.0,0.0,30.28007200679874,13.7596519133928,0.0,0.0,0.0,0.0,0.0,1.0163289262789872,23.1896221121101,0.0,0.0,0.0,0.0,0.0,102.49778152601418,29.601725311706495,0.0,0.0,0.0,0.0,0.0,199.13636401320198,13.770837857657588,0.0,0.0,0.0,0.0,0.0,32.72394291506588,13.828861635360518,0.0,0.0,0.0,0.0,0.0,49.51877107119476,9.537501449343557,0.0,0.0,0.0,0.0,0.0,22.414136530043294,20.13190856111776,0.0,0.0,0.0,0.0,0.0,199.63257747681976,74.9417408124621,0.0,0.0,0.0,0.0,0.0,15.4276829615,27.49029601850497,0.0,0.0,0.0,0.0,0.0,48.4848623480362,8.86552929451787,0.0,0.0,0.0,0.0,0.0,10.878975226335342
15,22.48315218250918,15.951377476798022,0.0,0.0,0.0,0.0,0.0,0.8982231784657695,0.0,0.0,0.0,0.0,0.0,1.1368848363014015,0.43338523469887397,0.0,0.0,0.0,0.0,0.0,1.0584613039177087,1.2921369500952244,0.0,0.0,0.0,0.0,0.0,4.6710706612484865,0.7478313376969831,0.0,0.0,0.0,0.0,0.0,2.506103692217296,4.708109639905445,0.0,0.0,0.0,0.0,0.0,3.1944372021730607,10.217409803909739,0.0,0.0,0.0,0.0,0.0,68.37038362373947,10.84634625904724,0.0,0.0,0.0,0.0,0.0,5.7785623711720495,13.546860728827903,0.0,0.0,0.0,0.0,0.0,16.24909862654998,18.736125719961315,0.0,0.0,0.0,0.0,0.0,111.75467352432382,14.127643042399738,0.0,0.0,0.0,0.0,0.0,50.95454196497816,4.319207058858158,0.0,0.0,0.0,0.0,0.0,19.895090563782624,17.078818947615673,0.0,0.0,0.0,0.0,0.0,18.532262457724574,5.625842507693816,0.0,0.0,0.0,0.0,0.0,164.61031867272163,18.736739555039783,0.0,0.0,0.0,0.0,0.0,149.47595001249272,32.12620304564421,0.0,0.0,0.0,0.0,0.0,73.63148378471358,3.150786228651055,0.0,0.0,0.0,0.0,0.0,20.43861044351122
16,7.215986091798702,5.798392815191223,0.0,0.0,0.0,0.0,0.0,0.4730426206410789,0.0,0.0,0.0,0.0,0.0,4.660596846136774,0.8003188609617332,0.0,0.0,0.0,0.0,0.0,2.0988850221197515,1.039220451215687,0.0,0.0,0.0,0.0,0.0,10.44364396803881,0.7777549704523772,0.0,0.0,0.0,0.0,0.0,3.92809320383482,7.604518766510917,0.0,0.0,0.0,0.0,0.0,4.026139590070093,11.675580493413872,0.0,0.0,0.0,0.0,0.0,17.27823207735317,10.178899476116216,0.0,0.0,0.0,0.0,0.0,23.190875316451177,12.30152040923558,0.0,0.0,0.0,0.0,0.0,82.17356050856866,18.617649273372734,0.0,0.0,0.0,0.0,0.0,101.77906576153767,12.213718850614557,0.0,0.0,0.0,0.0,0.0,11.834107880066165,1.9226052757130008,0.0,0.0,0.0,0.0,0.0,6.002461180911608,13.352984542038401,0.0,0.0,0.0,0.0,0.0,44.901383055020965,15.903086369519503,0.0,0.0,0.0,0.0,0.0,146.3904660769437,13.537345329789343,0.0,0.0,0.0,0.0,0.0,206.54809208739016,19.37731644907015,0.0,0.0,0.0,0.0,0.0,43.6835908303033,9.766273417782838,0.0,0.0,0.0,0.0,0.0,42.407346865385435
17,3.217978128234293,3.4899745881293494,0.0,0.0,0.0,0.0,0.0,0.6093246263006106,0.0,0.0,0.0,0.0,0.0,0.9138737296274438,1.1893006099305181,0.0,0.0,0.0,0.0,0.0,4.359885423279982,0.9515747953722437,0.0,0.0,0.0,0.0,0.0,14.130209070661973,0.818739124428953,0.0,0.0,0.0,0.0,0.0,7.837994052652155,5.984761756404233,0.0,0.0,0.0,0.0,0.0,10.568820225220176,8.410505095220756,0.0,0.0,0.0,0.0,0.0,110.21190622806687,9.400671096357367,0.0,0.0,0.0,0.0,0.0,10.984419981898084,12.738656905439711,0.0,0.0,0.0,0.0,0.0,14.800206110596376,15.560901496214905,0.0,0.0,0.0,0.0,0.0,24.459722531268852,10.368318966537368,0.0,0.0,0.0,0.0,0.0,9.225478225083176,9.449981501634182,0.0,0.0,0.0,0.0,0.0,2.7232332578712706,13.952816237780631,0.0,0.0,0.0,0.0,0.0,57.08336762862573,9.32252125996872,0.0,0.0,0.0,0.0,0.0,93.10197062390735,19.625818120067258,0.0,0.0,0.0,0.0,0.0,19.634073308306426,9.807656041956388,0.0,0.0,0.0,0.0,0.0,61.595325629099925,6.969187354010317,0.0,0.0,0.0,0.0,0.0,36.38653641083351
18,647.5639613863367,17.429259028969337,0.0,0.0,0.0,0.0,0.0,1.125270676888958,0.0,0.0,0.0,0.0,0.0,0.8380445229199189,0.47534349848322965,0.0,0.0,0.0,0.0,0.0,10.77526773508998,5.957832628381845,0.0,0.0,0.0,0.0,0.0,1.7981645927367513,0.4217654037507683,0.0,0.0,0.0,0.0,0.0,3.117117552024333,13.462063830561087,0.0,0.0,0.0,0.0,0.0,6.955669633603236,19.99387915165048,0.0,0.0,0.0,0.0,0.0,0.12897965782189807,12.728085002744457,0.0,0.0,0.0,0.0,0.0,8.902563892303899,16.858356568352995,0.0,0.0,0.0,0.0,0.0,32.18673962051393,18.400305751670277,0.0,0.0,0.0,0.0,0.0,45.53360931570398,15.059568194396618,0.0,0.0,0.0,0.0,0.0,9.300307366935865,2.313677584500749,0.0,0.0,0.0,0.0,0.0,14.812114105818015,11.60651593912722,0.0,0.0,0.0,0.0,0.0,31.088117146631003,9.814299211592427,0.0,0.0,0.0,0.0,0.0,23.964221887923536,23.432126630738118,0.0,0.0,0.0,0.0,0.0,41.00102696817967,21.207672739146368,0.0,0.0,0.0,0.0,0.0,69.41777288028301,3.05058956245259,0.0,0.0,0.0,0.0,0.0,3.9886732447859763
