,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,162.05800622919705,362.20546079192957,0.0,0.0,0.0,0.0,0.0,34.879821563104876,0.0,0.0,0.0,0.0,0.0,6.343971389852815,34.875968183216834,0.0,0.0,0.0,0.0,0.0,13.591286178811131,56.897867356806074,0.0,0.0,0.0,0.0,0.0,19.322092452883446,91.66597047085159,0.0,0.0,0.0,0.0,0.0,87.85181226336393,572.5703233304234,0.0,0.0,0.0,0.0,0.0,181.1331566521161,1225.941171418327,0.0,0.0,0.0,0.0,0.0,598.0822962393972,358.74766274952435,0.0,0.0,0.0,0.0,0.0,1141.097009510672,741.2765829258982,0.0,0.0,0.0,0.0,0.0,667.8634317259693,861.4184389061381,0.0,0.0,0.0,0.0,0.0,387.1207805298591,186.24658530689652,0.0,0.0,0.0,0.0,0.0,298.05294350384327,77.47193858069585,0.0,0.0,0.0,0.0,0.0,1.7878337573754268,226.81203514989485,0.0,0.0,0.0,0.0,0.0,307.6095128531512,2677.894272689502,0.0,0.0,0.0,0.0,0.0,3587.6398425250713,2637.573010240213,0.0,0.0,0.0,0.0,0.0,2764.3236348623013,2838.4097966481995,0.0,0.0,0.0,0.0,0.0,2964.689044275673,39.487986018223715,0.0,0.0,0.0,0.0,0.0,521.7168408632542
1,206.6766375671486,358.0205214994446,0.0,0.0,0.0,0.0,0.0,15.022436485420483,0.0,0.0,0.0,0.0,0.0,2.958521173552772,66.66963448691594,0.0,0.0,0.0,0.0,0.0,40.6360337412307,39.17358495100149,0.0,0.0,0.0,0.0,0.0,51.20886641974779,91.58652727864981,0.0,0.0,0.0,0.0,0.0,86.53302206346146,275.7753142187522,0.0,0.0,0.0,0.0,0.0,204.22440036188527,367.1377082176351,0.0,0.0,0.0,0.0,0.0,124.40655144189593,190.09522874643582,0.0,0.0,0.0,0.0,0.0,0.13626069315384165,158.6862487225219,0.0,0.0,0.0,0.0,0.0,309.11254054653807,419.91118742948345,0.0,0.0,0.0,0.0,0.0,481.2714518522982,218.19470622023897,0.0,0.0,0.0,0.0,0.0,55.7893082178457,33.39909215409826,0.0,0.0,0.0,0.0,0.0,2.142380646073916,182.17723254933173,0.0,0.0,0.0,0.0,0.0,196.72366736557504,528.4216720580395,0.0,0.0,0.0,0.0,0.0,618.0234790101773,1269.4697439826716,0.0,0.0,0.0,0.0,0.0,1456.7930664541025,1418.9385406971546,0.0,0.0,0.0,0.0,0.0,634.9826171195192,50.35299427887142,0.0,0.0,0.0,0.0,0.0,255.14155236716175
2,41.662473379412475,105.93504294338305,0.0,0.0,0.0,0.0,0.0,18.755658079795555,0.0,0.0,0.0,0.0,0.0,16.5853853779266,13.184989888963512,0.0,0.0,0.0,0.0,0.0,26.348162135399672,30.234863708195146,0.0,0.0,0.0,0.0,0.0,23.01384203048645,21.443492098684548,0.0,0.0,0.0,0.0,0.0,22.848079916145405,255.06320983710168,0.0,0.0,0.0,0.0,0.0,4.957955270555227,141.7887923247532,0.0,0.0,0.0,0.0,0.0,590.0335086502121,183.85869991935218,0.0,0.0,0.0,0.0,0.0,213.17585802830823,149.43117831426116,0.0,0.0,0.0,0.0,0.0,91.1574049800574,391.0150874519795,0.0,0.0,0.0,0.0,0.0,327.511444790838,340.84255251273237,0.0,0.0,0.0,0.0,0.0,151.32752222036578,93.07232609671604,0.0,0.0,0.0,0.0,0.0,28.811899027823586,103.54347490564903,0.0,0.0,0.0,0.0,0.0,285.5718091206209,124.35551708636574,0.0,0.0,0.0,0.0,0.0,486.22985720586166,296.10885826702275,0.0,0.0,0.0,0.0,0.0,409.5043178467159,292.24689582069465,0.0,0.0,0.0,0.0,0.0,274.1753362521355,44.54818450257128,0.0,0.0,0.0,0.0,0.0,216.09519936847903
3,18.9455023880055,55.985976829491705,0.0,0.0,0.0,0.0,0.0,4.520803559698724,0.0,0.0,0.0,0.0,0.0,10.158630142424391,2.964383135635661,0.0,0.0,0.0,0.0,0.0,11.586072606015211,11.262091220813986,0.0,0.0,0.0,0.0,0.0,11.034117411575599,9.087324207555751,0.0,0.0,0.0,0.0,0.0,6.711670713815537,158.74508130244487,0.0,0.0,0.0,0.0,0.0,183.57386336288874,165.75699116117332,0.0,0.0,0.0,0.0,0.0,45.614954986197574,144.1438246799265,0.0,0.0,0.0,0.0,0.0,81.94633332995188,88.30327732387018,0.0,0.0,0.0,0.0,0.0,116.59564398066576,330.83539523494755,0.0,0.0,0.0,0.0,0.0,272.0764503831049,117.15384257084898,0.0,0.0,0.0,0.0,0.0,93.63816856449108,56.771450863032996,0.0,0.0,0.0,0.0,0.0,9.455424326417171,81.33143113541553,0.0,0.0,0.0,0.0,0.0,36.10990550356532,129.83832339525276,0.0,0.0,0.0,0.0,0.0,195.51310104307456,89.4903397430647,0.0,0.0,0.0,0.0,0.0,200.07102072108705,396.2381859926573,0.0,0.0,0.0,0.0,0.0,167.5511068911462,26.86363781772205,0.0,0.0,0.0,0.0,0.0,74.7967657467964
4,15.744380273088927,35.819595174969656,0.0,0.0,0.0,0.0,0.0,20.30747056969437,0.0,0.0,0.0,0.0,0.0,6.296824871669576,3.5837052554181295,0.0,0.0,0.0,0.0,0.0,3.3588343929295563,5.67301700395579,0.0,0.0,0.0,0.0,0.0,8.580410421213491,5.770998987895838,0.0,0.0,0.0,0.0,0.0,18.111420412254176,168.31105594083516,0.0,0.0,0.0,0.0,0.0,6.564242275681641,136.62590206185962,0.0,0.0,0.0,0.0,0.0,3.6469322444180423,117.12488052583682,0.0,0.0,0.0,0.0,0.0,0.8042469335793044,98.34863838517524,0.0,0.0,0.0,0.0,0.0,13.646593383138928,302.4338289219326,0.0,0.0,0.0,0.0,0.0,366.6699370821298,78.74095881905598,0.0,0.0,0.0,0.0,0.0,40.74540048151896,13.538274355230842,0.0,0.0,0.0,0.0,0.0,62.24916165184426,75.30334559249016,0.0,0.0,0.0,0.0,0.0,67.73788339603736,111.90295922786183,0.0,0.0,0.0,0.0,0.0,239.79046708756263,41.03726121839602,0.0,0.0,0.0,0.0,0.0,43.851297551023066,210.42443657251633,0.0,0.0,0.0,0.0,0.0,161.4883914290892,19.78029722821019,0.0,0.0,0.0,0.0,0.0,36.676395100019825
5,29.442645326011387,61.19952394220989,0.0,0.0,0.0,0.0,0.0,18.978378343389636,0.0,0.0,0.0,0.0,0.0,6.621045212037174,2.560048613037956,0.0,0.0,0.0,0.0,0.0,1.348793517197911,26.00865674344722,0.0,0.0,0.0,0.0,0.0,43.63064265817863,11.30583978261293,0.0,0.0,0.0,0.0,0.0,12.233901240990305,98.39185030263246,0.0,0.0,0.0,0.0,0.0,119.84410650942196,193.4356973380228,0.0,0.0,0.0,0.0,0.0,64.6808411950854,90.8765469537117,0.0,0.0,0.0,0.0,0.0,138.9821868044795,113.19144711451486,0.0,0.0,0.0,0.0,0.0,21.452654310792308,243.15600274787403,0.0,0.0,0.0,0.0,0.0,157.34736628625433,81.63321719780177,0.0,0.0,0.0,0.0,0.0,32.05175425577119,28.797430730786473,0.0,0.0,0.0,0.0,0.0,32.404697671260564,73.55504467816189,0.0,0.0,0.0,0.0,0.0,27.964542519329502,134.2552942784464,0.0,0.0,0.0,0.0,0.0,153.38499872946312,61.870263922252114,0.0,0.0,0.0,0.0,0.0,87.87060193484467,204.93422711335865,0.0,0.0,0.0,0.0,0.0,167.01483264431664,18.86736811072814,0.0,0.0,0.0,0.0,0.0,101.2337447447579
6,36.762371320790464,38.859870766769006,0.0,0.0,0.0,0.0,0.0,3.2172592091588244,0.0,0.0,0.0,0.0,0.0,2.7598476254614375,2.1318755935467606,0.0,0.0,0.0,0.0,0.0,3.6659617999844656,6.941323436281477,0.0,0.0,0.0,0.0,0.0,10.524723973032591,5.024315282686738,0.0,0.0,0.0,0.0,0.0,2.8109178114703908,57.89517618740625,0.0,0.0,0.0,0.0,0.0,71.93102897278588,147.68543973490142,0.0,0.0,0.0,0.0,0.0,0.6883702162385295,97.53167351296116,0.0,0.0,0.0,0.0,0.0,33.30579771462914,106.10074418631434,0.0,0.0,0.0,0.0,0.0,114.00038986279046,196.25337685711463,0.0,0.0,0.0,0.0,0.0,201.98677313562644,88.339472064196,0.0,0.0,0.0,0.0,0.0,139.04614172995906,19.86889319878187,0.0,0.0,0.0,0.0,0.0,47.67023253300517,74.01165814272095,0.0,0.0,0.0,0.0,0.0,198.01901595217393,88.12747955116569,0.0,0.0,0.0,0.0,0.0,148.9781567896966,70.49033507361824,0.0,0.0,0.0,0.0,0.0,141.63532495761322,93.44400153410992,0.0,0.0,0.0,0.0,0.0,73.11521490427967,28.158164152879646,0.0,0.0,0.0,0.0,0.0,40.499838587747284
7,35.97693800525665,58.584716405134664,0.0,0.0,0.0,0.0,0.0,4.244895144077389,0.0,0.0,0.0,0.0,0.0,0.5596496971869609,6.33484835725707,0.0,0.0,0.0,0.0,0.0,4.837011600300255,20.105142089380628,0.0,0.0,0.0,0.0,0.0,25.38598437530124,7.936700254458145,0.0,0.0,0.0,0.0,0.0,6.823507653951745,117.46238170198737,0.0,0.0,0.0,0.0,0.0,258.69028738170056,262.29528176026577,0.0,0.0,0.0,0.0,0.0,3.3993444008213505,81.65375465165216,0.0,0.0,0.0,0.0,0.0,56.44919283340177,123.27505748400763,0.0,0.0,0.0,0.0,0.0,88.00712095737948,230.29474513508043,0.0,0.0,0.0,0.0,0.0,257.0328480130904,116.14383204604223,0.0,0.0,0.0,0.0,0.0,159.5462741949737,16.549045018131764,0.0,0.0,0.0,0.0,0.0,19.059734705518494,98.40464156935008,0.0,0.0,0.0,0.0,0.0,83.44812094052368,206.4367074068335,0.0,0.0,0.0,0.0,0.0,140.3352960644815,243.27606275116437,0.0,0.0,0.0,0.0,0.0,51.82920243592994,205.48032981556693,0.0,0.0,0.0,0.0,0.0,37.65185205418038,15.773091913777657,0.0,0.0,0.0,0.0,0.0,44.82763446186341
8,97.17965003744261,31.62403334679918,0.0,0.0,0.0,0.0,0.0,15.461464987659243,0.0,0.0,0.0,0.0,0.0,17.26719467608866,2.3856246978749422,0.0,0.0,0.0,0.0,0.0,1.4997088057110968,5.568982124019578,0.0,0.0,0.0,0.0,0.0,4.6543223779794465,3.101537630850597,0.0,0.0,0.0,0.0,0.0,2.995412523502295,42.901932823286664,0.0,0.0,0.0,0.0,0.0,3.6908738750146486,108.47657971433512,0.0,0.0,0.0,0.0,0.0,0.8663976269669499,71.57039882967527,0.0,0.0,0.0,0.0,0.0,316.2323578477502,97.15401924937807,0.0,0.0,0.0,0.0,0.0,36.01284037025718,188.84120471315416,0.0,0.0,0.0,0.0,0.0,206.56667343487615,111.07275546114577,0.0,0.0,0.0,0.0,0.0,69.41976784178944,41.57745013988182,0.0,0.0,0.0,0.0,0.0,23.58065077412308,112.4935684973001,0.0,0.0,0.0,0.0,0.0,11.92789975809099,80.46439673290868,0.0,0.0,0.0,0.0,0.0,136.33047836555662,74.37197620715686,0.0,0.0,0.0,0.0,0.0,118.89553509542557,110.92542115568276,0.0,0.0,0.0,0.0,0.0,245.41333244386357,47.87487994808372,0.0,0.0,0.0,0.0,0.0,27.161155798363225
