,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,29.00582536984726,29.585097196220666,0.0,0.0,0.0,0.0,0.0,5.642149629658895,0.0,0.0,0.0,0.0,0.0,10.720275227154659,1.5763798667245335,0.0,0.0,0.0,0.0,0.0,1.5418925421255367,6.043863992914032,0.0,0.0,0.0,0.0,0.0,4.4960338816254355,9.134810432684647,0.0,0.0,0.0,0.0,0.0,13.676428548311133,32.64616188563454,0.0,0.0,0.0,0.0,0.0,8.78186935640634,80.95437028853969,0.0,0.0,0.0,0.0,0.0,0.17585451662944337,70.98094331102084,0.0,0.0,0.0,0.0,0.0,38.79264967153214,87.99837112386362,0.0,0.0,0.0,0.0,0.0,60.061226893732155,180.1218693278367,0.0,0.0,0.0,0.0,0.0,292.16021055476807,99.99267340050032,0.0,0.0,0.0,0.0,0.0,115.01984249909012,16.129292938466964,0.0,0.0,0.0,0.0,0.0,5.997231768639514,75.76003236285516,0.0,0.0,0.0,0.0,0.0,82.35522082519316,57.58466017018818,0.0,0.0,0.0,0.0,0.0,74.30073062590435,184.71101550592192,0.0,0.0,0.0,0.0,0.0,24.31268258949865,94.26748752710898,0.0,0.0,0.0,0.0,0.0,117.8819377760748,11.652296545497782,0.0,0.0,0.0,0.0,0.0,51.97083343610413
10,12.507142679241328,65.34925755124517,0.0,0.0,0.0,0.0,0.0,4.7760524341001895,0.0,0.0,0.0,0.0,0.0,53.741304342597495,2.486822353651672,0.0,0.0,0.0,0.0,0.0,2.974313774996661,8.723150303992238,0.0,0.0,0.0,0.0,0.0,5.0341979683633635,5.210290214266597,0.0,0.0,0.0,0.0,0.0,9.473558055062586,27.37919002160381,0.0,0.0,0.0,0.0,0.0,64.35830143653857,150.33702259316595,0.0,0.0,0.0,0.0,0.0,61.93988674888017,76.91318139302422,0.0,0.0,0.0,0.0,0.0,64.38127826588166,105.85630296679889,0.0,0.0,0.0,0.0,0.0,44.607382810126545,175.37528207194654,0.0,0.0,0.0,0.0,0.0,146.90057438430924,108.25761537004485,0.0,0.0,0.0,0.0,0.0,80.4931085962666,32.030078494042854,0.0,0.0,0.0,0.0,0.0,23.784479764206502,68.59080334715891,0.0,0.0,0.0,0.0,0.0,40.44751431425374,93.76713062888916,0.0,0.0,0.0,0.0,0.0,51.21487402284886,116.11126173415735,0.0,0.0,0.0,0.0,0.0,128.6236974145626,176.86170411337054,0.0,0.0,0.0,0.0,0.0,87.49202530730747,21.699713172284206,0.0,0.0,0.0,0.0,0.0,48.70841269289609
11,55.295163684822775,28.848554124082515,0.0,0.0,0.0,0.0,0.0,3.478034057522061,0.0,0.0,0.0,0.0,0.0,0.5751706416807049,1.4071406790088308,0.0,0.0,0.0,0.0,0.0,1.7986129985328172,17.74383242208153,0.0,0.0,0.0,0.0,0.0,12.551512176291181,3.870243677669798,0.0,0.0,0.0,0.0,0.0,5.271103181437249,95.21430001520959,0.0,0.0,0.0,0.0,0.0,97.42550813178914,113.39811619962586,0.0,0.0,0.0,0.0,0.0,4.070405517281286,75.28452337142818,0.0,0.0,0.0,0.0,0.0,4.741878387494932,83.52740459603883,0.0,0.0,0.0,0.0,0.0,27.850871462112927,220.85694914184447,0.0,0.0,0.0,0.0,0.0,261.84783502237,110.49660864722625,0.0,0.0,0.0,0.0,0.0,39.18311137411624,17.819360624942277,0.0,0.0,0.0,0.0,0.0,1.0088469698226692,55.73723807804505,0.0,0.0,0.0,0.0,0.0,23.055329497215652,83.24879726076216,0.0,0.0,0.0,0.0,0.0,107.18463970069371,45.58574483149036,0.0,0.0,0.0,0.0,0.0,52.98243035134698,98.08418680682614,0.0,0.0,0.0,0.0,0.0,141.8023820948342,10.330946915487289,0.0,0.0,0.0,0.0,0.0,90.09458661164135
12,30.413225168397513,32.52986316905552,0.0,0.0,0.0,0.0,0.0,13.996080857681209,0.0,0.0,0.0,0.0,0.0,9.0672808038013,3.404757275221842,0.0,0.0,0.0,0.0,0.0,1.9624067253882291,9.516326679381923,0.0,0.0,0.0,0.0,0.0,16.605966369095533,3.2642445407973644,0.0,0.0,0.0,0.0,0.0,2.0711371315601794,71.35966489093147,0.0,0.0,0.0,0.0,0.0,193.4410386114919,121.21248340063073,0.0,0.0,0.0,0.0,0.0,159.6488810595181,69.81481151478981,0.0,0.0,0.0,0.0,0.0,9.525775234922166,86.21103665678831,0.0,0.0,0.0,0.0,0.0,56.49258537033416,169.10864077053088,0.0,0.0,0.0,0.0,0.0,88.32699971969389,113.71165435892783,0.0,0.0,0.0,0.0,0.0,84.44646351797853,14.105639017348805,0.0,0.0,0.0,0.0,0.0,1.0940535099016309,68.99152384995386,0.0,0.0,0.0,0.0,0.0,82.42167722247038,88.74466522707198,0.0,0.0,0.0,0.0,0.0,59.998895133533445,82.74155149354547,0.0,0.0,0.0,0.0,0.0,11.80579017345507,115.18816029882824,0.0,0.0,0.0,0.0,0.0,25.647817444198843,13.491299731032521,0.0,0.0,0.0,0.0,0.0,10.978711060928205
13,80.4588529767743,34.137634734933236,0.0,0.0,0.0,0.0,0.0,4.3337287852967075,0.0,0.0,0.0,0.0,0.0,1.0457439125240513,3.3608827040753435,0.0,0.0,0.0,0.0,0.0,0.4422781703803328,7.002230641725408,0.0,0.0,0.0,0.0,0.0,2.721938231073043,2.843933393054748,0.0,0.0,0.0,0.0,0.0,5.780604212575324,74.35784959045172,0.0,0.0,0.0,0.0,0.0,4.968365399526858,119.78116496390962,0.0,0.0,0.0,0.0,0.0,65.68849957792905,82.98633286794076,0.0,0.0,0.0,0.0,0.0,2.690463363999615,82.08997462302118,0.0,0.0,0.0,0.0,0.0,10.882561038843765,173.6702925302815,0.0,0.0,0.0,0.0,0.0,165.36224253982118,115.99548155613807,0.0,0.0,0.0,0.0,0.0,74.0611156740166,17.661842893658307,0.0,0.0,0.0,0.0,0.0,13.864979927996805,75.50804893060851,0.0,0.0,0.0,0.0,0.0,28.48676003043002,60.22911757313159,0.0,0.0,0.0,0.0,0.0,20.00474686660496,102.48480709778669,0.0,0.0,0.0,0.0,0.0,33.090132246076294,109.13342848707236,0.0,0.0,0.0,0.0,0.0,25.453021199668946,6.305274372252501,0.0,0.0,0.0,0.0,0.0,36.179048698942665
14,86.08539090864555,37.09741622004647,0.0,0.0,0.0,0.0,0.0,14.040566574252551,0.0,0.0,0.0,0.0,0.0,2.420529464427048,2.412604032126656,0.0,0.0,0.0,0.0,0.0,2.4862041826866483,6.759550184711454,0.0,0.0,0.0,0.0,0.0,1.948172820100184,3.8150671458209007,0.0,0.0,0.0,0.0,0.0,1.224415960608127,82.00927618007518,0.0,0.0,0.0,0.0,0.0,28.15113100410128,91.50033955370016,0.0,0.0,0.0,0.0,0.0,137.4128959226682,59.03103634110449,0.0,0.0,0.0,0.0,0.0,0.4948923292436843,85.3567027255551,0.0,0.0,0.0,0.0,0.0,65.05495757737485,142.2657428791511,0.0,0.0,0.0,0.0,0.0,140.01692880444259,97.69265398273807,0.0,0.0,0.0,0.0,0.0,28.76440983963574,17.761587614320977,0.0,0.0,0.0,0.0,0.0,3.415050387258554,62.144054426961645,0.0,0.0,0.0,0.0,0.0,28.222111160856528,48.22678422211074,0.0,0.0,0.0,0.0,0.0,24.785320169438496,137.58656868117026,0.0,0.0,0.0,0.0,0.0,19.725503846459013,130.90502859034535,0.0,0.0,0.0,0.0,0.0,190.24098562578075,7.116784388755842,0.0,0.0,0.0,0.0,0.0,30.179356709599308
15,28.849088207288265,56.130506786266054,0.0,0.0,0.0,0.0,0.0,10.820753141920573,0.0,0.0,0.0,0.0,0.0,7.9031395757235465,16.395223105240095,0.0,0.0,0.0,0.0,0.0,4.689707809976511,7.32677310600672,0.0,0.0,0.0,0.0,0.0,0.8417852650005095,20.854418207250678,0.0,0.0,0.0,0.0,0.0,10.468220268002868,69.86503520501927,0.0,0.0,0.0,0.0,0.0,0.9083897223885237,147.3057167014029,0.0,0.0,0.0,0.0,0.0,45.784480875219195,82.31417090526232,0.0,0.0,0.0,0.0,0.0,6.69891205464451,97.48372218527615,0.0,0.0,0.0,0.0,0.0,55.83820070826013,120.15993847229133,0.0,0.0,0.0,0.0,0.0,159.18076709415985,108.89250920021699,0.0,0.0,0.0,0.0,0.0,40.51967705551288,56.643885474550835,0.0,0.0,0.0,0.0,0.0,1.5999279093376342,83.45192560703086,0.0,0.0,0.0,0.0,0.0,67.81516208096428,161.31390511812947,0.0,0.0,0.0,0.0,0.0,165.33933895673385,237.23837746291164,0.0,0.0,0.0,0.0,0.0,33.42920636977705,249.90400110164836,0.0,0.0,0.0,0.0,0.0,171.63815387259754,7.7003852699019575,0.0,0.0,0.0,0.0,0.0,15.19043875801292
16,74.0864618973974,22.05411399746441,0.0,0.0,0.0,0.0,0.0,4.076362354344922,0.0,0.0,0.0,0.0,0.0,3.779161762293026,16.609726476559032,0.0,0.0,0.0,0.0,0.0,21.31157095669436,7.881983486142461,0.0,0.0,0.0,0.0,0.0,32.296591036085324,9.016359802337474,0.0,0.0,0.0,0.0,0.0,1.8813221204322994,73.48681574883486,0.0,0.0,0.0,0.0,0.0,1.9505657658989684,136.57406986797383,0.0,0.0,0.0,0.0,0.0,4.112169772203376,63.010602521378054,0.0,0.0,0.0,0.0,0.0,1.246909561802361,76.70282719228226,0.0,0.0,0.0,0.0,0.0,84.3266245076053,99.55866742468763,0.0,0.0,0.0,0.0,0.0,77.54868813464202,92.31501389915938,0.0,0.0,0.0,0.0,0.0,50.923910956059075,51.34851799047829,0.0,0.0,0.0,0.0,0.0,4.243578176091305,76.08349503739431,0.0,0.0,0.0,0.0,0.0,78.20273660698756,62.653042766578594,0.0,0.0,0.0,0.0,0.0,63.458149304276056,141.166000780603,0.0,0.0,0.0,0.0,0.0,42.77412629329067,109.87769686580164,0.0,0.0,0.0,0.0,0.0,57.181463911600126,9.21877063728428,0.0,0.0,0.0,0.0,0.0,38.491651276574395
17,13.955102927872431,36.77242672508391,0.0,0.0,0.0,0.0,0.0,5.643947787332666,0.0,0.0,0.0,0.0,0.0,8.513834075087276,3.4388827754883082,0.0,0.0,0.0,0.0,0.0,4.949738192449884,10.856633716968187,0.0,0.0,0.0,0.0,0.0,11.879020058907816,3.618987398079964,0.0,0.0,0.0,0.0,0.0,0.5500435035065833,54.6985154185461,0.0,0.0,0.0,0.0,0.0,0.4208661038598905,116.14526002943265,0.0,0.0,0.0,0.0,0.0,29.623668014068386,57.012814409940624,0.0,0.0,0.0,0.0,0.0,0.08591143577252798,79.38112377811095,0.0,0.0,0.0,0.0,0.0,74.39374257685525,83.44648286832478,0.0,0.0,0.0,0.0,0.0,61.21236685829999,78.75274905600462,0.0,0.0,0.0,0.0,0.0,46.5799286216536,41.97797858541913,0.0,0.0,0.0,0.0,0.0,21.845194392941586,78.36811327584181,0.0,0.0,0.0,0.0,0.0,80.96283102529428,41.1341469681483,0.0,0.0,0.0,0.0,0.0,38.41176942340023,57.366032524299065,0.0,0.0,0.0,0.0,0.0,47.30957135496625,72.80538904313157,0.0,0.0,0.0,0.0,0.0,25.31494835631069,8.596665984255997,0.0,0.0,0.0,0.0,0.0,105.0942187804113
18,31.185588555489517,22.134453644472487,0.0,0.0,0.0,0.0,0.0,5.84911803773289,0.0,0.0,0.0,0.0,0.0,1.0716616395175673,2.8292500583688915,0.0,0.0,0.0,0.0,0.0,2.1013538084134282,7.471153180324437,0.0,0.0,0.0,0.0,0.0,4.18071071945076,7.110323201451839,0.0,0.0,0.0,0.0,0.0,0.7779941161670259,47.006142369350385,0.0,0.0,0.0,0.0,0.0,33.96170840784869,59.35034758748823,0.0,0.0,0.0,0.0,0.0,34.10852538100473,58.367659184313574,0.0,0.0,0.0,0.0,0.0,27.8023826114859,98.47549964517097,0.0,0.0,0.0,0.0,0.0,8.333933230222978,89.32135409164547,0.0,0.0,0.0,0.0,0.0,84.73297005504679,79.5565403385875,0.0,0.0,0.0,0.0,0.0,28.920240140926506,15.061541727833344,0.0,0.0,0.0,0.0,0.0,0.037824718181549845,96.2719448118516,0.0,0.0,0.0,0.0,0.0,9.526727242946672,74.25169038966324,0.0,0.0,0.0,0.0,0.0,22.681776694218303,80.15787888770743,0.0,0.0,0.0,0.0,0.0,47.538526406035636,48.36071005776394,0.0,0.0,0.0,0.0,0.0,49.380495095554366,11.17355334324867,0.0,0.0,0.0,0.0,0.0,23.664461665899807
