,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
9,0.6581763209523414,0.7042486690225662,60.0,0.2,0.0,0.0,0.0,0.7083468009609596,63.63636363636363,0.5666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.4955823094705771,0.6945086402633467,54.54545454545454,0.65625,0.0,0.0,0.0,0.761358822437947,0.7234597526081548,43.75,0.5,0.5846153646707535,0.4821428656578064,0.9166666567325592,0.5581253826622838,0.6801203101072675,50.0,0.5625,0.0,0.0,0.0,0.7127947762531139,0.8398095093961429,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.4080538169371603,0.6320702610756579,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.569173821642075,0.884924316133713,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6991511899001549,0.6612503639470175,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.6938861421193496,0.694827349030215,52.63157894736842,0.7222222222222222,0.7037037213643392,0.6111111144224802,0.8888888955116272,0.8570701131824005,0.8498252421392728,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.8629343910036398,0.5215860680657796,70.0,0.625,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.5038979321676238,0.5026237262239325,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,0.5188242149555122
10,0.6437065064571769,0.6942432301504644,60.0,0.7666666666666666,0.0,0.0,0.0,0.9414994200274595,63.63636363636363,0.48333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.8193610571569984,0.6680686776387463,54.54545454545454,0.75,0.0,0.0,0.0,1.0176710202864205,0.7902626261834698,62.5,0.43333333333333335,0.375,0.5,0.30000001192092896,0.8211214544009706,0.6662571176296667,50.0,0.625,0.0,0.0,0.0,0.5662933386889094,0.7620602172585973,50.0,1.0,0.0,0.0,0.0,0.1850276321564009,0.5622917095151106,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.5478105451030577,0.7224451335194184,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,1.1092503452540232,0.6869995919473496,66.66666666666666,0.625,0.7857142686843872,0.8333333432674408,0.75,0.7532054170716118,0.682105764558629,68.42105263157895,0.7013888888888888,0.657142847776413,0.7222222288449606,0.6111111144224802,0.5956050536737084,0.8449114920669938,50.0,0.45,0.6333333253860474,0.7142857164144516,0.75,0.5869054716276418,0.4766043266714009,80.0,0.625,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.38355762000664473,0.5748943809110225,60.0,0.8666666666666667,0.75,0.8333333432674408,0.7000000029802322,0.5945674187490092
11,0.22939206633782447,0.8583866603847674,60.0,0.1,0.0,0.0,0.0,0.7723097145291447,63.63636363636363,0.6666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.44386537029775547,0.8157991464776984,45.45454545454545,0.2833333333333333,0.38461539149284363,0.3125,0.5,0.4268771221032944,0.7114368172760075,43.75,0.6333333333333333,0.6060606241226196,0.4732142984867096,0.9000000059604645,0.5679884138945266,0.692840219576914,62.5,0.6875,0.6666666865348816,0.6000000238418579,0.75,0.6935168501636646,0.751129194780868,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,1.0139949711729304,0.749064962776948,42.857142857142854,1.0,0.5,0.3333333432674408,1.0,0.4573958799834855,0.7450155149643473,57.14285714285714,0.5,0.5714285373687744,0.5,0.6666666865348816,0.5833604969512772,0.6957655754811417,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.5850181367784169,0.8072195952947652,57.89473684210527,0.6555555555555556,0.22222222884496054,0.22222222884496054,0.22222222884496054,0.852322396261774,0.9772594212624707,40.0,0.48333333333333334,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.5384782096577657,0.39795603878619906,90.0,0.5,0.8333333432674408,0.75,1.0,0.47064076348059825,0.49823495217397873,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.4849427536877023
12,0.5130288986569385,0.7630302403454584,60.0,0.13333333333333333,0.0,0.0,0.0,0.9593874791384768,36.36363636363637,0.2916666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.31670199326719123,0.7933418101993083,54.54545454545454,0.6166666666666667,0.0,0.0,0.0,0.5336255656782017,0.8820807801221937,43.75,0.4583333333333333,0.5396825522184372,0.4464285746216774,0.75,0.4923582148271343,0.6632419612124475,50.0,0.6875,0.0,0.0,0.0,0.6799886053760561,0.5544575338826979,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.26914822364867086,0.7494599692121889,42.857142857142854,0.9,0.5,0.3333333432674408,1.0,0.3691170014669183,0.8730138938634907,57.14285714285714,0.4166666666666667,0.5714285373687744,0.5,0.6666666865348816,0.3316372008638625,0.7169717453407214,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.7768876922920297,0.7891027314206446,63.1578947368421,0.6944444444444443,0.6388888955116272,0.5555555572112402,0.8333333333333334,0.3475390937339793,1.0453891343428665,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.3742150805641935,0.36373660277374187,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.2719751079319707,0.5850462516580508,70.0,0.75,0.8636363744735718,0.7857142984867096,1.0,0.4278401042685093
13,0.5022563312043631,0.7903740097539972,60.0,0.46875,0.0,0.0,0.0,0.8753125495348312,54.54545454545454,0.2916666666666667,0.4285714328289032,0.375,0.5,0.6774627900086722,0.852554108923992,45.45454545454545,0.2833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.5681798500245425,0.7138961733822681,50.0,0.6,0.558441549539566,0.5,0.6333333551883698,0.3698515502866533,0.6823401053136091,50.0,0.6875,0.3333333432674408,0.5,0.25,0.6545254179669022,0.744530738731297,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.05958335376835674,0.5198405860539868,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.5359578573427792,0.8679194177051892,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.5051854929021469,0.6670503849244827,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.6833211322809586,0.696728579335181,68.42105263157895,0.625,0.4722222288449605,0.5833333333333334,0.4166666666666667,0.4798262927529553,0.9278627551951057,50.0,0.48333333333333334,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.3600300933568753,0.3703495880986559,90.0,0.7083333333333333,0.4615384638309479,0.4285714328289032,0.5,0.9601184732454804,0.5057886049035464,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,0.3314124880903048
14,1.2738610803004773,1.1121908551028474,60.0,0.16666666666666666,0.0,0.0,0.0,0.868728450031954,63.63636363636363,0.25,0.3333333432674408,0.5,0.25,0.35867857389107716,0.7312521933348844,54.54545454545454,0.84375,0.0,0.0,0.0,0.5784080917020852,0.8830780296734612,50.0,0.65625,0.6666666865348816,0.5,1.0,0.47106674121638753,0.6726695343987696,50.0,0.5625,0.0,0.0,0.0,0.6918578134118398,0.8136105534767086,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.5421814649702047,0.6711672244743457,71.42857142857143,0.9,0.6666666865348816,0.5,1.0,0.6533961875265017,0.9282295761610776,42.857142857142854,0.25,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.5304739318619438,0.7088151006983071,44.44444444444444,0.5,0.1666666716337204,0.25,0.125,0.8877910782584657,0.6668102330643522,68.42105263157895,0.7833333333333333,0.7460317611694336,0.7166666686534882,0.8666666746139526,0.680920309398337,1.0366138999104932,50.0,0.55,0.722222238779068,0.6666666716337204,0.8333333432674408,0.3588657055792324,0.28086583977347124,90.0,0.9666666666666667,0.9545454680919647,0.9166666567325592,1.0,0.37488073473157524,0.48758220735682317,80.0,0.9333333333333333,0.4545454680919647,0.4166666567325592,0.5,0.41734839348904723
15,0.6566456716511591,0.8950510716929949,60.0,0.5,0.0,0.0,0.0,1.3540246987150906,63.63636363636363,0.7083333333333334,0.6785714328289032,0.5416666716337204,1.0,0.0012066510754125935,0.8683879441385038,45.45454545454545,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.34083125719140117,0.745854190686492,56.25,0.625,0.6969697177410126,0.5357142984867096,1.0,0.5205486080147642,0.6942743409672426,50.0,0.5625,0.3333333432674408,0.5,0.25,0.6936363811827375,1.24162117032021,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,1.2035272881614996,0.8577768132613858,28.57142857142857,0.4,0.444444477558136,0.2857142984867096,1.0,0.5179896206563349,2.1525440159842573,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.48327455655328067,0.6878775390184029,55.55555555555556,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.6882847614217761,0.8544006962823578,63.1578947368421,0.7999999999999999,0.6551226576169332,0.5555555621782938,0.8222222328186035,0.34149478199062894,1.486048649599617,40.0,0.28125,0.6060605943202972,0.4642857164144516,0.875,0.08559064998040183,0.49538917392474674,60.0,0.9666666666666667,0.6666666567325592,1.0,0.6000000014901161,0.37058693156562117,0.45349754190244707,80.0,0.9,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.4238011838400603
16,0.41205315363434475,1.0495512957990125,60.0,0.375,0.0,0.0,0.0,0.8444388309112174,36.36363636363637,0.3333333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.5173137922314038,0.8800748628274484,45.45454545454545,0.35,0.4166666716337204,0.4166666716337204,0.4166666716337204,0.4903761986628085,0.8011656270610253,50.0,0.65625,0.0,0.0,0.0,0.15148995353526137,0.680508178162613,50.0,0.6875,0.3333333432674408,0.5,0.25,0.9120409276497572,0.6747192430906853,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,1.7001635709655287,1.3217487740043328,28.57142857142857,0.7,0.444444477558136,0.2857142984867096,1.0,0.33974302811465823,0.8051145698898318,71.42857142857143,0.5,0.75,0.6000000238418579,1.0,1.043630684423118,0.6696928827431332,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.4716294902952062,0.7844867707327025,68.42105263157895,0.6333333333333333,0.6111111243565878,0.7777777910232544,0.5555555721124014,0.07692387529616639,1.1263419387549929,60.0,0.5833333333333333,0.6666666865348816,0.75,0.75,0.23839523619909692,0.24831269030128178,90.0,0.9666666666666667,0.9545454680919647,0.9166666567325592,1.0,0.0573360988411564,0.5505344230653011,70.0,0.8666666666666667,0.8333333432674408,0.875,0.800000011920929,1.2238263760387027
17,0.5462534694938396,0.9286685521261372,60.0,0.375,0.0,0.0,0.0,0.8786571277848513,54.54545454545454,0.55,0.6346153914928436,0.5625,0.75,0.1031741123728639,0.8754084331402061,45.45454545454545,0.2,0.4166666716337204,0.4166666716337204,0.4166666716337204,0.4897334012766428,0.6598605345291555,62.5,0.6666666666666666,0.619047611951828,0.625,0.6333333551883698,0.6906466831397567,0.6879337203301754,50.0,0.625,0.0,0.0,0.0,0.4366666554234773,1.008496125441683,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.38970374066225416,0.7317486147632974,57.14285714285714,0.9,0.5714285969734192,0.4000000059604645,1.0,0.11882942281837622,0.8525015526109073,42.857142857142854,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.22537593791804858,0.7105067133344738,55.55555555555556,0.53125,0.8333333432674408,0.75,1.0,0.6939784354075456,1.2022501645654269,63.1578947368421,0.6388888888888888,0.5064102411270142,0.4380952517191569,0.6111111044883728,0.001976725715367846,0.8577268646898706,50.0,0.28125,0.5833333432674408,0.5,0.75,0.5913366244600262,0.39782859896414724,80.0,0.9666666666666667,0.9166666865348816,0.8571428656578064,1.0,1.6761805162100827,0.5797503629663951,70.0,0.9,0.7500000298023224,0.6071428656578064,1.0,2.0175808772086463
18,0.5341128289592071,0.9588330137909178,60.0,0.16666666666666666,0.0,0.0,0.0,0.9468937407307958,54.54545454545454,0.36666666666666664,0.3333333432674408,0.375,0.30000001192092896,0.2046807001731982,0.8268070924517598,63.63636363636363,0.3833333333333333,0.3333333432674408,0.5,0.25,0.6358792998212379,0.657070510523821,62.5,0.65625,0.5416666716337204,0.625,0.5,0.6913865623780661,0.7427309951052201,50.0,0.5625,0.0,0.0,0.0,0.6314656830851335,0.5227788434856233,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.009265685966291928,0.8425494762778943,28.57142857142857,1.0,0.444444477558136,0.2857142984867096,1.0,0.1938437547544929,1.152398387531992,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.1279626782554787,0.7959320721161676,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.375836432555925,0.9622694433953547,63.1578947368421,0.5333333333333333,0.3619047701358795,0.5,0.28888889650503796,0.43521819474202794,0.9919577825713002,40.0,0.65625,0.625,0.625,0.625,0.45448752908905,0.7777874637931778,50.0,0.9333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.24323683965430726,0.6723934170410267,60.0,0.9,0.3333333432674408,0.375,0.30000001192092896,0.0685063222979589
19,0.7286693048729638,0.9455727585096565,60.0,0.16666666666666666,0.0,0.0,0.0,2.39171026157755,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.24920206275541443,0.7020134178175771,45.45454545454545,0.5833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.4664414695204292,1.8221912566771143,50.0,0.6428571428571428,0.5777777805924416,0.5,1.0,0.30407463440832827,0.781019730968534,50.0,0.5,0.0,0.0,0.0,0.4747654905811209,2.5657766140579006,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.013377571255981971,0.5474248802658653,71.42857142857143,1.0,0.0,0.0,0.0,0.23737083134948267,1.3687552893973751,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.31692470876222284,0.6901967178264501,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.38114360864696134,2.908189106341332,47.368421052631575,0.5722222222222223,0.6564102669556936,0.5138888955116272,1.0,0.11889961841503871,1.8477383996448378,40.0,0.7166666666666667,0.6060606241226196,0.6875,0.75,0.5037124376564818,0.22931638464489365,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.1474815299146802,1.3924165328847913,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.11789003351446295
20,0.43033690943454156,1.0877374676202252,60.0,0.16666666666666666,0.0,0.0,0.0,0.8274363156506702,45.45454545454545,0.36666666666666664,0.5833333432674408,0.5357142984867096,0.6500000059604645,0.20016090225067637,1.688192995827331,45.45454545454545,0.31666666666666665,0.6727272868156433,0.5208333432674408,1.0,0.13354907340044445,0.6002600792716226,68.75,0.6875,0.6785714328289032,0.75,0.625,0.2980708693480768,1.19031062278059,50.0,0.5,0.0,0.0,0.0,0.31329419481311843,1.5312289524497846,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.029812518638545095,0.593075365227447,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.29561312618766317,0.907971243792412,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.3312083979666075,0.6778124122916199,55.55555555555556,0.71875,0.8333333432674408,0.75,1.0,0.7021679498740053,1.5063255011292125,42.10526315789473,0.5555555555555556,0.5564102431138357,0.4325396915276845,0.9444444378217062,0.13102507807927474,0.9716852733477295,50.0,0.25,0.5833333432674408,0.5,0.75,0.8304576499051421,0.5493682424328623,50.0,0.75,0.3333333432674408,0.5,0.25,0.1826269708960834,0.4976767095743563,80.0,0.71875,0.9000000059604645,0.8333333432674408,1.0,1.4392169237355161
21,0.5141069838779535,1.025755180018265,60.0,0.40625,0.0,0.0,0.0,1.1823520952282662,63.63636363636363,0.5833333333333333,0.6190476417541504,1.0,0.45000000298023224,0.2755755248140706,1.059160602464611,54.54545454545454,0.5,0.5833333432674408,0.46666668355464935,0.875,0.7180886422227072,1.1335136047991847,50.0,0.7083333333333333,0.6285714358091354,0.5,1.0,0.37288203802140096,1.3102336933936263,50.0,0.5625,0.0,0.0,0.0,0.5102420888163682,1.1440360661654545,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.18218475167823608,0.6481024621324977,28.57142857142857,1.0,0.444444477558136,0.2857142984867096,1.0,0.3250816193625109,1.2918004740532254,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5688056641072521,0.6971954668745592,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.6884198540165748,0.9601922756543373,63.1578947368421,0.7847222222222222,0.679365078608195,0.5888889034589132,0.8055555621782938,0.17347871422929892,1.0075139938981805,50.0,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.25179101838181783,1.5057956072534622,50.0,0.9666666666666667,0.1666666567325592,0.5,0.10000000149011612,0.5234935759267115,0.4140341978496993,80.0,0.9,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.8722929737557455
22,0.49981159191126,1.2881128738401468,60.0,0.5,0.0,0.0,0.0,1.1141465277890796,54.54545454545454,0.8333333333333333,0.5833333432674408,0.75,0.6666666716337204,1.0007192581029483,1.3968467169974514,54.54545454545454,0.7666666666666666,0.0,0.0,0.0,0.2669444536979452,0.9631148507760796,50.0,0.7666666666666666,0.6068376302719116,0.4791666716337204,0.8333333432674408,0.5161798255178499,0.7039947413740812,50.0,0.4375,0.0,0.0,0.0,0.5522273853752339,1.0380151713936017,50.0,0.6666666666666666,0.5714285373687744,0.5,0.6666666865348816,0.010080911982910648,0.24599114939642247,100.0,1.0,1.0,1.0,1.0,0.23876124073852384,1.0475920329616621,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.1522605432415389,0.6722846763700824,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.34446250674390294,0.9979987910290741,68.42105263157895,0.7055555555555556,0.6055555641651154,0.75,0.527777781089147,0.9734060445691521,1.1709643944950758,50.0,0.48333333333333334,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5653951974872948,0.3633334852817537,90.0,0.9,0.9545454680919647,0.9166666567325592,1.0,0.033006348418709676,0.9902752136298212,80.0,0.9,0.9166666865348816,0.8571428656578064,1.0,0.1349214178486255
23,0.4853083772749193,1.1503432438647,60.0,0.375,0.0,0.0,0.0,0.8902488073310941,54.54545454545454,0.36666666666666664,0.6136363744735718,0.5833333432674408,0.6500000059604645,0.019434664097957542,1.168991294859801,45.45454545454545,0.34375,0.1666666716337204,0.25,0.125,0.12496260289295891,0.6261767346641411,75.0,0.8,0.625,1.0,0.46666668355464935,0.45091566375617476,0.8312453785160647,50.0,0.375,0.0,0.0,0.0,0.48953919295327303,0.9018701152107295,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.002987710387178003,0.8314070311140814,42.857142857142854,1.0,0.5,0.3333333432674408,1.0,0.4848963300379757,1.0315973185461667,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.012857191996003747,0.7150320290845034,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.9717632450546857,1.055434263905952,63.1578947368421,0.5208333333333334,0.49629632631937665,0.4333333373069763,0.5833333333333334,0.03155162646439156,1.3479877170116363,50.0,0.5166666666666666,0.3333333432674408,0.375,0.30000001192092896,0.25080174074284606,0.24132503926568066,90.0,1.0,0.9545454680919647,0.9166666567325592,1.0,0.04033506465311551,0.3856889784436398,90.0,0.625,0.4615384638309479,0.4285714328289032,0.5,0.8431872203361122
24,0.5927514299984927,1.1131561123570348,60.0,0.375,0.0,0.0,0.0,2.1684610756204945,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.244776865667945,1.2116626697335489,54.54545454545454,0.45833333333333337,0.45000000298023224,0.6666666716337204,0.4166666716337204,0.15302392079039256,0.5691515371691938,75.0,0.7333333333333334,0.7500000298023224,0.6904762089252472,0.8333333432674408,0.27246006241615783,0.6940012243556282,50.0,0.375,0.6000000238418579,0.5,0.75,0.3289847419535058,2.9985714738018103,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.00393927690703976,0.21715229381706588,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,1.0226854946139157,2.098084315343534,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.08245848031517024,0.6049328448310392,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0,0.36268581283659285,1.922807686312472,57.89473684210527,0.8125,0.6646464864412943,0.523809532324473,0.9166666666666666,0.03392857103673328,2.322162280861287,40.0,0.55,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.5060867181585396,1.4811158815161307,60.0,0.6666666666666667,0.4285714328289032,0.375,0.5,0.2390670753849309,1.0459334623135832,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.18645777672767394
25,0.5298119328366081,1.1571366507577834,60.0,0.375,0.0,0.0,0.0,1.1625311978526165,63.63636363636363,0.3,0.7846153974533081,0.6458333432674408,1.0,0.017902998745460304,0.9843793456080845,54.54545454545454,0.5166666666666666,0.25,0.3333333432674408,0.20000000298023224,0.46853198898186504,0.5884125779037019,62.5,0.75,0.6666666865348816,0.6000000238418579,0.75,0.45212198191869446,0.9516027056965535,50.0,0.5625,0.0,0.0,0.0,0.4233013373462148,0.9628589882081281,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.003798581207981422,0.37776325833790697,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.07222760063527289,1.147262000167187,71.42857142857143,0.5833333333333334,0.75,0.6000000238418579,1.0,0.045582754906056365,0.7172036679791364,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.35868454071060335,1.2188510180856102,63.1578947368421,0.6375000000000001,0.4424242575963338,0.3904762069384257,0.5333333412806193,0.8060870472223866,1.571384902410485,60.0,0.5166666666666666,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.06251467431047025,0.15870158274088578,90.0,1.0,0.8333333432674408,0.75,1.0,0.06537455666437031,0.3480649913170704,90.0,0.9666666666666667,0.9545454680919647,0.9166666567325592,1.0,0.26641091648456605
26,0.13834417591894058,1.3394649940745567,60.0,0.375,0.0,0.0,0.0,1.3979258204792748,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.03756206982568667,1.2458392662280844,54.54545454545454,0.375,0.4000000059604645,0.5,0.3333333432674408,0.27511616635166714,0.7799153802780571,62.5,0.7,0.6666666865348816,0.5571428686380386,0.8333333432674408,0.08265547645899944,0.832853256355223,50.0,0.4375,0.0,0.0,0.0,0.35556208044370935,3.4104685695600607,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.01685192897790544,0.24942792022164453,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.25459170391455904,2.1298704395297157,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.1202044333891005,0.6358677236532694,77.77777777777779,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.8186693114645869,2.3700924893162467,42.10526315789473,0.8125,0.5707070628801981,0.420634925365448,0.9166666666666666,0.013778207161867452,2.1534272115475126,40.0,0.5166666666666666,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.06944801603746943,0.6939868284698198,80.0,1.0,0.9166666865348816,0.8571428656578064,1.0,0.012111058145157014,0.7367648198508051,80.0,0.9666666666666667,0.7878788113594055,0.6666666567325592,1.0,0.05229130926645896
27,0.3637648545604528,1.6283391433699261,60.0,0.16666666666666666,0.0,0.0,0.0,1.27586049596947,54.54545454545454,0.5166666666666666,0.7333333492279053,0.6190476417541504,0.9000000059604645,0.0005513263275186771,1.6337938576996678,54.54545454545454,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.07807569776080286,0.7386299482444338,68.75,0.71875,0.619047611951828,0.8333333432674408,0.5,1.547806813227763,0.6821773043500787,50.0,0.3125,0.6000000238418579,0.5,0.75,0.5302736245555939,1.4675700263526659,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.003813717531583838,2.5032571986239724,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.21806928315988064,2.031731925064878,57.14285714285714,0.6666666666666666,0.6666666865348816,0.5,1.0,0.19011306782594112,0.9267192436385676,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.3605008440888448,1.1882687917340877,63.1578947368421,0.7847222222222222,0.4888888994852702,0.6666666666666666,0.3888888955116272,0.0020912906594314374,1.6357673128299566,50.0,0.5833333333333333,0.5833333432674408,0.7000000029802322,0.5833333432674408,0.12265615671822293,0.7628321514636764,80.0,0.75,0.9000000059604645,0.8333333432674408,1.0,0.003949100272923637,0.321880270187012,80.0,0.71875,0.875,0.875,0.875,0.00329037438076383
