,SZ,SZ,SZ,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6825946238629698,0.08206716044721521,60.15625,0.07200129037918102,75.0,0.7080111269792828
1,0.7183482205195805,0.08407025001576349,60.15625,0.08666889990450918,25.0,0.6974785754731723
2,0.6877461867379879,0.0821436785108194,62.5,0.07243791869560633,75.0,0.5181377562509297
3,0.5915109057786728,0.0760258712217278,65.625,0.07145216253881029,75.0,0.5507214217856597
4,0.49592769100316186,0.07586917461335012,64.84375,0.06772512620465637,78.125,0.6707068105913617
5,0.5849037745370849,0.08330629423155238,64.84375,0.16890364993495685,25.0,1.8620627323594512
6,0.2877842852038353,0.0749760305664528,63.28125,0.08430906991294346,75.0,0.5769958526081458
7,0.505754882501151,0.0759326571437546,65.625,0.07033408221627753,78.125,0.2932987813644504
8,1.1234402384180606,0.1274663731470884,67.96875,0.0725147674132764,62.5,0.68910762218065
9,0.4921639375576439,0.08124443810199425,67.96875,0.07982034097325688,59.375,0.6139637751930532
10,0.27071587225264504,0.08599670537984533,67.96875,0.07742575080421316,75.0,0.7646650613917593
11,0.15799324841477602,0.09063770853364903,64.84375,0.06216424962386961,71.875,0.44087871142108714
12,1.2714559192322337,0.074646679964713,71.09375,0.17869966415771732,46.875,0.33292126038099096
13,0.3806952261387373,0.07750919376703057,69.53125,0.12430853736464106,71.875,0.012890123502160091
14,0.05629049433580638,0.06893038173803955,68.75,0.09465883966887746,75.0,0.03905294219759947
15,0.4190154766877329,0.2399246593771468,65.625,0.10823531568553041,78.125,0.040681472238947206
16,0.1292452741065929,0.09382151406649282,67.96875,0.2914944115832324,71.875,0.7541855409890486
17,0.780117434567177,0.10133712010268255,67.96875,0.12446111028430713,75.0,0.001149283518119386
18,0.13576177760383032,0.07807901064501307,71.09375,0.15191518502495643,75.0,0.02054446723817136
19,0.3226564823949845,0.12140995321802953,69.53125,0.38557654208740055,53.125,0.03617742042881712
20,0.3039787229780424,0.09680169275871037,70.3125,0.14076150601398157,68.75,0.5634476253993537
21,0.1142002210404817,0.09266484447672137,70.3125,0.16817673736594657,78.125,0.004489229944504863
22,0.744426625939434,0.17777576000558587,56.25,0.19508447423199446,78.125,0.00025599046616702154
