,DEL16p11_2,DEL16p11_2,DEL16p11_2,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6943576254931049,0.10784741672278605,23.076923076923077,0.07581664902406138,75.0,0.17597000587353423
1,0.670790208690771,0.10839540369631065,23.076923076923077,0.06811402479859732,75.0,0.6207007102443362
2,0.6812882264519575,0.10872938857130808,23.076923076923077,0.06748864391216458,75.0,0.491521212195114
3,0.6627107894384716,0.10933475013009251,23.076923076923077,0.06725882586403514,75.0,0.5294114396949336
4,0.6843730953333326,0.11026039167057874,23.076923076923077,0.08558982188380915,75.0,0.36159876034830685
5,0.5960422713198648,0.22497269808391013,23.076923076923077,0.06884168071520852,71.875,0.46616628964388396
6,0.6885260233200879,0.1081779270766498,23.076923076923077,0.12530852095569608,75.0,0.08633103719072581
7,0.6839951692544438,0.10532677603485321,23.076923076923077,0.1958758682760354,75.0,1.476719973959267
8,0.6848556467824883,0.10094150576090614,23.076923076923077,0.10439538472182602,75.0,0.22465632745807668
9,0.09684756238427618,0.45899601559981795,23.076923076923077,0.11865074587573832,65.625,0.11816316316716462
10,0.6870802005724616,0.10153998499906255,23.076923076923077,0.09212571834058714,68.75,0.18212040393737658
11,0.7065401266025627,0.10144533915956035,23.076923076923077,0.21444881803500224,71.875,0.24806394898973277
12,0.6849497102548584,0.4202487486148947,23.076923076923077,0.10204350447132424,78.125,0.0018387203183653843
13,0.6907336249494346,0.1421442879943135,23.076923076923077,0.10926174997139387,81.25,0.3690612197503326
14,0.6887279459567757,0.0959532873699792,69.23076923076923,0.17248730461531805,75.0,1.5546199727719054
15,0.6929816571883661,0.8821463392463075,23.076923076923077,0.0901798729227592,81.25,0.06990845988790316
16,0.6925071165368109,0.10008034368232809,23.076923076923077,0.11763948972711186,81.25,0.204833229967362
17,0.6919784612181304,0.10025156311793446,23.076923076923077,0.12284076247573433,78.125,0.08674740047514486
18,0.24332537876820703,0.1568639842479898,38.46153846153847,0.14297079319972972,68.75,0.011909632843775862
19,0.16768373206657386,0.3892767302514754,23.076923076923077,0.16307126448629067,78.125,0.0009204291365500668
20,1.0068710694629757,0.09040129183577986,69.23076923076923,0.190502392801735,75.0,0.00016472296577683173
21,0.20066183127538695,0.19868846180749708,38.46153846153847,0.1332584394179967,71.875,0.02140959851120679
22,0.4608510041572867,0.09930671694931403,76.92307692307693,0.19106233803032419,75.0,0.002939285635395473
23,0.12644636576691007,0.20395395307548056,38.46153846153847,0.2144271205970725,75.0,0.0016774392260171102
24,0.008506713880820164,0.10116766753012947,76.92307692307693,0.1440155999768645,71.875,0.00449891679752174
25,0.43554466811200704,0.1197889224134915,69.23076923076923,0.19372781961596997,75.0,0.007167995291907539
26,0.001279876510552293,0.12080412189863286,76.92307692307693,0.18708966329701335,78.125,0.0007277328309546994
27,0.02024986735220732,0.13278298942916386,69.23076923076923,0.1573191125389926,78.125,0.0005029595632748216
28,0.00018087925211932965,0.21054026148862376,69.23076923076923,0.2467333957683339,75.0,0.0004500780325066168
29,0.030429028521699264,0.2750489545218701,53.84615384615385,0.15923520954505022,78.125,0.0005692052515219693
30,0.004233042334183779,0.2870021687589687,61.53846153846154,0.17389015148341652,78.125,0.0014645891939325255
31,0.0011336216754005218,0.18963271702380075,76.92307692307693,0.18236597623780576,81.25,0.002354467081692109
32,0.015816476005909522,0.1906573389338291,53.84615384615385,0.1793537274735306,78.125,0.000414061658213809
33,0.0014216822382779437,0.14218690162255154,76.92307692307693,0.18608923547128423,78.125,0.00022277381832966348
34,0.0035480556549517916,0.19769018310902434,61.53846153846154,0.1864752810168722,78.125,0.0002606774885267833
35,0.0001263135967707197,0.4515695746429769,38.46153846153847,0.19461749569594722,78.125,0.0002614187119664917
36,0.006293090826690762,0.2697697713211334,61.53846153846154,0.19347798285659829,78.125,5.891463821595033e-05
37,0.004063603419356685,0.25980487641111566,61.53846153846154,0.19608171433702826,78.125,5.9464036414059375e-05
38,0.0030667973176488742,0.27994354399011734,46.15384615384615,0.19552904565507592,78.125,6.464619870943487e-05
39,0.0008372294432283375,0.3617467339996253,38.46153846153847,0.2014838867096129,78.125,9.576628885377913e-05
40,0.00035506874400411553,0.4110804617648615,38.46153846153847,0.20739982430318907,78.125,0.00034581962938516153
41,0.00021786844925523446,0.37980736566789663,38.46153846153847,0.21166766958341598,78.125,0.00041634380144215473
42,4.284077088084287e-05,0.39604599947376473,38.46153846153847,0.21583546233216555,78.125,1.1838986738445949e-05
43,0.0001229140685181119,0.4259087016226022,38.46153846153847,0.2086357965962816,78.125,1.841843887544672e-05
44,0.00011381536510875712,0.4837308753989716,38.46153846153847,0.21926720977215547,78.125,0.0004527482774193549
45,9.191089613635085e-05,0.3907243256782436,38.46153846153847,0.21941145464303083,78.125,0.00020170747209785161
46,0.00016896416213473933,0.42264926647529827,38.46153846153847,0.2110710513329868,78.125,0.0001567800569372073
47,3.832161752320004e-05,0.3945112217296956,38.46153846153847,0.21834777485959692,78.125,2.264624988926101e-05
48,0.00014036131736825175,0.5022772125947315,38.46153846153847,0.21965094387377448,78.125,5.11417766972693e-07
49,6.0898378132640304e-05,0.43196008280959053,38.46153846153847,0.21583074179637723,78.125,0.00018187608073833573
50,5.035707712608442e-05,0.4050464092929177,38.46153846153847,0.22523453512412497,78.125,6.36475037986991e-05
51,6.649421655015855e-05,0.40475080362900506,38.46153846153847,0.22013953683129409,78.125,6.707290894316345e-05
52,3.0354994498121103e-05,0.3824355274289707,38.46153846153847,0.23005346498192702,78.125,3.1681589794239825e-05
53,2.6160548094826256e-05,0.4039055790668401,38.46153846153847,0.22036431774976972,78.125,3.852626597098661e-05
54,0.00016496578133537782,0.39093354479023323,38.46153846153847,0.22662211941260985,78.125,3.330362293581477e-05
55,4.3209159544719035e-05,0.4952929574290787,38.46153846153847,0.22516063179605506,78.125,3.2979332035965853e-06
56,2.2741183164601072e-05,0.44102720298606796,38.46153846153847,0.23298883592409753,78.125,2.7986560626097584e-05
57,4.5268444065054586e-05,0.448106221101054,38.46153846153847,0.2328572516939749,78.125,1.1216601713813775e-05
58,4.8238968958449895e-05,0.47197317171493924,38.46153846153847,0.23211825800987826,78.125,0.00011482927465152913
59,1.6946841324872488e-05,0.40913367861975686,38.46153846153847,0.23371647697251968,78.125,5.904091144667149e-05
60,4.372507254822547e-05,0.43975676199486624,38.46153846153847,0.23468845563079738,78.125,6.283608078820413e-06
61,2.554504687998903e-05,0.44608750189719765,38.46153846153847,0.2349062888993349,78.125,0.0001083165597033704
62,6.8930996638154965e-06,0.44960946135756963,38.46153846153847,0.237459670885614,78.125,6.303527117209844e-05
63,2.8278386441065196e-05,0.47803513064170206,38.46153846153847,0.233146039792673,78.125,2.4088055243751604e-05
64,1.0022454584157763e-05,0.4901057610679379,38.46153846153847,0.2345164089621822,78.125,4.502143636230072e-06
65,1.0004091102855765e-05,0.47534862655297644,38.46153846153847,0.24119176865889935,78.125,6.16781492378299e-05
66,3.5534281840546797e-06,0.45232259564678784,38.46153846153847,0.23788398007521058,78.125,2.3131213514636006e-06
67,5.2187505209155286e-05,0.4499636351085238,38.46153846153847,0.2393104625161955,78.125,1.5192699868082504e-05
68,1.1342160778857886e-05,0.46023400528113506,38.46153846153847,0.2360670223752841,78.125,1.4665769844843614e-05
