,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,3125.467458442357,758.2579021311095,0.0,0.0,0.0,0.0,0.0
1,2313.0786854233766,465.04358905565925,0.0,0.0,0.0,0.0,0.0
2,1001.6395030864558,150.07833455419464,0.0,0.0,0.0,0.0,0.0
3,391.79910943758426,129.0663673550821,0.0,0.0,0.0,0.0,0.0
4,1640.5586706392362,212.7016880715043,0.0,0.0,0.0,0.0,0.0
5,132.97473313093096,301.88467306572903,0.0,0.0,0.0,0.0,0.0
6,127.26609155807698,45.348182467663904,0.0,0.0,0.0,0.0,0.0
7,423.55550255541624,39.104314611500214,0.0,0.0,0.0,0.0,0.0
8,229.25228811779397,39.79379868679832,0.0,0.0,0.0,0.0,0.0
9,198.57512482766484,90.5115773526297,0.0,0.0,0.0,0.0,0.0
10,262.14504100249434,35.65446350857941,0.0,0.0,0.0,0.0,0.0
11,117.86356649296165,22.960953794777186,0.0,0.0,0.0,0.0,0.0
12,179.19097466314793,20.68474578383394,0.0,0.0,0.0,0.0,0.0
13,123.10114317382266,36.57467460758951,0.0,0.0,0.0,0.0,0.0
14,54.97681671742235,37.068794588287275,0.0,0.0,0.0,0.0,0.0
15,79.95280178639665,16.325977124424394,0.0,0.0,0.0,0.0,0.0
16,54.772753922218556,12.835533813764101,0.0,0.0,0.0,0.0,0.0
17,43.85611349211654,35.70153447960313,0.0,0.0,0.0,0.0,0.0
18,28.21694107596822,9.89413134931961,0.0,0.0,0.0,0.0,0.0
19,120.47609047886735,13.734959202015887,0.0,0.0,0.0,0.0,0.0
20,42.9848499387594,11.614734789312266,0.0,0.0,0.0,0.0,0.0
21,66.026133650247,6.063225446138189,0.0,0.0,0.0,0.0,0.0
22,25.164122806407658,12.017125873987723,0.0,0.0,0.0,0.0,0.0
23,39.57773728978313,7.0924057975479995,0.0,0.0,0.0,0.0,0.0
24,17.1746726884561,13.25289848401622,0.0,0.0,0.0,0.0,0.0
25,32.09041648011608,6.727717755659439,0.0,0.0,0.0,0.0,0.0
26,89.42853491609131,10.539135040776314,0.0,0.0,0.0,0.0,0.0
27,47.81904750372957,15.230854827300979,0.0,0.0,0.0,0.0,0.0
28,31.41243851407789,9.796262085145765,0.0,0.0,0.0,0.0,0.0
29,37.47761767318077,6.594594349930864,0.0,0.0,0.0,0.0,0.0
30,35.37729455362401,11.17526565442484,0.0,0.0,0.0,0.0,0.0
31,21.364503894100135,14.544275494765358,0.0,0.0,0.0,0.0,0.0
32,9.537569226584072,9.86339425795343,0.0,0.0,0.0,0.0,0.0
33,7.403654027898796,6.799771570237622,0.0,0.0,0.0,0.0,0.0
34,11.07251878619387,11.490689910424132,0.0,0.0,0.0,0.0,0.0
35,16.081434339486346,7.6559387023951615,0.0,0.0,0.0,0.0,0.0
36,12.334136126259152,13.47547373353341,0.0,0.0,0.0,0.0,0.0
37,15.10626707866124,10.205376969147073,0.0,0.0,0.0,0.0,0.0
38,7.879909164544264,6.26995130268615,0.0,0.0,0.0,0.0,0.0
39,12.120104796583819,12.398662089797899,0.0,0.0,0.0,0.0,0.0
40,19.68977775838605,11.515926692273826,0.0,0.0,0.0,0.0,0.0
41,13.929953396519156,11.351414675867462,0.0,0.0,0.0,0.0,0.0
42,6.841432821446077,15.462636886612415,0.0,0.0,0.0,0.0,0.0
43,10.808601940506913,7.9558069778375025,0.0,0.0,0.0,0.0,0.0
44,1.5973053535381716,12.779139824045503,0.0,0.0,0.0,0.0,0.0
45,4.202614656218346,8.207030385885647,0.0,0.0,0.0,0.0,0.0
46,2.1399236232026118,10.3145068036068,0.0,0.0,0.0,0.0,0.0
47,0.9840909588012133,7.297846398625208,0.0,0.0,0.0,0.0,0.0
48,8.96278684575579,25.572686419811664,0.0,0.0,0.0,0.0,0.0
49,18.703307344108975,12.296172930731714,0.0,0.0,0.0,0.0,0.0
50,2.471717452693454,10.096444765661182,0.0,0.0,0.0,0.0,0.0
51,2.9453455881514206,10.179661360504813,0.0,0.0,0.0,0.0,0.0
52,4.315269314355209,16.049308952550195,0.0,0.0,0.0,0.0,0.0
53,2.35061231602614,9.069008656271759,0.0,0.0,0.0,0.0,0.0
54,0.5040708147049104,10.174871682656635,0.0,0.0,0.0,0.0,0.0
55,0.9998092316693887,19.751295261505547,0.0,0.0,0.0,0.0,0.0
56,3.707180061462736,8.82351122473587,0.0,0.0,0.0,0.0,0.0
57,0.12840551454123486,21.43590487584284,0.0,0.0,0.0,0.0,0.0
58,7.498645854873294,9.599714869374797,0.0,0.0,0.0,0.0,0.0
59,8.867961156544537,22.497771860703587,0.0,0.0,0.0,0.0,0.0
60,21.08655039968336,7.072918016756229,0.0,0.0,0.0,0.0,0.0
61,4.514943940645743,12.354470069820032,0.0,0.0,0.0,0.0,0.0
62,0.4098862963993627,7.834958094942029,0.0,0.0,0.0,0.0,0.0
63,0.9433953189325807,12.824231317306115,0.0,0.0,0.0,0.0,0.0
64,13.220752627031263,22.289337623379016,0.0,0.0,0.0,0.0,0.0
65,18.435748199532796,18.712710845786525,0.0,0.0,0.0,0.0,0.0
66,34.85439724069546,12.10676449613702,0.0,0.0,0.0,0.0,0.0
67,9.629537641833968,6.301305775448052,0.0,0.0,0.0,0.0,0.0
68,12.633353445461111,12.050619867012424,0.0,0.0,0.0,0.0,0.0
69,3.574150294714501,11.325593946132525,0.0,0.0,0.0,0.0,0.0
70,1.4021798923106013,8.336362596047119,0.0,0.0,0.0,0.0,0.0
71,3.5592947108734,8.667913111533831,0.0,0.0,0.0,0.0,0.0
72,5.380673903538858,12.558387219266868,0.0,0.0,0.0,0.0,0.0
73,3.08249880047935,14.74370097207131,0.0,0.0,0.0,0.0,0.0
74,0.5052718129131439,15.127390352317917,0.0,0.0,0.0,0.0,0.0
75,4.180418165140509,13.45548568462127,0.0,0.0,0.0,0.0,0.0
76,0.9290574136389157,16.240239234940173,0.0,0.0,0.0,0.0,0.0
77,1.5190145696806574,13.455940498683145,0.0,0.0,0.0,0.0,0.0
78,1.0982690271956286,14.86147500866534,0.0,0.0,0.0,0.0,0.0
79,5.43812658158391,9.217585877895752,0.0,0.0,0.0,0.0,0.0
80,11.200333716178475,11.149319922148251,0.0,0.0,0.0,0.0,0.0
81,5.676023570170627,8.349862015376473,0.0,0.0,0.0,0.0,0.0
82,1.1796578245347042,21.01395730542103,0.0,0.0,0.0,0.0,0.0
83,0.43475606574144615,7.255908552261784,0.0,0.0,0.0,0.0,0.0
84,1.1138975854894062,7.747155335040605,0.0,0.0,0.0,0.0,0.0
85,0.9216862883235324,17.50025163073293,0.0,0.0,0.0,0.0,0.0
86,0.7257064314627877,19.568000175239824,0.0,0.0,0.0,0.0,0.0
87,0.3385828730745537,9.579042907341094,0.0,0.0,0.0,0.0,0.0
88,4.09203660034377,8.706999062100802,0.0,0.0,0.0,0.0,0.0
