,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8700791187929865,0.7055162760174356,50.0,0.75,0.6666666865348816,0.5,1.0,0.6931090112366385,55.46875,0.5109375,0.49295635893940926,0.44895834289491177,0.5895833373069763,0.6931064648984634,0.5799234860167479,75.0,0.47916666666666674,0.0,0.0,0.0,0.4737874518537174,0.6927301326800385,70.58823529411765,0.6805555555555555,0.8222222328186035,0.8055555621782938,0.8666666746139526,0.6931827462166058,0.6933912554306074,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.7006132712886872,0.5525840919240258,76.92307692307693,0.8333333333333333,0.8730159103870392,0.7750000059604645,1.0,0.6923753021041,1.063691645834489,28.57142857142857,0.6666666666666666,0.0,0.0,0.0,0.6796455614769341,0.6545777514522199,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.7845202320088115,0.6929914729798627,55.65217391304348,0.47849206349206347,0.0,0.0,0.0,0.6927603888359598,0.6933362813241238,48.78048780487805,0.5041666666666667,0.5468975603580475,0.4166666666666667,0.8333333333333334,0.6934387693934747
1,0.7285432458731964,0.6841926274179156,50.0,0.55,0.0,0.0,0.0,0.6881675553298138,60.9375,0.6723958333333333,0.0208333320915699,0.0625,0.012500000186264515,0.7883269276009447,0.5739802907117506,75.0,0.6688988095238095,0.0,0.0,0.0,0.7160357281593569,0.6930244978193187,41.17647058823529,0.6375000000000001,0.0,0.0,0.0,0.6922995863779885,0.6937444694540119,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6911869013216952,0.6927181793000645,76.92307692307693,0.4166666666666667,0.8416666686534882,0.737500011920929,1.0,0.6952978906795374,0.6790140443214673,57.14285714285714,0.36507936507936506,0.717948704957962,0.6666666567325592,0.8571428656578064,0.6719986235281097,0.6939414226031639,37.5,0.2,0.0,0.0,0.0,0.6926660874801521,0.691809756416872,55.65217391304348,0.5096428571428571,0.0,0.0,0.0,0.6863172853748221,0.6797463773633736,51.21951219512195,0.6541666666666667,0.0,0.0,0.0,0.6752435193015505
2,0.7596469503120227,0.7585502901803869,50.0,0.1875,0.6666666865348816,0.5,1.0,0.8368700075609674,60.9375,0.6659970238095239,0.01785714365541935,0.0625,0.010416666977107525,0.5061384740577735,0.7054267905037828,75.0,0.3833333333333333,0.0,0.0,0.0,0.49205254999329906,0.8341232534286958,47.05882352941176,0.5833333333333334,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.5756873371736914,0.7094391974557858,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6910451010222222,0.6945339698480824,23.076923076923077,0.2833333333333333,0.0,0.0,0.0,0.6925188904476371,0.6263101725913991,71.42857142857143,0.41666666666666663,0.8285714387893677,0.7083333432674408,1.0,0.6869740006641898,0.6944239926379362,37.5,0.3333333333333333,0.0,0.0,0.0,0.693528990051049,0.6914267958421425,55.65217391304348,0.4473412698412699,0.0,0.0,0.0,0.6861342121957918,0.6928554353070726,65.85365853658537,0.6361111111111112,0.4920635024706523,0.5166666706403097,0.5250000009934107,0.6931886981605155
3,0.7594059644459711,0.7148753751540149,60.0,0.71875,0.6666666716337204,0.75,0.625,0.5886634729983306,67.1875,0.6932291666666667,0.2300595287233591,0.46875,0.15520833525806665,0.5453232758257099,0.5401522064185403,75.0,0.725,0.0,0.0,0.0,0.5596567489535766,0.6288666391020864,47.05882352941176,0.6166666666666667,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6830980519925733,0.6941015387845826,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.6874042459696753,0.7070700732152092,15.384615384615385,0.25,0.0,0.0,0.0,0.6944240182366741,0.6460208483089911,71.42857142857143,0.5,0.8285714387893677,0.7083333432674408,1.0,0.6938819701872058,0.6948842447874981,37.5,0.26666666666666666,0.0,0.0,0.0,0.6925905586105833,0.6900827697594482,55.65217391304348,0.46972222222222226,0.0,0.0,0.0,0.6807343566460213,0.6928860312727807,51.21951219512195,0.5847222222222223,0.6911680996417999,0.568452388048172,0.9666666686534882,0.6916260219320046
4,0.5873253768091666,0.705301432571774,40.0,0.65,0.0,0.0,0.0,0.5845225293256712,68.75,0.7572916666666667,0.41145833395421505,0.6354166679084301,0.35208333749324083,0.6878799993867224,0.6940386758615404,75.0,0.6696428571428572,0.0,0.0,0.0,0.33246948220885486,0.7082498911851836,47.05882352941176,0.5722222222222223,0.4285714328289032,0.6666666666666666,0.3888888905445735,0.6142904419451531,0.6938370232217977,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.8767316984307639,0.6919251122476453,76.92307692307693,0.5833333333333334,0.8730159103870392,0.7750000059604645,1.0,0.6945877793447308,0.7442128679473452,28.57142857142857,0.8333333333333333,0.1428571492433548,0.25,0.10000000149011612,1.1823445267193091,0.6962560791009409,37.5,0.13333333333333333,0.0,0.0,0.0,0.7825960443772416,0.6859930371344446,55.65217391304348,0.5317460317460317,0.0,0.0,0.0,0.7087244589800173,0.6927348494186193,51.21951219512195,0.6222222222222221,0.6767861942450205,0.5615079402923584,0.9444444477558136,0.692651525210217
5,0.7641088465107942,0.7854268146160945,50.0,0.55,0.2857142686843872,0.25,0.3333333432674408,0.6545016516655127,67.1875,0.7713541666666668,0.6438492182642221,0.5755952438339591,0.7718750033527613,0.5942854440910991,0.5467261835052345,81.25,0.675,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.5519995614280526,0.953955281276149,47.05882352941176,0.6638888888888889,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.32569785866470763,0.6653709629972044,55.55555555555556,0.53125,0.0,0.0,0.0,0.6970213361426748,0.6395277139756008,69.23076923076923,0.6666666666666667,0.8290598392486572,0.7571428716182709,0.9166666567325592,0.6898321690875657,0.6125698634765147,85.71428571428571,0.8333333333333333,0.9166666865348816,0.8571428656578064,1.0,0.6773374930604095,0.7339864717383136,37.5,0.3333333333333333,0.0,0.0,0.0,0.804041540977649,0.821644613653143,55.65217391304348,0.4031746031746032,0.0,0.0,0.0,0.4921610776789166,0.7152953547325386,48.78048780487805,0.5916666666666667,0.6989122132460276,0.5625,1.0,0.6423702434477039
6,0.6410047284878431,0.7547600140150378,50.0,0.375,0.6666666865348816,0.5,1.0,0.6324722985928868,69.53125,0.7677083333333333,0.48898810520768166,0.6562500018626451,0.441666672937572,0.31845817644315777,0.6031674131487192,71.875,0.7425595238095238,0.0,0.0,0.0,0.34769635372412006,1.1285854699869464,47.05882352941176,0.6388888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34377954238393815,0.6941890331811211,55.55555555555556,0.5,0.3636363744735718,0.2857142984867096,0.5,0.6970219173155042,0.6879941863233173,84.61538461538461,0.8452380952380952,0.8901098966598511,0.875,0.9285714328289032,0.6952838537282453,0.6650405357730923,64.28571428571429,0.5416666666666667,0.75,0.7166666686534882,0.7916666567325592,0.7072351962365688,0.698136456639139,37.5,0.0,0.0,0.0,0.0,0.6906628006520791,0.6884516074846943,55.65217391304348,0.5733333333333334,0.0,0.0,0.0,0.669276860852339,0.6812453565384577,56.09756097560976,0.6666666666666666,0.7138694723447164,0.5942460348208746,1.0,0.7491457101945359
7,0.3724144056594291,0.6729642843488141,50.0,0.5166666666666666,0.722222238779068,0.6666666716337204,0.8333333432674408,0.6340170079232679,67.96875,0.7114583333333334,0.6125676445662975,0.5773809589445591,0.6875000055879354,0.49391669900162766,0.559449220569359,81.25,0.726190476190476,0.45000000298023224,0.5,0.4166666716337204,0.38040782826124725,0.9052216051858455,64.70588235294117,0.6277777777777778,0.7222222288449606,0.8888888955116272,0.6666666766007742,0.16197093037962776,0.6943794888860473,44.44444444444444,0.46875,0.30000001192092896,0.25,0.375,0.6915037763979924,0.6321437692657714,69.23076923076923,0.8333333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.5577229487456244,0.6785023263751595,57.14285714285714,0.43333333333333335,0.5666666924953461,0.9000000059604645,0.5000000074505806,0.6166956588058512,0.6971812693581437,37.5,0.13333333333333333,0.0,0.0,0.0,0.6580694367145153,0.6837518954702931,55.65217391304348,0.5166269841269842,0.0,0.0,0.0,0.6347111753004893,0.6775199521354477,53.65853658536586,0.6546626984126984,0.6970668335755666,0.5773809577027956,1.0,0.8539757753132268
8,0.3469986153173812,0.8756341365505748,50.0,0.625,0.6666666865348816,0.5,1.0,0.8780400066106548,49.21875,0.7177083333333333,0.5839715972542763,0.4398809624835849,0.953125,0.45449138806506556,1.2631028032246925,50.0,0.7351190476190477,0.4642857238650322,0.3333333432674408,0.875,0.6422764660200897,0.5181458822234335,76.47058823529412,0.6805555555555555,0.5501165588696798,0.4761904875437419,0.6666666666666666,0.6941449964979162,0.6933758450841869,55.55555555555556,0.48333333333333334,0.75,0.7000000029802322,0.8333333432674408,0.6918347830383591,0.5465190219733315,84.61538461538461,0.8333333333333333,0.9059829413890839,0.8285714387893677,1.0,0.690092797028639,0.8560924138040128,35.714285714285715,0.4,0.1666666567325592,0.5,0.10000000149011612,0.6527008616893364,0.9236092622847855,37.5,0.3333333333333333,0.0,0.0,0.0,0.6203299833215595,0.7211947817833597,55.65217391304348,0.4941269841269842,0.0,0.0,0.0,0.6684087000598546,0.6898787912244599,48.78048780487805,0.5673611111111111,0.5397491504748663,0.4166666666666667,0.8333333333333334,0.8826928285313029
