,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
11,0.6387489606107662,0.6760822085918744,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6928798307853342,75.78125,0.7981026785714285,0.6498466990888119,0.7114583365619183,0.6520833410322666,0.12683002611667082,0.6480123202086843,81.25,0.7708333333333333,0.5833333432674408,0.6666666716337204,0.5416666716337204,0.09727898788183251,0.5603887981165818,70.58823529411765,0.6666666666666666,0.4888888994852702,0.5555555621782938,0.4444444576899211,0.47630354935313884,0.6828947591309349,66.66666666666666,0.48333333333333334,0.7000000029802322,0.75,0.6666666716337204,0.6937885123783172,1.032546609071353,38.46153846153847,0.7619047619047619,0.42222224175930023,0.75,0.3095238208770752,0.5694025770006609,0.6777913127822924,50.0,0.9166666666666667,0.4761904925107956,1.0,0.3333333358168602,0.5757706278575812,0.7621452955917694,50.0,0.5166666666666666,0.722222238779068,0.6666666716337204,0.8333333432674408,0.3665192743841448,0.6729612545188168,59.130434782608695,0.6562301587301588,0.22476190725962322,0.3888888915379842,0.1777777800957362,0.8496875055588152,0.7670594825086204,53.65853658536586,0.5972222222222222,0.3277777781089147,0.527777781089147,0.28333333879709244,0.5899053085582191
12,0.6036323893453613,0.6505785368613092,62.5,0.4,0.7692307829856873,0.625,1.0,0.8343369813570071,72.65625,0.8450520833333333,0.6737103369086981,0.6250000093132257,0.7937500085681677,0.4317138453102162,0.7776285185192585,78.125,0.7517857142857143,0.434523805975914,0.5,0.4166666716337204,0.045891103163708286,0.58139870942865,82.35294117647058,0.7055555555555556,0.8666666746139526,1.0,0.7777777910232544,0.12787184983226874,0.6687511296105774,33.33333333333333,0.40625,0.125,0.125,0.125,0.518865467955038,1.0003650491470841,38.46153846153847,0.65,0.2857142984867096,0.5,0.20000000298023224,0.21698842233953974,0.500486595313607,85.71428571428571,0.9333333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.3869788241528589,0.8753184685998889,50.0,0.75,0.6666666865348816,0.5,1.0,0.5789092563221758,0.6783875719380926,62.60869565217392,0.6592063492063491,0.4958730200926463,0.5311111172040304,0.47888889312744143,0.6498332329130376,0.7043760013659449,51.21951219512195,0.6534722222222222,0.4722222288449605,0.4452381084362666,0.5750000029802322,0.6958972874571729
13,0.6850680911076497,0.614080882007732,62.5,0.8,0.7692307829856873,0.625,1.0,0.7443471032588705,75.0,0.8524553571428573,0.6687500104308128,0.7395833395421505,0.7458333373069763,0.054327739949437896,0.8841642262832282,78.125,0.7255952380952381,0.2916666716337204,0.5,0.2083333358168602,1.25308671834444,1.4648345975057981,47.05882352941176,0.7111111111111111,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.2386797825584607,0.7185387532495235,55.55555555555556,0.53125,0.0,0.0,0.0,0.7007817227721486,0.9933158742400873,38.46153846153847,0.75,0.34285715222358704,1.0,0.2083333358168602,0.5502931451466749,1.841479277917086,28.57142857142857,0.9,0.0,0.0,0.0,0.3779704978994705,0.6794392594811699,80.0,0.55,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.27693389835030846,0.908693914202034,56.52173913043478,0.691111111111111,0.02222222089767456,0.06666666666666667,0.013333333532015483,0.7587386598656816,0.7334201150882441,58.536585365853654,0.5416666666666666,0.2500000049670537,0.4166666666666667,0.18055555721124014,0.6933123461393881
14,0.6964921455726532,0.6673761665428255,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.9961871192093447,69.53125,0.7785342261904763,0.628395564854145,0.5875000022351742,0.7500000018626451,0.07285695743152781,0.8095506590763206,78.125,0.7625000000000001,0.6541666761040688,0.5250000134110451,0.875,0.0033157801228400133,0.4647691896826425,64.70588235294117,0.7472222222222222,0.500000019868215,0.4380952517191569,0.5833333333333334,0.10471247483551918,0.6828926466924387,33.33333333333333,0.46875,0.125,0.125,0.125,0.5022152627585047,0.9419509531140752,53.84615384615385,0.6785714285714286,0.6333333253860474,0.8333333432674408,0.5476190596818924,0.23020983990227872,0.7655983886335734,35.714285714285715,0.6875,0.1111111119389534,0.5,0.0625,0.3682877491316967,0.7026608321387148,50.0,0.5833333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6088165608582287,0.734766902045231,56.52173913043478,0.5366666666666667,0.5079413334528605,0.43666666944821675,0.6300000051657358,0.7319787089923775,0.7229813403187852,56.09756097560976,0.5854166666666666,0.538720558087031,0.44761906067530316,0.6888888974984487,0.742609181030999
15,0.6312515299817417,0.6128781667604417,62.5,0.8,0.7692307829856873,0.625,1.0,1.0088102950478497,73.4375,0.7811755952380951,0.5828373190015554,0.6258928589522839,0.5989583376795053,0.0037299570407070114,1.0232523820038488,75.0,0.8125,0.3500000014901161,0.375,0.3333333358168602,0.034619612478886314,0.521073042504386,64.70588235294117,0.7152777777777778,0.4786324699719747,0.5714285771052042,0.4444444378217061,0.5391181548279687,0.7050928543718817,66.66666666666666,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.6921354354554096,3.6554817679526073,23.076923076923077,0.75,0.0,0.0,0.0,0.24587813437693753,0.4567624454693559,78.57142857142857,0.8,0.8545455038547516,0.8166666626930237,0.9000000059604645,0.3413695487942965,0.9673933735191268,50.0,0.40625,0.0,0.0,0.0,0.5382286791256373,0.744643816950212,61.73913043478261,0.5847619047619047,0.23555555542310078,0.4666666666666667,0.16190476417541505,0.3142239421394423,0.8237569625013941,53.65853658536586,0.5465277777777777,0.06666666766007741,0.16666666666666666,0.041666666666666664,0.44459892355682096
16,0.5863438570337355,0.6787687842558248,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,2.1401899717976782,53.125,0.8106026785714284,0.6004037745296955,0.4609375102445483,0.9791666679084301,0.003127546928447751,2.1131981903130637,40.625,0.8375,0.4089285656809807,0.2738095298409462,0.875,0.2367505244768727,0.8036380926739467,64.70588235294117,0.7555555555555555,0.8190476099650065,0.7261904776096344,1.0,1.0375927950057382,0.6918528701492556,44.44444444444444,0.375,0.27272725105285645,0.2142857164144516,0.375,1.4876930838243378,0.6116978292551475,76.92307692307693,0.9583333333333333,0.8444444835186005,0.9000000059604645,0.8333333432674408,0.40074704112286524,0.44564815761942395,78.57142857142857,0.8888888888888888,0.8365384638309479,0.800000011920929,0.9285714328289032,0.24557036076969938,0.8032541620277623,70.0,0.8125,0.7857142686843872,0.8333333432674408,0.75,0.4339591148760372,0.916546979451699,47.82608695652174,0.5711111111111111,0.5339997092882792,0.4325396915276845,0.775555557012558,0.29254646753863855,0.7986353436373119,48.78048780487805,0.5493055555555556,0.6696969568729401,0.5595238159100214,0.875,0.6205127326281328
17,0.788116895879721,0.7101212866882707,37.5,0.3333333333333333,0.444444477558136,0.5,0.4000000059604645,0.8052268668552712,77.34375,0.7942708333333335,0.7100424002856016,0.6885416712611914,0.7802083343267441,0.20435347938515336,0.9132014596839899,75.0,0.7101190476190476,0.25,0.375,0.30000000074505806,1.120247592918335,0.7060652717441124,82.35294117647058,0.6777777777777777,0.5462963183720907,0.6666666666666666,0.46666667858759564,0.28362487014916954,0.7716589325779712,55.55555555555556,0.5,0.1666666716337204,0.25,0.125,0.47925544597963227,1.1227045218857188,46.15384615384615,0.6666666666666667,0.5535714328289032,0.75,0.4583333358168602,0.7948927787337533,0.7469885479354524,57.14285714285714,0.9583333333333333,0.5833333432674408,1.0,0.4166666716337204,0.28072119150631103,0.711818828830212,70.0,0.75,0.8333333432674408,0.800000011920929,0.875,0.5174962167654038,0.6735026618177369,66.08695652173913,0.6209126984126986,0.609206356604894,0.5866666754086812,0.6766666690508525,0.5932067275148909,0.743426102057265,56.09756097560976,0.5215277777777777,0.41190476218859357,0.4583333383003871,0.4027777860562007,0.5465612138308537
18,0.7180338473936031,0.6938772785577982,50.0,0.4,0.6000000238418579,0.6000000238418579,0.6000000238418579,1.0741593964441174,75.0,0.741889880952381,0.6160714346915483,0.7395833358168602,0.5739583391696215,0.4266512460873018,1.285439817721073,75.0,0.7952380952380953,0.125,0.25,0.0833333358168602,0.019176339286023504,1.2301856499671442,58.82352941176471,0.6666666666666666,0.3174603283405304,0.6666666666666666,0.2222222238779068,0.08432901422385061,0.8311929559997,55.55555555555556,0.55,0.20000000298023224,0.25,0.1666666716337204,0.6877116471489235,1.1390887135548011,46.15384615384615,0.75,0.3636363744735718,0.5,0.2857142984867096,0.28774455096981083,0.526221454046314,78.57142857142857,0.9333333333333333,0.819444477558136,1.0,0.7000000178813934,0.2383419370070148,0.7759599755972006,70.0,0.34375,0.7083333432674408,0.625,0.875,0.22871312877162409,0.9429160401768548,57.391304347826086,0.6647222222222222,0.1,0.2,0.06888888974984488,0.8227920475232773,0.8580946388976058,60.97560975609756,0.5319444444444444,0.3365079462528229,0.527777781089147,0.26944444825251895,0.28884382231698874
19,0.560146501374914,0.6811263231265294,50.0,0.4,0.6000000238418579,0.6000000238418579,0.6000000238418579,1.1648390119441163,72.65625,0.7728422619047619,0.6462339740246534,0.5937500055879354,0.7619047649204731,0.3937120315316225,0.8058631493055639,75.0,0.8556547619047619,0.2678571343421936,0.2500000074505806,0.375,0.0016972677910629826,0.8377762384885616,76.47058823529412,0.6430555555555556,0.8055555621782938,1.0,0.700000007947286,0.01633687460429179,0.7582454518168046,44.44444444444444,0.4375,0.1428571343421936,0.1666666716337204,0.125,0.5133252320165377,0.6202267856401777,76.92307692307693,0.6428571428571428,0.8846153616905212,0.9166666567325592,0.8571428656578064,0.1643633316846719,0.4633348402017069,78.57142857142857,0.8958333333333333,0.7878788113594055,1.0,0.6666666567325592,0.4454041181363915,0.7421696279455411,60.0,0.5833333333333333,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.8949718475390475,0.7529903479093334,60.86956521739131,0.6021825396825397,0.602871584892273,0.598571436603864,0.6622222264607748,0.2781170496279507,0.780263906016122,46.34146341463415,0.5388888888888889,0.5703703860441843,0.5543650860587755,0.6555555611848831,0.47040681973368575
20,0.7200702105424511,0.7103512740525397,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,1.5546338649177398,73.4375,0.7902529761904761,0.5172619111835957,0.6197916716337204,0.4833333399146795,3.9153698759659843,1.4860129412867593,71.875,0.6577380952380952,0.2380952462553978,0.375,0.17500000074505806,0.003870526175222145,2.713628287552872,47.05882352941176,0.7888888888888889,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.15382228244605717,1.3557510448621022,66.66666666666666,0.55,0.25,0.5,0.1666666716337204,0.2869408501788089,1.707973604521738,53.84615384615385,0.75,0.533333346247673,1.0,0.375,0.10955118292229572,1.1742049873823777,71.42857142857143,0.7708333333333333,0.8285714387893677,0.7083333432674408,1.0,0.1602261233724281,1.1363644635841443,50.0,0.3125,0.5833333432674408,0.5,0.75,0.31820915941217226,0.75941625106797,66.08695652173913,0.6159920634920636,0.4614285786946615,0.5677777806917826,0.41507937014102936,0.28631856774517983,2.6876962280950556,51.21951219512195,0.5361111111111111,0.0,0.0,0.0,3.1379284059232857
21,0.6404623013595051,0.6947382539149507,50.0,0.3333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,1.1683426738470215,73.4375,0.78203125,0.5977904126048088,0.6291666720062494,0.6312500052154064,0.0023671071345450767,1.2323579099564728,75.0,0.8958333333333334,0.22500000149011612,0.3333333358168602,0.2083333358168602,0.004915670908683239,1.52725986735596,58.82352941176471,0.6597222222222222,0.3174603283405304,0.6666666666666666,0.2222222238779068,0.004731911869294112,0.8077352954696551,55.55555555555556,0.55,0.20000000298023224,0.25,0.1666666716337204,1.0153547153582194,0.6390008491307058,76.92307692307693,0.875,0.8452380895614624,0.9166666567325592,0.7916666567325592,0.0538159856222162,0.43903974374750504,71.42857142857143,0.9333333333333333,0.7777778208255768,0.875,0.7000000178813934,0.05137496297538624,0.8574857731793294,60.0,0.84375,0.800000011920929,0.75,0.875,0.5149931556436642,0.7425440580539556,67.82608695652173,0.623452380952381,0.5566859106222789,0.6255555589993794,0.5341269890467326,0.1045753446216134,0.8562562150987321,46.34146341463415,0.5666666666666667,0.4064815044403076,0.4087301666537921,0.48888889451821643,0.5773929514829327
22,0.5764335622280197,0.6906498163491293,62.5,0.4,0.7692307829856873,0.625,1.0,1.6865575014779897,71.875,0.7672619047619047,0.469047624617815,0.75,0.36250000447034836,0.6536034886292054,2.108173591979158,71.875,0.6166666666666667,0.0,0.0,0.0,0.00013049141121127564,1.8827745403614653,52.94117647058824,0.7888888888888889,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.7768844444899976,1.1190752895832412,44.44444444444444,0.5833333333333333,0.0,0.0,0.0,0.47049106106733357,2.495287912863937,30.76923076923077,0.8333333333333333,0.1428571492433548,0.5,0.0833333358168602,0.06457719144532996,0.8378747343908465,78.57142857142857,0.9333333333333333,0.8712121546268463,0.7738095223903656,1.0,0.11648261795580607,0.7983546367331792,60.0,0.375,0.6666666865348816,0.550000011920929,0.875,0.08496982718240864,0.7607180695125839,60.0,0.6013888888888889,0.531851863861084,0.5392063558101654,0.6215873062610626,1.2633094455420406,1.3181223031126785,53.65853658536586,0.5708333333333334,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.5333609063933356
