,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.5898162380476045,0.8953185932615751,30.76923076923077,0.6428571428571428,0.125,0.5,0.0714285746216774,0.6226003988408213,64.84375,0.6835937499999999,0.24821428954601288,0.46875,0.17083333618938923,0.4967365679062145,0.706185483735404,45.5026455026455,0.43124999999999997,0.011904762436946234,0.041666666666666664,0.006944444651405017,0.6924088743021444,0.6772297021307104,75.0,0.7083333333333334,0.0,0.0,0.0,0.6474619042842396,0.6908501494068916,55.65217391304348,0.5200793650793651,0.0,0.0,0.0,0.6939999030930858,0.6824814969239983,51.21951219512195,0.6430555555555556,0.5584304630756378,0.4255952388048172,0.8333333333333334,0.6916260597872125,0.6997054316460429,41.17647058823529,0.6388888888888888,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.8407389203533869,0.689081926931871,55.55555555555556,0.6166666666666667,0.0,0.0,0.0,0.826259787021832,0.584655783619442,71.42857142857143,0.5625,0.75,0.6666666716337204,1.0,0.6680603359948236,0.7137532380235947,50.0,0.35,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.7228098136833779,0.6950712569787909,37.5,0.13333333333333333,0.0,0.0,0.0,0.6936187333040009
1,0.7138608303013511,0.6517634291988894,76.92307692307693,0.6666666666666667,0.8452380895614624,0.9166666567325592,0.7916666567325592,0.6427714233853968,63.28125,0.7066964285714284,0.4672619067132473,0.6291666682809591,0.45833333767950535,0.5929069994746435,0.693802910326554,54.4973544973545,0.4984623015873017,0.6824231433371702,0.5366071431587139,1.0,0.696449540934713,0.5987952405050142,75.0,0.6452380952380953,0.0,0.0,0.0,0.6183691586694818,0.6834146371295226,55.65217391304348,0.4919444444444444,0.0,0.0,0.0,0.6579112343106022,0.6666836575819597,56.09756097560976,0.6996031746031747,0.5174603362878164,0.4722222288449605,0.6773809591929117,0.6998871406041197,0.6163710235485874,58.82352941176471,0.719047619047619,0.49292929967244464,0.4166666666666667,0.6666666666666666,0.602417503261157,0.6922605156017803,55.55555555555556,0.59375,0.0,0.0,0.0,0.6931295677165648,0.5672054556002086,71.42857142857143,0.9,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.6226582243997667,0.7271484476859881,60.0,0.28125,0.6969697177410126,0.5357142984867096,1.0,0.7527962579992259,0.6929393699756105,37.5,0.6,0.2857142984867096,0.5,0.20000000298023224,0.6921524257476449
2,0.44328532225983647,0.507280043192357,76.92307692307693,0.7166666666666667,0.8611111640930176,0.8571428656578064,0.9000000059604645,0.607726392085485,64.0625,0.6968749999999999,0.5430240035057068,0.5604166742414236,0.5739583391696215,0.5400351250309608,0.7417072406454428,53.96825396825397,0.5083333333333333,0.6845802497118711,0.5437500004967054,1.0,0.5397666535882156,0.5750086526521332,75.0,0.5916666666666667,0.0,0.0,0.0,0.5754176819390525,0.6895471644527517,55.65217391304348,0.6003174603174602,0.0,0.0,0.0,0.5398911032344814,0.6692780295128654,56.09756097560976,0.5993055555555555,0.3365079313516617,0.583333338300387,0.25277778257926303,1.1102011458447976,0.7822162171130178,47.05882352941176,0.6555555555555556,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.5821770509182488,0.6607672632273348,55.55555555555556,0.55,0.0,0.0,0.0,0.6933713721571771,0.9768694864549049,42.857142857142854,0.6333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.6223114352984253,0.7555954140433101,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6231796112590341,0.6906232511254814,50.0,0.8,0.6666666865348816,0.5714285969734192,0.800000011920929,0.6922946499698058
3,0.09956046640222098,1.61157538069679,23.076923076923077,0.4583333333333333,0.0,0.0,0.0,0.5741369791318519,71.875,0.7603050595238094,0.5629148744046688,0.6156250033527613,0.6041666716337204,0.6119897737483225,0.7231511057781062,53.96825396825397,0.5251736111111112,0.6847458233435949,0.5343750001241764,1.0,0.7557296776942077,0.5491504697047477,75.0,0.6547619047619047,0.0,0.0,0.0,0.22515356886363952,0.673576202032657,55.65217391304348,0.5921428571428571,0.0,0.0,0.0,0.6538596461350022,0.9168501278716445,51.21951219512195,0.6692460317460318,0.0,0.0,0.0,0.6291464078960618,0.5659103514766768,76.47058823529412,0.7222222222222222,0.44102564454078674,0.5,0.3968254029750824,0.5182864415377929,0.6729657526260311,55.55555555555556,0.59375,0.0,0.0,0.0,0.6511739551357548,1.139153157862425,28.57142857142857,0.7916666666666667,0.0,0.0,0.0,0.7748074140782625,0.7205944244768776,50.0,0.65625,0.6666666865348816,0.5,1.0,0.6572646617636051,0.6925040904788016,62.5,0.6666666666666666,0.7272727489471436,0.6666666865348816,0.800000011920929,0.6932675270072334
4,0.4602348570704695,0.598038996772839,69.23076923076923,0.75,0.792207807302475,0.9000000059604645,0.7083333432674408,0.6162073251782304,71.09375,0.7859375000000001,0.6427083443850279,0.5718750078231096,0.7802083380520344,0.3013509468859155,0.6903282759242756,53.96825396825397,0.5669642857142857,0.6574407033622265,0.5379464340706667,0.9107142860690752,0.689301530976558,0.5338987825183948,75.0,0.6214285714285714,0.0,0.0,0.0,0.24685564650927824,0.7179545702693071,55.65217391304348,0.6011507936507937,0.0,0.0,0.0,1.17092830351541,0.7177873792762935,48.78048780487805,0.5604166666666667,0.3174603134393692,0.33888889104127884,0.33055555323759717,0.3609502055207111,0.6261874498729694,58.82352941176471,0.75,0.25,0.3333333333333333,0.20000000794728598,0.5918192626646039,0.6931617735054778,55.55555555555556,0.3833333333333333,0.6666666716337204,0.6666666716337204,0.6666666716337204,0.6914527609098752,0.5876916915612985,78.57142857142857,0.8,0.819444477558136,1.0,0.7000000178813934,0.5485793790739447,0.7234399115573326,60.0,0.5833333333333333,0.7999999821186066,0.7142857164144516,1.0,0.6796948061741854,0.6649221072810906,62.5,0.8,0.7692307829856873,0.625,1.0,0.6699816502056021
5,0.0765137470590182,1.272308527387473,30.76923076923077,0.8333333333333333,0.20000000298023224,0.5,0.125,0.5530254489342015,74.21875,0.821875,0.6458333395421505,0.7000000048428774,0.6770833395421505,0.3504779684546397,0.723318219034333,52.910052910052904,0.5640128968253969,0.6439132764935493,0.5360615147898594,0.9008928587039312,0.8838511179069075,0.580754663252966,71.875,0.7458333333333333,0.0,0.0,0.0,0.17746124329092378,0.6852069352651173,55.65217391304348,0.658888888888889,0.0,0.0,0.0,0.7204775597809548,0.7640934526636782,58.536585365853654,0.6048611111111111,0.7053872247536978,0.6434523910284042,0.8888888855775198,0.820419517551383,0.5235250904495975,64.70588235294117,0.7444444444444445,0.5341880520184835,0.4464285771052043,0.6666666666666666,0.39755764913130703,0.6937501770506438,33.33333333333333,0.5,0.27272725105285645,0.2142857164144516,0.375,0.6937510550846779,0.5549999035525321,85.71428571428571,0.875,0.8831169009208679,1.0,0.7916666567325592,0.4999198312500834,0.7342184404475283,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.5290234312106389,0.6914493093523562,75.0,0.8,0.8000000715255737,0.800000011920929,0.800000011920929,0.6931522666038546
6,0.5377865022164995,0.5760544308755771,76.92307692307693,0.8452380952380952,0.7166666686534882,0.9375,0.6666666716337204,0.5699977484968813,71.875,0.804873511904762,0.6309523936361074,0.6416666712611914,0.6833333373069763,0.6069098912091886,0.7130741224024454,60.317460317460316,0.6634920634920635,0.6636511770387491,0.6030257989962896,0.8030257970094681,0.540245759875398,0.80672973022585,53.125,0.7291666666666667,0.4801587536931038,0.33392857760190964,0.875,0.9311892843899436,0.6782987448576159,55.65217391304348,0.6199603174603173,0.0,0.0,0.0,0.5870216469329723,0.7359986821725176,51.21951219512195,0.5722222222222223,0.4277777820825577,0.4722222288449605,0.4000000059604645,0.7132944903906645,0.42206396662529605,82.35294117647058,0.7694444444444445,0.9030303160349528,0.8333333333333334,1.0,0.2501498892291998,0.6766374273207065,55.55555555555556,0.53125,0.0,0.0,0.0,0.6403928355313547,1.0267234229756823,35.714285714285715,0.875,0.20000000298023224,0.5,0.125,0.3963828466993909,0.7607645150354867,70.0,0.5166666666666666,0.7857142686843872,0.75,0.8333333432674408,0.4593779286352324,0.575223361373593,62.5,0.8,0.7692307829856873,0.625,1.0,0.733816709600846
7,0.3549350399649451,0.7441754344019392,61.53846153846154,0.875,0.6000000089406967,1.0,0.4583333432674408,0.6671565758412996,71.09375,0.784375,0.6962301693856716,0.6031250050291419,0.8625000044703484,0.21349216759522816,0.6935955389382189,60.84656084656085,0.6942460317460318,0.6721984104563793,0.6122519938896099,0.8284722256163756,0.29458128639969006,0.5420630176783002,75.0,0.6869047619047619,0.2666666731238365,0.375,0.2083333358168602,0.5104536874254216,0.6590488145006919,55.65217391304348,0.6616666666666667,0.0,0.0,0.0,0.7153512524719241,0.7679875850716522,58.536585365853654,0.5652777777777778,0.2757936418056488,0.4166666666666667,0.24444445222616196,0.7658105679269201,0.41819268581388036,88.23529411764706,0.7291666666666666,0.8888888955116272,1.0,0.8333333333333334,0.3807161724034585,0.6932878464466445,55.55555555555556,0.34375,0.0,0.0,0.0,0.6979803271418298,0.6525264594381284,57.14285714285714,1.0,0.5499999821186066,1.0,0.380952388048172,0.42744782997544833,0.629509150701286,80.0,0.5833333333333333,0.4545454680919647,0.4166666567325592,0.5,0.572380680586746,0.6905682326731961,75.0,0.8,0.8000000715255737,0.800000011920929,0.800000011920929,0.690613615657517
8,0.17379058745869938,0.5324086365458933,92.3076923076923,0.9166666666666667,0.9000000059604645,1.0,0.8333333432674408,1.0618933701270674,60.9375,0.772842261904762,0.6366793066263199,0.5113095305860043,0.9479166679084301,0.28424702668990637,0.7098365107247554,58.730158730158735,0.6211805555555554,0.6030770279467106,0.618750007202228,0.6482638940215111,0.24782631801592805,0.5136028991384547,71.875,0.8802083333333334,0.22500000149011612,0.3333333358168602,0.3125,0.47165069455505587,0.7789526019341668,55.65217391304348,0.6377777777777778,0.0,0.0,0.0,0.5540570940292762,0.9564039506267894,48.78048780487805,0.5131944444444444,0.5277777860562006,0.4166666766007741,0.7444444497426351,0.5459353884460525,0.3917542371737338,70.58823529411765,0.7666666666666666,0.807692309220632,0.7523809572060903,0.8888888955116272,0.5937258950402128,0.6959329715067974,33.33333333333333,0.35,0.0,0.0,0.0,0.686464492815408,0.40436727614119583,92.85714285714286,0.9444444444444444,0.9285714328289032,0.875,1.0,0.41422225868348506,0.7756792273974168,40.0,0.5,0.0,0.0,0.0,0.5221785565648671,0.687120479472693,62.5,0.8,0.7692307829856873,0.625,1.0,0.6955473799728219
