,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3421.179689514394,595.6006362334361,0.0,0.0,0.0,0.0,0.0,1.8546008916902579,0.0,0.0,0.0,0.0,0.0,5.711442149450806,3.6549859795655864,0.0,0.0,0.0,0.0,0.0,32.266156571260126,7.748943837872796,0.0,0.0,0.0,0.0,0.0,55.148762497537305,1.724943031195999,0.0,0.0,0.0,0.0,0.0,11.017227089486783,163.86562535390485,0.0,0.0,0.0,0.0,0.0,1121.666727470216,8.523531190135552,0.0,0.0,0.0,0.0,0.0,36.11976985814928,266.3932648549818,0.0,0.0,0.0,0.0,0.0,1224.9813815851378,130.19125186088564,0.0,0.0,0.0,0.0,0.0,326.7656422909649,77.76430696154507,0.0,0.0,0.0,0.0,0.0,922.9313424916601,136.1131542572774,0.0,0.0,0.0,0.0,0.0,1121.5364409749611,75.13482711229442,0.0,0.0,0.0,0.0,0.0,693.6881162760712,5.332198198716715,0.0,0.0,0.0,0.0,0.0,186.79150525552984,20.08392217087412,0.0,0.0,0.0,0.0,0.0,89.81864289679295,502.26965293793364,0.0,0.0,0.0,0.0,0.0,3288.075333412201,864.114702888635,0.0,0.0,0.0,0.0,0.0,3762.6784918480434,14.62731182888651,0.0,0.0,0.0,0.0,0.0,137.38710687887428
1,837.7403871778185,303.5714307763268,0.0,0.0,0.0,0.0,0.0,1.0738691348167102,0.0,0.0,0.0,0.0,0.0,0.19167713718041324,0.7797081574677893,0.0,0.0,0.0,0.0,0.0,12.835003940906452,2.3417610115799183,0.0,0.0,0.0,0.0,0.0,29.188919389603377,1.9596855222158311,0.0,0.0,0.0,0.0,0.0,26.31663011943757,131.75571215373657,0.0,0.0,0.0,0.0,0.0,525.4054098603099,9.317076688766956,0.0,0.0,0.0,0.0,0.0,35.08400102552705,40.34658259548703,0.0,0.0,0.0,0.0,0.0,15.76647873593071,72.0699879094203,0.0,0.0,0.0,0.0,0.0,106.30541360100352,32.334745215828356,0.0,0.0,0.0,0.0,0.0,415.5428224821829,118.73213870400187,0.0,0.0,0.0,0.0,0.0,672.4158726838467,28.294277638620645,0.0,0.0,0.0,0.0,0.0,224.93671326689,10.887232123394954,0.0,0.0,0.0,0.0,0.0,28.579367286012683,13.759688097585244,0.0,0.0,0.0,0.0,0.0,181.6302013446657,223.09083645273603,0.0,0.0,0.0,0.0,0.0,1654.2364668585224,747.9008157752692,0.0,0.0,0.0,0.0,0.0,3883.6521646188908,5.269483573269704,0.0,0.0,0.0,0.0,0.0,84.16145631128013
2,725.2165043642365,186.28195849218824,0.0,0.0,0.0,0.0,0.0,1.4024380792090563,0.0,0.0,0.0,0.0,0.0,1.52900960046257,2.616572092080386,0.0,0.0,0.0,0.0,0.0,19.108599602275003,1.6822968093979527,0.0,0.0,0.0,0.0,0.0,18.709099689212344,1.6068429926414107,0.0,0.0,0.0,0.0,0.0,6.89364616491153,82.58778316556091,0.0,0.0,0.0,0.0,0.0,557.713844034875,6.3955800551762545,0.0,0.0,0.0,0.0,0.0,22.759030435735298,21.425958915390048,0.0,0.0,0.0,0.0,0.0,0.8323229629392371,42.73633483934348,0.0,0.0,0.0,0.0,0.0,46.927317277369305,13.083202218487115,0.0,0.0,0.0,0.0,0.0,145.20850655215654,70.03724445942977,0.0,0.0,0.0,0.0,0.0,249.1641028793863,15.278747234240694,0.0,0.0,0.0,0.0,0.0,420.8339855845958,2.9465557590162788,0.0,0.0,0.0,0.0,0.0,33.397977177345695,11.710092797824512,0.0,0.0,0.0,0.0,0.0,93.74396623008245,53.759366254434,0.0,0.0,0.0,0.0,0.0,234.6035087427773,568.4878490532378,0.0,0.0,0.0,0.0,0.0,2711.6110745172577,4.789118278038214,0.0,0.0,0.0,0.0,0.0,95.83217273896095
3,300.9115644296842,84.31515230746564,0.0,0.0,0.0,0.0,0.0,1.4640467456751791,0.0,0.0,0.0,0.0,0.0,9.2660013867813,0.32618202893908504,0.0,0.0,0.0,0.0,0.0,21.539731422697514,1.1367208958416457,0.0,0.0,0.0,0.0,0.0,18.853602510824683,1.1769817376350706,0.0,0.0,0.0,0.0,0.0,7.738108905262406,61.56168189617175,0.0,0.0,0.0,0.0,0.0,338.97093095446917,4.475565902656888,0.0,0.0,0.0,0.0,0.0,25.986842733483076,26.199455048677358,0.0,0.0,0.0,0.0,0.0,115.66059022296675,20.783466073240167,0.0,0.0,0.0,0.0,0.0,0.6985622401895124,13.687122549086029,0.0,0.0,0.0,0.0,0.0,157.15899006463135,53.21055015817863,0.0,0.0,0.0,0.0,0.0,241.88738105226085,15.546941027547927,0.0,0.0,0.0,0.0,0.0,311.98683113181477,6.6831006916554845,0.0,0.0,0.0,0.0,0.0,1.6309091165693335,15.811352028562505,0.0,0.0,0.0,0.0,0.0,7.833892568660343,22.3418167661714,0.0,0.0,0.0,0.0,0.0,299.7465611390278,415.02595940650826,0.0,0.0,0.0,0.0,0.0,2334.456498485595,4.191165551246914,0.0,0.0,0.0,0.0,0.0,61.72310498878679
4,84.30688804252323,34.599775174739776,0.0,0.0,0.0,0.0,0.0,0.34099870183676423,0.0,0.0,0.0,0.0,0.0,7.211133772859078,1.3295530481654898,0.0,0.0,0.0,0.0,0.0,3.1679388589778377,0.9625665334763989,0.0,0.0,0.0,0.0,0.0,10.919543071355864,0.7589001877233182,0.0,0.0,0.0,0.0,0.0,4.253596731222913,56.84623762065708,0.0,0.0,0.0,0.0,0.0,321.12058507121037,4.563937929707811,0.0,0.0,0.0,0.0,0.0,9.816073778996934,24.747110566593488,0.0,0.0,0.0,0.0,0.0,77.66607399145485,16.23486735242548,0.0,0.0,0.0,0.0,0.0,3.352465319664038,13.168363701926586,0.0,0.0,0.0,0.0,0.0,105.52435799581855,82.15756921970588,0.0,0.0,0.0,0.0,0.0,253.75039925974667,13.53725114560756,0.0,0.0,0.0,0.0,0.0,144.97205492565598,4.446000025263809,0.0,0.0,0.0,0.0,0.0,117.70659932949347,10.667605080055111,0.0,0.0,0.0,0.0,0.0,299.19005634050524,19.731296521877958,0.0,0.0,0.0,0.0,0.0,84.20203869244368,293.47445019679213,0.0,0.0,0.0,0.0,0.0,1440.609616722767,5.599423350033612,0.0,0.0,0.0,0.0,0.0,95.96951841964773
5,146.03652941182725,15.07270318513866,0.0,0.0,0.0,0.0,0.0,1.3376839859780596,0.0,0.0,0.0,0.0,0.0,2.265608517974405,1.6450127221449877,0.0,0.0,0.0,0.0,0.0,2.5402197627522054,0.9162504093997563,0.0,0.0,0.0,0.0,0.0,20.879144837102473,0.49466206157972126,0.0,0.0,0.0,0.0,0.0,1.6677644058056926,48.60823940989119,0.0,0.0,0.0,0.0,0.0,132.8744083964027,8.10792425323709,0.0,0.0,0.0,0.0,0.0,6.38011065373536,17.290993588943156,0.0,0.0,0.0,0.0,0.0,292.35444252760556,12.620272096428039,0.0,0.0,0.0,0.0,0.0,2.2128145080391395,12.145547655988905,0.0,0.0,0.0,0.0,0.0,36.37913158824812,55.16564361442313,0.0,0.0,0.0,0.0,0.0,394.5177837981077,18.710357270491965,0.0,0.0,0.0,0.0,0.0,278.3875275986728,9.11713136640085,0.0,0.0,0.0,0.0,0.0,11.349254679940966,10.9804758704915,0.0,0.0,0.0,0.0,0.0,41.054632101265675,9.996123651081849,0.0,0.0,0.0,0.0,0.0,20.852378136154503,271.88258554085456,0.0,0.0,0.0,0.0,0.0,1138.2349434595144,2.6877819427965455,0.0,0.0,0.0,0.0,0.0,31.315876793317578
6,111.6277100143755,13.472935557723797,0.0,0.0,0.0,0.0,0.0,0.30834862574472993,0.0,0.0,0.0,0.0,0.0,5.373011711618736,1.6716959980580859,0.0,0.0,0.0,0.0,0.0,1.9492095351732956,3.351872263060205,0.0,0.0,0.0,0.0,0.0,8.389424761631393,0.3634883086381449,0.0,0.0,0.0,0.0,0.0,2.793855648402816,46.34466267540827,0.0,0.0,0.0,0.0,0.0,258.86294692943534,7.35484562722993,0.0,0.0,0.0,0.0,0.0,53.51547636124375,21.46080150030241,0.0,0.0,0.0,0.0,0.0,154.6823245164407,14.114315680780408,0.0,0.0,0.0,0.0,0.0,97.91326585887016,11.604241870799452,0.0,0.0,0.0,0.0,0.0,25.003132324910453,68.41273479007499,0.0,0.0,0.0,0.0,0.0,277.16044382691194,14.59987305402254,0.0,0.0,0.0,0.0,0.0,197.7217046612183,8.960525179749853,0.0,0.0,0.0,0.0,0.0,6.917643168096153,11.252241397709199,0.0,0.0,0.0,0.0,0.0,117.28898713718802,26.339404422226853,0.0,0.0,0.0,0.0,0.0,80.96021201585081,98.48378606439357,0.0,0.0,0.0,0.0,0.0,842.6781437825691,2.2736662839871107,0.0,0.0,0.0,0.0,0.0,38.680249237597295
7,59.55441245054888,10.27007960427591,0.0,0.0,0.0,0.0,0.0,2.40727310592991,0.0,0.0,0.0,0.0,0.0,2.600979095523416,3.487061812485194,0.0,0.0,0.0,0.0,0.0,27.969494373375163,0.8610305276575771,0.0,0.0,0.0,0.0,0.0,9.621966303348703,0.39925966685729464,0.0,0.0,0.0,0.0,0.0,14.06063177691676,42.12529128258264,0.0,0.0,0.0,0.0,0.0,225.49436054900647,6.329495518247195,0.0,0.0,0.0,0.0,0.0,27.9952867269749,10.221816725331813,0.0,0.0,0.0,0.0,0.0,7.896421633188709,10.529102104004389,0.0,0.0,0.0,0.0,0.0,24.625787184547534,13.224827626111905,0.0,0.0,0.0,0.0,0.0,38.93167659420391,39.04094156435671,0.0,0.0,0.0,0.0,0.0,238.0794081139551,17.86825568303688,0.0,0.0,0.0,0.0,0.0,111.98979697704844,8.164868095470219,0.0,0.0,0.0,0.0,0.0,4.171977759450667,14.425603038820494,0.0,0.0,0.0,0.0,0.0,34.60674566922657,15.100527460926893,0.0,0.0,0.0,0.0,0.0,143.97444576002633,33.748000483671504,0.0,0.0,0.0,0.0,0.0,373.93532487677066,5.148096000406819,0.0,0.0,0.0,0.0,0.0,67.85558236059185
8,111.18860820891916,24.583549821339986,0.0,0.0,0.0,0.0,0.0,1.1442465336732004,0.0,0.0,0.0,0.0,0.0,5.02964617551957,1.285153025452316,0.0,0.0,0.0,0.0,0.0,11.447731960080256,0.7600589296898449,0.0,0.0,0.0,0.0,0.0,6.801465236898382,1.601941549514696,0.0,0.0,0.0,0.0,0.0,2.5932839685037328,42.614283116540705,0.0,0.0,0.0,0.0,0.0,184.31648887536943,6.067450290767131,0.0,0.0,0.0,0.0,0.0,49.08431708506659,27.420081145571057,0.0,0.0,0.0,0.0,0.0,290.06712958784993,36.73257996425567,0.0,0.0,0.0,0.0,0.0,366.6451349872545,11.85097757156129,0.0,0.0,0.0,0.0,0.0,58.64079580340615,35.26078503480102,0.0,0.0,0.0,0.0,0.0,228.3501393644979,21.054074771635516,0.0,0.0,0.0,0.0,0.0,30.290282468171917,1.9680333453145369,0.0,0.0,0.0,0.0,0.0,5.063695126396509,10.696370678653093,0.0,0.0,0.0,0.0,0.0,107.9953764160657,12.44565141717779,0.0,0.0,0.0,0.0,0.0,254.8532696865808,14.177807149560243,0.0,0.0,0.0,0.0,0.0,206.1235023633144,2.5405551016525374,0.0,0.0,0.0,0.0,0.0,30.6786796074475
