,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,113.58197703815624,199.01160707773494,0.0,0.0,0.0,0.0,0.0,39.20529981365929,0.0,0.0,0.0,0.0,0.0,67.77869602146109,25.33351131232615,0.0,0.0,0.0,0.0,0.0,27.111124460201534,45.54599234282046,0.0,0.0,0.0,0.0,0.0,86.24605953528632,61.46596663337449,0.0,0.0,0.0,0.0,0.0,13.102364680217208,1557.4616356961462,0.0,0.0,0.0,0.0,0.0,1582.7689182734362,647.491831267024,0.0,0.0,0.0,0.0,0.0,142.61540687369595,387.2297894119431,0.0,0.0,0.0,0.0,0.0,904.2079542336285,494.06260410241083,0.0,0.0,0.0,0.0,0.0,315.91382775071236,1084.283627763822,0.0,0.0,0.0,0.0,0.0,899.2401301504074,464.41871417655886,0.0,0.0,0.0,0.0,0.0,710.418419512376,118.59703203756054,0.0,0.0,0.0,0.0,0.0,213.0421375986411,283.9668792907554,0.0,0.0,0.0,0.0,0.0,321.0846495601393,3665.160233960927,0.0,0.0,0.0,0.0,0.0,4519.023472159044,2475.366176489445,0.0,0.0,0.0,0.0,0.0,3141.126882757439,3238.8373028699284,0.0,0.0,0.0,0.0,0.0,3259.6942341641725,359.5898112158534,0.0,0.0,0.0,0.0,0.0,434.3848167728943
1,193.14498781884868,67.70665307445384,0.0,0.0,0.0,0.0,0.0,10.4914951681027,0.0,0.0,0.0,0.0,0.0,5.004834759040727,7.160326562535875,0.0,0.0,0.0,0.0,0.0,6.976749663131834,20.312872190746177,0.0,0.0,0.0,0.0,0.0,40.55753018030104,237.4556568501544,0.0,0.0,0.0,0.0,0.0,241.9380373605605,1471.1110021585391,0.0,0.0,0.0,0.0,0.0,1271.4519003846103,220.18868173314615,0.0,0.0,0.0,0.0,0.0,141.2564647459736,156.01460318923444,0.0,0.0,0.0,0.0,0.0,201.53167789672344,121.46200598793686,0.0,0.0,0.0,0.0,0.0,82.09443219092103,708.3344649945533,0.0,0.0,0.0,0.0,0.0,596.8154637603393,118.99108097558307,0.0,0.0,0.0,0.0,0.0,15.020760672826848,118.76809533381993,0.0,0.0,0.0,0.0,0.0,173.65936073511654,93.40045022855675,0.0,0.0,0.0,0.0,0.0,107.67575111673294,2827.6169747157714,0.0,0.0,0.0,0.0,0.0,2925.931142382377,826.9731480321831,0.0,0.0,0.0,0.0,0.0,1372.7774551907685,2102.5902008070448,0.0,0.0,0.0,0.0,0.0,2016.8280703520995,94.4972541172965,0.0,0.0,0.0,0.0,0.0,243.87459752187112
2,24.92624938006424,41.73762809155577,0.0,0.0,0.0,0.0,0.0,22.209242076452462,0.0,0.0,0.0,0.0,0.0,31.75805225874828,7.1650391698030695,0.0,0.0,0.0,0.0,0.0,4.497016797863334,16.913384542377763,0.0,0.0,0.0,0.0,0.0,43.53105250879622,44.18527157808517,0.0,0.0,0.0,0.0,0.0,62.89490963931617,1131.1565281483993,0.0,0.0,0.0,0.0,0.0,871.366153902285,200.80216258086497,0.0,0.0,0.0,0.0,0.0,702.2559537425847,163.5766073868588,0.0,0.0,0.0,0.0,0.0,0.15087107040414965,331.6914975723183,0.0,0.0,0.0,0.0,0.0,464.13189920839267,382.19220961296685,0.0,0.0,0.0,0.0,0.0,449.598987851962,147.62770676861987,0.0,0.0,0.0,0.0,0.0,40.43204655740483,15.192296121827123,0.0,0.0,0.0,0.0,0.0,203.51943211096508,87.02881559147745,0.0,0.0,0.0,0.0,0.0,114.66560190434825,1615.3720606276322,0.0,0.0,0.0,0.0,0.0,2280.1904837364077,163.70561141721748,0.0,0.0,0.0,0.0,0.0,122.22798683853364,1272.749034000337,0.0,0.0,0.0,0.0,0.0,926.2456646402759,147.45106394802636,0.0,0.0,0.0,0.0,0.0,175.11740663501791
3,182.18530306417927,38.36089986000171,0.0,0.0,0.0,0.0,0.0,5.128051883216686,0.0,0.0,0.0,0.0,0.0,10.293554103185189,13.264691505696625,0.0,0.0,0.0,0.0,0.0,14.923208043120306,23.684675092051474,0.0,0.0,0.0,0.0,0.0,12.418650771226456,5.506000813392091,0.0,0.0,0.0,0.0,0.0,12.81132319259987,1073.3875421594187,0.0,0.0,0.0,0.0,0.0,1127.7141028446722,148.35674756240576,0.0,0.0,0.0,0.0,0.0,17.68853128553907,139.2214244274915,0.0,0.0,0.0,0.0,0.0,113.63131367024981,201.8218408436532,0.0,0.0,0.0,0.0,0.0,74.96116133044944,326.50573642540104,0.0,0.0,0.0,0.0,0.0,561.9619015681346,210.62543672707721,0.0,0.0,0.0,0.0,0.0,211.33429397784374,29.81648545504072,0.0,0.0,0.0,0.0,0.0,6.156738351522836,88.44139197264276,0.0,0.0,0.0,0.0,0.0,121.54020839981388,1079.8177339970619,0.0,0.0,0.0,0.0,0.0,1720.1899294165546,140.29033211633404,0.0,0.0,0.0,0.0,0.0,126.47768469794298,745.916779903969,0.0,0.0,0.0,0.0,0.0,293.49490186329047,111.84432084914017,0.0,0.0,0.0,0.0,0.0,84.93443486638505
4,84.29258980344748,34.39600079454177,0.0,0.0,0.0,0.0,0.0,7.168542884083161,0.0,0.0,0.0,0.0,0.0,12.995658862645762,2.356054042580666,0.0,0.0,0.0,0.0,0.0,2.0808041473588084,16.989746038212203,0.0,0.0,0.0,0.0,0.0,20.472854628385875,5.216061129941511,0.0,0.0,0.0,0.0,0.0,8.755597886743972,1095.677110411103,0.0,0.0,0.0,0.0,0.0,1571.4932416728602,142.91706547005163,0.0,0.0,0.0,0.0,0.0,252.88813507257333,126.64939086864933,0.0,0.0,0.0,0.0,0.0,14.318408689016016,92.72694402521948,0.0,0.0,0.0,0.0,0.0,76.68730923816406,285.9070293424254,0.0,0.0,0.0,0.0,0.0,427.36524672680576,134.6034062348681,0.0,0.0,0.0,0.0,0.0,200.94658093072553,16.38152319716779,0.0,0.0,0.0,0.0,0.0,9.979804568393904,76.03107657865824,0.0,0.0,0.0,0.0,0.0,358.50221120538305,752.4981050247532,0.0,0.0,0.0,0.0,0.0,1059.291657486894,88.53756710161619,0.0,0.0,0.0,0.0,0.0,43.49461399501729,522.4060462206534,0.0,0.0,0.0,0.0,0.0,471.99114828508044,49.46282861080067,0.0,0.0,0.0,0.0,0.0,95.32932712012217
5,10.708371546930675,33.32274439036781,0.0,0.0,0.0,0.0,0.0,4.118355194532879,0.0,0.0,0.0,0.0,0.0,5.83779419703,1.5215030011304185,0.0,0.0,0.0,0.0,0.0,2.019135632509327,12.433882566173333,0.0,0.0,0.0,0.0,0.0,17.429856554271183,4.758935689343323,0.0,0.0,0.0,0.0,0.0,3.66179881833609,798.7672793567656,0.0,0.0,0.0,0.0,0.0,1184.8810092730957,76.61828496433489,0.0,0.0,0.0,0.0,0.0,35.42652391100946,117.96232685988906,0.0,0.0,0.0,0.0,0.0,157.27672234281613,101.19482064411167,0.0,0.0,0.0,0.0,0.0,64.83666113377716,274.97180927037897,0.0,0.0,0.0,0.0,0.0,295.810171222671,125.08240194644195,0.0,0.0,0.0,0.0,0.0,96.71639381332227,30.13867333712853,0.0,0.0,0.0,0.0,0.0,19.353791870420824,76.65018381874447,0.0,0.0,0.0,0.0,0.0,232.0055858259972,306.1226337317696,0.0,0.0,0.0,0.0,0.0,505.1135350046647,159.952675068699,0.0,0.0,0.0,0.0,0.0,51.73178158215288,244.13774885848278,0.0,0.0,0.0,0.0,0.0,216.6684059429993,22.29073778401528,0.0,0.0,0.0,0.0,0.0,133.0888808875663
6,26.376848206256135,28.28226810215996,0.0,0.0,0.0,0.0,0.0,2.6427040917905673,0.0,0.0,0.0,0.0,0.0,0.35197516131550216,1.4600298420796982,0.0,0.0,0.0,0.0,0.0,4.246206306563498,22.191153776498574,0.0,0.0,0.0,0.0,0.0,3.2932260936725313,5.238024111832326,0.0,0.0,0.0,0.0,0.0,2.9466826205414756,612.0798240901518,0.0,0.0,0.0,0.0,0.0,791.9924669608321,58.44882955819524,0.0,0.0,0.0,0.0,0.0,26.365411534924107,121.26213943507665,0.0,0.0,0.0,0.0,0.0,57.45261608682651,94.00410011819709,0.0,0.0,0.0,0.0,0.0,40.27560440848674,269.0391995510387,0.0,0.0,0.0,0.0,0.0,148.21548735988753,95.70561871612881,0.0,0.0,0.0,0.0,0.0,31.051675874139438,29.525352233479428,0.0,0.0,0.0,0.0,0.0,25.654912208254736,78.29155387794893,0.0,0.0,0.0,0.0,0.0,67.80439157719736,122.80723749046683,0.0,0.0,0.0,0.0,0.0,123.25719727366602,139.61872856849945,0.0,0.0,0.0,0.0,0.0,120.02809228704388,139.89275279739508,0.0,0.0,0.0,0.0,0.0,45.901230929133334,24.340460746587215,0.0,0.0,0.0,0.0,0.0,60.564570618979566
7,13.656192066608034,33.81413250552542,0.0,0.0,0.0,0.0,0.0,9.341843905633167,0.0,0.0,0.0,0.0,0.0,3.366871132672665,2.409275105913045,0.0,0.0,0.0,0.0,0.0,18.767630576677895,7.150801317479801,0.0,0.0,0.0,0.0,0.0,5.332784204605858,17.799643021801053,0.0,0.0,0.0,0.0,0.0,2.806341233116449,475.31413452436266,0.0,0.0,0.0,0.0,0.0,316.60866906540076,61.90942717006622,0.0,0.0,0.0,0.0,0.0,72.68207246266022,102.79930061032144,0.0,0.0,0.0,0.0,0.0,75.85594802116981,97.51769114167374,0.0,0.0,0.0,0.0,0.0,41.128418289154595,235.73978804491185,0.0,0.0,0.0,0.0,0.0,280.96980063594714,128.2356559274282,0.0,0.0,0.0,0.0,0.0,35.840862783500704,20.839729854731495,0.0,0.0,0.0,0.0,0.0,82.2137807359788,84.40545426997039,0.0,0.0,0.0,0.0,0.0,63.194518603168866,74.95867665609265,0.0,0.0,0.0,0.0,0.0,104.38673622939922,68.95070415343389,0.0,0.0,0.0,0.0,0.0,99.24661836426206,98.30434620474787,0.0,0.0,0.0,0.0,0.0,106.98328688932823,34.94411403062798,0.0,0.0,0.0,0.0,0.0,55.90507241577221
8,20.52840882113893,40.343156903502404,0.0,0.0,0.0,0.0,0.0,11.12068774501324,0.0,0.0,0.0,0.0,0.0,4.123098569272686,1.1291828804448123,0.0,0.0,0.0,0.0,0.0,7.067591619857028,5.298612026324538,0.0,0.0,0.0,0.0,0.0,13.260444893361372,7.305067921928373,0.0,0.0,0.0,0.0,0.0,12.092700167757613,384.1073694908972,0.0,0.0,0.0,0.0,0.0,386.49686098155087,48.330491548863336,0.0,0.0,0.0,0.0,0.0,158.1025207035385,152.6814833235674,0.0,0.0,0.0,0.0,0.0,5.620042190472159,110.67828875328048,0.0,0.0,0.0,0.0,0.0,208.81589291444078,223.51621955920282,0.0,0.0,0.0,0.0,0.0,174.42713781185623,93.9158378128866,0.0,0.0,0.0,0.0,0.0,85.67585790812964,19.216851640470892,0.0,0.0,0.0,0.0,0.0,16.345028092659156,81.63545760734148,0.0,0.0,0.0,0.0,0.0,1.770675163809211,64.83912481663839,0.0,0.0,0.0,0.0,0.0,62.10092113425622,58.922089247401594,0.0,0.0,0.0,0.0,0.0,137.40586759553935,154.9361831590469,0.0,0.0,0.0,0.0,0.0,172.06130507867258,27.520546850863084,0.0,0.0,0.0,0.0,0.0,89.57070018825479
