,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3495.1307145709243,659.4379350204705,0.0,0.0,0.0,0.0,0.0,5.893573261716515,0.0,0.0,0.0,0.0,0.0,36.854490780513515,44.06102651453998,0.0,0.0,0.0,0.0,0.0,39.815083276387,14.638455475633979,0.0,0.0,0.0,0.0,0.0,42.64847044242003,6.0455901407018136,0.0,0.0,0.0,0.0,0.0,57.526020806156815,87.16703171897765,0.0,0.0,0.0,0.0,0.0,310.2608032817203,10.152960032375631,0.0,0.0,0.0,0.0,0.0,20.716496621461403,106.3356019561524,0.0,0.0,0.0,0.0,0.0,1243.0893502191545,54.42553650009463,0.0,0.0,0.0,0.0,0.0,256.40763935499854,174.4312169451135,0.0,0.0,0.0,0.0,0.0,1600.7956313283712,140.28655604348785,0.0,0.0,0.0,0.0,0.0,443.4884090366526,85.08309746742475,0.0,0.0,0.0,0.0,0.0,832.5389454648821,56.361441262795765,0.0,0.0,0.0,0.0,0.0,475.89659185553967,4.625863284594406,0.0,0.0,0.0,0.0,0.0,24.516984905843085,14.177573530836735,0.0,0.0,0.0,0.0,0.0,585.5113402191639,329.9078977802629,0.0,0.0,0.0,0.0,0.0,2293.033639031379,190.61141926256647,0.0,0.0,0.0,0.0,0.0,3241.1547953963536,13.151729118236021,0.0,0.0,0.0,0.0,0.0,379.96548939889914
1,1244.7280998844412,225.6111833261657,0.0,0.0,0.0,0.0,0.0,4.860074490274496,0.0,0.0,0.0,0.0,0.0,71.7042789937985,11.957063014397733,0.0,0.0,0.0,0.0,0.0,121.812917118515,5.636792682656716,0.0,0.0,0.0,0.0,0.0,424.5512942832626,2.7820639347617324,0.0,0.0,0.0,0.0,0.0,30.50126918583888,66.57404286495543,0.0,0.0,0.0,0.0,0.0,150.28247483968676,10.07078752022964,0.0,0.0,0.0,0.0,0.0,89.98714653824591,49.332016921379086,0.0,0.0,0.0,0.0,0.0,53.89408495973261,19.031847606180467,0.0,0.0,0.0,0.0,0.0,118.9692871389912,89.34199841698823,0.0,0.0,0.0,0.0,0.0,274.6836639593142,60.96670112422622,0.0,0.0,0.0,0.0,0.0,246.11035400585382,118.89710028617392,0.0,0.0,0.0,0.0,0.0,207.5805063569568,16.572946671387445,0.0,0.0,0.0,0.0,0.0,266.64068832366917,25.986539434913777,0.0,0.0,0.0,0.0,0.0,20.184001923124914,22.12777435331223,0.0,0.0,0.0,0.0,0.0,171.8262586541482,60.662219560953304,0.0,0.0,0.0,0.0,0.0,829.6104214310262,25.43706703702109,0.0,0.0,0.0,0.0,0.0,227.16151639683653,5.797063729807086,0.0,0.0,0.0,0.0,0.0,64.81370393085899
2,431.9620736448422,27.863845818527615,0.0,0.0,0.0,0.0,0.0,1.4661616202644234,0.0,0.0,0.0,0.0,0.0,6.253648243995058,0.7990130729172708,0.0,0.0,0.0,0.0,0.0,23.34133539313876,2.5898543523895334,0.0,0.0,0.0,0.0,0.0,18.433339116690156,1.0215068281282502,0.0,0.0,0.0,0.0,0.0,11.640168040056073,72.39403878092159,0.0,0.0,0.0,0.0,0.0,389.6808585244162,5.259683032978837,0.0,0.0,0.0,0.0,0.0,28.82334359319021,25.05939981318508,0.0,0.0,0.0,0.0,0.0,80.69081255039808,17.340900694335385,0.0,0.0,0.0,0.0,0.0,0.06838460991426867,27.114076054810123,0.0,0.0,0.0,0.0,0.0,28.510831948034923,12.325809565328951,0.0,0.0,0.0,0.0,0.0,161.44049365554702,73.9103247621402,0.0,0.0,0.0,0.0,0.0,204.03722555343552,53.20197640062999,0.0,0.0,0.0,0.0,0.0,61.395765569870015,26.01859906984147,0.0,0.0,0.0,0.0,0.0,1.829413747440959,9.948824753867456,0.0,0.0,0.0,0.0,0.0,252.99707273727185,49.30332644559502,0.0,0.0,0.0,0.0,0.0,505.1044642861609,136.54177327142392,0.0,0.0,0.0,0.0,0.0,248.03000674396014,13.011485602319455,0.0,0.0,0.0,0.0,0.0,144.8087836336817
3,62.38503714519939,14.818875474444786,0.0,0.0,0.0,0.0,0.0,2.5878749940625707,0.0,0.0,0.0,0.0,0.0,26.40470503358412,4.0123261064393585,0.0,0.0,0.0,0.0,0.0,16.537965526774663,1.0252410411978496,0.0,0.0,0.0,0.0,0.0,10.973034363888743,0.4224221955716003,0.0,0.0,0.0,0.0,0.0,4.6176270025253485,55.353871759771906,0.0,0.0,0.0,0.0,0.0,200.94170815051802,5.821201952707531,0.0,0.0,0.0,0.0,0.0,23.094296944400377,9.981033233497605,0.0,0.0,0.0,0.0,0.0,2.4033272474397402,14.919501892432121,0.0,0.0,0.0,0.0,0.0,83.2603050273746,19.080816137451496,0.0,0.0,0.0,0.0,0.0,18.09025334053754,20.928321959081178,0.0,0.0,0.0,0.0,0.0,60.85421800614931,48.616052835577946,0.0,0.0,0.0,0.0,0.0,254.17146869036105,38.68276681999208,0.0,0.0,0.0,0.0,0.0,80.8268388211104,13.041134847638157,0.0,0.0,0.0,0.0,0.0,11.812961230373503,20.18399959220785,0.0,0.0,0.0,0.0,0.0,114.45523585404773,81.27314171475591,0.0,0.0,0.0,0.0,0.0,146.78077170762617,41.734988355739155,0.0,0.0,0.0,0.0,0.0,78.12652230332652,4.5592561925007,0.0,0.0,0.0,0.0,0.0,29.086108820769027
4,128.9106839520037,39.58820657658946,0.0,0.0,0.0,0.0,0.0,3.4624218023474302,0.0,0.0,0.0,0.0,0.0,2.307775068728,1.7710920864304887,0.0,0.0,0.0,0.0,0.0,3.9830658601711626,1.4510499381688629,0.0,0.0,0.0,0.0,0.0,5.731929030830802,1.0704759004436089,0.0,0.0,0.0,0.0,0.0,2.3035393596613063,40.535845692158,0.0,0.0,0.0,0.0,0.0,283.7642532850233,6.07035146971479,0.0,0.0,0.0,0.0,0.0,51.17958847933299,17.676369629887702,0.0,0.0,0.0,0.0,0.0,313.5380540848534,25.978966136234007,0.0,0.0,0.0,0.0,0.0,104.26026243901065,13.265575412040272,0.0,0.0,0.0,0.0,0.0,4.588337637876247,14.964555294819956,0.0,0.0,0.0,0.0,0.0,120.61220487063643,37.49020898419075,0.0,0.0,0.0,0.0,0.0,80.2960377274129,12.667921683990334,0.0,0.0,0.0,0.0,0.0,202.78594178697685,3.1831620404957603,0.0,0.0,0.0,0.0,0.0,1.5725629340318215,21.3994655245283,0.0,0.0,0.0,0.0,0.0,96.09963798117259,22.381462050978893,0.0,0.0,0.0,0.0,0.0,74.293707835052,44.602115341864774,0.0,0.0,0.0,0.0,0.0,168.97510718076683,3.094229312254306,0.0,0.0,0.0,0.0,0.0,84.09778199069477
5,85.82299743136429,30.011703308846087,0.0,0.0,0.0,0.0,0.0,2.805924077261672,0.0,0.0,0.0,0.0,0.0,15.593268871376905,1.6335551629132221,0.0,0.0,0.0,0.0,0.0,9.738317693392428,0.6117738070648129,0.0,0.0,0.0,0.0,0.0,5.849813969242939,0.3278381215293024,0.0,0.0,0.0,0.0,0.0,1.5031922757633034,39.96643226715442,0.0,0.0,0.0,0.0,0.0,130.31312795534998,5.118371166346999,0.0,0.0,0.0,0.0,0.0,22.622350284641904,20.94168932270586,0.0,0.0,0.0,0.0,0.0,303.56660567017724,8.738649008800497,0.0,0.0,0.0,0.0,0.0,174.13280897851223,17.262694302860815,0.0,0.0,0.0,0.0,0.0,11.530328875942281,13.040619171627316,0.0,0.0,0.0,0.0,0.0,151.08605734066285,39.06962490302455,0.0,0.0,0.0,0.0,0.0,221.70881996874698,12.972877841286504,0.0,0.0,0.0,0.0,0.0,91.34587096784227,8.222296695246822,0.0,0.0,0.0,0.0,0.0,65.47226530770358,13.129204077327426,0.0,0.0,0.0,0.0,0.0,61.94282142601467,14.856774976165207,0.0,0.0,0.0,0.0,0.0,191.04353128066157,9.329994768557137,0.0,0.0,0.0,0.0,0.0,104.45977099747793,3.6563572765005463,0.0,0.0,0.0,0.0,0.0,68.24648935295994
6,129.8301828149328,34.18897721956698,0.0,0.0,0.0,0.0,0.0,1.0713982409829808,0.0,0.0,0.0,0.0,0.0,2.2316714317827926,1.2367979031189678,0.0,0.0,0.0,0.0,0.0,5.120422143546008,2.150589547405349,0.0,0.0,0.0,0.0,0.0,2.4929467427843397,1.007639902580819,0.0,0.0,0.0,0.0,0.0,8.423397994777982,39.99160837881124,0.0,0.0,0.0,0.0,0.0,80.11141805237447,6.752989079130932,0.0,0.0,0.0,0.0,0.0,5.9238741923693095,54.26956704541295,0.0,0.0,0.0,0.0,0.0,42.12615304311248,13.739454312755496,0.0,0.0,0.0,0.0,0.0,24.26671961736828,13.189672551413198,0.0,0.0,0.0,0.0,0.0,106.39695278879714,13.973196408829724,0.0,0.0,0.0,0.0,0.0,44.071929113948144,27.182227523279217,0.0,0.0,0.0,0.0,0.0,149.25588078129582,16.356771389923974,0.0,0.0,0.0,0.0,0.0,89.48852947130145,1.9531792153788676,0.0,0.0,0.0,0.0,0.0,31.450444733754047,14.725032366450044,0.0,0.0,0.0,0.0,0.0,78.88535508063528,33.168169466769285,0.0,0.0,0.0,0.0,0.0,168.074661148777,46.08382726679175,0.0,0.0,0.0,0.0,0.0,138.11550723237548,1.9529165308654475,0.0,0.0,0.0,0.0,0.0,37.4304269693289
7,85.43905599744762,20.75050267473258,0.0,0.0,0.0,0.0,0.0,0.6206677419846355,0.0,0.0,0.0,0.0,0.0,4.8158275403245225,0.8828755120515599,0.0,0.0,0.0,0.0,0.0,4.184241184062156,0.6478961302292985,0.0,0.0,0.0,0.0,0.0,5.4526458352679485,0.5068767388486997,0.0,0.0,0.0,0.0,0.0,1.2225148492001943,34.547153902028,0.0,0.0,0.0,0.0,0.0,130.95653966162598,4.579154657447886,0.0,0.0,0.0,0.0,0.0,59.14744173269976,8.930532976884257,0.0,0.0,0.0,0.0,0.0,0.2259858644739328,9.157024308273346,0.0,0.0,0.0,0.0,0.0,4.035257133876232,15.727306745693438,0.0,0.0,0.0,0.0,0.0,99.91384811237556,13.237544168390533,0.0,0.0,0.0,0.0,0.0,30.580532668730104,35.40096686823187,0.0,0.0,0.0,0.0,0.0,304.1171870221658,9.691614113432182,0.0,0.0,0.0,0.0,0.0,43.407651649136355,8.303499453486687,0.0,0.0,0.0,0.0,0.0,2.8504084969782157,13.768250701523561,0.0,0.0,0.0,0.0,0.0,53.33665675423839,7.394898632678928,0.0,0.0,0.0,0.0,0.0,119.86922112695045,13.232220704224321,0.0,0.0,0.0,0.0,0.0,70.78230561346567,2.218840384495276,0.0,0.0,0.0,0.0,0.0,48.73968617125975
8,68.10814999389278,27.298380142889766,0.0,0.0,0.0,0.0,0.0,0.9307890543170187,0.0,0.0,0.0,0.0,0.0,2.235358742645856,0.8624929664948465,0.0,0.0,0.0,0.0,0.0,4.31212028074218,1.0856884751388827,0.0,0.0,0.0,0.0,0.0,15.764561882483719,0.6539137292863785,0.0,0.0,0.0,0.0,0.0,1.1709535834653042,32.11741980097942,0.0,0.0,0.0,0.0,0.0,31.188091188365767,5.376039594786264,0.0,0.0,0.0,0.0,0.0,21.184708654029244,21.429084638964643,0.0,0.0,0.0,0.0,0.0,1.4769921600717797,8.592338567873684,0.0,0.0,0.0,0.0,0.0,0.6873024761650351,13.910343300179816,0.0,0.0,0.0,0.0,0.0,155.73646838826275,11.475791469000601,0.0,0.0,0.0,0.0,0.0,61.1029231809701,21.386469318902236,0.0,0.0,0.0,0.0,0.0,78.99873284316818,12.019374348576543,0.0,0.0,0.0,0.0,0.0,74.52575138345325,2.6012020935361946,0.0,0.0,0.0,0.0,0.0,38.87906581811718,12.337191953715745,0.0,0.0,0.0,0.0,0.0,11.30199018043342,8.473500179121189,0.0,0.0,0.0,0.0,0.0,60.62485022623697,6.7520228751066345,0.0,0.0,0.0,0.0,0.0,53.04776291381066,2.5016485894051983,0.0,0.0,0.0,0.0,0.0,20.623602054876763
