,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.1815732288095933,0.11668642381500839,44.44444444444444,0.07762854608897729,65.87301587301587,0.5961799906651433
1,1.1199688373156467,0.13969263121027342,50.0,0.1294433855321804,57.936507936507944,0.8039620919876644
2,0.224441057705141,0.100773332034411,66.66666666666666,0.09062291948707342,69.84126984126983,0.23429165852767855
3,0.2761832547679505,0.1380309913464433,72.22222222222221,0.0889852887276069,70.63492063492063,0.37504098190917934
4,0.1852651346003058,0.23287524019498473,55.55555555555556,0.09262180818504212,71.42857142857143,0.13866688656687493
5,0.4001771195802583,0.17771927114604413,61.111111111111114,0.10264344749572525,71.42857142857143,0.07976532242861482
6,0.220976056084502,0.17745070442731875,55.55555555555556,0.11027189801445078,72.22222222222221,0.5127213233151455
7,0.17781096361112106,0.31857657547519025,55.55555555555556,0.19247431641073762,66.66666666666666,0.0008894759069034148
8,0.003949873235672225,0.28209033678368783,66.66666666666666,0.16654962582304625,69.84126984126983,0.01850623093307088
9,0.05144518328715885,0.23389797281987437,50.0,0.1609237547595344,73.01587301587301,0.09071576501973523
10,0.0027095236082566084,0.19564579162870155,55.55555555555556,0.21669044766605305,65.07936507936508,0.013516333917830678
11,0.0027901810524492165,0.29693800282481647,55.55555555555556,0.20348054746329097,71.42857142857143,0.07476398971033885
12,0.0012819477047545638,0.2040773040069897,55.55555555555556,0.22944980020671343,65.87301587301587,0.002624578108919883
13,0.0013250667171940563,0.20633591276304086,61.111111111111114,0.20447190307414684,72.22222222222221,0.18362802263296565
14,0.00116750055637901,0.27712602263249786,61.111111111111114,0.21027875710299807,75.39682539682539,0.0004109390233487614
15,0.0003736762153668697,0.3308959151184012,55.55555555555556,0.21881134006292607,73.01587301587301,0.006860401618991489
16,0.0002781831603464999,0.20705280876400486,55.55555555555556,0.21842352701405676,71.42857142857143,0.00032754383639069554
17,0.0007575271830820924,0.20648822519754204,55.55555555555556,0.231861709905925,69.84126984126983,4.7411264587637936e-05
18,0.0003790306591276881,0.21857476279050084,55.55555555555556,0.22770955343099708,70.63492063492063,1.363606540556544e-05
19,0.0005556977329323671,0.26877819747570325,55.55555555555556,0.23951983954191247,70.63492063492063,0.00015338734017922927
20,0.0007783487923870562,0.21014749472970048,55.55555555555556,0.2334595979912378,70.63492063492063,0.0008032908016491205
21,0.00024804758763541466,0.1953946683704852,55.55555555555556,0.2326362376142431,70.63492063492063,0.00029613944483717947
22,0.0002849570420052562,0.21646413217879637,55.55555555555556,0.2409543410641327,70.63492063492063,0.0004911203030108171
23,3.696380646230905e-05,0.4746952805506351,55.55555555555556,0.2395182362217922,70.63492063492063,8.986275470224861e-05
24,0.0003579639965619546,0.350745572942608,55.55555555555556,0.24040701644058263,70.63492063492063,8.547566323709124e-05
25,0.0005300248155135653,0.28300621367373957,55.55555555555556,0.24166425582083068,70.63492063492063,0.0002609404474236352
26,0.00015165216310024303,0.20455178783446487,55.55555555555556,0.2416240021697217,70.63492063492063,8.631149680201643e-05
27,0.00023758907343766154,0.3339783984068284,55.55555555555556,0.24066533176161997,70.63492063492063,3.036159621095872e-05
