,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6943370412942266,0.6933232581381532,47.368421052631575,0.5722222222222223,0.6564102669556936,0.5138888955116272,1.0
1,0.6940981207154285,0.6929536708753206,52.63157894736842,0.5666666666666667,0.0,0.0,0.0
2,0.6938976552324604,0.6927799209742137,52.63157894736842,0.7819444444444444,0.0,0.0,0.0
3,0.6945869682380712,0.6925744166714453,52.63157894736842,0.5944444444444444,0.0,0.0,0.0
4,0.6953079333984759,0.6925244137007511,52.63157894736842,0.7999999999999999,0.0,0.0,0.0
5,0.6947907633890341,0.692330659461478,52.63157894736842,0.5416666666666666,0.0,0.0,0.0
6,0.6884657831260221,0.6922963422158975,52.63157894736842,0.625,0.0,0.0,0.0
7,0.6935720953646803,0.6919188608282233,52.63157894736842,0.5888888888888889,0.0,0.0,0.0
8,0.5617903550259966,0.6862799272318988,52.63157894736842,0.5666666666666668,0.0,0.0,0.0
9,0.912271415420705,0.703014885085429,52.63157894736842,0.6819444444444445,0.0,0.0,0.0
10,0.6040131282409121,0.701543351365001,52.63157894736842,0.7111111111111111,0.0,0.0,0.0
11,0.5388851714935541,0.8855692139175316,52.63157894736842,0.7999999999999999,0.0,0.0,0.0
12,0.625765387610316,0.7281588931707828,52.63157894736842,0.8013888888888889,0.0,0.0,0.0
13,0.31032975380575206,0.7325914459007947,52.63157894736842,0.6611111111111111,0.0,0.0,0.0
14,0.2753297903011572,0.8260108296249051,52.63157894736842,0.7083333333333334,0.0,0.0,0.0
15,0.4682201256247678,0.7607248891705845,63.1578947368421,0.8333333333333334,0.5238095124562582,0.5555555621782938,0.5
16,0.46928305889672933,0.7997852137486166,78.94736842105263,0.7777777777777777,0.8614718715349833,0.8055555621782938,0.9333333373069763
17,0.30433457595571733,0.8336095576421112,57.89473684210527,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333
18,0.11574414361690562,0.8831775477683189,73.68421052631578,0.725,0.5629629890124003,0.5555555621782938,0.600000003973643
19,0.32637101505421784,1.3285592164033713,47.368421052631575,0.4444444444444444,0.4564102490743001,0.3511904776096344,0.6666666666666666
20,0.04660916631056978,1.3221013956808747,52.63157894736842,0.7333333333333334,0.6555555661519369,0.5238095422585806,0.9333333373069763
21,0.1542173769363038,1.1946673693969723,57.89473684210527,0.725,0.1111111044883728,0.3333333333333333,0.06666666766007741
22,0.01269170656481495,0.75338801401005,73.68421052631578,0.3666666666666667,0.5090909202893575,0.5555555621782938,0.4888888994852702
23,0.09052884842483004,1.0095398964966245,73.68421052631578,0.6222222222222222,0.7129629850387573,0.6333333452542623,0.8333333333333334
24,0.0004915228731074909,0.7973430018189944,73.68421052631578,0.6375000000000001,0.4629629850387573,0.4888888994852702,0.46666666865348816
25,0.01629986306046006,0.8197094713924715,73.68421052631578,0.6111111111111112,0.629629651705424,0.6666666666666666,0.600000003973643
26,0.03498350818774714,0.8438688243211545,68.42105263157895,0.8541666666666666,0.657142847776413,0.8888888955116272,0.5833333333333334
27,0.010648436500457112,0.985750234797305,63.1578947368421,0.8777777777777778,0.4126984278361003,0.6666666666666666,0.3000000019868215
28,0.010651442911304675,0.9027604591523377,68.42105263157895,0.6666666666666666,0.523809532324473,0.6666666666666666,0.46666666865348816
