,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6939645146245882,0.08660715634237345,55.625,0.08811718863505649,51.271186440677965,0.693393113279081,0.07995520561255798,72.5,0.6191805104737745,0.09476470113982356,50.0,0.6847841567403059,0.1260054311950302,45.45454545454545,0.6953005486051921,0.0866364118868533,50.0,0.6944991268143702,0.11600603053089638,61.111111111111114,0.6481488205164518,0.10665744131576547,53.84615384615385,0.6929738498338639,0.1715286459228509,50.0,0.5274847297652028
1,0.6941558369366203,0.08660640610295631,55.625,0.08810160782537585,51.69491525423729,0.6908003355265634,0.0763333164634299,72.5,0.7500297290026764,0.09509029354249723,50.0,0.6968965242332807,0.12603605151513025,45.45454545454545,0.6911655578742226,0.08662861133849718,50.0,0.6930220986018555,0.1133026127436034,55.55555555555556,0.6925242499394761,0.10665580055545663,53.84615384615385,0.6925002243569134,0.17385783995611512,50.0,1.2665645416719218
2,0.6938309755602253,0.08661308823839516,55.625,0.08800271881055896,52.96610169491526,0.6799641900480186,0.07557377760241772,72.5,0.5524687198750656,0.09409285452631652,50.0,0.6886611993892249,0.13073832317719863,45.45454545454545,0.6910252930719166,0.08664753707566375,50.0,0.6920864346450161,0.11174629510155237,50.0,0.6590618674843334,0.10666821084974595,53.84615384615385,0.6929085313005479,0.16291572352702596,50.0,0.7287822966074915
3,0.6898778927741899,0.0865997684284889,55.625,0.08803671370485688,49.152542372881356,0.6937492266001247,0.07477748375751159,72.5,0.5558953091139913,0.09375971873103316,50.0,0.6714324343304714,0.12604304843985625,45.45454545454545,0.6936928934666389,0.08662829956376802,50.0,0.6951016085072257,0.11480618559404657,55.55555555555556,0.7711502184765194,0.10664847654823552,53.84615384615385,0.693448195542453,0.14705993203442558,50.0,0.6896568520067741
4,0.690879861276461,0.08659818555707434,55.625,0.08802260059142085,50.847457627118644,0.7419271363082506,0.07441961701601875,72.5,0.9666033020930817,0.0935263561115645,50.0,0.6922361340525469,0.12991974286242966,45.45454545454545,0.6760197718331112,0.08663089244339628,50.0,0.6931051967685646,0.11508990309089866,50.0,0.6845707583049421,0.10663547619936556,53.84615384615385,0.693116320108918,0.15545484743247365,50.0,0.6516720224421115
5,0.695587279218138,0.08659282918911364,55.625,0.08807546337284279,48.30508474576271,0.6929882884645445,0.07405123246635065,72.5,0.7608848183257144,0.09278426309812003,50.0,0.7302763727254835,0.1323107350698124,45.45454545454545,0.6914224771397218,0.08662852565577248,50.0,0.6920232357651794,0.11410495100334307,50.0,0.6605057705033448,0.10663478865228745,53.84615384615385,0.6932068284058539,0.13491232082323237,40.0,0.7352151343393523
6,0.693306219943243,0.08657581143535592,55.625,0.08834337593493789,49.152542372881356,0.7014414732285822,0.07418287277954734,72.5,0.5023680827093397,0.0934860502081687,50.0,0.6857403556074183,0.1305700374087845,45.45454545454545,0.5952866272084429,0.08661930381483324,50.0,0.6942295474474949,0.11504885031477441,50.0,0.6929252252829889,0.10663474945041451,53.84615384615385,0.6936881222450466,0.14127308305743805,40.0,0.7130105316364672
7,0.6662537279769732,0.0857606494459617,55.625,0.08814522936828359,52.54237288135594,0.6632704405908741,0.07159584147912981,72.5,0.6959063276135812,0.09331691003679995,50.0,0.6849103956596944,0.127232465606721,45.45454545454545,0.5924275404935839,0.08662620028129922,50.0,0.6924582298788371,0.11895621299779169,50.0,0.6581849622031285,0.10663479280097168,53.84615384615385,0.693238401741472,0.14461859461440035,40.0,0.6876077986039832
8,0.6806318688664614,0.0855752418836496,55.625,0.08811799477079643,46.61016949152542,0.6804395818805067,0.07278097265528577,72.5,1.3201604323018328,0.09302544702395575,50.0,0.6982080288340764,0.14089925056162736,45.45454545454545,0.5748757972703814,0.08661945229011708,50.0,0.6933100080692268,0.1202383147594449,50.0,0.6625675473017336,0.10663797189267377,46.15384615384615,0.6928902671857323,0.13945472384135577,40.0,0.6794194600302964
9,0.6637837242871012,0.08557021771036127,55.625,0.08809740550375836,47.88135593220339,0.6935114794377558,0.07299049990306179,72.5,0.3242024952513273,0.09288450710733943,50.0,0.6990772371786094,0.12615963022402435,45.45454545454545,0.600410045457271,0.08660547394276699,50.0,0.6938507936821032,0.11280919561828433,50.0,0.7519016051603702,0.10662291210941126,46.15384615384615,0.6928675864050404,0.1411226487737766,40.0,0.6787206687042318
10,0.6803754506702081,0.08552520776162773,55.625,0.0880892616952948,46.186440677966104,0.6711892549037971,0.07236365326856424,72.5,0.32658083295087476,0.09314110886435212,50.0,0.6834709973225895,0.12942389484962094,45.45454545454545,0.8291927622544737,0.0865899431314317,50.0,0.6932760808054514,0.1145774154754608,50.0,0.7131503531587091,0.10662657397904617,46.15384615384615,0.6929444338426228,0.14748332826178565,40.0,0.6849165514610924
11,0.7599829863554199,0.08541421315617759,55.625,0.08828123359868738,48.30508474576271,0.6679151119416962,0.07148033977756238,72.5,0.36141285036635484,0.09328559572877787,50.0,0.676493386666216,0.12597485985273807,45.45454545454545,0.6916075582049691,0.08659258354843383,56.25,0.6910580154729566,0.11502732578580677,50.0,0.6871152625365033,0.10661984135897326,53.84615384615385,0.6933893249057539,0.1390366791484572,50.0,0.6829251885870036
12,0.6256362499164062,0.08465435822058057,55.625,0.08807168824502713,44.91525423728814,0.6930653789143042,0.07184646431065791,72.5,0.8261130510011021,0.09345766206732618,50.0,0.6915177070489815,0.12581245951565476,45.45454545454545,0.9529926516110716,0.08658274980612306,50.0,0.6916019912534943,0.11883349837992292,50.0,0.6950267792151361,0.10663896046269902,53.84615384615385,0.6920965090384599,0.13961762131245292,50.0,0.6964066917634762
13,0.6410259212168289,0.08385481326895294,55.625,0.08796056602267834,45.76271186440678,0.6961974680288417,0.07213066104417318,72.5,1.0272872862039562,0.09251898762171784,50.0,0.7234995623769376,0.1264095056072654,45.45454545454545,0.7455079818513937,0.08656180894482204,56.25,0.6928303554073683,0.11836945843659222,50.0,0.6563184296782789,0.10661676099077762,53.84615384615385,0.6948000560106885,0.14750156229191874,40.0,0.7248942383617073
14,0.6683703524608721,0.08298652796304767,55.625,0.08835000615371685,44.91525423728814,0.6648776741485452,0.06921837968182687,72.5,0.48157819804844176,0.09179821490549839,50.0,0.7239259492918416,0.13711243490039993,45.45454545454545,0.7221053163766916,0.08659677310263737,50.0,0.6923924397986937,0.1183949075381993,61.111111111111114,0.6835413421435788,0.10660739597121106,53.84615384615385,0.694927911151133,0.17483198848267736,40.0,0.6504675634874391
15,0.5933716532928823,0.08233781699276085,55.625,0.08824929296235473,44.49152542372881,0.5759610648411343,0.07296340975964302,72.5,0.45403901304989314,0.09324080741659255,50.0,0.7558854169839326,0.12807498668655673,45.45454545454545,0.884111563581869,0.08523527540239247,56.25,0.6917447806399873,0.11843730124414595,61.111111111111114,0.714527352261795,0.10662283919671992,53.84615384615385,0.6925682902597985,0.14305934713344035,50.0,0.8575748768095035
16,0.6590706027578644,0.08194532365441368,55.625,0.08852528131642455,47.03389830508475,0.5891268077759045,0.07631159895423913,72.5,0.4243185267116612,0.09306865075178447,50.0,0.6596007452895677,0.13120340061927765,45.45454545454545,0.7486321063932588,0.08493610695387321,62.5,0.6455903336635582,0.11472600493707825,55.55555555555556,0.7228188822444299,0.10659198527576359,61.53846153846154,0.6946258917665078,0.1448398972313093,40.0,0.6716584757938869
17,0.6028880656188506,0.08192620133430933,55.625,0.08841575367571296,44.49152542372881,0.5785362636817782,0.07384787564705113,72.5,0.2881105921802537,0.09298457248819911,50.0,0.7008100682310584,0.13875912684564673,45.45454545454545,0.6858638402910056,0.08571463641102162,50.0,0.5965966468329043,0.11241787066642041,55.55555555555556,0.6745392070568192,0.10657541747619502,53.84615384615385,0.6932214490843469,0.13384600364906618,40.0,0.6657865748033134
