,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,37.408047898686696,2.841855056651533,0.0,0.0,0.0,0.0,0.0,5.724082724577767,0.0,0.0,0.0,0.0,0.0,74.78494053053218,3.0148098022602685,0.0,0.0,0.0,0.0,0.0,25.978247353058634,152.76222297411817,0.0,0.0,0.0,0.0,0.0,787.4054386817041,37.30827289195421,0.0,0.0,0.0,0.0,0.0,40.98950446408022,90.1678081565058,0.0,0.0,0.0,0.0,0.0,0.8132354431692635,39.854692224482335,0.0,0.0,0.0,0.0,0.0,379.123314494822,162.86885269023202,0.0,0.0,0.0,0.0,0.0,1108.2300704030908,41.21115575481328,0.0,0.0,0.0,0.0,0.0,281.2963931990216,203.78705439912773,0.0,0.0,0.0,0.0,0.0,861.0320581588539,59.75829374460712,0.0,0.0,0.0,0.0,0.0,216.15422963368306,16.503530876345646,0.0,0.0,0.0,0.0,0.0,23.819398639401715,20.25080915640423,0.0,0.0,0.0,0.0,0.0,155.7036650148632,647.5323993530553,0.0,0.0,0.0,0.0,0.0,3190.8728669989714,592.6585769760289,0.0,0.0,0.0,0.0,0.0,3247.7294510510474,574.1411704162508,0.0,0.0,0.0,0.0,0.0,3486.8474109778554,19.905490143655886,0.0,0.0,0.0,0.0,0.0,69.67670822964755
1,14.396332042635743,2.1744734528906102,0.0,0.0,0.0,0.0,0.0,2.1250499962349343,0.0,0.0,0.0,0.0,0.0,28.155613542043398,1.7190184215667625,0.0,0.0,0.0,0.0,0.0,11.973601440900945,80.83307800749027,0.0,0.0,0.0,0.0,0.0,412.15776954129603,30.477545190675386,0.0,0.0,0.0,0.0,0.0,77.6401369073149,40.58670445242436,0.0,0.0,0.0,0.0,0.0,1791.6102250715094,51.51452626703867,0.0,0.0,0.0,0.0,0.0,287.34628307757856,162.84287838471488,0.0,0.0,0.0,0.0,0.0,1241.6712921787544,11.646804444916569,0.0,0.0,0.0,0.0,0.0,161.6477394145291,72.73416645792643,0.0,0.0,0.0,0.0,0.0,226.5655026532407,51.29538635876615,0.0,0.0,0.0,0.0,0.0,223.6016122682893,18.307959823959166,0.0,0.0,0.0,0.0,0.0,16.72797874943341,27.329533747621053,0.0,0.0,0.0,0.0,0.0,18.23182894690515,595.5514728267278,0.0,0.0,0.0,0.0,0.0,2807.4175458338964,497.45704554717156,0.0,0.0,0.0,0.0,0.0,3087.4114872097757,384.5659521439635,0.0,0.0,0.0,0.0,0.0,2036.9012081833525,33.36820006334292,0.0,0.0,0.0,0.0,0.0,169.87988715633975
2,16.84772537137984,3.108536750887793,0.0,0.0,0.0,0.0,0.0,0.5115647698676961,0.0,0.0,0.0,0.0,0.0,3.731735392283185,0.4534731377464364,0.0,0.0,0.0,0.0,0.0,1.456849144641714,62.51617745844935,0.0,0.0,0.0,0.0,0.0,296.5794929977437,13.30508626629823,0.0,0.0,0.0,0.0,0.0,8.209139899651081,21.826433981835727,0.0,0.0,0.0,0.0,0.0,34.429535359333634,17.01091964825815,0.0,0.0,0.0,0.0,0.0,117.57900646576118,142.23505570378376,0.0,0.0,0.0,0.0,0.0,1182.9821240570604,8.674734226473472,0.0,0.0,0.0,0.0,0.0,198.97166151956614,37.52503054838561,0.0,0.0,0.0,0.0,0.0,250.11389444929463,45.06203789008334,0.0,0.0,0.0,0.0,0.0,347.61239019907737,3.376680025238329,0.0,0.0,0.0,0.0,0.0,50.98844306482391,15.397165474974871,0.0,0.0,0.0,0.0,0.0,17.755634066422047,400.49289280994725,0.0,0.0,0.0,0.0,0.0,1963.0578913338659,319.30917726676955,0.0,0.0,0.0,0.0,0.0,1838.591257411033,185.93041675039953,0.0,0.0,0.0,0.0,0.0,1361.1305297670056,17.239416998550553,0.0,0.0,0.0,0.0,0.0,74.64830086112467
3,2.3516378316890623,1.3748024331386663,0.0,0.0,0.0,0.0,0.0,1.198624146836083,0.0,0.0,0.0,0.0,0.0,4.3909920183290145,0.9227742954666808,0.0,0.0,0.0,0.0,0.0,8.543865218205491,53.23257500374859,0.0,0.0,0.0,0.0,0.0,257.0152589412457,11.0348049591962,0.0,0.0,0.0,0.0,0.0,33.09313100113677,15.060964438799775,0.0,0.0,0.0,0.0,0.0,25.78768407415127,35.43318777679666,0.0,0.0,0.0,0.0,0.0,67.91097025092132,88.37787728983392,0.0,0.0,0.0,0.0,0.0,460.75918871653715,8.065836910516744,0.0,0.0,0.0,0.0,0.0,110.87125501447238,60.229305915550206,0.0,0.0,0.0,0.0,0.0,191.5280465137234,25.217888870170768,0.0,0.0,0.0,0.0,0.0,88.46641437117265,9.833669631524748,0.0,0.0,0.0,0.0,0.0,28.96002948591212,11.327056237920873,0.0,0.0,0.0,0.0,0.0,319.34946588784175,285.04403718388414,0.0,0.0,0.0,0.0,0.0,1290.8245132526015,97.36033024963584,0.0,0.0,0.0,0.0,0.0,880.2180757940155,136.57136051014896,0.0,0.0,0.0,0.0,0.0,1331.8435719999502,11.995657170717434,0.0,0.0,0.0,0.0,0.0,125.48437124520646
4,29.27793524328746,2.5180870486197358,0.0,0.0,0.0,0.0,0.0,0.39874763166887517,0.0,0.0,0.0,0.0,0.0,2.4885832625402973,0.2842316098365009,0.0,0.0,0.0,0.0,0.0,2.6435767684842157,26.00036169089324,0.0,0.0,0.0,0.0,0.0,123.69388309584816,11.077549570165719,0.0,0.0,0.0,0.0,0.0,20.225900212610377,12.978223562080338,0.0,0.0,0.0,0.0,0.0,257.42008470899026,34.414970937645194,0.0,0.0,0.0,0.0,0.0,58.56335257391153,53.46973299288918,0.0,0.0,0.0,0.0,0.0,587.7163078016076,22.297811628971033,0.0,0.0,0.0,0.0,0.0,292.0152361565214,59.984993593878315,0.0,0.0,0.0,0.0,0.0,218.71026961860127,16.328010860839488,0.0,0.0,0.0,0.0,0.0,217.65769686293007,6.911522377755769,0.0,0.0,0.0,0.0,0.0,30.81074619963899,11.29965447251289,0.0,0.0,0.0,0.0,0.0,103.1931091104537,107.0025804585905,0.0,0.0,0.0,0.0,0.0,452.0248337031409,20.42389107099075,0.0,0.0,0.0,0.0,0.0,280.1732980104145,91.61172645729833,0.0,0.0,0.0,0.0,0.0,660.2419307590238,10.641263213628198,0.0,0.0,0.0,0.0,0.0,47.68800255240825
5,8.98390765455331,1.4255948844107484,0.0,0.0,0.0,0.0,0.0,1.5475562715257223,0.0,0.0,0.0,0.0,0.0,4.471201624668301,0.5414284674673854,0.0,0.0,0.0,0.0,0.0,2.0729579356691636,29.02972481151926,0.0,0.0,0.0,0.0,0.0,302.00060499689465,8.101655902474707,0.0,0.0,0.0,0.0,0.0,48.61206934266226,21.010480793616708,0.0,0.0,0.0,0.0,0.0,103.27115063112318,6.398519760859047,0.0,0.0,0.0,0.0,0.0,80.22453386548658,47.9766233546166,0.0,0.0,0.0,0.0,0.0,88.61986201498638,12.089473305519231,0.0,0.0,0.0,0.0,0.0,139.24443614423205,85.93254446299579,0.0,0.0,0.0,0.0,0.0,89.68572926109088,16.88681514020304,0.0,0.0,0.0,0.0,0.0,234.39813995811704,3.1804021675305583,0.0,0.0,0.0,0.0,0.0,23.617796329660113,11.71150825616594,0.0,0.0,0.0,0.0,0.0,31.041065953278572,26.052714167364364,0.0,0.0,0.0,0.0,0.0,243.8000033807159,18.13184495973952,0.0,0.0,0.0,0.0,0.0,166.34999852464736,46.87781220329955,0.0,0.0,0.0,0.0,0.0,127.79835470112565,5.7883408646937715,0.0,0.0,0.0,0.0,0.0,47.51692032674473
6,11.351979734109937,1.2283500538719234,0.0,0.0,0.0,0.0,0.0,0.7554245478131708,0.0,0.0,0.0,0.0,0.0,4.476288185579565,0.1820631726172013,0.0,0.0,0.0,0.0,0.0,1.3870497479630155,30.252133674989928,0.0,0.0,0.0,0.0,0.0,335.34419081294857,8.429713778962935,0.0,0.0,0.0,0.0,0.0,23.095517996577016,10.588083435834527,0.0,0.0,0.0,0.0,0.0,3.648262617151627e-05,29.195872081896077,0.0,0.0,0.0,0.0,0.0,199.580526435133,17.632079290643595,0.0,0.0,0.0,0.0,0.0,195.19496648251325,7.3018733245141805,0.0,0.0,0.0,0.0,0.0,78.35179527167281,55.84600606321042,0.0,0.0,0.0,0.0,0.0,214.59600723460633,16.13707916960973,0.0,0.0,0.0,0.0,0.0,91.79387538473492,4.754213417421798,0.0,0.0,0.0,0.0,0.0,2.6636928810101894,10.800539786527125,0.0,0.0,0.0,0.0,0.0,180.75916700334201,19.173875579047632,0.0,0.0,0.0,0.0,0.0,181.04070813886327,42.41104079712916,0.0,0.0,0.0,0.0,0.0,44.65990513355737,46.296940292779496,0.0,0.0,0.0,0.0,0.0,84.54445533419222,6.720748284534873,0.0,0.0,0.0,0.0,0.0,20.48354682389375
7,11.717102855526738,0.9998155396928914,0.0,0.0,0.0,0.0,0.0,1.8030474778120833,0.0,0.0,0.0,0.0,0.0,6.324509995250677,0.14715471798757146,0.0,0.0,0.0,0.0,0.0,5.5101504866635045,37.50913435459254,0.0,0.0,0.0,0.0,0.0,165.49806552435797,7.532721318858348,0.0,0.0,0.0,0.0,0.0,22.773159221471687,14.028152288740335,0.0,0.0,0.0,0.0,0.0,3.0264095155292754,9.010383946537077,0.0,0.0,0.0,0.0,0.0,87.78741902713247,10.14921953272792,0.0,0.0,0.0,0.0,0.0,91.5554831336033,6.652298561938535,0.0,0.0,0.0,0.0,0.0,81.15339140898608,52.87409336437336,0.0,0.0,0.0,0.0,0.0,81.42309309616883,13.428640012714565,0.0,0.0,0.0,0.0,0.0,148.53423336546822,2.8859601187907944,0.0,0.0,0.0,0.0,0.0,18.78931055206234,8.878484864757974,0.0,0.0,0.0,0.0,0.0,160.54986625504418,24.119453881746967,0.0,0.0,0.0,0.0,0.0,85.50396735270127,17.888036866358174,0.0,0.0,0.0,0.0,0.0,134.91687969253434,25.550419671521542,0.0,0.0,0.0,0.0,0.0,33.38450528825628,5.793216739058393,0.0,0.0,0.0,0.0,0.0,49.35810455162188
8,6.6368903692253,1.7849602181352957,0.0,0.0,0.0,0.0,0.0,0.6229944877630597,0.0,0.0,0.0,0.0,0.0,3.481856382506533,0.19548035606681963,0.0,0.0,0.0,0.0,0.0,6.588122059505811,41.0520675343318,0.0,0.0,0.0,0.0,0.0,168.45623185294355,7.050403925613006,0.0,0.0,0.0,0.0,0.0,40.5591291084137,4.198446586508394,0.0,0.0,0.0,0.0,0.0,15.74383115346697,11.959152698484944,0.0,0.0,0.0,0.0,0.0,73.3659168373926,13.877308476514102,0.0,0.0,0.0,0.0,0.0,126.73220366409632,7.613314915761599,0.0,0.0,0.0,0.0,0.0,104.61157965189251,70.37407156894608,0.0,0.0,0.0,0.0,0.0,95.97825572415269,24.491416335371028,0.0,0.0,0.0,0.0,0.0,59.36161817328929,2.9234706300595463,0.0,0.0,0.0,0.0,0.0,35.78540945363335,7.792557894494118,0.0,0.0,0.0,0.0,0.0,50.703962054986135,14.436571775512828,0.0,0.0,0.0,0.0,0.0,98.23103335906328,8.520827410266477,0.0,0.0,0.0,0.0,0.0,74.45105757732419,23.477071618320117,0.0,0.0,0.0,0.0,0.0,85.47444901308616,8.297503482709143,0.0,0.0,0.0,0.0,0.0,46.67961292771538
