,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,817.0299498489425,137.9077714899177,0.0,0.0,0.0,0.0,0.0
1,425.55940708956564,178.79956773347453,0.0,0.0,0.0,0.0,0.0
2,150.20281625369606,96.95096798069551,0.0,0.0,0.0,0.0,0.0
3,138.00213011299397,152.1790996256267,0.0,0.0,0.0,0.0,0.0
4,468.1556533293828,132.0267815963744,0.0,0.0,0.0,0.0,0.0
5,428.0194062806989,61.55520342273727,0.0,0.0,0.0,0.0,0.0
6,321.38441063374887,67.77498774415437,0.0,0.0,0.0,0.0,0.0
7,325.7848437746416,119.01154625050094,0.0,0.0,0.0,0.0,0.0
8,194.37022990056866,56.924830267204285,0.0,0.0,0.0,0.0,0.0
9,224.3733516424908,123.09459239003004,0.0,0.0,0.0,0.0,0.0
10,184.78543730082745,56.002169032841074,0.0,0.0,0.0,0.0,0.0
11,281.9362064692754,48.78502395995589,0.0,0.0,0.0,0.0,0.0
12,270.05676241664077,69.33220359234006,0.0,0.0,0.0,0.0,0.0
13,284.74583305580506,113.45626746696942,0.0,0.0,0.0,0.0,0.0
14,235.20849731916869,99.36063170607626,0.0,0.0,0.0,0.0,0.0
15,245.5057494583937,72.03780571337202,0.0,0.0,0.0,0.0,0.0
16,180.69495372373694,59.525326699525564,0.0,0.0,0.0,0.0,0.0
17,313.8886234853972,62.9258647053541,0.0,0.0,0.0,0.0,0.0
18,174.88684411024857,66.4443086624436,0.0,0.0,0.0,0.0,0.0
19,282.1189603500847,64.21330700837733,0.0,0.0,0.0,0.0,0.0
20,63.52100025399446,38.5368832463504,0.0,0.0,0.0,0.0,0.0
21,202.59543731825102,35.36059886353212,0.0,0.0,0.0,0.0,0.0
22,155.84186795131401,39.71388127743968,0.0,0.0,0.0,0.0,0.0
23,52.48865227661765,56.51499622451554,0.0,0.0,0.0,0.0,0.0
24,48.605866905323786,27.402952038763818,0.0,0.0,0.0,0.0,0.0
25,42.3673266609739,31.59579212067132,0.0,0.0,0.0,0.0,0.0
26,45.844945728456366,32.275251627578456,0.0,0.0,0.0,0.0,0.0
27,6.9614358070225775,24.265020026833337,0.0,0.0,0.0,0.0,0.0
28,48.38949048163414,25.967529083745887,0.0,0.0,0.0,0.0,0.0
29,42.665118546670705,28.415018165387057,0.0,0.0,0.0,0.0,0.0
30,18.862909996089744,18.469421877618583,0.0,0.0,0.0,0.0,0.0
31,18.99611246998068,35.447022022454135,0.0,0.0,0.0,0.0,0.0
32,27.15626327538043,28.22279517351958,0.0,0.0,0.0,0.0,0.0
33,24.121176662601012,34.544590080988634,0.0,0.0,0.0,0.0,0.0
34,23.469736268818266,17.773355449546308,0.0,0.0,0.0,0.0,0.0
35,16.46042815651331,40.34788705985868,0.0,0.0,0.0,0.0,0.0
36,4.912722144670857,26.275878941464857,0.0,0.0,0.0,0.0,0.0
37,6.458954275479119,26.370971689909577,0.0,0.0,0.0,0.0,0.0
38,5.498299371854933,15.62053398052095,0.0,0.0,0.0,0.0,0.0
39,9.246262977598905,20.855744262439238,0.0,0.0,0.0,0.0,0.0
40,10.52709246058045,18.59704960963243,0.0,0.0,0.0,0.0,0.0
41,1.725455697558,15.681826991949446,0.0,0.0,0.0,0.0,0.0
42,2.4320154714204425,15.035922575515613,0.0,0.0,0.0,0.0,0.0
43,0.8907313365518862,23.112509927584462,0.0,0.0,0.0,0.0,0.0
44,1.5651599254325672,21.185610892541945,0.0,0.0,0.0,0.0,0.0
45,1.6266591570442923,12.077780191245429,0.0,0.0,0.0,0.0,0.0
46,0.6993244514604569,22.54210272279709,0.0,0.0,0.0,0.0,0.0
47,1.2916852049117,21.381089667125945,0.0,0.0,0.0,0.0,0.0
48,0.7954778168388886,13.438052111465566,0.0,0.0,0.0,0.0,0.0
49,0.9643631231211532,14.225228700136,0.0,0.0,0.0,0.0,0.0
50,5.3637674098037875,19.995696329821026,0.0,0.0,0.0,0.0,0.0
51,7.6678139207046625,32.5789730562603,0.0,0.0,0.0,0.0,0.0
52,1.8545056284968744,15.882866693599329,0.0,0.0,0.0,0.0,0.0
53,2.4167447775678688,14.05268133733872,0.0,0.0,0.0,0.0,0.0
54,0.2573876575815153,33.12630883514559,0.0,0.0,0.0,0.0,0.0
55,0.025213090361753326,20.53875154062421,0.0,0.0,0.0,0.0,0.0
56,0.10272309928508129,12.789554171960454,0.0,0.0,0.0,0.0,0.0
57,0.1999460285832467,27.509227922740024,0.0,0.0,0.0,0.0,0.0
58,0.38939245963622754,21.60096244510921,0.0,0.0,0.0,0.0,0.0
59,0.8433795622793602,14.249115197151667,0.0,0.0,0.0,0.0,0.0
60,0.6636621570366846,26.915169472075227,0.0,0.0,0.0,0.0,0.0
61,0.9960699518303106,21.886606645411838,0.0,0.0,0.0,0.0,0.0
62,1.776308981498671,20.716003295221167,0.0,0.0,0.0,0.0,0.0
63,0.2732565736265065,24.25912072820578,0.0,0.0,0.0,0.0,0.0
64,0.36116258762977466,13.608194623531741,0.0,0.0,0.0,0.0,0.0
65,0.24500084335045233,20.170203790707642,0.0,0.0,0.0,0.0,0.0
66,0.12741636832612901,20.47170351485185,0.0,0.0,0.0,0.0,0.0
67,0.12080341017781683,14.543921785224606,0.0,0.0,0.0,0.0,0.0
68,0.8106893726468042,22.62955507351894,0.0,0.0,0.0,0.0,0.0
69,0.6597636168117197,22.937543410555016,0.0,0.0,0.0,0.0,0.0
70,1.798860553984574,21.191509425213518,0.0,0.0,0.0,0.0,0.0
71,1.0312325509740454,13.950774955849301,0.0,0.0,0.0,0.0,0.0
72,0.9329183637470587,12.789519459735263,0.0,0.0,0.0,0.0,0.0
73,0.11072379958685923,22.761319730365734,0.0,0.0,0.0,0.0,0.0
74,0.5219566844486715,21.727888561217082,0.0,0.0,0.0,0.0,0.0
75,0.5342939888742256,22.1966598205643,0.0,0.0,0.0,0.0,0.0
76,0.2605950177325673,13.228123244879345,0.0,0.0,0.0,0.0,0.0
77,0.5325599639740899,14.327813646504296,0.0,0.0,0.0,0.0,0.0
78,4.58460445662171,21.799061371058862,0.0,0.0,0.0,0.0,0.0
79,7.424652584996715,16.442254612518052,0.0,0.0,0.0,0.0,0.0
80,0.8938235111449245,18.14203703980579,0.0,0.0,0.0,0.0,0.0
81,0.37695744763022004,20.347735783263886,0.0,0.0,0.0,0.0,0.0
82,0.9026300309815353,33.20294120201056,0.0,0.0,0.0,0.0,0.0
83,0.10083555854276681,16.7412641857668,0.0,0.0,0.0,0.0,0.0
84,0.24301711128844836,15.009605520936962,0.0,0.0,0.0,0.0,0.0
85,0.0307326059849385,22.92883755648029,0.0,0.0,0.0,0.0,0.0
86,0.01999272780482032,15.188201892202207,0.0,0.0,0.0,0.0,0.0
87,0.052585880476534896,25.71201229761565,0.0,0.0,0.0,0.0,0.0
88,0.055745472351055925,12.875423132476817,0.0,0.0,0.0,0.0,0.0
89,0.05774601807563318,24.624713208744218,0.0,0.0,0.0,0.0,0.0
90,0.09113210326265764,24.012226417314395,0.0,0.0,0.0,0.0,0.0
91,0.2912256433682875,14.442906197397201,0.0,0.0,0.0,0.0,0.0
92,0.2690449099641657,14.328529695607353,0.0,0.0,0.0,0.0,0.0
93,0.17794990806847485,22.1718038468204,0.0,0.0,0.0,0.0,0.0
94,0.3561347463815417,16.97912020629402,0.0,0.0,0.0,0.0,0.0
95,0.16793769879621398,15.14401992896141,0.0,0.0,0.0,0.0,0.0
96,2.168467423682093,13.707281406345874,0.0,0.0,0.0,0.0,0.0
97,0.11062365576702382,15.109711533454893,0.0,0.0,0.0,0.0,0.0
98,0.6143810812554714,12.908105380013618,0.0,0.0,0.0,0.0,0.0
99,0.057339129572761514,22.41933308133509,0.0,0.0,0.0,0.0,0.0
