,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test
0,0.692863396085172,0.08677759747956562,69.29133858267717
1,0.6920370227493243,0.08672097368242838,64.56692913385827
2,0.5150014964352729,0.09082350145481247,49.60629921259843
3,0.43790272242699035,0.07142477030088436,70.86614173228347
4,0.2710986590310563,0.08412373961120534,62.99212598425197
5,0.3630672655327679,0.10291604439649644,66.92913385826772
6,0.8156004243765844,0.07712396544200194,70.07874015748031
7,0.08062563061557038,0.08304193486215888,72.44094488188976
8,0.408562533192845,0.07634337737179349,77.16535433070865
9,0.42244777305491577,0.12166259220807327,71.65354330708661
10,0.28086646456584036,0.07428626896283551,75.59055118110236
11,0.022414727787464037,0.09281775468060792,75.59055118110236
12,0.011101268227644623,0.08306346405392707,74.80314960629921
13,0.2514036213300293,0.0764491926366142,76.37795275590551
14,0.03086471950258166,0.08955177329830413,77.16535433070865
15,0.0072784097560616625,0.08951147889331482,79.52755905511812
16,0.21411439033665175,0.07596570271918653,79.52755905511812
17,0.0336465136089816,0.19631714363535444,65.35433070866141
18,0.3789834136962091,0.1104059878379782,77.16535433070865
19,0.5291053160502467,0.17219607602497722,74.01574803149606
20,0.41352101018396503,0.1573953398020089,76.37795275590551
21,0.005827903063024974,0.13317509305819258,77.16535433070865
22,0.004844879582450634,0.13358463683783245,76.37795275590551
23,0.18476947771292576,0.11202321674589515,78.74015748031496
24,0.02528031588888533,0.13347830382003512,77.95275590551181
25,0.002131394340713332,0.13852556557317516,77.95275590551181
26,0.03395803249732443,0.200927227504169,76.37795275590551
27,0.0010016313460643614,0.16276293890857868,79.52755905511812
28,0.12844439113608977,0.15320681789012278,68.50393700787401
29,0.006782188522633716,0.166281881278962,77.16535433070865
30,7.465470204793862e-05,0.17011817671124693,77.95275590551181
31,0.0013853836124379057,0.18277009720660753,79.52755905511812
32,2.4475642985181313e-06,0.2414472490258519,77.16535433070865
33,0.0032568994806433994,0.185833911296365,74.80314960629921
34,0.0006973474394245088,0.2874505730911782,72.44094488188976
35,0.0006085397995408359,0.22146084052307252,75.59055118110236
36,0.00150310590419464,0.220217215655668,77.95275590551181
37,0.00020215764546923729,0.227007328846189,77.95275590551181
38,0.0007195085273220115,0.21447612332069138,76.37795275590551
39,2.865702131761765e-06,0.2719502276587666,75.59055118110236
40,7.795975979882947e-05,0.2593415438653401,75.59055118110236
41,2.6186608092367262e-05,0.22458175775179112,77.16535433070865
42,0.6176090913111459,0.2385948962899856,76.37795275590551
43,7.740100516942318e-05,0.25017294735128526,75.59055118110236
44,1.116119716359368,0.28701228614506974,73.22834645669292
45,0.008181506349065051,0.2046034886123975,76.37795275590551
46,0.00036466075632150206,0.1844163705161425,81.88976377952756
47,0.00015655115460665728,0.24570665754415447,76.37795275590551
48,7.495045250745504e-06,0.2472735286922918,80.31496062992126
49,4.4844354233268286e-06,0.27000845848979294,80.31496062992126
50,2.7403459987715276e-06,0.28357151608259673,80.31496062992126
51,6.408423587903958e-07,0.30646666439450504,80.31496062992126
52,8.954953424908395e-09,0.3227593873049869,80.31496062992126
53,3.1402217593863544e-07,0.3286037636618318,80.31496062992126
54,5.045431974606612e-07,0.3351306151412207,80.31496062992126
55,7.561806586150039e-07,0.34329063221248457,80.31496062992126
56,5.556376476385595e-07,0.34878327060960396,80.31496062992126
57,2.094049601403328e-05,0.3531514761660294,80.31496062992126
58,3.1572179181917234e-08,0.35612542471328756,80.31496062992126
59,2.0307846418866256e-09,0.3611725626773148,80.31496062992126
60,1.2567912553174793e-06,0.370282582697463,80.31496062992126
61,4.231926412993357e-07,0.36786833357699505,80.31496062992126
62,2.2580750315573035e-08,0.3717106336217384,80.31496062992126
63,1.046235773471493e-06,0.37708602950897824,80.31496062992126
64,3.478529026238903e-07,0.38321620968657555,80.31496062992126
65,1.7286206649886452e-08,0.3900019870406813,80.31496062992126
66,5.3832469921439666e-08,0.38457651913197816,80.31496062992126
67,3.9323941683451175e-06,0.3908389603751317,80.31496062992126
68,6.997170145830936e-08,0.3891121853748549,80.31496062992126
69,1.8410784972477682e-08,0.3898856878491273,80.31496062992126
70,8.356928130039564e-09,0.3972898175796589,80.31496062992126
71,2.4704726191381166e-08,0.39745458326911465,80.31496062992126
72,9.492589723699539e-07,0.4051254508348576,80.31496062992126
73,1.235825878735291e-08,0.40369016696322557,80.31496062992126
74,4.702814532718875e-09,0.40255731153029234,80.31496062992126
75,1.3152169764304416e-08,0.4058025250830066,80.31496062992126
76,7.954811851113799e-07,0.4038640605485551,80.31496062992126
77,4.196791481451439e-10,0.40870902152010785,80.31496062992126
78,2.388504662710706e-07,0.41204516592064716,80.31496062992126
79,2.9415605101374802e-08,0.41373813461346304,80.31496062992126
80,7.231738399936049e-08,0.4147036412753741,80.31496062992126
81,1.1684072707764313e-08,0.4160301383754305,80.31496062992126
82,1.0231231988222528e-08,0.41606723136660834,80.31496062992126
83,1.6936818312540248e-08,0.42654180799292174,80.31496062992126
84,7.323455336208341e-07,0.4240052772716147,80.31496062992126
85,2.1906765147436748e-07,0.42386381711289756,80.31496062992126
86,1.750907497974097e-07,0.4278152884884111,80.31496062992126
87,7.951201769756642e-09,0.4296426314140352,80.31496062992126
88,3.450839760141449e-07,0.43913246574902387,80.31496062992126
89,4.397998039714737e-09,0.42970735572292956,80.31496062992126
90,1.5856785756470645e-08,0.43098818598730726,80.31496062992126
91,1.010919440275102e-08,0.43457011153016084,80.31496062992126
92,4.4444404559429783e-07,0.4378776351364356,80.31496062992126
93,2.412718713980324e-07,0.4359562882640914,80.31496062992126
94,8.789710929804904e-09,0.44293354685383884,80.31496062992126
95,2.418257017886291e-07,0.4396280746131459,80.31496062992126
96,4.670016643222407e-09,0.4415567254878594,80.31496062992126
97,3.574832323599748e-07,0.446825386894527,80.31496062992126
98,1.814429004260579e-08,0.4461871958309965,80.31496062992126
99,4.24110132005619e-08,0.44875712051679084,80.31496062992126
