,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.43421751998225505,0.12784063771994372,47.05882352941176,0.5416666666666666,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.07647045136004185,70.07874015748031,0.7655505952380952,0.6546845529228449,0.573660722002387,0.8244047686457634,0.3385203364813005,0.08712438878328296,63.829787234042556,0.6848958333333334,0.565821914623181,0.6947420686483383,0.5292658805847168,0.6915785228606716,0.0695227680911399,67.74193548387096,0.8458333333333334,0.0,0.0,0.0,0.7153925386359408,0.11556380972007287,41.66666666666667,0.5238095238095238,0.5535714328289032,0.4464285746216774,1.0,0.6901635727680373,0.11443140085324728,42.857142857142854,0.59375,0.0,0.0,0.0,0.5937651880351615,0.15068704270988514,30.0,0.8333333333333333,0.533333346247673,0.375,1.0,0.6309348175045613,0.08904739125147068,57.14285714285714,0.7,0.4000000059604645,0.3333333432674408,0.5,0.6666356499079793,0.09075414673501146,63.47826086956522,0.48277777777777775,0.06666666666666667,0.13333333333333333,0.046666666865348816,0.6202488937372544,0.10412604238430347,51.21951219512195,0.5736111111111112,0.5068246523539225,0.3968254079421361,0.75,0.7134662201430159
10,0.7489264343805716,0.12755733707493247,47.05882352941176,0.5208333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.08851145994469616,67.71653543307087,0.8424479166666666,0.667329553514719,0.5854166727513075,0.8468750007450581,0.5534582917025631,0.08664425418048295,52.12765957446809,0.6122271825396826,0.1710648164153099,0.4166666666666667,0.10892857424914837,0.6682240288737802,0.06417466343255394,70.96774193548387,0.8125,0.1666666716337204,0.25,0.125,0.4529476281000326,0.11568329914858773,41.66666666666667,0.65625,0.3636363744735718,0.2857142984867096,0.5,0.49204747645534375,0.11051146204920852,42.857142857142854,0.6444444444444444,0.0,0.0,0.0,0.5976415344893526,0.1509613596444452,50.0,0.45,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.7040698492730001,0.09768206981690311,42.857142857142854,0.6,0.5,0.3333333432674408,1.0,0.5133741333159428,0.09835460023348871,64.34782608695652,0.5727777777777778,0.0,0.0,0.0,0.5313567626108778,0.10999443296096319,53.65853658536586,0.4763888888888888,0.492063507437706,0.38571429004271823,0.6944444477558136,0.4703218701199061
11,0.7855848055974844,0.1477317492746737,47.05882352941176,0.6819444444444445,0.7373737494150797,0.625,1.0,0.13890203180992308,67.71653543307087,0.7773437500000001,0.6491612643003464,0.5485119130462408,0.8729166686534882,0.20933252997330623,0.09171972839431956,63.829787234042556,0.6498015873015873,0.5953028574585915,0.7100694471349319,0.5826388938973347,0.40904302192403974,0.07553126110857322,93.54838709677419,0.9291666666666667,0.8666666746139526,0.9166666716337204,0.875,0.3424106029933099,0.11509277052112481,50.0,0.8571428571428572,0.625,0.5714285746216774,1.0,0.6175136711076147,0.12197949133994886,42.857142857142854,0.5888888888888889,0.0,0.0,0.0,0.6111074485298844,0.19470837441840533,60.0,0.2916666666666667,0.0,0.0,0.0,0.8708146429209417,0.10864933739471216,42.857142857142854,0.7,0.5,0.3333333432674408,1.0,0.7532855480469287,0.12347504587631504,64.34782608695652,0.6040079365079366,0.0,0.0,0.0,0.2741405861205755,0.10181972382307501,51.21951219512195,0.6312500000000001,0.6332371383905411,0.5575396890441576,0.8472222288449606,0.6905651585014045
12,0.667693768430228,0.1319070558852778,47.05882352941176,0.611111111111111,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.09132518663739467,70.07874015748031,0.795498511904762,0.6344110835343599,0.5767857218161225,0.7677083387970924,0.19557146764844865,0.0847275605725448,65.42553191489363,0.6800347222222222,0.6788792374233404,0.6767361151675383,0.7315476213892301,0.788921891641254,0.06297162356783811,67.74193548387096,0.75,0.10000000149011612,0.25,0.0625,0.39162499165900017,0.11395466352817551,41.66666666666667,0.5333333333333333,0.4999999850988388,0.3392857164144516,1.0,0.6936706990713373,0.11638285317105182,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.5009935402127693,0.2105703589454114,40.0,0.48333333333333334,0.25,0.20000000298023224,0.3333333432674408,0.2830289316771524,0.08596252214740782,71.42857142857143,0.8,0.5,0.5,0.5,0.5754749319239387,0.09058388295849683,66.08695652173913,0.6449999999999999,0.22698413133621215,0.3333333333333333,0.18222222328186036,0.6279404011997685,0.10571891916937334,48.78048780487805,0.45208333333333334,0.6337967614332835,0.5200396850705147,0.875,0.8026099858657625
13,0.5394214198084124,0.13842209592828744,52.94117647058824,0.5444444444444444,0.4564102490743001,0.3511904776096344,0.6666666666666666,0.14044584907405452,59.055118110236215,0.7671875,0.6322601195424795,0.4946428667753935,0.9375,1.0012751360071102,0.08560708999072908,61.170212765957444,0.6718998015873016,0.6053326440354189,0.6324404819558064,0.6532738171517849,0.6361995444145687,0.06517139618367977,77.41935483870968,0.8083333333333333,0.6309523954987526,0.7708333358168602,0.5833333358168602,0.20639830222419633,0.11239304549133645,50.0,0.6666666666666666,0.5499999821186066,0.380952388048172,1.0,0.6987297430506544,0.11268855574799821,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.5194209057498005,0.2560764647628778,50.0,0.4642857142857143,0.0,0.0,0.0,0.4353066592196695,0.11042618698903574,28.57142857142857,0.5,0.2857142984867096,0.20000000298023224,0.5,0.4911246890142997,0.10295992315765194,63.47826086956522,0.6252380952380954,0.16518518726030987,0.2555555562178294,0.16571428875128427,0.6192955902798334,0.10974443870191027,43.90243902439025,0.5055555555555555,0.373737374941508,0.3075396815935771,0.5,0.6893858012036262
14,0.5921941450739148,0.2349227393623016,47.05882352941176,0.5888888888888889,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.07659371506684658,74.01574803149606,0.8265625,0.6574404891580343,0.6531250011175871,0.7135416697710752,0.6043825039961498,0.08455362254266426,60.63829787234043,0.7155505952380952,0.6086725816130638,0.7149305616815885,0.6146825458854437,0.3382384598517438,0.0537208186193054,74.19354838709677,0.9010416666666666,0.2666666731238365,0.375,0.2083333358168602,0.07975253654255744,0.07810327778263644,66.66666666666666,0.7666666666666666,0.20000000298023224,0.25,0.1666666716337204,0.7036847299202053,0.2479504264335315,42.857142857142854,0.375,0.0,0.0,0.0,0.5072895684399152,0.16550292346164266,60.0,0.41666666666666663,0.0,0.0,0.0,0.5960858866020677,0.11199737007289615,42.857142857142854,0.6,0.3333333432674408,0.25,0.5,0.6348998991699409,0.09651063253471465,64.34782608695652,0.5388492063492064,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.3926036558679969,0.12524629995446188,48.78048780487805,0.5040674603174603,0.19841270645459494,0.3055555572112401,0.15555555870135626,0.6007363387194344
15,0.5292605040199014,0.15311216544085723,47.05882352941176,0.6138888888888889,0.7373737494150797,0.625,1.0,0.12812398786221882,67.71653543307087,0.8294270833333333,0.6906565800309181,0.5863839369267225,0.9385416693985462,0.08782675142698573,0.10577824736488789,57.97872340425532,0.6675595238095239,0.376731609304746,0.5625,0.2939484181503455,0.407853971049208,0.055359237729694796,90.32258064516128,0.953125,0.8928571343421936,0.9166666716337204,0.875,0.3274641310884742,0.11089394937202657,58.333333333333336,0.42857142857142855,0.20000000298023224,0.25,0.1666666716337204,0.7247890152581857,0.1216450599348746,42.857142857142854,0.34375,0.0,0.0,0.0,1.3185684703734692,0.14412676892732842,50.0,0.7083333333333334,0.6428571492433548,0.6000000014901161,0.75,0.6530519685521783,0.09196782280734277,71.42857142857143,0.7,0.5,0.5,0.5,0.444394419828522,0.13284004995890136,66.08695652173913,0.57,0.0800000011920929,0.2,0.05,0.9099959334030343,0.1774304075896086,53.65853658536586,0.6055555555555555,0.47142856816450757,0.4821428582072258,0.6000000089406967,0.5437653850298712
16,0.8008873342953745,0.2994068764922404,47.05882352941176,0.6555555555555556,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.09155023787339338,73.22834645669292,0.789248511904762,0.6463970318436623,0.5906250076368451,0.7718750052154064,0.3640544636742754,0.09614605669584682,63.829787234042556,0.6618551587301587,0.6975681831439337,0.6408234188954035,0.8287698458880186,0.4128365452875919,0.05749529421315981,70.96774193548387,0.9583333333333334,0.623106062412262,0.49166667088866234,1.0,0.2697285048490961,0.10964293939554111,66.66666666666666,0.7333333333333334,0.619047611951828,0.5,0.8333333432674408,0.4094556592993054,0.13360888628113193,57.14285714285714,0.4666666666666667,0.5428571552038193,0.75,0.4333333447575569,0.7710278949269483,0.17692885281232323,50.0,0.41666666666666663,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5583266395242467,0.07424735011007848,71.42857142857143,0.8,0.5,0.5,0.5,0.9426545800501864,0.10482010875784577,66.95652173913044,0.5338492063492063,0.47666667302449545,0.5166666706403097,0.5188888917366664,0.4150794372058807,0.1267173656041687,41.46341463414634,0.4694444444444444,0.3730158805847168,0.32301588108142215,0.45277778804302216,0.5865496660152916
17,0.23675115879651298,0.13476058850229364,52.94117647058824,0.47222222222222215,0.43386244773864746,0.3452380994955699,0.6666666666666666,0.0756755858037282,77.16535433070865,0.8411458333333334,0.624656593427062,0.7619047649204731,0.5885416753590107,1.728701745106245,0.08698304577929564,59.57446808510638,0.658779761904762,0.4528108574450016,0.6777777808407942,0.3708333410322666,0.6729486189783311,0.06746832939683695,74.19354838709677,0.8105654761904761,0.3916666731238365,0.75,0.2708333358168602,0.1098920442287601,0.09039079189737471,66.66666666666666,0.65625,0.2857142686843872,0.3333333432674408,0.25,0.6926889854880225,0.17944185308845606,50.0,0.3,0.25,0.5,0.1666666716337204,0.26078409583709344,0.17621043141783863,50.0,0.5166666666666666,0.25,0.20000000298023224,0.3333333432674408,0.3392291985101513,0.07369832234348812,71.42857142857143,0.8,0.5,0.5,0.5,0.4607468036239319,0.10214870839589678,64.34782608695652,0.5046031746031746,0.2593650817871094,0.36222222646077473,0.23555555641651155,0.3556550897290666,0.11871402197113375,46.34146341463415,0.47152777777777777,0.4603174527486165,0.47777778655290604,0.4722222238779068,0.6816529170481473
18,0.581856593512456,0.1520865124659796,47.05882352941176,0.5888888888888889,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.10265661750952969,73.22834645669292,0.82890625,0.6655979547649622,0.6239583380520344,0.7791666705161333,0.4623074097507627,0.09184329645070755,63.829787234042556,0.7037698412698413,0.6021850941081842,0.7263888927797476,0.5773809601863226,0.7999534932903919,0.05174053019956693,83.87096774193549,0.7416666666666667,0.5125000029802322,0.625,0.4416666775941849,0.6652685740785726,0.10869288010427218,58.333333333333336,0.7,0.20000000298023224,0.25,0.1666666716337204,0.3494262059736236,0.174783308140446,50.0,0.3125,0.20000000298023224,0.5,0.125,0.4056494408917418,0.15851999006717205,50.0,0.7083333333333334,0.6428571492433548,0.6000000014901161,0.75,0.33828101958501583,0.10549012852982795,57.14285714285714,0.7,0.4000000059604645,0.3333333432674408,0.5,0.5325999852553145,0.10280203907596537,65.21739130434783,0.6224603174603175,0.43523809909820554,0.42777778108914694,0.5355555613835653,0.6277508649109915,0.16594329781401462,51.21951219512195,0.518452380952381,0.3095238010088603,0.36666667213042575,0.2805555611848831,0.24037581615192694
19,0.4749917959605104,0.1295290168757377,47.05882352941176,0.5,0.40000001589457196,0.3333333333333333,0.5,0.0859710518438697,77.16535433070865,0.8550595238095239,0.6815205700695515,0.7156250011175871,0.7739583365619183,0.005019660538906948,0.08615693003868674,67.02127659574468,0.6793650793650793,0.6380036721626917,0.7659722243746122,0.5929563573251168,0.8110479726356713,0.07279992149636982,74.19354838709677,0.8160714285714286,0.3095238208770752,0.5,0.22500000149011612,0.3790080137350529,0.11466627030169574,58.333333333333336,0.4666666666666667,0.4285714328289032,0.375,0.5,0.5195840806926597,0.17109755761707973,57.14285714285714,0.39999999999999997,0.5428571552038193,0.75,0.4333333447575569,0.5887175974553475,0.2831174917497083,30.0,0.55,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.14972670155054718,0.07452075404844413,71.42857142857143,0.8,0.5,0.5,0.5,0.4082548191631551,0.1153105255517865,57.391304347826086,0.6098412698412699,0.48039443294207257,0.39444444676240287,0.6677777806917826,0.48412620845418874,0.14495154802824695,53.65853658536586,0.5097222222222222,0.5232323457797369,0.42202381789684296,0.7444444497426351,0.4640866492597248
20,0.6833831519090544,0.12526253787793706,52.94117647058824,0.5361111111111111,0.7333333293596903,0.642857144276301,0.9166666666666666,0.10131971514324105,74.01574803149606,0.8230282738095239,0.6786210481077433,0.6552083371207118,0.7770833373069763,0.14011285741076737,0.08489363591500443,60.63829787234043,0.6290922619047619,0.5127886086702347,0.6708333380520344,0.44841270335018635,0.49805221181731035,0.053527560377175064,77.41935483870968,0.8833333333333333,0.6000000014901161,0.875,0.5000000074505806,0.028318926159268596,0.1179676909986122,58.333333333333336,0.5333333333333333,0.5833333432674408,0.4166666716337204,1.0,0.7579777416965074,0.2077495303304747,42.857142857142854,0.3111111111111111,0.1666666567325592,0.5,0.10000000149011612,0.34722902912756565,0.20860948327595036,50.0,0.16666666666666666,0.5000000149011612,0.375,0.75,0.4619778889347457,0.11322161481483763,57.14285714285714,0.6,0.4000000059604645,0.3333333432674408,0.5,0.5544412658596729,0.10876114726683689,62.60869565217392,0.5325,0.27253968119621275,0.4111111124356588,0.22000000377496085,0.6621829112958958,0.18096019197989868,48.78048780487805,0.5430555555555555,0.3354978412389755,0.3305555631717046,0.3472222288449605,0.4375455201909202
21,0.9497271264266572,0.16418160422898598,58.82352941176471,0.5888888888888889,0.4564102490743001,0.3511904776096344,0.6666666666666666,0.08902996721443447,79.52755905511812,0.851153273809524,0.6597222313284874,0.7687500044703484,0.6260416731238365,0.11691258620669202,0.09001269776044067,63.297872340425535,0.6782986111111112,0.6793380330006281,0.6448412823180357,0.7597222235053778,0.48114501574081786,0.05043668724164907,87.09677419354838,0.9166666666666666,0.8000000044703484,0.7500000074505806,0.875,0.8519725563781172,0.10691126074874131,66.66666666666666,0.8666666666666667,0.619047611951828,0.5,0.8333333432674408,0.19891512460065644,0.1687728304389821,57.14285714285714,0.7666666666666666,0.7272727489471436,0.6041666567325592,1.0,0.3876519244874727,0.21681367808357618,50.0,0.7083333333333334,0.5000000149011612,0.375,0.75,0.6860084355636243,0.08955439546121625,71.42857142857143,0.9,0.5,0.5,0.5,0.4637761288535488,0.12224444521149143,55.65217391304348,0.6040079365079365,0.46634921034177146,0.42444444994131725,0.6466666728258132,0.29979309245742564,0.18292806200977754,46.34146341463415,0.548611111111111,0.36851853132247925,0.35555555919806164,0.4166666716337204,0.5197478022842567
22,0.324233478372326,0.1591974054502432,47.05882352941176,0.5986111111111111,0.7373737494150797,0.625,1.0,0.12741389176036688,66.92913385826772,0.8148809523809523,0.6450660489499569,0.5316220289096236,0.953125,0.12424055215864409,0.09648277899726534,65.95744680851064,0.7017113095238096,0.6463710032403469,0.6763888926555713,0.6913690529763699,0.4929568719635724,0.0775929803075899,67.74193548387096,0.8875,0.6517857164144516,0.5125000067055225,1.0,0.13554583002805867,0.12356910803458128,58.333333333333336,0.4666666666666667,0.5750000029802322,0.42500001192092896,1.0,0.29580541773306956,0.20500328538824922,42.857142857142854,0.38888888888888884,0.550000011920929,0.5000000149011612,0.6333333551883698,0.28654223707790594,0.1575683831583551,50.0,0.25,0.3333333432674408,0.5,0.25,0.5325872822773626,0.1108062454891864,28.57142857142857,0.6,0.2857142984867096,0.20000000298023224,0.5,0.20711080838463028,0.13245186547354434,66.08695652173913,0.5291666666666667,0.26126984556516014,0.38888888955116274,0.2166666696468989,0.4085545247125414,0.1751370586266182,53.65853658536586,0.42083333333333334,0.5055916210015615,0.42142858107884723,0.6805555621782938,0.4160575047411901
