,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6790508884732134,0.12280671023986738,47.05882352941176,0.5625,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.09718907375001783,39.37007874015748,0.5306175595238095,0.5449564419686794,0.39397321455180645,1.0,0.6987221101314631,0.08848107414825883,53.72340425531915,0.44739583333333327,0.6876346009473006,0.5416666666666666,1.0,0.6950488604261432,0.08768662254501831,67.74193548387096,0.3083333333333333,0.0,0.0,0.0,0.6916503368101662,0.11562297718382407,33.33333333333333,0.4166666666666667,0.533333346247673,0.375,1.0,0.7668602433509031,0.09715332371402703,57.14285714285714,0.625,0.7333333492279053,0.5833333432674408,1.0,0.6929182960346569,0.14535528837840542,30.0,0.2916666666666667,0.533333346247673,0.375,1.0,0.7125478200205545,0.09917867437335748,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.8188133162694979,0.09044588260690406,35.65217391304348,0.645595238095238,0.5234706153472265,0.3694444457689921,1.0,0.6930491871188181,0.1021938266797106,43.90243902439025,0.5791666666666667,0.6504273613293966,0.5208333333333334,1.0,1.0161388723681966
1,0.5771997175052842,0.1286559999601579,58.82352941176471,0.5222222222222223,0.3611111144224803,0.4444444477558136,0.31111112236976624,0.07852335194405932,65.35433070866141,0.7372395833333335,0.6234848573803902,0.5510416701436043,0.7927083373069763,0.6384949581572783,0.08755119443335894,53.72340425531915,0.5968005952380954,0.6726680851231018,0.53125,1.0,0.6930478443358208,0.0893860053099396,67.74193548387096,0.34077380952380953,0.0,0.0,0.0,0.6925041987841839,0.11600009101054737,33.33333333333333,0.20833333333333334,0.533333346247673,0.375,1.0,0.6936229176523848,0.09908039528693059,42.857142857142854,0.5,0.0,0.0,0.0,0.6923768638224043,0.16490215113649576,20.0,0.20833333333333334,0.125,0.0833333358168602,0.25,0.9261042595149328,0.10404874084708847,42.857142857142854,0.7,0.5,0.3333333432674408,1.0,0.6925736119412873,0.09317284629364656,64.34782608695652,0.38146825396825407,0.0,0.0,0.0,0.6165191782206164,0.09986903328722907,43.90243902439025,0.5464285714285714,0.6323417400320371,0.5208333333333334,1.0,0.6932120097653754
2,0.6944109544466528,0.12238140614358348,47.05882352941176,0.5541666666666667,0.7373737494150797,0.625,1.0,0.0699636181164746,66.92913385826772,0.7502232142857144,0.4620535746216774,0.5781250018626451,0.410416672937572,0.36552578068293906,0.08822751127148186,53.72340425531915,0.5432291666666668,0.6873793005943298,0.5416666666666666,1.0,0.6907788567539361,0.07779014571628817,67.74193548387096,0.6994047619047619,0.0,0.0,0.0,0.44015825072351933,0.11563529731426231,33.33333333333333,0.5,0.533333346247673,0.375,1.0,0.6949324804435939,0.09907200147268866,42.857142857142854,0.78125,0.0,0.0,0.0,0.7044556906463912,0.19627200982965248,30.0,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.6268881940430745,0.09252867894525622,42.857142857142854,0.7,0.5,0.3333333432674408,1.0,0.6857331026435389,0.08576721174076053,64.34782608695652,0.3732142857142857,0.0,0.0,0.0,0.6079879449739822,0.10172784346261461,43.90243902439025,0.48055555555555557,0.4953047037124634,0.375,0.8333333333333334,0.7012864081237506
3,0.6994086346292825,0.12236710853824329,47.05882352941176,0.5,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.10473559278373647,67.71653543307087,0.7392113095238094,0.2802083380520344,0.46875,0.21726190578192472,0.7263903491872744,0.08799591477929704,55.85106382978723,0.6208333333333332,0.6278737609585127,0.574950405706962,0.743055559694767,0.6931573559074488,0.08257063744143991,67.74193548387096,0.774404761904762,0.0,0.0,0.0,0.3701264054055558,0.11575406608112393,33.33333333333333,0.5,0.533333346247673,0.375,1.0,0.69259984459729,0.10911720651645195,42.857142857142854,0.43333333333333335,0.0,0.0,0.0,0.6738752269298323,0.14586821515754056,30.0,0.6666666666666666,0.533333346247673,0.375,1.0,0.5294321225304816,0.08433381545197047,85.71428571428571,0.6,0.6666666865348816,1.0,0.5,0.8223568874130633,0.08788996060759542,64.34782608695652,0.5513888888888888,0.0,0.0,0.0,0.7681949310079463,0.10142536555262932,51.21951219512195,0.5375,0.31666667262713116,0.3583333343267441,0.30833334227403003,0.6932980551583978
4,0.6240177420473056,0.13895032049714495,47.05882352941176,0.5416666666666666,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.0697473729283274,72.44094488188976,0.7598214285714286,0.5903884377330542,0.5885416734963655,0.6290178596973419,0.3249879066846782,0.08696591396516369,53.72340425531915,0.6054067460317459,0.6864247011641661,0.5364583333333334,1.0,0.8241645052219928,0.06254463793386192,70.96774193548387,0.95,0.125,0.25,0.0833333358168602,0.5893656961423689,0.11525102127317988,33.33333333333333,0.5416666666666667,0.533333346247673,0.375,1.0,0.5796169128201228,0.09914995788365909,42.857142857142854,0.46875,0.2857142686843872,0.3333333432674408,0.25,0.6935554792419039,0.1724725653776301,30.0,0.6666666666666666,0.533333346247673,0.375,1.0,0.5441010574573283,0.08452187490389626,85.71428571428571,0.7,0.6666666865348816,1.0,0.5,0.6280529076787198,0.09054046644976348,64.34782608695652,0.4288888888888888,0.0,0.0,0.0,0.6258276260872858,0.11478654576340211,43.90243902439025,0.6416666666666667,0.4985755110780398,0.375,0.8333333333333334,0.6933212696870522
5,0.6796450460934413,0.14060822794912967,47.05882352941176,0.5555555555555556,0.41904762387275696,0.3333333333333333,0.6666666666666666,0.10660909846368755,67.71653543307087,0.7096354166666667,0.6367559619247913,0.5562500096857548,0.7968750037252903,0.1656760777083142,0.11204520351506098,54.78723404255319,0.5904017857142857,0.6869699911524852,0.5416666679084301,1.0,1.3209011978061087,0.12310396968158663,51.61290322580645,0.7916666666666666,0.5356060639023781,0.40416666492819786,1.0,0.5673880535324738,0.11410636186810319,41.66666666666667,0.625,0.6000000089406967,0.4583333432674408,1.0,0.6240302568293055,0.10046221196091347,42.857142857142854,0.3,0.0,0.0,0.0,0.692158741523638,0.14212871709931374,70.0,0.375,0.3333333432674408,0.25,0.5,0.636674961841676,0.08022420208280331,57.14285714285714,0.8,0.4000000059604645,0.3333333432674408,0.5,0.6435067936458633,0.08794812079671031,64.34782608695652,0.523015873015873,0.0,0.0,0.0,0.8302834308734457,0.19319401758119775,43.90243902439025,0.6476190476190476,0.48991749932368595,0.375,0.8333333333333334,0.6074278241052417
6,0.5543353487325857,0.12622509602126747,47.05882352941176,0.5416666666666666,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.07077301037928799,72.44094488188976,0.7901041666666667,0.5180555675178766,0.7447916679084301,0.4510416705161333,0.3908086917594988,0.08614410712424055,62.76595744680851,0.6737103174603175,0.6522563199202219,0.6724206407864889,0.699900803466638,0.6641792422336317,0.06644998273138722,67.74193548387096,0.9479166666666666,0.0,0.0,0.0,0.693951193633262,0.11563508551760933,33.33333333333333,0.7,0.47272728383541107,0.3125,1.0,0.6906542837680887,0.10252634445865513,42.857142857142854,0.4444444444444444,0.0,0.0,0.0,0.6914723386241692,0.19062951314084237,30.0,0.16666666666666666,0.533333346247673,0.375,1.0,0.5861423729919579,0.07677749655636508,71.42857142857143,0.7,0.5,0.5,0.5,0.8474838035285961,0.09095749426955788,65.21739130434783,0.577857142857143,0.044444445768992105,0.06666666666666667,0.03333333333333333,0.6654699737539534,0.10045212099413177,63.41463414634146,0.5729166666666666,0.4178571452697118,0.46111111839612323,0.4138888915379842,0.6949487817798208
7,0.27722269612296596,0.16309406723326306,47.05882352941176,0.6555555555555556,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.09460629620483797,63.77952755905512,0.778125,0.637896841391921,0.5418154839426279,0.8343750052154064,0.301800975049859,0.08731620185126655,60.63829787234043,0.6243799603174603,0.5809283442795277,0.6256944512327512,0.5809523873031139,0.6909491870030243,0.07045544037656691,67.74193548387096,0.8385416666666666,0.0,0.0,0.0,0.27991922010528425,0.11561258135495818,50.0,0.36666666666666664,0.533333346247673,0.375,1.0,0.6729796735486948,0.10610892914175198,42.857142857142854,0.8,0.0,0.0,0.0,0.6167676361377866,0.14306598362882186,50.0,0.6666666666666666,0.6428571492433548,0.6000000014901161,0.75,0.7450297379887293,0.09678163979822217,42.857142857142854,0.6,0.5,0.3333333432674408,1.0,0.49240102082604065,0.1141392594404252,64.34782608695652,0.5430555555555555,0.0,0.0,0.0,0.183839904136453,0.10045414572761374,56.09756097560976,0.5228174603174603,0.4083333412806193,0.3638888994852702,0.475000003973643,0.7386471470975672
8,0.803427603185608,0.1251627674551452,47.05882352941176,0.5208333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.08166406329901692,71.65354330708661,0.815141369047619,0.4025297649204731,0.5625,0.3625000035390258,0.2792244760669434,0.08700762994196132,57.446808510638306,0.6358134920634921,0.3460317514836788,0.6388888917863369,0.2480158774803082,0.5541338713009313,0.08335493420164737,67.74193548387096,0.8614583333333333,0.0,0.0,0.0,0.4464720912808023,0.1170144558596491,41.66666666666667,0.5416666666666667,0.5555555820465088,0.3928571492433548,1.0,0.7676583973997384,0.12550162596975084,42.857142857142854,0.625,0.0,0.0,0.0,0.5250157462758289,0.17629881999899438,40.0,0.3333333333333333,0.25,0.1666666716337204,0.5,0.5062218254622143,0.0705448498501745,71.42857142857143,0.7,0.5,0.5,0.5,0.8188253021714729,0.08758633413172966,64.34782608695652,0.6448015873015874,0.0,0.0,0.0,0.6456453357197871,0.09843450560135951,56.09756097560976,0.5520833333333334,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6964591756251612
