,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.1603986499462189,0.07888429669160761,72.5,0.10727983965343785,50.0,0.6835807723501581
1,0.9784038969739018,0.08106646105029955,72.5,0.10691661060554264,56.25,0.3934404616427505
2,0.5275335219375971,0.07010665447596502,77.5,0.0917532442250401,56.25,0.45800048840487606
3,0.8448761193890485,0.06425273169115556,72.5,0.08967845202349618,68.75,0.11362200379533216
4,0.902995880223566,0.07232897475475894,77.5,0.08821671730731143,68.75,0.026415816991198167
5,0.0023151468187801107,0.06718710652466726,82.5,0.09824333476143275,62.5,0.021095337676667696
6,0.1137731339108123,0.06761129192279323,87.5,0.12196170596233737,56.25,0.008047398777692791
7,0.06536458792906916,0.07908458421768147,77.5,0.11054341931665787,75.0,0.009475963057125406
8,0.008805443407250728,0.08484212750165492,77.5,0.11611380979408897,75.0,0.0010532886623228163
9,0.011433124458695546,0.08975314192272274,77.5,0.12342431015795569,62.5,0.0015145566688863975
10,0.0055200423733889675,0.09438015295880024,77.5,0.12505509435824086,68.75,0.0011631180863662378
11,0.0013355704863391884,0.0987043719938989,77.5,0.1265241283422496,68.75,0.0015966375213913174
12,0.0008582708097473647,0.10260696215353311,77.5,0.1293777707821284,68.75,0.0011276199976857847
13,0.0017350178148442855,0.10457833898719229,77.5,0.13173483003080122,68.75,0.00037868455527945865
14,0.0018488314362841546,0.1055903083736679,77.5,0.13316158650604581,68.75,0.0005754401829687007
15,0.0014596619992959011,0.10806216883203035,77.5,0.13518071955927857,68.75,0.0008835392628480399
16,0.0017526092835901288,0.11062974692066394,77.5,0.13591477717395561,68.75,0.0009746463414891976
17,0.0008142776009611543,0.11146700588403317,77.5,0.138269579126885,68.75,0.0005200454437188498
18,0.0012731408612027897,0.11221996667989262,77.5,0.14025241063128518,68.75,0.00040623692914527095
19,0.0004103036856701142,0.1141233811142454,77.5,0.14165218179884503,62.5,0.0006325682127351889
20,0.0009819545275875335,0.11576384890000509,77.5,0.1420298467245318,68.75,0.0007881456433056252
21,0.0003160692624404146,0.11698969390613079,77.5,0.14311809841694356,68.75,0.0005786641643923832
22,0.0005719654778208491,0.11842570280068725,77.5,0.14566882677088208,62.5,0.0005867616351271186
23,0.00010353114079296257,0.11915255845084058,77.5,0.14594818239820304,68.75,0.000440000549235992
24,2.7639018586595046e-05,0.12064130591750832,77.5,0.1477848609489791,62.5,0.0004705015672043581
25,0.00015714324077138915,0.12126788426458002,77.5,0.14800332593622714,68.75,0.0003187805603757118
26,0.00030351907670975317,0.12250756651520404,77.5,0.150228140675119,62.5,0.00019526096803430652
27,0.0003644890644448812,0.12329199434827945,77.5,0.15074385617177383,62.5,0.00017867784918128895
28,0.0002862469816751011,0.12438874440472551,77.5,0.15074831090109034,68.75,0.0003987766250483924
29,0.00015904365829847865,0.1255705660850719,77.5,0.15227830595695258,62.5,0.0002954960312418752
30,0.00016964284870868017,0.12645196198403974,77.5,0.15407298638478992,62.5,0.0003012761991305723
31,0.00011573153764417628,0.12745684186670536,77.5,0.153795481996213,62.5,0.0002813531311970473
32,0.0002733152255951761,0.12819091818335762,77.5,0.15446101285888314,62.5,0.0003041916663520063
33,0.00031597308773658844,0.12906622370633336,77.5,0.1556553260072826,62.5,0.00012979595612651066
34,9.378177843033877e-05,0.13003609868110666,77.5,0.1571273756521152,62.5,9.038595929597706e-05
35,5.999791155917911e-05,0.13076017091804512,77.5,0.15687845591297792,62.5,0.00013433925122256193
36,0.00033932903482406646,0.1313871724540755,75.0,0.15752038255191111,62.5,0.00023490694785759694
37,6.426359502085692e-05,0.13205960398097008,77.5,0.15844974388231492,62.5,0.00018279937521905142
38,0.00022443484450019793,0.13300494112896263,75.0,0.15884390702531176,62.5,0.00024462007604485517
39,0.00027862354781825515,0.13348495589067114,77.5,0.16002561071654586,62.5,0.00012023366432751066
40,3.235199371393265e-05,0.13421977981387978,75.0,0.16094093855846126,62.5,0.00010650692643707933
41,0.00016418113815861493,0.1349179217271102,75.0,0.16135623949719685,62.5,0.00022295421774299272
42,7.972198036735902e-05,0.13544845185661736,77.5,0.1622768008808825,62.5,8.181997205620235e-05
43,0.00015163635723054194,0.1363113518257953,75.0,0.16302427380160212,62.5,0.0002427501540952579
44,0.00027676214143538397,0.13651015584558582,77.5,0.16396763378949764,62.5,0.00015886970805436247
45,6.0851991383478495e-05,0.13740134609149823,77.5,0.16412553911678834,62.5,0.00013581528543245544
46,0.00015216110437295418,0.13805243472840964,77.5,0.16534320784882137,62.5,0.00015157523419643483
47,0.0001771611060486083,0.13862998844998434,77.5,0.16524604394263145,62.5,0.00013381313438417256
48,5.929390084106423e-05,0.13913755136004438,77.5,0.16634863583287743,62.5,0.00014646190287574936
49,0.00013746548820980282,0.13926507861455945,77.5,0.1664325712144379,62.5,4.862152502101177e-05
50,0.00011107737448563394,0.13973991834049762,77.5,0.1671262627205925,62.5,4.377360428641859e-05
51,9.666479827312242e-05,0.14019165566957054,77.5,0.1676146199887989,62.5,8.208220301310638e-05
52,1.5314381727177902e-05,0.14128136628878735,77.5,0.16846460958214965,62.5,0.00011608158714995186
53,4.649738905448134e-06,0.14139482225850158,77.5,0.16864285336932258,62.5,5.720364232809079e-05
54,5.070754167765971e-05,0.14148723844865704,77.5,0.17008777914521392,62.5,9.244734292392781e-05
55,3.602894029288495e-05,0.1427782791340145,77.5,0.16987413191023026,62.5,9.865935400847197e-05
56,3.315674050155922e-05,0.14374588726896426,77.5,0.17084712127044266,62.5,9.468279229780264e-05
57,4.730987662459736e-05,0.1443589514505117,77.5,0.17200345135340933,62.5,0.00013404507029088613
58,2.3914205191182386e-05,0.14509775320626978,77.5,0.17157385434361666,62.5,5.225751380874005e-05
59,4.787042036504462e-05,0.14626722759556343,77.5,0.17332031227089306,62.5,5.368350957781009e-05
60,4.164846680545637e-05,0.14654353099670336,77.5,0.17328261936753264,62.5,0.00011957298290174385
61,2.5796939681954595e-05,0.1476029626242094,77.5,0.17419220806110502,62.5,9.44954773172133e-05
62,5.833799876020418e-05,0.14825753232009226,77.5,0.17436004595445156,62.5,6.29870410140901e-05
63,4.270922822120669e-05,0.14841317436367335,77.5,0.1746079497794432,68.75,9.134339848358563e-05
64,4.832038115016807e-05,0.14939736510092533,77.5,0.17583210192496107,68.75,6.811619593465489e-05
65,7.559091937282681e-05,0.14967663662436687,77.5,0.17551020445687884,62.5,5.155344445271306e-05
66,3.317524183143039e-05,0.1507857467032602,77.5,0.17719773305080985,68.75,4.18459213670938e-05
67,2.219986648842708e-05,0.15078132292355076,77.5,0.17698390718419044,68.75,5.9257569069871147e-05
68,1.5428950905791823e-05,0.15106355016672132,77.5,0.17904279663558903,68.75,6.214830504233646e-05
69,8.095696414329712e-06,0.15122762569258946,77.5,0.17810694839926225,68.75,2.6877154573447253e-05
70,4.098174497424098e-05,0.152105028785256,77.5,0.1785157042496619,68.75,3.185959427379242e-05
71,1.639367237412295e-05,0.15146507394880582,77.5,0.17834843756564583,68.75,4.2466895861841385e-05
72,1.4547002399003811e-05,0.1524485792994763,77.5,0.17985283145720768,68.75,3.7737503325633215e-05
73,5.071093101827606e-05,0.15298734823681157,77.5,0.17998840302272884,68.75,5.4296262315065905e-05
74,4.326949682182107e-05,0.1530388338706294,77.5,0.18037273521196356,68.75,2.9346303308534064e-05
75,2.4669574387256295e-05,0.15411864833681416,77.5,0.18218948055557527,68.75,4.10683650573943e-05
76,5.548665365194378e-06,0.15465877581368925,77.5,0.18198317583380513,68.75,2.609431593497312e-05
77,1.8154192697257496e-05,0.15507431755886494,77.5,0.18261958799657066,68.75,3.6993887905490285e-05
78,2.8694838368594345e-05,0.1551301108587978,77.5,0.18258412590248985,68.75,5.014674654592302e-05
79,1.9438733241801497e-05,0.15650646333972393,77.5,0.18330339648947605,68.75,5.416944186741055e-05
80,3.0026840685678576e-05,0.15669208328233614,77.5,0.18387420882953853,68.75,5.342190383246987e-05
81,1.0584116710554785e-05,0.15777548630889102,77.5,0.18419526935561117,68.75,1.7388553748206706e-05
82,6.52673121390203e-05,0.15689948708075313,77.5,0.1840502229665193,68.75,6.274792995571392e-05
83,1.0098362110549601e-05,0.15879279250530487,77.5,0.18540494953318248,68.75,2.3559069627838823e-05
84,7.774539084558625e-06,0.1585451525116713,77.5,0.18551892383234192,68.75,4.342173726531523e-05
85,1.3445671354661736e-05,0.15939130745767532,77.5,0.18617241918924654,68.75,3.497288237833903e-05
86,2.118841539679057e-05,0.1589373078606716,77.5,0.18608980207699927,68.75,2.762562700750886e-05
87,3.144349268217183e-05,0.16039587940812144,77.5,0.18721142451895173,68.75,2.6644995586142398e-05
88,7.321798096794257e-06,0.16049550005672364,77.5,0.18669336903487094,68.75,3.244682341196062e-05
89,1.701291326285519e-05,0.1615397867357267,77.5,0.18714318171063576,68.75,4.051290385010511e-05
90,1.1011251295642896e-05,0.16090484885684742,77.5,0.18700086681943145,68.75,3.689925720030724e-05
91,1.1359927398559463e-05,0.1626394149757144,77.5,0.18832698935771774,68.75,1.8847098831169317e-05
92,8.876022683948127e-06,0.1624102027937224,77.5,0.18831569367534626,68.75,1.4573569955729312e-05
93,2.2418572228482197e-05,0.1622762645250305,77.5,0.18906694984036848,68.75,2.4888771498749895e-05
94,3.2767341275030793e-06,0.16354202711993474,77.5,0.18964246959131312,68.75,1.5923626416591846e-05
95,1.3426548175216616e-05,0.16387045265647565,77.5,0.18961709626635131,68.75,4.1454433911809424e-05
96,1.096721005236768e-05,0.16434026129426474,77.5,0.19061087860292852,68.75,1.099192354696843e-05
97,6.592273137480466e-06,0.16475952308386105,77.5,0.1907952723946617,68.75,3.559021264191137e-05
98,1.5172576842856921e-05,0.16496088948965823,77.5,0.19101437503511962,68.75,1.3610780004714191e-05
99,2.2987873108152325e-05,0.16486504729033885,77.5,0.19139696233687667,68.75,2.5588508283221962e-05
