,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
19,21.466798504556706,16.253491907845987,0.0,0.0,0.0,0.0,0.0,4.0762206238889265,0.0,0.0,0.0,0.0,0.0,1.7141880473463047,3.265683058181059,0.0,0.0,0.0,0.0,0.0,3.951201074127654,4.375663725218181,0.0,0.0,0.0,0.0,0.0,16.102555135960547,213.98474410718222,0.0,0.0,0.0,0.0,0.0,152.8405890105436,31.603071894208718,0.0,0.0,0.0,0.0,0.0,24.793439744830128,21.50641171571679,0.0,0.0,0.0,0.0,0.0,143.86740315632602,90.17398437181924,0.0,0.0,0.0,0.0,0.0,87.70490616695838,41.06996798367368,0.0,0.0,0.0,0.0,0.0,45.443451564124764,64.95390000582044,0.0,0.0,0.0,0.0,0.0,75.46170662244106,40.7944835816303,0.0,0.0,0.0,0.0,0.0,15.847255936811303,21.876790355005486,0.0,0.0,0.0,0.0,0.0,8.069407961071866,61.824291847772955,0.0,0.0,0.0,0.0,0.0,33.80386031743017,114.3666012200614,0.0,0.0,0.0,0.0,0.0,63.99604987353748,58.9090707611344,0.0,0.0,0.0,0.0,0.0,100.07327962218997,119.65684192445856,0.0,0.0,0.0,0.0,0.0,11.694091437647012,32.78064151028399,0.0,0.0,0.0,0.0,0.0,8.250907724576326
20,35.825620484215555,16.378275934142007,0.0,0.0,0.0,0.0,0.0,5.125090401266262,0.0,0.0,0.0,0.0,0.0,5.7162915516198565,6.557420018465688,0.0,0.0,0.0,0.0,0.0,0.2515378950076435,30.575102501013454,0.0,0.0,0.0,0.0,0.0,5.8320443663864,224.60825577855258,0.0,0.0,0.0,0.0,0.0,140.69344539185857,68.38049809216244,0.0,0.0,0.0,0.0,0.0,68.7602544263814,21.20889390198919,0.0,0.0,0.0,0.0,0.0,2.6007449957342414,84.59664841712167,0.0,0.0,0.0,0.0,0.0,9.770482708152374,36.8153159369729,0.0,0.0,0.0,0.0,0.0,47.154273727342726,73.79745717663477,0.0,0.0,0.0,0.0,0.0,23.157106363212787,37.4625491846529,0.0,0.0,0.0,0.0,0.0,14.870760932490168,29.690478005343266,0.0,0.0,0.0,0.0,0.0,23.686783537069417,56.52776594902319,0.0,0.0,0.0,0.0,0.0,5.593933330791214,100.51184427563035,0.0,0.0,0.0,0.0,0.0,33.71664052567756,158.27971122324226,0.0,0.0,0.0,0.0,0.0,19.149093204786027,219.21975250386308,0.0,0.0,0.0,0.0,0.0,68.86380875351632,25.209827892553793,0.0,0.0,0.0,0.0,0.0,13.23202398562104
21,16.134941443749863,8.574660950145649,0.0,0.0,0.0,0.0,0.0,8.115817277552956,0.0,0.0,0.0,0.0,0.0,0.5831782777812543,7.166399376131369,0.0,0.0,0.0,0.0,0.0,0.8232972664696859,3.644333624459611,0.0,0.0,0.0,0.0,0.0,1.72273829754717,130.79436740592595,0.0,0.0,0.0,0.0,0.0,193.43897936552554,71.63207195931132,0.0,0.0,0.0,0.0,0.0,27.96769099398176,30.79976823404495,0.0,0.0,0.0,0.0,0.0,21.850195052921627,73.77528115315383,0.0,0.0,0.0,0.0,0.0,110.38302241986499,32.36597847857157,0.0,0.0,0.0,0.0,0.0,6.6074297847161105,68.07105873397911,0.0,0.0,0.0,0.0,0.0,14.145669810683984,71.11261455104075,0.0,0.0,0.0,0.0,0.0,20.929750327378912,28.20260996218124,0.0,0.0,0.0,0.0,0.0,44.290818585850374,60.15130139667111,0.0,0.0,0.0,0.0,0.0,25.992874037459544,80.11169248975321,0.0,0.0,0.0,0.0,0.0,11.075046769224464,31.1757115145788,0.0,0.0,0.0,0.0,0.0,18.633240664390186,114.52993980213769,0.0,0.0,0.0,0.0,0.0,163.16483369731452,30.5363993115765,0.0,0.0,0.0,0.0,0.0,23.17123702175041
22,90.533247027194,9.027110028011943,0.0,0.0,0.0,0.0,0.0,4.3881992587545335,0.0,0.0,0.0,0.0,0.0,8.748622541638687,7.4837683278474,0.0,0.0,0.0,0.0,0.0,15.610466638993671,2.8939600426706655,0.0,0.0,0.0,0.0,0.0,1.001714512059745,128.61315996976987,0.0,0.0,0.0,0.0,0.0,150.95292558920005,25.40808941824819,0.0,0.0,0.0,0.0,0.0,29.31978073569891,19.083153467978665,0.0,0.0,0.0,0.0,0.0,0.05562202232459938,64.11035160031611,0.0,0.0,0.0,0.0,0.0,16.389018785248393,70.33241418462164,0.0,0.0,0.0,0.0,0.0,9.536726348383125,75.10889795688115,0.0,0.0,0.0,0.0,0.0,125.86986294956883,69.80519852545503,0.0,0.0,0.0,0.0,0.0,41.53180903922332,38.12713857008848,0.0,0.0,0.0,0.0,0.0,0.06256528129273412,52.96334285754945,0.0,0.0,0.0,0.0,0.0,15.095734851664742,93.6717262327808,0.0,0.0,0.0,0.0,0.0,95.95453374504197,35.50569321248421,0.0,0.0,0.0,0.0,0.0,43.14821787469788,258.66782564531434,0.0,0.0,0.0,0.0,0.0,36.9670704805554,23.75531275074394,0.0,0.0,0.0,0.0,0.0,12.06153590049937
23,2.3726798398290865,34.84152491404711,0.0,0.0,0.0,0.0,0.0,3.998477941329987,0.0,0.0,0.0,0.0,0.0,2.395198119205375,2.95003454269816,0.0,0.0,0.0,0.0,0.0,0.6087842012499521,4.58126322218601,0.0,0.0,0.0,0.0,0.0,1.240878229727084,156.70509420690013,0.0,0.0,0.0,0.0,0.0,245.97534051462694,186.63370933549086,0.0,0.0,0.0,0.0,0.0,10.903803611165984,26.281796999316814,0.0,0.0,0.0,0.0,0.0,43.802165373182284,76.58920709561038,0.0,0.0,0.0,0.0,0.0,34.98505817234314,26.99980110597295,0.0,0.0,0.0,0.0,0.0,111.48019425534793,98.17355594658581,0.0,0.0,0.0,0.0,0.0,11.723624505859659,62.50402847856315,0.0,0.0,0.0,0.0,0.0,28.893429087307215,26.955393301102713,0.0,0.0,0.0,0.0,0.0,12.20561969233522,57.91066470978371,0.0,0.0,0.0,0.0,0.0,16.70302904286553,81.26029667896778,0.0,0.0,0.0,0.0,0.0,30.156303280595324,22.90795809704779,0.0,0.0,0.0,0.0,0.0,24.956904875301515,165.58522984680658,0.0,0.0,0.0,0.0,0.0,9.999807247810304,28.64932694074982,0.0,0.0,0.0,0.0,0.0,16.113866858929143
24,27.68906883862845,12.19089651528547,0.0,0.0,0.0,0.0,0.0,4.250175583558035,0.0,0.0,0.0,0.0,0.0,21.691615849063922,3.1131038217319924,0.0,0.0,0.0,0.0,0.0,0.7108051676240615,4.439877568664398,0.0,0.0,0.0,0.0,0.0,0.8476807106488932,97.29486685314401,0.0,0.0,0.0,0.0,0.0,94.96965611702718,25.63248617894076,0.0,0.0,0.0,0.0,0.0,44.83954418990392,20.392152890738252,0.0,0.0,0.0,0.0,0.0,3.7827816738880573,57.232383813705574,0.0,0.0,0.0,0.0,0.0,2.7787938347582792,45.426637933466985,0.0,0.0,0.0,0.0,0.0,2.415742600340859,57.06728067636975,0.0,0.0,0.0,0.0,0.0,2.31810239123175,57.96715933200854,0.0,0.0,0.0,0.0,0.0,22.855238017519675,29.22468171408271,0.0,0.0,0.0,0.0,0.0,9.133138933282853,95.54127397464794,0.0,0.0,0.0,0.0,0.0,10.13729641739616,69.7944618651944,0.0,0.0,0.0,0.0,0.0,175.15789685166422,30.405514091678448,0.0,0.0,0.0,0.0,0.0,239.0338745185756,94.1783180158308,0.0,0.0,0.0,0.0,0.0,27.44897697805535,41.01771549544923,0.0,0.0,0.0,0.0,0.0,38.31943089475695
25,10.995051624909262,37.35825118581556,0.0,0.0,0.0,0.0,0.0,5.787344941733057,0.0,0.0,0.0,0.0,0.0,12.982350362911943,7.416834290722057,0.0,0.0,0.0,0.0,0.0,1.128934186187656,3.2543790004189797,0.0,0.0,0.0,0.0,0.0,3.253556389028052,116.36584789098859,0.0,0.0,0.0,0.0,0.0,74.39507016935154,177.682285657966,0.0,0.0,0.0,0.0,0.0,17.605577200392403,64.98771473506565,0.0,0.0,0.0,0.0,0.0,2.669578328220906,102.09832487375509,0.0,0.0,0.0,0.0,0.0,12.381393432753143,54.978747187032624,0.0,0.0,0.0,0.0,0.0,24.065256744443168,104.63499279522084,0.0,0.0,0.0,0.0,0.0,1.903244858992842,76.57553417840403,0.0,0.0,0.0,0.0,0.0,1.5781264191443012,23.718934079361645,0.0,0.0,0.0,0.0,0.0,1.3196345620758907,73.41417022624641,0.0,0.0,0.0,0.0,0.0,14.078930428544593,75.59685398163012,0.0,0.0,0.0,0.0,0.0,68.58681242807447,94.14313862200318,0.0,0.0,0.0,0.0,0.0,44.19051683531805,101.60696589816953,0.0,0.0,0.0,0.0,0.0,20.28073444201788,31.917976994284118,0.0,0.0,0.0,0.0,0.0,13.977713289715094
26,15.314151388162083,9.79940278988916,0.0,0.0,0.0,0.0,0.0,3.9637631040770818,0.0,0.0,0.0,0.0,0.0,1.7479792527282703,3.550948795162084,0.0,0.0,0.0,0.0,0.0,1.448118909890864,8.789345959941212,0.0,0.0,0.0,0.0,0.0,0.41097473314336835,167.58864486704914,0.0,0.0,0.0,0.0,0.0,20.824179454617056,20.40720358263372,0.0,0.0,0.0,0.0,0.0,19.034984834747,26.787708975300998,0.0,0.0,0.0,0.0,0.0,22.54070361381024,60.596430042367494,0.0,0.0,0.0,0.0,0.0,28.09961382807281,31.094669559611763,0.0,0.0,0.0,0.0,0.0,86.4396612638384,98.01008275350173,0.0,0.0,0.0,0.0,0.0,203.1385756113616,61.01897960829334,0.0,0.0,0.0,0.0,0.0,15.482332572502992,22.89384914304114,0.0,0.0,0.0,0.0,0.0,43.313490195733834,65.3430444663888,0.0,0.0,0.0,0.0,0.0,4.581286470525881,92.59919939724678,0.0,0.0,0.0,0.0,0.0,11.305402314552834,66.90656742154674,0.0,0.0,0.0,0.0,0.0,10.78825263537944,88.48122245984943,0.0,0.0,0.0,0.0,0.0,13.632353220112554,36.910100251561886,0.0,0.0,0.0,0.0,0.0,66.67281852226606
27,1.9891859015181663,9.067860825508166,0.0,0.0,0.0,0.0,0.0,3.474893292309579,0.0,0.0,0.0,0.0,0.0,2.3400873580459662,3.175734659479765,0.0,0.0,0.0,0.0,0.0,1.2297276307065839,3.377815897494587,0.0,0.0,0.0,0.0,0.0,4.16492669629987,180.0035504176338,0.0,0.0,0.0,0.0,0.0,85.49356660223283,39.83114123464291,0.0,0.0,0.0,0.0,0.0,17.60606114119897,50.22091961852678,0.0,0.0,0.0,0.0,0.0,32.45670005544419,66.82181346063395,0.0,0.0,0.0,0.0,0.0,0.3246436661832236,42.400038333353415,0.0,0.0,0.0,0.0,0.0,17.591112038259507,97.44495307782823,0.0,0.0,0.0,0.0,0.0,16.808991402934854,51.51776082998838,0.0,0.0,0.0,0.0,0.0,7.493455386320235,52.30288037414953,0.0,0.0,0.0,0.0,0.0,3.761479319127855,94.9498034644466,0.0,0.0,0.0,0.0,0.0,4.6233649332173306,73.69364108080556,0.0,0.0,0.0,0.0,0.0,19.879203981100297,73.85567679832937,0.0,0.0,0.0,0.0,0.0,95.59764290539631,73.57468516702151,0.0,0.0,0.0,0.0,0.0,19.3205232405449,27.150328550657573,0.0,0.0,0.0,0.0,0.0,20.361416196079976
28,6.256114578751016,10.710046283493803,0.0,0.0,0.0,0.0,0.0,7.534447041102094,0.0,0.0,0.0,0.0,0.0,6.696741317642311,11.554056803986082,0.0,0.0,0.0,0.0,0.0,10.48371448648563,4.433904567078927,0.0,0.0,0.0,0.0,0.0,6.3571362022101505,119.81485334164628,0.0,0.0,0.0,0.0,0.0,130.71936497250766,23.909715359402867,0.0,0.0,0.0,0.0,0.0,1.2416051024623598,22.570106641200955,0.0,0.0,0.0,0.0,0.0,76.85327651444234,67.63529785865211,0.0,0.0,0.0,0.0,0.0,4.38363285050219,27.745243466134685,0.0,0.0,0.0,0.0,0.0,4.2798322621931035,48.20648275737732,0.0,0.0,0.0,0.0,0.0,18.49316032418292,70.95759728873658,0.0,0.0,0.0,0.0,0.0,9.775627037367208,19.346448733399157,0.0,0.0,0.0,0.0,0.0,8.883644374086863,51.01195307086423,0.0,0.0,0.0,0.0,0.0,3.131553944517805,85.63973735992388,0.0,0.0,0.0,0.0,0.0,13.815199063032715,50.192425283401654,0.0,0.0,0.0,0.0,0.0,30.795421263626675,82.41238003400754,0.0,0.0,0.0,0.0,0.0,6.299573655088205,34.25193495274883,0.0,0.0,0.0,0.0,0.0,20.528887291758267
29,12.96221708067895,29.547387651041706,0.0,0.0,0.0,0.0,0.0,2.9435656392618417,0.0,0.0,0.0,0.0,0.0,0.3085894123950009,4.612755525086232,0.0,0.0,0.0,0.0,0.0,1.2689375068949402,2.926589604353179,0.0,0.0,0.0,0.0,0.0,0.3497366471763526,91.95842783039552,0.0,0.0,0.0,0.0,0.0,15.321591158565028,32.79339654946176,0.0,0.0,0.0,0.0,0.0,44.98475879419647,27.858011302493185,0.0,0.0,0.0,0.0,0.0,48.6681074931515,65.75209637020771,0.0,0.0,0.0,0.0,0.0,16.454531837345904,73.9136558566923,0.0,0.0,0.0,0.0,0.0,101.6336129752973,60.99848791728309,0.0,0.0,0.0,0.0,0.0,12.202810267235305,99.13481271669123,0.0,0.0,0.0,0.0,0.0,0.6241641203273031,32.07725066638369,0.0,0.0,0.0,0.0,0.0,1.5953085674094438,55.823984507650444,0.0,0.0,0.0,0.0,0.0,36.20419075225027,68.4226804115434,0.0,0.0,0.0,0.0,0.0,26.410093446375505,25.34029215881922,0.0,0.0,0.0,0.0,0.0,13.842841562881024,159.73406206628079,0.0,0.0,0.0,0.0,0.0,20.850020417331198,25.23266616294701,0.0,0.0,0.0,0.0,0.0,28.49490161166812
30,2.6577760611351593,12.468283826680883,0.0,0.0,0.0,0.0,0.0,3.8550971165658883,0.0,0.0,0.0,0.0,0.0,1.3188944409909402,3.569929361951516,0.0,0.0,0.0,0.0,0.0,0.37844683461280876,2.554871437886831,0.0,0.0,0.0,0.0,0.0,0.9626677701676553,114.14886044780802,0.0,0.0,0.0,0.0,0.0,87.72004472892755,17.802939365012517,0.0,0.0,0.0,0.0,0.0,10.739185078581215,24.791109294852358,0.0,0.0,0.0,0.0,0.0,22.898840844476027,82.29294342818714,0.0,0.0,0.0,0.0,0.0,1.2627582445793133,55.53442572332816,0.0,0.0,0.0,0.0,0.0,6.607508057650934,59.69596879246105,0.0,0.0,0.0,0.0,0.0,43.05714413046095,84.93266460137895,0.0,0.0,0.0,0.0,0.0,8.348199357373453,20.78267701319292,0.0,0.0,0.0,0.0,0.0,6.591714000787142,60.28907879658167,0.0,0.0,0.0,0.0,0.0,58.45094861217749,174.08831046643655,0.0,0.0,0.0,0.0,0.0,15.684246067519016,128.369859863448,0.0,0.0,0.0,0.0,0.0,28.59620929288326,111.40974845641372,0.0,0.0,0.0,0.0,0.0,58.82205083570565,47.44741945716397,0.0,0.0,0.0,0.0,0.0,15.920280455305207
31,35.17153227020001,25.57644255618395,0.0,0.0,0.0,0.0,0.0,3.3762744233125273,0.0,0.0,0.0,0.0,0.0,2.0031655245499196,3.3091439687628807,0.0,0.0,0.0,0.0,0.0,1.010432567742861,12.393221776681274,0.0,0.0,0.0,0.0,0.0,3.218210158034643,152.42056364513834,0.0,0.0,0.0,0.0,0.0,12.219873831659138,22.753193862397683,0.0,0.0,0.0,0.0,0.0,276.0137451764742,17.587668915733154,0.0,0.0,0.0,0.0,0.0,33.04338992522953,75.79422037836935,0.0,0.0,0.0,0.0,0.0,5.873081319517295,34.387710925065605,0.0,0.0,0.0,0.0,0.0,49.00924697420802,68.08471712893876,0.0,0.0,0.0,0.0,0.0,2.2207981722045065,43.72301594435193,0.0,0.0,0.0,0.0,0.0,1.297529938937884,29.055888621257775,0.0,0.0,0.0,0.0,0.0,0.23811850490906974,70.99951750255796,0.0,0.0,0.0,0.0,0.0,1.781613347686575,143.46633025516957,0.0,0.0,0.0,0.0,0.0,15.726985879742056,72.02223232033302,0.0,0.0,0.0,0.0,0.0,20.776080077901465,93.39927457956956,0.0,0.0,0.0,0.0,0.0,8.98510941258922,24.612206320428058,0.0,0.0,0.0,0.0,0.0,19.92695279660353
32,64.58011975354154,11.066159640858775,0.0,0.0,0.0,0.0,0.0,4.700942508291416,0.0,0.0,0.0,0.0,0.0,2.2469128345352476,5.332671775175957,0.0,0.0,0.0,0.0,0.0,0.20234587400126586,3.0559635900403763,0.0,0.0,0.0,0.0,0.0,0.4538568617727009,75.14684938504264,0.0,0.0,0.0,0.0,0.0,77.6329056870222,22.835426397634482,0.0,0.0,0.0,0.0,0.0,25.506565711866642,24.271448669294333,0.0,0.0,0.0,0.0,0.0,41.45868426952104,107.5320304983553,0.0,0.0,0.0,0.0,0.0,52.705929302152455,121.14114397637137,0.0,0.0,0.0,0.0,0.0,21.61546681211726,46.4228823791061,0.0,0.0,0.0,0.0,0.0,17.19358986504564,53.246775511447915,0.0,0.0,0.0,0.0,0.0,42.75163189927423,27.01203275227236,0.0,0.0,0.0,0.0,0.0,53.742509300874865,107.24519485622343,0.0,0.0,0.0,0.0,0.0,23.000367524193678,83.44999815579766,0.0,0.0,0.0,0.0,0.0,18.275185648042797,27.349900292942426,0.0,0.0,0.0,0.0,0.0,57.83522917255772,94.31678738828505,0.0,0.0,0.0,0.0,0.0,11.067098307322734,44.16712773751565,0.0,0.0,0.0,0.0,0.0,125.99240779121028
33,24.171309484081597,15.793872902018826,0.0,0.0,0.0,0.0,0.0,4.131202392407047,0.0,0.0,0.0,0.0,0.0,1.5286619726313555,3.20960653690606,0.0,0.0,0.0,0.0,0.0,1.7400978636062234,8.439114216763556,0.0,0.0,0.0,0.0,0.0,5.663027263790298,89.53369723695637,0.0,0.0,0.0,0.0,0.0,8.624371516566725,27.16097112248453,0.0,0.0,0.0,0.0,0.0,32.52520075754306,19.81879346523213,0.0,0.0,0.0,0.0,0.0,2.75212164549349,76.5023593817382,0.0,0.0,0.0,0.0,0.0,1.5023490359072496,35.01976155790296,0.0,0.0,0.0,0.0,0.0,33.344642452372725,58.55259318568726,0.0,0.0,0.0,0.0,0.0,10.798190447016301,54.61238175246757,0.0,0.0,0.0,0.0,0.0,18.485789879626946,25.584481713589874,0.0,0.0,0.0,0.0,0.0,12.829532205043957,58.05982481620056,0.0,0.0,0.0,0.0,0.0,52.851104556567975,93.834495863348,0.0,0.0,0.0,0.0,0.0,37.52544038376058,60.62333316103762,0.0,0.0,0.0,0.0,0.0,31.307139618981637,102.33047113069783,0.0,0.0,0.0,0.0,0.0,37.09832262762507,34.192142028823305,0.0,0.0,0.0,0.0,0.0,6.5030482166095105
34,4.945344619565075,16.71976637854788,0.0,0.0,0.0,0.0,0.0,3.8588498067926995,0.0,0.0,0.0,0.0,0.0,0.7962864294874352,5.553871082451835,0.0,0.0,0.0,0.0,0.0,0.42592069271289235,3.9505335596653177,0.0,0.0,0.0,0.0,0.0,0.8661046018670978,104.36853941046317,0.0,0.0,0.0,0.0,0.0,69.3133265871398,31.562118571822147,0.0,0.0,0.0,0.0,0.0,9.192894497959333,20.499254937365308,0.0,0.0,0.0,0.0,0.0,1.3717692114877416,77.59320581492953,0.0,0.0,0.0,0.0,0.0,42.45139950138601,27.437158355626753,0.0,0.0,0.0,0.0,0.0,18.408100191994887,61.5225216280394,0.0,0.0,0.0,0.0,0.0,35.89995171637133,94.37296897342527,0.0,0.0,0.0,0.0,0.0,2.98085162996854,25.492339260157866,0.0,0.0,0.0,0.0,0.0,0.415997555307252,56.28164491730908,0.0,0.0,0.0,0.0,0.0,5.691443582640066,83.48140504852299,0.0,0.0,0.0,0.0,0.0,39.6653554820244,31.95747064346358,0.0,0.0,0.0,0.0,0.0,37.053842262810875,80.31438813304132,0.0,0.0,0.0,0.0,0.0,33.61581480361598,33.787248248885646,0.0,0.0,0.0,0.0,0.0,5.371944510273895
35,32.62137331729454,11.730844628210443,0.0,0.0,0.0,0.0,0.0,9.82438570023266,0.0,0.0,0.0,0.0,0.0,0.359510209800926,2.5561141832385768,0.0,0.0,0.0,0.0,0.0,0.49333069762294485,14.951671537244158,0.0,0.0,0.0,0.0,0.0,3.0774048901448756,269.91942277765736,0.0,0.0,0.0,0.0,0.0,98.87985900756543,82.67155614769409,0.0,0.0,0.0,0.0,0.0,36.20550757003129,42.97350695824977,0.0,0.0,0.0,0.0,0.0,0.5177379856514038,93.24963802130786,0.0,0.0,0.0,0.0,0.0,3.386789929773168,40.291577526132414,0.0,0.0,0.0,0.0,0.0,3.388902099559426,99.91377626866658,0.0,0.0,0.0,0.0,0.0,12.320810453581126,44.02294882232902,0.0,0.0,0.0,0.0,0.0,9.127765539999,26.577556288584244,0.0,0.0,0.0,0.0,0.0,13.116496776320426,132.59084788988346,0.0,0.0,0.0,0.0,0.0,9.22778617078955,260.1881537274247,0.0,0.0,0.0,0.0,0.0,20.13658462877067,181.70501853517993,0.0,0.0,0.0,0.0,0.0,34.47516308842362,218.69065023776434,0.0,0.0,0.0,0.0,0.0,5.224150049897401,31.453504877487017,0.0,0.0,0.0,0.0,0.0,13.86641244906188
36,6.449146020815047,31.305758625254025,0.0,0.0,0.0,0.0,0.0,3.2210717279452825,0.0,0.0,0.0,0.0,0.0,1.3806150995390378,3.1337778696027967,0.0,0.0,0.0,0.0,0.0,7.271513593608821,3.4696504904137058,0.0,0.0,0.0,0.0,0.0,3.3611582421199477,62.74097861947707,0.0,0.0,0.0,0.0,0.0,9.426002642683015,25.44619550836085,0.0,0.0,0.0,0.0,0.0,8.044468237816837,28.304275857130534,0.0,0.0,0.0,0.0,0.0,113.61214612170765,69.1481574867587,0.0,0.0,0.0,0.0,0.0,0.034713568246856966,25.147659801559676,0.0,0.0,0.0,0.0,0.0,3.6793485461725335,46.98067643410734,0.0,0.0,0.0,0.0,0.0,11.38562115890462,129.59281303803647,0.0,0.0,0.0,0.0,0.0,23.410885841429327,37.98140585156201,0.0,0.0,0.0,0.0,0.0,3.127767299353711,56.432956748412096,0.0,0.0,0.0,0.0,0.0,4.758102618620323,94.04553442551556,0.0,0.0,0.0,0.0,0.0,6.536372271024542,24.169540660918784,0.0,0.0,0.0,0.0,0.0,7.514054322763598,163.5090328346533,0.0,0.0,0.0,0.0,0.0,85.02143143380465,36.360754699309986,0.0,0.0,0.0,0.0,0.0,0.7333100452604289
37,21.274361837048424,20.29818422338079,0.0,0.0,0.0,0.0,0.0,5.03202737089492,0.0,0.0,0.0,0.0,0.0,2.3545529751034904,3.5548065854399913,0.0,0.0,0.0,0.0,0.0,0.544626829379607,10.519731294651795,0.0,0.0,0.0,0.0,0.0,0.41739412603778836,75.63114819149975,0.0,0.0,0.0,0.0,0.0,18.478667833526995,45.33675452732111,0.0,0.0,0.0,0.0,0.0,39.95265147861089,21.824965317939366,0.0,0.0,0.0,0.0,0.0,12.792756211286935,81.70544779574311,0.0,0.0,0.0,0.0,0.0,99.27181052592839,37.18241886124358,0.0,0.0,0.0,0.0,0.0,53.4095602172654,95.28786864927784,0.0,0.0,0.0,0.0,0.0,58.64973977211836,70.88957638183213,0.0,0.0,0.0,0.0,0.0,15.311396786813134,42.46927284681209,0.0,0.0,0.0,0.0,0.0,3.868576638968465,79.82805593993655,0.0,0.0,0.0,0.0,0.0,28.513761222167805,109.64637934970126,0.0,0.0,0.0,0.0,0.0,68.77514127527553,41.38669650427813,0.0,0.0,0.0,0.0,0.0,9.303591412526634,118.3718735067476,0.0,0.0,0.0,0.0,0.0,9.866745438198858,29.54534034217907,0.0,0.0,0.0,0.0,0.0,10.61321114869617
38,3.332658633618313,17.73901159084637,0.0,0.0,0.0,0.0,0.0,4.0812560633979755,0.0,0.0,0.0,0.0,0.0,0.7093860618157782,3.103971540967356,0.0,0.0,0.0,0.0,0.0,0.22149492552453692,14.479474790989983,0.0,0.0,0.0,0.0,0.0,4.733417189327862,161.01156898001676,0.0,0.0,0.0,0.0,0.0,23.533475556173503,492.9226463975855,0.0,0.0,0.0,0.0,0.0,1.044276693114207,56.58726782999055,0.0,0.0,0.0,0.0,0.0,61.96654649985128,198.3956952660144,0.0,0.0,0.0,0.0,0.0,19.45795677939045,187.15454741592708,0.0,0.0,0.0,0.0,0.0,7.924799268497534,314.64583296026524,0.0,0.0,0.0,0.0,0.0,29.496720902531973,40.930168108849394,0.0,0.0,0.0,0.0,0.0,10.10479790559678,30.542303248752837,0.0,0.0,0.0,0.0,0.0,12.031869846943703,92.07727931053482,0.0,0.0,0.0,0.0,0.0,27.569649623263548,150.12242933108934,0.0,0.0,0.0,0.0,0.0,11.028554669664366,206.14177803437505,0.0,0.0,0.0,0.0,0.0,57.568784967687215,504.9511420810283,0.0,0.0,0.0,0.0,0.0,6.402967922823698,115.03963145618054,0.0,0.0,0.0,0.0,0.0,9.385231920135194
39,0.9301298475231807,15.07434276608145,0.0,0.0,0.0,0.0,0.0,2.9957977971392094,0.0,0.0,0.0,0.0,0.0,0.2266787265203342,3.0869250780016286,0.0,0.0,0.0,0.0,0.0,6.492019582665286,2.002008939582784,0.0,0.0,0.0,0.0,0.0,0.3973512278190519,91.2243900016281,0.0,0.0,0.0,0.0,0.0,11.202302564885201,43.635160884039266,0.0,0.0,0.0,0.0,0.0,16.73715588394024,23.826253343059694,0.0,0.0,0.0,0.0,0.0,2.739519203786545,70.6186337961737,0.0,0.0,0.0,0.0,0.0,0.7307134358555966,39.43146752528546,0.0,0.0,0.0,0.0,0.0,15.278163745533345,50.80907434005968,0.0,0.0,0.0,0.0,0.0,21.57038205741134,84.36479191511019,0.0,0.0,0.0,0.0,0.0,1.5633992616060817,24.355489713989655,0.0,0.0,0.0,0.0,0.0,5.930941889864353,82.53673458705518,0.0,0.0,0.0,0.0,0.0,31.32705946490573,90.58919429343916,0.0,0.0,0.0,0.0,0.0,45.55634674741008,71.34993358793878,0.0,0.0,0.0,0.0,0.0,28.23693794721703,136.3913899214337,0.0,0.0,0.0,0.0,0.0,18.137746417789568,37.85196491318343,0.0,0.0,0.0,0.0,0.0,13.371823245339765
