,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,16.222456752935535,42.70970417225932,0.0,0.0,0.0,0.0,0.0,6.4691904829433176,0.0,0.0,0.0,0.0,0.0,1.68399964438028,3.063390977640614,0.0,0.0,0.0,0.0,0.0,2.16448899768533,4.410093294303991,0.0,0.0,0.0,0.0,0.0,3.0976958852435454,313.36121388379456,0.0,0.0,0.0,0.0,0.0,211.93666654194627,55.77903172389126,0.0,0.0,0.0,0.0,0.0,143.59261001925807,33.06701514366586,0.0,0.0,0.0,0.0,0.0,14.496611914995587,79.80263225010548,0.0,0.0,0.0,0.0,0.0,94.44680458993781,49.67950492789832,0.0,0.0,0.0,0.0,0.0,59.570797879314924,177.4765814895355,0.0,0.0,0.0,0.0,0.0,158.4234906312918,255.31053933106745,0.0,0.0,0.0,0.0,0.0,118.7844459271777,38.13532357346868,0.0,0.0,0.0,0.0,0.0,15.014236931910517,85.25205829606192,0.0,0.0,0.0,0.0,0.0,84.760904274368,89.45813341216778,0.0,0.0,0.0,0.0,0.0,86.39315149712853,34.546140947950015,0.0,0.0,0.0,0.0,0.0,79.79006002611445,72.47020764509739,0.0,0.0,0.0,0.0,0.0,133.90745125306205,43.153901307296174,0.0,0.0,0.0,0.0,0.0,42.339905827101134
10,36.738692529373125,56.03339201101681,0.0,0.0,0.0,0.0,0.0,10.25980893318106,0.0,0.0,0.0,0.0,0.0,1.034270368923962,4.455361345378693,0.0,0.0,0.0,0.0,0.0,4.834240136610491,14.171847507032432,0.0,0.0,0.0,0.0,0.0,15.750408034423048,241.32028491060078,0.0,0.0,0.0,0.0,0.0,485.15449829578745,71.62135776047452,0.0,0.0,0.0,0.0,0.0,3.072705454051974,30.57004337135217,0.0,0.0,0.0,0.0,0.0,98.82375346150502,103.02243127306959,0.0,0.0,0.0,0.0,0.0,34.817210871143274,132.73403058291487,0.0,0.0,0.0,0.0,0.0,117.56234465027447,146.44704584222058,0.0,0.0,0.0,0.0,0.0,239.4830581865278,200.38547179278808,0.0,0.0,0.0,0.0,0.0,60.521090968839665,63.279599379459064,0.0,0.0,0.0,0.0,0.0,25.647875898144143,98.61473986083301,0.0,0.0,0.0,0.0,0.0,23.694113018330214,132.17369059681698,0.0,0.0,0.0,0.0,0.0,14.935544416541948,85.61392315894878,0.0,0.0,0.0,0.0,0.0,94.0291455507621,378.674064778075,0.0,0.0,0.0,0.0,0.0,78.99539711525713,62.230978964872286,0.0,0.0,0.0,0.0,0.0,54.73472042831159
11,18.3350714106764,19.996703393659764,0.0,0.0,0.0,0.0,0.0,9.373610190515501,0.0,0.0,0.0,0.0,0.0,8.624479813888238,2.381595163311459,0.0,0.0,0.0,0.0,0.0,8.352878489656359,4.7946488926453545,0.0,0.0,0.0,0.0,0.0,4.868928474159845,261.78213344341253,0.0,0.0,0.0,0.0,0.0,86.7078983901451,45.63399457971717,0.0,0.0,0.0,0.0,0.0,3.734883610849092,18.44237308282344,0.0,0.0,0.0,0.0,0.0,36.687611391862454,76.21336866150362,0.0,0.0,0.0,0.0,0.0,97.14954836825079,66.92044011414484,0.0,0.0,0.0,0.0,0.0,41.81923239067695,129.0187718994765,0.0,0.0,0.0,0.0,0.0,97.88890943228796,180.26764078397238,0.0,0.0,0.0,0.0,0.0,72.37352133303924,22.322003519620665,0.0,0.0,0.0,0.0,0.0,25.837425451305435,79.88319468091592,0.0,0.0,0.0,0.0,0.0,64.66256527035726,96.30590952227035,0.0,0.0,0.0,0.0,0.0,128.9712382856654,41.33251013920149,0.0,0.0,0.0,0.0,0.0,37.85849941977957,84.96717224901876,0.0,0.0,0.0,0.0,0.0,42.63766592970818,52.74873520381834,0.0,0.0,0.0,0.0,0.0,28.903296904166574
12,19.383788816848618,14.865049465494533,0.0,0.0,0.0,0.0,0.0,4.245250072513934,0.0,0.0,0.0,0.0,0.0,0.36558578522115187,5.549384705319011,0.0,0.0,0.0,0.0,0.0,1.8691996260760064,3.2854564132901,0.0,0.0,0.0,0.0,0.0,1.1614195390153867,227.15790715207663,0.0,0.0,0.0,0.0,0.0,118.92033489970876,45.633432768202866,0.0,0.0,0.0,0.0,0.0,69.77179774022551,17.86373511574771,0.0,0.0,0.0,0.0,0.0,158.97027551648367,80.13409367808809,0.0,0.0,0.0,0.0,0.0,139.05532959506115,37.99501974978508,0.0,0.0,0.0,0.0,0.0,26.201769730303244,106.78108313577627,0.0,0.0,0.0,0.0,0.0,87.87616685407865,147.75395069192191,0.0,0.0,0.0,0.0,0.0,31.267128997808726,17.2456569744363,0.0,0.0,0.0,0.0,0.0,3.9679776519064287,59.42744888206027,0.0,0.0,0.0,0.0,0.0,107.12927426091132,99.54353132836283,0.0,0.0,0.0,0.0,0.0,75.5924240334167,36.914418208288645,0.0,0.0,0.0,0.0,0.0,14.101162381261965,83.81379811927148,0.0,0.0,0.0,0.0,0.0,71.24601571993978,56.779673827868685,0.0,0.0,0.0,0.0,0.0,19.684970504444124
13,32.010018110672775,17.39191584112194,0.0,0.0,0.0,0.0,0.0,6.977618355246627,0.0,0.0,0.0,0.0,0.0,0.4660091512356744,2.6475561312446287,0.0,0.0,0.0,0.0,0.0,2.8723736470944408,3.4519924979851715,0.0,0.0,0.0,0.0,0.0,7.75806583643013,189.76864757896533,0.0,0.0,0.0,0.0,0.0,12.191576221237991,43.58169474832763,0.0,0.0,0.0,0.0,0.0,48.49395561247369,26.881604976419816,0.0,0.0,0.0,0.0,0.0,31.772586229145755,101.35496022315995,0.0,0.0,0.0,0.0,0.0,0.3609705878123538,71.47892494460872,0.0,0.0,0.0,0.0,0.0,29.819774433994127,121.58501307654178,0.0,0.0,0.0,0.0,0.0,36.4315267511125,107.48986113096092,0.0,0.0,0.0,0.0,0.0,96.15360036317047,23.79469252678759,0.0,0.0,0.0,0.0,0.0,2.7759529670002254,76.53891880434001,0.0,0.0,0.0,0.0,0.0,0.5182504275337372,111.051816708111,0.0,0.0,0.0,0.0,0.0,13.337576385158052,35.03566046872551,0.0,0.0,0.0,0.0,0.0,38.18367098849768,83.09282156383719,0.0,0.0,0.0,0.0,0.0,94.83516141292361,34.95656453969566,0.0,0.0,0.0,0.0,0.0,11.962835859719448
14,17.007482223649102,15.28658955485807,0.0,0.0,0.0,0.0,0.0,3.032834254428427,0.0,0.0,0.0,0.0,0.0,7.702351214939292,2.3703974607496394,0.0,0.0,0.0,0.0,0.0,2.4290231269128513,7.061599198285162,0.0,0.0,0.0,0.0,0.0,3.245768196081006,211.83297491118353,0.0,0.0,0.0,0.0,0.0,235.19320798269365,83.17912395728757,0.0,0.0,0.0,0.0,0.0,90.32089887399955,16.164580126315293,0.0,0.0,0.0,0.0,0.0,32.04653628830265,98.15072900499472,0.0,0.0,0.0,0.0,0.0,14.561656493960975,29.491955108893233,0.0,0.0,0.0,0.0,0.0,8.230632005499997,99.07492363598371,0.0,0.0,0.0,0.0,0.0,43.861721601191086,108.67559263994187,0.0,0.0,0.0,0.0,0.0,60.34420119132083,19.357569210587364,0.0,0.0,0.0,0.0,0.0,9.88424133534064,66.65795800135417,0.0,0.0,0.0,0.0,0.0,44.33014051497312,167.48404032022114,0.0,0.0,0.0,0.0,0.0,104.37517929420052,29.70992742665186,0.0,0.0,0.0,0.0,0.0,99.41115286962707,76.55001134541384,0.0,0.0,0.0,0.0,0.0,9.196662929816176,33.86387861180185,0.0,0.0,0.0,0.0,0.0,10.212418940591604
15,26.08240623911572,26.688307046997387,0.0,0.0,0.0,0.0,0.0,3.3876181255914077,0.0,0.0,0.0,0.0,0.0,3.0826015305473207,3.5736896561495386,0.0,0.0,0.0,0.0,0.0,2.676867468530703,12.762249874184976,0.0,0.0,0.0,0.0,0.0,4.058171341355676,205.61330914215338,0.0,0.0,0.0,0.0,0.0,82.47427932284548,31.815962546300433,0.0,0.0,0.0,0.0,0.0,228.92595095898437,23.271162790278353,0.0,0.0,0.0,0.0,0.0,0.02902558589999946,84.99851336247387,0.0,0.0,0.0,0.0,0.0,2.422856886301052,31.87080500308775,0.0,0.0,0.0,0.0,0.0,45.39280620473382,88.89333711544246,0.0,0.0,0.0,0.0,0.0,28.679712678666323,109.50156194154158,0.0,0.0,0.0,0.0,0.0,64.65115440566686,29.771256609362744,0.0,0.0,0.0,0.0,0.0,44.495243690165445,59.04357067181237,0.0,0.0,0.0,0.0,0.0,27.46790584299912,131.09661067984672,0.0,0.0,0.0,0.0,0.0,52.36192936552304,22.90889196959328,0.0,0.0,0.0,0.0,0.0,25.440876062711624,109.96273203905093,0.0,0.0,0.0,0.0,0.0,39.78564395908602,35.877415556139226,0.0,0.0,0.0,0.0,0.0,35.259223458106476
16,40.44945572070903,25.39463520412263,0.0,0.0,0.0,0.0,0.0,11.49261410061912,0.0,0.0,0.0,0.0,0.0,1.1372175518192933,2.3682785894770353,0.0,0.0,0.0,0.0,0.0,2.940490851910209,5.089361081784882,0.0,0.0,0.0,0.0,0.0,2.584545439962586,182.7724533713018,0.0,0.0,0.0,0.0,0.0,166.6754846052172,125.02985821281106,0.0,0.0,0.0,0.0,0.0,21.49657563505241,35.69080871004375,0.0,0.0,0.0,0.0,0.0,87.97483684147674,78.93122421276423,0.0,0.0,0.0,0.0,0.0,233.81271378833142,36.34883381990361,0.0,0.0,0.0,0.0,0.0,66.50761695066666,90.65963757275108,0.0,0.0,0.0,0.0,0.0,106.82330564152988,113.09754163295068,0.0,0.0,0.0,0.0,0.0,13.054910025265258,19.51081425123901,0.0,0.0,0.0,0.0,0.0,8.367133064210021,90.41409192862973,0.0,0.0,0.0,0.0,0.0,14.477109618367924,167.52399101108745,0.0,0.0,0.0,0.0,0.0,155.33799794046328,32.15866746896799,0.0,0.0,0.0,0.0,0.0,76.07668023115053,84.24148429211489,0.0,0.0,0.0,0.0,0.0,43.53679149077745,49.31349581793839,0.0,0.0,0.0,0.0,0.0,10.479153194331857
17,172.88680716226182,21.710835553860026,0.0,0.0,0.0,0.0,0.0,9.177132312854695,0.0,0.0,0.0,0.0,0.0,2.2908443896846946,3.5606400883249916,0.0,0.0,0.0,0.0,0.0,0.9047286145809874,3.1827012194471256,0.0,0.0,0.0,0.0,0.0,1.8923467784286954,222.7935504838309,0.0,0.0,0.0,0.0,0.0,222.8886264884618,36.05443406236922,0.0,0.0,0.0,0.0,0.0,40.13461400339761,29.32977272634542,0.0,0.0,0.0,0.0,0.0,47.36510213182823,62.35485459458119,0.0,0.0,0.0,0.0,0.0,23.07159792177421,27.58378923296774,0.0,0.0,0.0,0.0,0.0,17.88655145679358,81.87458180870176,0.0,0.0,0.0,0.0,0.0,40.93461004479337,75.05750826395216,0.0,0.0,0.0,0.0,0.0,38.18313387854796,21.210935390790105,0.0,0.0,0.0,0.0,0.0,23.547844842919574,63.55789267617951,0.0,0.0,0.0,0.0,0.0,80.42010934206833,68.90351382310644,0.0,0.0,0.0,0.0,0.0,45.183633142880865,31.51509692336803,0.0,0.0,0.0,0.0,0.0,40.592756348756765,80.41150324502463,0.0,0.0,0.0,0.0,0.0,13.101552855493404,37.69989996183913,0.0,0.0,0.0,0.0,0.0,13.834743354713568
18,7.9393320620549375,14.039446429692266,0.0,0.0,0.0,0.0,0.0,13.88482573937251,0.0,0.0,0.0,0.0,0.0,0.17434034432126788,3.233901280402083,0.0,0.0,0.0,0.0,0.0,0.9561864131447999,9.064339955006588,0.0,0.0,0.0,0.0,0.0,1.7730736191111627,140.03027603947356,0.0,0.0,0.0,0.0,0.0,54.717816481471466,24.983152333938296,0.0,0.0,0.0,0.0,0.0,6.46271995132283,17.547478849449732,0.0,0.0,0.0,0.0,0.0,22.60712651292248,71.07880077193782,0.0,0.0,0.0,0.0,0.0,1.4126074836863278,59.756182801271855,0.0,0.0,0.0,0.0,0.0,27.56375757712973,75.9527193432928,0.0,0.0,0.0,0.0,0.0,60.0226443486273,126.37207225576273,0.0,0.0,0.0,0.0,0.0,27.573193822946585,27.46013260944715,0.0,0.0,0.0,0.0,0.0,9.64853276847485,54.84892681424853,0.0,0.0,0.0,0.0,0.0,47.71583519272102,120.16596144018801,0.0,0.0,0.0,0.0,0.0,19.250347166373857,27.797307979653244,0.0,0.0,0.0,0.0,0.0,16.445296132667377,126.97398913664571,0.0,0.0,0.0,0.0,0.0,21.73913043695334,43.08863352585487,0.0,0.0,0.0,0.0,0.0,24.49321991288736
