,ASD,ASD,ASD,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6944021851118368,0.0884044922527042,50.0,0.10611033964230536,50.79365079365079,0.8435751597344682
1,0.6969554078607638,0.08841423681007521,50.0,0.08132284211068808,52.38095238095239,0.5521101856906095
2,0.6913456340342292,0.08838906148750704,50.0,0.09025416776038818,51.587301587301596,0.4757965523023516
3,0.692759162188147,0.08840234247627833,49.48979591836735,0.23299945483617432,51.587301587301596,0.43582586748019564
4,0.6928302826028395,0.0883734987908279,51.53061224489795,0.1489535322456984,52.38095238095239,0.28575849050372837
5,0.6931988834148406,0.08832031016024966,54.59183673469388,0.0899123861689467,57.936507936507944,0.5349207980930525
6,0.6920082458752747,0.08833028519459621,54.59183673469388,0.07947438965944123,58.730158730158735,0.3971238375611493
7,0.4816860925263069,0.09006188320922036,52.04081632653062,0.09163742411680986,68.25396825396825,0.19306100205675397
8,0.6809472222802279,0.08732260384980636,53.06122448979592,0.0927801944566991,64.28571428571429,0.17525104197704125
9,0.5867211166265186,0.0859629885223534,55.61224489795919,0.0777719250712562,76.19047619047619,0.229333499598546
10,0.5691889171624323,0.08802115392086478,54.08163265306123,0.13574167591554354,64.28571428571429,0.8795952626725
11,0.7344351153254535,0.09183565901210351,56.12244897959183,0.1134802490568228,61.111111111111114,0.08511886201960778
12,0.8071228305904304,0.08607729922950114,61.224489795918366,0.11814798101853059,68.25396825396825,0.035181142510105894
13,1.349354211562546,0.09614734910285083,58.16326530612245,0.10484089711686624,69.84126984126983,0.04522078314664689
14,1.268167864049329,0.09043944880728486,55.61224489795919,0.10067506529072641,73.01587301587301,0.26924835508343486
15,0.8727263831325698,0.0971617356384225,59.183673469387756,0.14513526462388035,60.317460317460316,0.7742357589182087
16,0.45401432399181413,0.11141176958253338,54.59183673469388,0.09640819148135732,74.60317460317461,0.25688839554606624
17,0.1871417858999784,0.0961198981650632,58.16326530612245,0.07340677384785967,75.39682539682539,0.08597354112164071
18,0.5294102784249101,0.10845437127798194,56.63265306122449,0.13392683356322282,61.111111111111114,0.10661854411387647
19,1.3097555853372365,0.10236735229154015,57.6530612244898,0.09728926877463978,76.98412698412699,0.4977891521480505
20,0.6512434726646209,0.08839118824862272,59.183673469387756,0.08315442227484625,76.98412698412699,0.4390310749699748
21,1.1651618168612223,0.0979580136796941,62.755102040816325,0.22507336064563188,59.523809523809526,0.11349922640624283
22,0.45271956604695346,0.09841415910696322,59.693877551020414,0.24952516779184972,58.730158730158735,0.0008161868207736788
23,0.018906139578212255,0.11555583369595686,60.71428571428571,0.2034444859865777,62.698412698412696,0.027921106518305778
24,0.1976350459588061,0.1073372774928606,58.16326530612245,0.13287771787503616,71.42857142857143,0.001341901776178774
25,0.2553552884339811,0.1041599700144025,55.61224489795919,0.10367942301682874,70.63492063492063,0.5040863177715016
26,0.47000572279831676,0.12447905786490586,58.16326530612245,0.1222003823463951,73.80952380952381,0.0206928874649101
27,0.0488752648486994,0.16335129438211315,58.673469387755105,0.10585195235143335,77.77777777777779,0.773534231588686
