,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,13.461111431604674,2.154274818717938,0.0,0.0,0.0,0.0,0.0,1.5124632409894374,0.0,0.0,0.0,0.0,0.0,3.070424811993932,1.527210979934565,0.0,0.0,0.0,0.0,0.0,5.405049854755445,5.82886752465104,0.0,0.0,0.0,0.0,0.0,139.08284742750718,194.6308282361584,0.0,0.0,0.0,0.0,0.0,1055.535109521832,8.24153186800477,0.0,0.0,0.0,0.0,0.0,158.56925685469395,287.24331671357584,0.0,0.0,0.0,0.0,0.0,285.86831206097924,161.67266291646467,0.0,0.0,0.0,0.0,0.0,626.5222609660481,149.84895215112212,0.0,0.0,0.0,0.0,0.0,2015.1540538352583,79.23002935009076,0.0,0.0,0.0,0.0,0.0,484.8500203905926,102.73140082904925,0.0,0.0,0.0,0.0,0.0,685.101080649528,2.986402235653405,0.0,0.0,0.0,0.0,0.0,14.783131024261827,19.46127710134648,0.0,0.0,0.0,0.0,0.0,169.5788889199689,856.1280831486401,0.0,0.0,0.0,0.0,0.0,4436.266696300037,732.6487956265915,0.0,0.0,0.0,0.0,0.0,3751.7519145202205,619.0248823515343,0.0,0.0,0.0,0.0,0.0,2695.5063552683278,60.48542333583063,0.0,0.0,0.0,0.0,0.0,631.4027741780625
1,9.978621581470884,3.6980019428700905,0.0,0.0,0.0,0.0,0.0,0.9235087127830137,0.0,0.0,0.0,0.0,0.0,6.619324777595486,1.237529177936561,0.0,0.0,0.0,0.0,0.0,28.718786234614093,2.4587423806628887,0.0,0.0,0.0,0.0,0.0,71.63475173792537,155.85713740677062,0.0,0.0,0.0,0.0,0.0,985.7996337933583,9.440755545668882,0.0,0.0,0.0,0.0,0.0,99.75256614852248,68.59726232270955,0.0,0.0,0.0,0.0,0.0,1179.6449498466302,98.17911973323055,0.0,0.0,0.0,0.0,0.0,203.58349798168373,106.31361780597037,0.0,0.0,0.0,0.0,0.0,1483.3164801087328,28.56944971792434,0.0,0.0,0.0,0.0,0.0,510.01495106421635,167.45115908936629,0.0,0.0,0.0,0.0,0.0,275.70994450878067,3.668070546935583,0.0,0.0,0.0,0.0,0.0,31.546736412271073,11.854416016996883,0.0,0.0,0.0,0.0,0.0,315.2736374368765,783.7981420524047,0.0,0.0,0.0,0.0,0.0,3901.5007837483954,528.6339724319603,0.0,0.0,0.0,0.0,0.0,2968.5021430294064,519.7984948271676,0.0,0.0,0.0,0.0,0.0,2222.9995460454356,60.59676118823663,0.0,0.0,0.0,0.0,0.0,695.2569281276449
2,8.523396900353337,0.7216239249415454,0.0,0.0,0.0,0.0,0.0,0.9419081612662773,0.0,0.0,0.0,0.0,0.0,7.439647102729613,1.309206644989012,0.0,0.0,0.0,0.0,0.0,8.15209755326057,2.189776139997737,0.0,0.0,0.0,0.0,0.0,11.991964455141218,92.90634805939612,0.0,0.0,0.0,0.0,0.0,553.9638540232852,4.967614867199284,0.0,0.0,0.0,0.0,0.0,40.98622015979641,70.12451516218223,0.0,0.0,0.0,0.0,0.0,241.48294200133074,67.0324813471261,0.0,0.0,0.0,0.0,0.0,619.7528435095577,53.011516737336215,0.0,0.0,0.0,0.0,0.0,95.59749179653721,14.764505145142195,0.0,0.0,0.0,0.0,0.0,26.614337442307097,88.1184173775218,0.0,0.0,0.0,0.0,0.0,190.01700681345923,21.149618213384503,0.0,0.0,0.0,0.0,0.0,5.151606706929455,9.954206733352676,0.0,0.0,0.0,0.0,0.0,67.60566369341483,442.5294768881364,0.0,0.0,0.0,0.0,0.0,3047.540634558475,212.24863072030683,0.0,0.0,0.0,0.0,0.0,1167.8708241236611,301.65292746682496,0.0,0.0,0.0,0.0,0.0,1727.8867720633964,60.69863250440142,0.0,0.0,0.0,0.0,0.0,486.5539306811347
3,8.73424285014119,0.8058483298015752,0.0,0.0,0.0,0.0,0.0,1.148182500711684,0.0,0.0,0.0,0.0,0.0,2.785937794386275,2.6100509571346544,0.0,0.0,0.0,0.0,0.0,3.1262261126455893,2.0928902667078,0.0,0.0,0.0,0.0,0.0,20.017025354626565,60.928461895174436,0.0,0.0,0.0,0.0,0.0,216.54377910945945,6.283569433627108,0.0,0.0,0.0,0.0,0.0,63.49100946489436,24.037391437502386,0.0,0.0,0.0,0.0,0.0,0.7698489295498924,28.358146984112327,0.0,0.0,0.0,0.0,0.0,59.43943185737055,25.9574765668484,0.0,0.0,0.0,0.0,0.0,65.81820364185188,35.10827833728519,0.0,0.0,0.0,0.0,0.0,365.77897639423657,50.287390924168065,0.0,0.0,0.0,0.0,0.0,371.3966867273011,16.117192711489768,0.0,0.0,0.0,0.0,0.0,44.326684032532,13.9953061572806,0.0,0.0,0.0,0.0,0.0,196.9827743661297,110.09425939826204,0.0,0.0,0.0,0.0,0.0,1280.8248981427373,79.68056728270103,0.0,0.0,0.0,0.0,0.0,779.7088680596124,42.52565124739488,0.0,0.0,0.0,0.0,0.0,318.21314919992733,60.43392914121031,0.0,0.0,0.0,0.0,0.0,455.6992399853448
4,4.446906905221653,0.6393965476474577,0.0,0.0,0.0,0.0,0.0,1.2144042529898766,0.0,0.0,0.0,0.0,0.0,1.1249119672294101,1.915662615319409,0.0,0.0,0.0,0.0,0.0,16.555504161134813,1.1644855709598336,0.0,0.0,0.0,0.0,0.0,25.233351442173028,57.552715482981384,0.0,0.0,0.0,0.0,0.0,655.0175988734651,14.296959408352508,0.0,0.0,0.0,0.0,0.0,41.07112642407144,15.08347196950885,0.0,0.0,0.0,0.0,0.0,665.3827716746986,21.53761809923426,0.0,0.0,0.0,0.0,0.0,34.94269961601103,36.88377685331021,0.0,0.0,0.0,0.0,0.0,15.559266782299124,35.80493794522683,0.0,0.0,0.0,0.0,0.0,38.96526218918413,80.90153069722325,0.0,0.0,0.0,0.0,0.0,310.9449816288143,5.4119126600980785,0.0,0.0,0.0,0.0,0.0,36.33422048139472,12.590743913127177,0.0,0.0,0.0,0.0,0.0,66.85168554871265,57.12909209983252,0.0,0.0,0.0,0.0,0.0,446.0533797662889,20.726783363588762,0.0,0.0,0.0,0.0,0.0,165.38193199434542,24.17923063683745,0.0,0.0,0.0,0.0,0.0,152.09711560789896,60.050873005680586,0.0,0.0,0.0,0.0,0.0,339.72291190563766
5,2.1040881253973116,1.0180320345880918,0.0,0.0,0.0,0.0,0.0,0.316422307089377,0.0,0.0,0.0,0.0,0.0,3.202488915016031,0.3197704622647116,0.0,0.0,0.0,0.0,0.0,7.225327077548593,0.9463855920310342,0.0,0.0,0.0,0.0,0.0,10.93739796745481,53.42614783647145,0.0,0.0,0.0,0.0,0.0,140.6427123606075,11.201532575386638,0.0,0.0,0.0,0.0,0.0,56.531359277401464,20.523980495705107,0.0,0.0,0.0,0.0,0.0,195.35596921491572,19.024022024415828,0.0,0.0,0.0,0.0,0.0,26.859297825837466,27.791118847307462,0.0,0.0,0.0,0.0,0.0,104.46574812406445,18.2206413369883,0.0,0.0,0.0,0.0,0.0,133.87779356994926,54.64693912273053,0.0,0.0,0.0,0.0,0.0,341.93244028393406,3.8753543373384645,0.0,0.0,0.0,0.0,0.0,4.491232721349892,11.540696735051968,0.0,0.0,0.0,0.0,0.0,110.49715167836463,58.688960427757976,0.0,0.0,0.0,0.0,0.0,352.4993876722376,9.325292091072608,0.0,0.0,0.0,0.0,0.0,124.27262629550276,40.59843734179479,0.0,0.0,0.0,0.0,0.0,134.10505018000256,55.194614286811195,0.0,0.0,0.0,0.0,0.0,607.784955869983
6,3.492016833980484,0.6260105302347468,0.0,0.0,0.0,0.0,0.0,0.329949978675373,0.0,0.0,0.0,0.0,0.0,1.0867151480103583,0.21041043675426005,0.0,0.0,0.0,0.0,0.0,13.62958209200979,0.8707030017776571,0.0,0.0,0.0,0.0,0.0,16.00672569615427,53.407107993749975,0.0,0.0,0.0,0.0,0.0,370.7789115402842,4.062402618615333,0.0,0.0,0.0,0.0,0.0,46.44347075781401,9.439791602838408,0.0,0.0,0.0,0.0,0.0,211.70419689990302,17.762914311871018,0.0,0.0,0.0,0.0,0.0,3.2477920417880632,39.29915853452406,0.0,0.0,0.0,0.0,0.0,214.90654925560355,13.728070282295771,0.0,0.0,0.0,0.0,0.0,84.48225642730432,52.49507286419462,0.0,0.0,0.0,0.0,0.0,181.4350671390828,7.624116878594015,0.0,0.0,0.0,0.0,0.0,2.703820456136605,13.959382045600853,0.0,0.0,0.0,0.0,0.0,111.49729971902445,15.62055138464142,0.0,0.0,0.0,0.0,0.0,113.56123624274717,38.315631465341696,0.0,0.0,0.0,0.0,0.0,109.9828318753105,16.61032905168422,0.0,0.0,0.0,0.0,0.0,202.89048407493232,38.476971138367226,0.0,0.0,0.0,0.0,0.0,364.9752085810941
7,3.181120832888368,0.49198262538802545,0.0,0.0,0.0,0.0,0.0,1.1593956052170225,0.0,0.0,0.0,0.0,0.0,7.780565135095543,0.7179208555866146,0.0,0.0,0.0,0.0,0.0,1.1248241571132465,1.0167117700034227,0.0,0.0,0.0,0.0,0.0,4.604684539053056,45.34128926718661,0.0,0.0,0.0,0.0,0.0,289.56760746151406,9.17226409874538,0.0,0.0,0.0,0.0,0.0,52.49875889394667,13.121047036114392,0.0,0.0,0.0,0.0,0.0,57.03295236985769,21.8270880384494,0.0,0.0,0.0,0.0,0.0,0.881910886475903,20.148175746116294,0.0,0.0,0.0,0.0,0.0,232.60090275077917,14.995777434126099,0.0,0.0,0.0,0.0,0.0,62.31742265053418,43.19605093897361,0.0,0.0,0.0,0.0,0.0,147.93700274837894,5.997592002157806,0.0,0.0,0.0,0.0,0.0,16.64033226239951,8.49892541753727,0.0,0.0,0.0,0.0,0.0,1.3323924667385711,15.289604445936712,0.0,0.0,0.0,0.0,0.0,106.30703440699392,7.686074178334219,0.0,0.0,0.0,0.0,0.0,95.32368901622743,20.717675624121703,0.0,0.0,0.0,0.0,0.0,155.13225757967098,23.935938335728093,0.0,0.0,0.0,0.0,0.0,316.6245315315239
8,5.044389482163853,0.4005344858577345,0.0,0.0,0.0,0.0,0.0,1.8843901917738037,0.0,0.0,0.0,0.0,0.0,2.231567333793816,0.3590439198819998,0.0,0.0,0.0,0.0,0.0,4.882091641205563,1.1593646992520144,0.0,0.0,0.0,0.0,0.0,12.791992802485286,40.632366491220296,0.0,0.0,0.0,0.0,0.0,167.41429771917782,7.7593179233916905,0.0,0.0,0.0,0.0,0.0,11.630858416401638,41.039071547894586,0.0,0.0,0.0,0.0,0.0,41.46604912653852,11.509220015017911,0.0,0.0,0.0,0.0,0.0,31.20002054339038,20.346096067157877,0.0,0.0,0.0,0.0,0.0,154.02034265788848,12.709661921086806,0.0,0.0,0.0,0.0,0.0,15.672576781380725,36.949708515628075,0.0,0.0,0.0,0.0,0.0,226.28940274822799,4.176111803488291,0.0,0.0,0.0,0.0,0.0,35.011734606883934,12.146688196454635,0.0,0.0,0.0,0.0,0.0,44.16868065803384,6.067052555621467,0.0,0.0,0.0,0.0,0.0,171.16336366529788,9.322943785830905,0.0,0.0,0.0,0.0,0.0,111.60899913387492,18.531986269700077,0.0,0.0,0.0,0.0,0.0,109.08866075596498,12.081837135263013,0.0,0.0,0.0,0.0,0.0,274.22873370831275
