,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6931088890943311,0.09901665242707977,57.14285714285714,0.1066404729457116,46.15384615384615,0.6931553974234222
1,0.6927749109919253,0.09916206504511053,42.857142857142854,0.10664346226401934,23.076923076923077,0.6931804604381021
2,0.6643461599985274,0.10264972092954065,42.857142857142854,0.10627490895606033,46.15384615384615,0.7213277713075522
3,0.695376888005125,0.09868785276374677,50.0,0.10664880740615962,53.84615384615385,0.6923715053376601
4,0.6712137655460045,0.10029329356957994,42.857142857142854,0.10664710834461809,53.84615384615385,0.6926383491469381
5,0.5851804085721639,0.12154687692354185,42.857142857142854,0.10663982629284215,46.15384615384615,0.6929892799520733
6,0.5185242603854172,0.09724823298334999,57.14285714285714,0.1078139356055451,53.84615384615385,0.6929826089514188
7,0.7240300041119818,0.1412742476281154,42.857142857142854,0.1054335408811269,53.84615384615385,0.7448733976769569
8,0.5210076775558626,0.15038489020125834,50.0,0.10444211899042982,53.84615384615385,0.5865963453570401
9,0.2738476412357672,0.12931086925642712,50.0,0.121994824935643,53.84615384615385,0.644509959659706
10,0.13842122760249823,0.25511725899368143,42.857142857142854,0.129610370159625,53.84615384615385,0.5805203607486298
11,0.05150469487682647,0.11086628121431034,71.42857142857143,0.11363239475153097,69.23076923076923,0.6972354900505701
12,0.0052378338003377005,0.16318976760853338,78.57142857142857,0.1309451339647053,69.23076923076923,0.6926261679475525
13,0.0014912612464043596,0.18380961930471096,78.57142857142857,0.12936214199538634,61.53846153846154,0.46322626270427714
14,0.21872124461157302,0.23918440113028366,78.57142857142857,0.20594078631763119,69.23076923076923,0.21077708359075675
15,0.14119533684124183,0.38330087652440004,64.28571428571429,0.17773183048044675,69.23076923076923,0.06379758021148242
16,0.0027358901535140747,0.16724746175515576,78.57142857142857,0.3407083267329577,61.53846153846154,1.00205353671671
