,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7163654990239874,0.6748298715888248,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6932168182118609,30.0,0.20833333333333334,0.0,0.0,0.0,0.6931135004836642,0.6966911812735176,45.45454545454545,0.15625,0.5833333432674408,0.4166666716337204,1.0,0.7111777048943748,0.7074231336150845,46.666666666666664,0.48333333333333334,0.6363636553287506,0.4732142984867096,1.0,0.6052594650239362,0.6659957000596289,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.7469854224716633,0.6885817032756041,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.7924751411665465,0.682242203426015,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.7258855495208573,0.6673036892238553,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6550983547542063,0.696692122878922,50.0,0.25,0.6666666865348816,0.5,1.0,0.7268228740264372,0.6931912719335404,55.55555555555556,0.4375,0.0,0.0,0.0,0.708131430290613,0.7139855497326493,50.0,0.71875,0.6666666865348816,0.5,1.0,0.7149385235567246,0.72384250563204,30.0,0.5833333333333333,0.0,0.0,0.0,0.6720216163838921,0.653652506321299,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6942688168575558
1,0.69359411619226,0.6927260312822738,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6931322067779927,60.0,0.7083333333333334,0.6969697177410126,0.6500000059604645,0.8333333432674408,0.6931743444185179,0.6982503129407095,54.54545454545454,0.53125,0.0,0.0,0.0,0.6677687080256901,0.6928656593586984,46.666666666666664,0.7416666666666667,0.6000000387430191,0.5250000059604645,0.9000000059604645,0.7808943546113195,0.6929722889470983,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.693412756068261,0.6828346648530572,83.33333333333334,0.7777777777777778,0.8571428656578064,0.75,1.0,0.7935479864791435,0.6930137366641442,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.6931551658025066,0.6928295414242205,66.66666666666666,0.35,0.0,0.0,0.0,0.693046265269445,0.693267167231501,50.0,0.0625,0.0,0.0,0.0,0.6938226690177407,0.6862599398668925,61.111111111111114,0.9500000000000001,0.7592592835426331,0.6666666766007742,1.0,0.6967138152719592,0.7017092011973582,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6690284293690297,0.7325899945714893,30.0,0.6833333333333333,0.0,0.0,0.0,0.726523923553971,0.6925271944368305,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6928198102847065
2,0.6926361235138352,0.6921860479142757,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6927482587976135,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.6931733110646326,0.6935299837192502,45.45454545454545,0.8333333333333333,0.6727272868156433,0.5208333432674408,1.0,0.7362687707778355,0.7902851756875552,46.666666666666664,0.5,0.6363636553287506,0.4732142984867096,1.0,0.669422372638328,0.6794133510018241,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6784642135576918,0.6543382021259644,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.36960886538313886,0.6929505927782197,57.14285714285714,0.5,0.0,0.0,0.0,0.6925499578773961,0.6728743408043907,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6756395702371967,0.7014893657058929,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6348119951292922,0.701195651615918,44.44444444444444,0.5888888888888889,0.6119658251603445,0.4583333333333333,1.0,0.7377426858515403,0.9488704461969872,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,1.07420652916111,0.6934062534977841,30.0,0.4166666666666667,0.0,0.0,0.0,0.6923466982855845,0.6683148046250846,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6872656297907301
3,0.6924386412747322,0.6927059991479799,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6932506261551079,30.0,0.5833333333333334,0.0,0.0,0.0,0.6930233241772146,0.6931868949615603,45.45454545454545,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6881941942429398,0.7145719253468908,53.333333333333336,0.675,0.0,0.0,0.0,0.6799872276008582,0.6249684607112893,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.7698140223146165,0.6580054298525919,50.0,0.8888888888888888,0.0,0.0,0.0,0.5584412706655505,0.6995904988801135,57.14285714285714,0.25,0.0,0.0,0.0,0.6848142006910517,0.6685151916117866,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.623331165434628,0.7028396673641124,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6454127035066964,0.8148399842605034,44.44444444444444,0.7083333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.6803608691664979,0.7274270055998169,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6390128309147125,0.6933958901625916,30.0,0.5833333333333333,0.0,0.0,0.0,0.6970111273763769,0.6165603365630349,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.6797653872557864
4,0.694457019384283,0.6917104760756726,57.14285714285714,0.75,0.7272727489471436,0.5714285969734192,1.0,0.6924048721298217,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.6924727010163754,0.6989151566520229,54.54545454545454,0.6,0.0,0.0,0.0,0.687348518849122,0.693390687472179,46.666666666666664,0.41666666666666663,0.6363636553287506,0.4732142984867096,1.0,0.6917490958324678,0.6573278772886332,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.6483346376390432,0.5911703818216847,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.8150263579999928,0.6925407177227955,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.690907299010047,0.6576880344786995,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.5513279356545612,0.6934219391365216,50.0,0.3125,0.0,0.0,0.0,0.6928129483921616,0.6403388872948835,55.55555555555556,0.6333333333333333,0.3333333432674408,0.3611111144224803,0.31111112236976624,0.5383603499813594,0.8151877773608959,50.0,0.34375,0.6666666865348816,0.5,1.0,0.466684144555011,0.6938023483380129,30.0,0.7916666666666667,0.0,0.0,0.0,0.6856378553518253,0.6503028700828339,70.0,0.6666666666666666,0.8846153616905212,0.8571428656578064,0.9166666567325592,0.5621299312874599
5,0.6931631693146171,0.693254592702424,28.57142857142857,0.5,0.444444477558136,0.4000000059604645,0.5,0.6717756980859388,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6057593876038565,0.9843099130709622,45.45454545454545,0.7083333333333333,0.7000000029802322,0.625,1.0,0.6639466938471166,0.7783468832424781,46.666666666666664,0.3958333333333333,0.6333333253860474,0.4642857164144516,1.0,0.9216795725028231,0.8539204779538679,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.5629475309191135,0.6477012468941558,50.0,0.8888888888888888,0.0,0.0,0.0,1.072942361641314,0.6922280284776022,71.42857142857143,0.8333333333333334,0.75,0.6000000238418579,1.0,0.7109942933698414,0.6914486615567551,66.66666666666666,0.375,0.0,0.0,0.0,0.8383589990722286,0.6931081758220413,50.0,0.625,0.6666666865348816,0.5,1.0,0.6926070105194452,0.8680442350584872,55.55555555555556,0.6388888888888888,0.0,0.0,0.0,0.3681241101343645,0.6931176521793854,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6350204015478057,0.6794746393823894,50.0,0.5357142857142857,0.29999998211860657,0.5,0.2142857164144516,0.6899280431200093,0.9603029992999769,30.0,0.5,0.0,0.0,0.0,0.6071617606036404
6,0.7017417508268894,0.6922716793027771,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6134478454306583,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.6246080494572928,0.7086859544705753,54.54545454545454,0.21875,0.3333333432674408,0.30000001192092896,0.375,0.6371399847124164,0.7780075377579048,46.666666666666664,0.4916666666666667,0.6166666895151138,0.4821428656578064,1.0,1.011959282828718,0.6869134046847629,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0,0.5888009708102787,0.6330454016717273,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.6919859203068612,0.6922523298094084,57.14285714285714,0.5,0.0,0.0,0.0,0.6900913676214373,0.6336584606342327,66.66666666666666,0.5416666666666667,0.0,0.0,0.0,0.6483296545938038,0.693435099439766,50.0,0.4375,0.5,0.5,0.5,0.6942504563415371,0.9234391644651845,50.0,0.8333333333333334,0.7230769296487173,0.625,1.0,0.5076384646370813,0.7463812487634125,50.0,0.65,0.7727272808551788,0.6875,1.0,0.6900197380835843,0.6914091939017779,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.7510833596708737,0.6392511666799695,60.0,0.39285714285714285,0.3333333432674408,0.4000000059604645,0.2857142984867096,0.5128377125583268
7,0.6922191462242832,0.6934443581961173,28.57142857142857,0.4166666666666667,0.444444477558136,0.4000000059604645,0.5,0.638978235607129,70.0,0.75,0.761904776096344,0.625,1.0,0.5843577085455095,0.7040525276042611,45.45454545454545,0.625,0.5833333432674408,0.4166666716337204,1.0,0.6518480464627506,0.6767616311197844,53.333333333333336,0.6666666666666666,0.5857143104076385,0.5000000149011612,0.800000011920929,0.7156601204783767,0.6887188468173273,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.5359237114761293,0.6202701025882612,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.8746784473347906,0.6531056190836848,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.6906281522198219,0.6181909153725201,66.66666666666666,0.55,0.0,0.0,0.0,0.5878625605765687,0.6936592247553219,50.0,0.1875,0.0,0.0,0.0,0.6920727720928775,0.6537254617957567,66.66666666666666,0.6555555555555556,0.75,0.6666666766007742,0.8888888955116272,0.658313833627263,0.6793604262846186,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6437649146897542,0.6424040917940451,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.6903993788450733,0.6150690802508072,60.0,0.5166666666666666,0.800000011920929,0.800000011920929,0.800000011920929,0.6901743510233664
8,0.7044062384895957,0.6944004065270676,28.57142857142857,0.08333333333333333,0.2857142686843872,0.3333333432674408,0.25,0.729811566466681,70.0,0.75,0.761904776096344,0.625,1.0,0.2188025632438741,0.693365684727682,45.45454545454545,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.6895590526989069,0.690513503942882,53.333333333333336,0.6166666666666667,0.25,0.25,0.25,0.707136216699507,0.625603545415788,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.6457461796842208,0.5474560261928166,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.3271274226593419,1.12912141624415,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.3669768350354849,0.6116324593291081,66.66666666666666,0.7083333333333333,0.0,0.0,0.0,0.5321189152955552,0.693292607343506,62.5,0.375,0.4000000059604645,1.0,0.25,0.6911235472526404,0.7904810761430731,55.55555555555556,0.6555555555555556,0.47863248984018963,0.375,0.6666666666666666,0.9388664187194371,0.7298789467079115,50.0,0.84375,0.6666666865348816,0.5,1.0,0.5045964129148768,0.5857779014198223,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.647298063842693,0.6689759510702422,70.0,0.65,0.8846153914928436,0.8125,1.0,0.837443570903561
