,SZ2,SZ2,SZ2
,Loss/train,Loss/test,Accuracy/test
0,773.6099809121379,180.01683973248586,0.0
1,479.2195660221867,118.55024109655616,0.0
2,353.0613437930166,42.543978134177465,0.0
3,126.02549958185153,28.459081003575168,0.0
4,271.03990956491884,47.90916172345169,0.0
5,158.24591434928766,46.58134168634242,0.0
6,178.63909224479167,34.09262560403267,0.0
7,96.37108583829142,24.806988777551197,0.0
8,118.35074345117097,53.648463425677264,0.0
9,83.53904156242282,64.62710288833355,0.0
10,153.35810221993222,23.08221889190181,0.0
11,131.68927402459008,25.4789220525685,0.0
12,89.64266984882254,46.72390079961084,0.0
13,160.07897507287956,24.696869124625326,0.0
14,167.59451206735272,47.52973869971812,0.0
15,82.56397408213066,54.31326972679338,0.0
16,62.095713912443905,21.969069092257616,0.0
17,70.31846805363602,22.76675914473062,0.0
18,53.586078366149515,43.835278800927505,0.0
19,54.244996656162954,53.48861071577426,0.0
20,33.099551942469446,26.29082659868486,0.0
21,45.709767236070704,16.540802645516465,0.0
22,24.94980800348386,27.61704977565232,0.0
23,26.550334331994424,31.612593356320215,0.0
24,14.790407549080976,27.42825400164822,0.0
25,19.207743186903055,24.391493987371884,0.0
26,22.15729825198534,14.996925234419214,0.0
27,27.53461527250729,24.40263164102562,0.0
28,25.084857505380487,18.918149183143974,0.0
29,7.832267477523954,50.243894005699694,0.0
30,21.24755697168687,17.437733234828343,0.0
31,7.966024936372824,18.883140036347502,0.0
32,6.63684470400764,48.30722062760065,0.0
33,7.093605062715502,18.27552072174964,0.0
34,6.080866317654796,49.438019404606045,0.0
35,1.4880875129267186,22.33688372329461,0.0
36,2.469110845620861,18.141574788424098,0.0
37,4.385254879899629,19.134944074168075,0.0
38,3.6192191613650238,16.076871725301338,0.0
39,0.9097647856222654,45.23823270487535,0.0
40,4.85443119391726,54.90321409998174,0.0
41,0.2584008899421906,45.4582120343141,0.0
42,0.4462391288144508,27.427015450742847,0.0
43,0.723784573994061,18.25617025811088,0.0
44,4.933674489209319,20.544116614163865,0.0
45,0.4136439167222556,34.55087367319451,0.0
46,15.548243798838742,58.461011621941125,0.0
47,13.309216101074094,38.840664301520434,0.0
48,0.36733301731316664,31.590279765767427,0.0
49,7.056191579371291,20.208235077758285,0.0
50,5.593566103382006,41.70889004485039,0.0
51,5.26849397680154,58.73797875245233,0.0
52,2.2278248063260477,20.898778854084647,0.0
53,0.35129659433309735,34.44237220526827,0.0
54,23.096717313529837,34.16705217840494,0.0
55,24.27933931112746,43.974616039595084,0.0
56,14.941817438352604,51.36473500722745,0.0
57,11.338781852820311,61.07950963960065,0.0
58,6.357894377318239,20.723378480736773,0.0
59,3.7970773919704333,15.986991081379918,0.0
60,1.7933540217344057,17.6464864290643,0.0
61,0.27643248681290433,17.501936418202078,0.0
62,0.2405150034634619,14.843120047441175,0.0
63,2.5438749202177577,15.89903475642376,0.0
64,6.008076319834284,21.24620054538166,0.0
65,4.065623451541438,22.991944097497882,0.0
66,1.2727340480297606,49.617665979518605,0.0
67,1.8371364363461842,15.856645244713254,0.0
68,3.3028447315293796,26.01885228224032,0.0
69,1.864276084419459,47.570833445623045,0.0
70,4.96001408534822,42.63590737439397,0.0
71,0.7506650174492975,14.832690131564078,0.0
72,0.08432762403562558,28.391670950199952,0.0
73,0.7007049392219235,15.693720793449781,0.0
74,0.22395894711222308,42.92340056483545,0.0
75,2.010877567653001,23.767911486444405,0.0
76,3.8958147058023296,14.636230321820827,0.0
77,0.9784549427341843,18.503996153555473,0.0
78,0.2987413659886632,17.481194484132995,0.0
79,2.7692310478378785,21.344103810251017,0.0
80,2.2636346329480475,41.02292580712639,0.0
81,11.835427408028304,20.14168599757506,0.0
82,6.306229825984023,58.57293790010436,0.0
83,2.120601596933331,16.62200795644013,0.0
84,3.6584598058584077,42.44415942182272,0.0
85,8.737546800082011,32.871530057036274,0.0
86,3.4419337977220703,17.750589682315372,0.0
87,1.9955138642937555,14.604414082540643,0.0
88,2.5842397406399034,21.77242946510938,0.0
89,2.2585264777116287,35.56403088573754,0.0
90,3.0157435273969204,25.12219884272881,0.0
91,2.9516877253020866,17.022256227021046,0.0
92,2.762292558537326,18.293255357760536,0.0
93,0.667805158986986,28.4571220889521,0.0
94,0.050808604472175736,27.258115797480993,0.0
95,0.13189629955658191,46.171268041629695,0.0
96,0.25338973767235823,17.815119609008462,0.0
97,0.15651073069538166,29.897988669333685,0.0
98,0.13312118506080606,16.31077442416026,0.0
99,3.115830368499788,15.215216524952183,0.0
